Majority protein IDs,Protein ID,logFC,PValue,FDR,Fold_change,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
Q5XFX0,Q5XFX0,0.840683884,0.507074012,0.999991107,1.790898885,Tagln2,138610000,133330000,172700000,131820000,135970000,142486000,275910000,236740000,245420000,258790000,243160000,252004000,14,11,10,14,11,12,20,16,16,18,20,18
Q5XHX3;A0A0G2K6I4,Q5XHX3,-0.141201903,0.910679238,0.999991107,0.90676342,Enah,24342000,34658000,40155000,36910000,26198000,32452600,31795000,25573000,29166000,32389000,26304000,29045400,3,7,5,9,4,5.6,3,2,4,5,2,3.2
Q5XHY0,Q5XHY0,-2.351179018,0.075397513,0.999991107,0.195985793,Ddx18,22678000,25620000,28407000,24179000,27397000,25656200,0,0,0,0,24473000,4894600,2,2,4,6,5,3.8,2,0,0,0,2,0.8
Q5XHZ0,Q5XHZ0,-0.338337421,0.788277371,0.999991107,0.79095229,Trap1,593970000,792610000,788540000,705550000,733290000,722792000,617500000,636710000,520520000,449650000,594980000,563872000,33,43,40,48,42,41.2,36,36,34,43,27,35.2
Q5XI01;M0RC12;M0R7D1,Q5XI01,-0.669387691,0.596414969,0.999991107,0.628773495,Larp7,32957000,38203000,36239000,33047000,29738000,34036800,27354000,26599000,0,25174000,26622000,21149800,4,6,6,7,5,5.6,2,4,0,4,2,2.4
Q5XI04,Q5XI04,-1.810702778,0.162892218,0.999991107,0.285052038,Stom,28069000,23105000,23269000,20748000,25692000,24176600,0,15828000,0,18569000,0,6879400,5,4,5,4,3,4.2,2,3,0,2,0,1.4
Q5XI18;A0A0G2K756;G3V6E4;Q7TNY6,Q5XI18,0.409041686,0.74556133,0.999991107,1.327803524,Acbd3,97038000,112770000,110050000,110130000,107800000,107557600,132620000,143130000,142960000,138990000,147020000,140944000,7,7,9,10,12,9,8,11,9,12,13,10.6
Q5XI19;A0A0G2JWC7,Q5XI19,0.007194655,0.995438412,0.999991107,1.00499941,Fermt2,614760000,761690000,738300000,819560000,742270000,735316000,694100000,710150000,780240000,781880000,681170000,729508000,32,42,39,49,46,41.6,38,33,34,40,35,36
Q5XI21,Q5XI21,0.38043275,0.762751414,0.999991107,1.301732264,Tom1,70424000,45318000,53198000,0,38125000,41413000,58405000,59328000,56479000,45909000,46701000,53364400,2,4,3,0,3,2.4,7,5,5,2,5,4.8
Q5XI26,Q5XI26,1.943419619,0.135900139,0.999991107,3.846162237,Stat2,0,0,0,24058000,21873000,9186200,30045000,37421000,29734000,35113000,41579000,34778400,0,0,0,2,2,0.8,4,3,3,7,4,4.2
Q5XI28,Q5XI28,0.180997628,0.885674016,0.999991107,1.133667549,Raver1,51482000,80514000,73618000,66775000,66044000,67686600,85574000,82526000,66022000,75934000,68731000,75757400,4,18,9,7,8,9.2,10,8,6,8,5,7.4
Q5XI31,Q5XI31,-0.335269567,0.790147838,0.999991107,0.792636019,Pigs,49267000,69424000,81035000,36338000,54928000,58198400,65653000,50464000,34636000,35924000,41075000,45550400,3,7,7,4,6,5.4,5,4,4,2,3,3.6
Q5XI32;A0A0G2JYB1,Q5XI32,0.114743897,0.927359344,0.999991107,1.082782816,Capzb,612380000,586300000,554340000,607230000,580130000,588076000,620510000,666720000,662330000,629220000,565370000,628830000,39,38,42,31,38,37.6,46,39,34,39,35,38.6
Q5XI34,Q5XI34,0.036565492,0.976820014,0.999991107,1.02566919,Ppp2r1a,2442400000,1960700000,1987400000,1497600000,1.55E+09,1887620000,2227600000,2121500000,1779200000,1670800000,1763700000,1912560000,90,107,95,85,89,93.2,85,75,75,72,74,76.2
Q5XI67,Q5XI67,-0.058758253,0.962760373,0.999991107,0.960090126,Fbxo30,0,0,11023000,12141000,11464000,6925600,13057000,0,0,9522200,10205000,6556840,0,0,3,2,2,1.4,3,3,2,2,0,2
Q5XI72;A0A0G2KAW7,Q5XI72,0.089404985,0.943366879,0.999991107,1.063931292,Eif4h,169490000,159520000,191310000,170710000,194480000,177102000,184730000,203190000,140790000,171620000,229370000,185940000,11,8,13,6,10,9.6,10,8,5,6,6,7
Q5XI73,Q5XI73,0.37815669,0.764124756,0.999991107,1.299680212,Arhgdia,2092800000,2236400000,2376300000,2227500000,2173500000,2221300000,3003400000,3119900000,2624900000,2744500000,2758400000,2850220000,73,55,59,43,46,55.2,65,76,62,43,48,58.8
Q5XI77,Q5XI77,-0.04574351,0.971004312,0.999991107,0.968790411,Anxa11,127160000,106740000,109670000,96092000,110150000,109962400,115260000,128880000,91952000,98133000,92112000,105267400,12,17,15,14,17,15,12,13,8,11,9,10.6
Q5XI78,Q5XI78,0.079462888,0.949654916,0.999991107,1.056624588,Ogdh,475520000,540030000,538700000,582910000,540100000,535452000,478720000,516680000,606230000,633530000,557760000,558584000,30,37,39,45,44,39,35,30,36,39,31,34.2
Q5XI83,Q5XI83,0.284291075,0.821414728,0.999991107,1.217811697,NA,25398000,31520000,40984000,31659000,41605000,34233200,39356000,41759000,42195000,49912000,32834000,41211200,4,7,8,8,9,7.2,4,4,4,9,6,5.4
Q5XI85;M0R9I6,Q5XI85,-1.55090842,0.228386738,0.999991107,0.341295094,Amt,45234000,55557000,43467000,51936000,45479000,48334600,25299000,33091000,0,0,22770000,16232000,14,14,8,9,8,10.6,3,4,0,2,5,2.8
Q5XI97,Q5XI97,0.223766454,0.858939686,0.999991107,1.167778337,Aarsd1,17788000,16810000,16742000,0,15604000,13388800,0,18474000,21774000,19094000,18017000,15471800,7,4,2,0,2,3,4,6,6,3,4,4.6
Q5XIA5,Q5XIA5,-0.433212613,0.731144622,0.999991107,0.740610746,Coasy,54858000,68792000,43412000,35582000,48328000,50194400,56767000,37745000,37473000,52403000,0,36877600,5,7,7,6,7,6.4,2,6,5,5,2,4
Q5XIA6,Q5XIA6,-1.092333065,0.390912931,0.999991107,0.46900231,Smpd1,35010000,35812000,51111000,39343000,34419000,39139000,24543000,22158000,25688000,0,17863000,18050400,5,7,10,7,8,7.4,4,3,3,3,3,3.2
Q5XIA8,Q5XIA8,-0.913072662,0.471746782,0.999991107,0.531052846,Ghitm,19230000,17689000,21241000,18474000,19196000,19166000,17924000,15429000,0,17232000,0,10117000,7,5,3,6,7,5.6,4,4,0,3,2,2.6
Q5XIB7,Q5XIB7,-1.118248712,0.38002935,0.999991107,0.460652672,Tsen34,10990000,14018000,8429300,12456000,13909000,11960460,11722000,15510000,0,0,0,5446400,4,2,3,3,2,2.8,2,3,0,0,0,1
Q5XIC0,Q5XIC0,-0.503142873,0.690033545,0.999991107,0.705568044,Eci2,218590000,252590000,209510000,242290000,235020000,231600000,146930000,160790000,184390000,170590000,144080000,161356000,25,23,19,20,19,21.2,14,18,19,15,12,15.6
Q5XIC6,Q5XIC6,0.103499357,0.934459391,0.999991107,1.074376279,Psmd12,313260000,317020000,311920000,330570000,333960000,321346000,308820000,339400000,403330000,332370000,320100000,340804000,28,27,27,27,26,27,22,24,29,21,24,24
Q5XID1,Q5XID1,-2.064130206,0.114714145,0.999991107,0.239130457,Ciapin1,15707000,21552000,20513000,25198000,18245000,20243000,0,0,0,24293000,0,4858600,2,4,3,2,4,3,2,2,0,2,0,1.2
Q5XIE0,Q5XIE0,-1.347692374,0.292635291,0.999991107,0.392920032,Anp32e,282010000,294190000,335340000,362110000,415340000,337798000,132440000,200360000,201620000,122200000,0,131324000,16,17,14,18,16,16.2,3,8,6,2,2,4.2
Q5XIE6;Q5XIE6-2,Q5XIE6,-0.945285606,0.45651493,0.999991107,0.519326732,Hibch,66380000,93091000,53386000,53572000,73210000,67927800,23725000,47162000,24515000,40660000,38256000,34863600,18,13,11,8,11,12.2,4,9,3,6,8,6
Q5XIF0,Q5XIF0,0.468462716,0.710306097,0.999991107,1.383634331,Tex264,11452000,13441000,0,0,11448000,7268200,13499000,18397000,0,0,17682000,9915600,2,3,0,0,4,1.8,2,3,0,0,2,1.4
Q5XIF3,Q5XIF3,-0.35815687,0.776226147,0.999991107,0.780160646,Ndufs4,33120000,27856000,37142000,36483000,34183000,33756800,24663000,30867000,18363000,25096000,30973000,25992400,6,6,6,5,4,5.4,3,4,4,3,4,3.6
Q5XIF6,Q5XIF6,-2.9607864,0.028932942,0.999991107,0.128444195,Tuba4a,43337000,32155000,32500000,39429000,33890000,36262200,0,23049000,0,0,0,4609800,6,5,6,3,3,4.6,0,3,0,0,2,1
Q5XIG0,Q5XIG0,0.116626227,0.926171652,0.999991107,1.084196479,Nudt9,10597000,14347000,9244000,13049000,14262000,12299800,13941000,17804000,18155000,16135000,0,13207000,2,5,4,3,2,3.2,4,5,4,3,0,3.2
Q5XIG4,Q5XIG4,-0.836700071,0.509061195,0.999991107,0.559922837,Ociad1,33057000,31806000,28469000,32663000,29877000,31174400,31952000,22737000,0,0,31090000,17155800,7,3,5,2,6,4.6,6,5,0,0,2,2.6
Q5XIG8;M0RCV0,Q5XIG8,0.29825509,0.812816681,0.999991107,1.22965627,Strap;LOC100910575,290320000,370670000,278730000,3.25E+08,327720000,318488000,360430000,370400000,436520000,369900000,394860000,386422000,32,24,27,27,33,28.6,35,31,35,27,24,30.4
Q5XIH3,Q5XIH3,-0.267580215,0.831734954,0.999991107,0.830711703,Ndufv1,207050000,204200000,182340000,210810000,216240000,204128000,149400000,148900000,184990000,177430000,176290000,167402000,24,21,23,19,20,21.4,15,19,15,16,12,15.4
Q5XII0,Q5XII0,-1.469916614,0.252555058,0.999991107,0.361003164,Epdr1,87659000,90250000,74533000,91112000,85620000,85834800,36005000,42108000,0,41079000,34083000,30655000,12,9,11,6,9,9.4,5,3,2,2,2,2.8
Q5XIJ3;P41565,Q5XIJ3,-0.52280594,0.678645258,0.999991107,0.696016812,Idh3g,257840000,288310000,252150000,270540000,297870000,273342000,193480000,228890000,217560000,196820000,103690000,188088000,24,22,20,11,16,18.6,15,15,13,8,5,11.2
Q5XIK2,Q5XIK2,-0.40349752,0.74888215,0.999991107,0.756023236,Tmx2,64617000,69407000,53907000,54329000,62342000,60920400,45282000,47316000,37698000,44811000,52248000,45471000,10,11,9,10,14,10.8,5,5,3,6,8,5.4
Q5XIL4,Q5XIL4,0.883274209,0.486106826,0.999991107,1.844556792,Sorbs3,0,0,14296000,15497000,16820000,9322600,16704000,28072000,23867000,0,15826000,16893800,0,0,2,3,2,1.4,4,5,5,0,3,3.4
Q5XIM0,Q5XIM0,-0.886884664,0.484353307,0.999991107,0.540780613,Bcs1l,24999000,26634000,23961000,32123000,24403000,26424000,21321000,0,24321000,0,24383000,14005000,8,9,5,8,5,7,4,0,4,0,2,2
Q5XIM7,Q5XIM7,0.18908129,0.880609029,0.999991107,1.140037507,Kars,489840000,633780000,635580000,526080000,565340000,570124000,700600000,715800000,600620000,491860000,696190000,641014000,24,31,28,33,32,29.6,30,37,42,46,38,38.6
Q5XIM9,Q5XIM9,0.08864404,0.94384802,0.999991107,1.063370272,Cct2,1743800000,1424900000,1.46E+09,1333300000,1163600000,1424120000,1.53E+09,1545900000,1505100000,1495700000,1400600000,1495860000,70,85,76,75,73,75.8,61,74,61,79,60,67
Q5XIN6,Q5XIN6,0.078832265,0.950053884,0.999991107,1.056162823,Letm1,346840000,389070000,402570000,407760000,363140000,381876000,392800000,459270000,387330000,355010000,395430000,397968000,20,29,22,24,29,24.8,22,25,22,29,22,24
Q5XIP6,Q5XIP6,-2.559082701,0.054897519,0.999991107,0.169683395,Fen1,48917000,45936000,50139000,42782000,55260000,48606800,0,0,40509000,0,0,8101800,9,8,7,8,4,7.2,0,4,3,0,0,1.4
Q5XIP9,Q5XIP9,0.871915555,0.491648394,0.999991107,1.830091213,Tmem43,196180000,190590000,179610000,182360000,195080000,188764000,326280000,398270000,329330000,277350000,3.73E+08,340846000,15,20,16,17,19,17.4,28,38,29,22,24,28.2
Q5XIT9,Q5XIT9,-0.32161388,0.798489609,0.999991107,0.800174257,Mccc2,221970000,166870000,161840000,150280000,137560000,167704000,113870000,135300000,139690000,152690000,121710000,132652000,13,31,26,26,32,25.6,16,20,16,21,17,18
Q5XIU4,Q5XIU4,-0.03018194,0.980865804,0.999991107,0.97929679,Bcap29,20609000,17101000,22063000,23301000,19366000,20488000,19457000,15199000,16089000,28534000,19904000,19836600,3,3,6,6,5,4.6,3,4,4,4,3,3.6
Q5XIU9,Q5XIU9,0.341598639,0.786290476,0.999991107,1.267159946,Pgrmc2,32993000,31133000,31863000,32585000,31035000,31921800,43892000,32939000,42196000,39269000,41326000,39924400,7,4,9,3,5,5.6,8,6,7,5,4,6
Q5XIW8,Q5XIW8,0.027664272,0.982461615,0.999991107,1.019360441,Sart1,34231000,43736000,39474000,58581000,32327000,41669800,37708000,36779000,37866000,47306000,49755000,41882800,3,9,4,11,7,6.8,6,6,2,6,6,5.2
Q60587;A0A0G2K330,Q60587,-0.14656213,0.907304934,0.999991107,0.903400658,Hadhb,857510000,924830000,851110000,886610000,886140000,881240000,760510000,702870000,865620000,852700000,749050000,786150000,60,58,55,54,51,55.6,47,43,43,35,33,40.2
Q62599;F1LQS1;A0A140TA98,Q62599,-0.085944856,0.945554876,0.999991107,0.942167286,Mta1,123710000,138980000,127720000,122670000,126020000,127820000,124840000,120350000,114240000,121320000,113860000,118922000,12,10,14,13,10,11.8,8,14,10,10,10,10.4
Q62636;O08814,Q62636,0.282086972,0.822774038,0.999991107,1.215952584,Rap1b,378920000,341570000,417560000,383260000,381940000,380650000,508300000,449370000,380680000,460590000,486050000,456998000,35,38,42,25,36,35.2,39,30,23,22,24,27.6
Q62639;M0R3K1,Q62639,-1.883763552,0.147531168,0.999991107,0.270975899,Rheb,30381000,37998000,34993000,30824000,30536000,32946400,44071000,0,0,0,0,8814200,2,4,5,4,4,3.8,4,4,0,0,2,2
Q62651,Q62651,0.370986016,0.768456489,0.999991107,1.293236397,Ech1,486660000,519160000,387050000,454370000,465670000,462582000,532320000,627910000,597250000,611540000,584790000,590762000,48,52,34,31,37,40.4,40,48,37,36,30,38.2
Q62658,Q62658,-0.179694519,0.886490991,0.999991107,0.882889923,Fkbp1a,288550000,264870000,323260000,282300000,263080000,284412000,315150000,233430000,225330000,239240000,226670000,247964000,17,12,13,11,11,12.8,15,12,7,10,9,10.6
Q62703,Q62703,-1.073440584,0.398975537,0.999991107,0.475184412,Rcn2,130310000,121100000,165940000,140450000,134190000,138398000,98768000,70613000,0,94916000,61261000,65111600,19,13,16,15,13,15.2,4,6,5,8,4,5.4
Q62733,Q62733,-0.383341767,0.760997518,0.999991107,0.766659691,Tmpo,785470000,666850000,665250000,667260000,628780000,682722000,508030000,560560000,508810000,478830000,527500000,516746000,43,41,39,41,36,40,31,39,22,30,25,29.4
Q62780,Q62780,0.202267275,0.872358641,0.999991107,1.150505017,Ddx46,62884000,77993000,73993000,77129000,91139000,76627600,84683000,95766000,88016000,88366000,78474000,87061000,7,12,9,15,18,12.2,11,10,12,14,9,11.2
Q62844;A0A0G2K2E3;A0A096MKC1,Q62844,-0.043253118,0.97258221,0.999991107,0.970464189,Fyn,134980000,102670000,105980000,81955000,80173000,101151600,98515000,102350000,101670000,95540000,86939000,97002800,10,15,11,8,11,11,15,8,15,12,14,12.8
Q62902;F1LRA1;A0A0G2JXC1,Q62902,0.210885103,0.86697466,0.999991107,1.157398038,Lman1,110170000,99373000,80252000,73735000,72237000,87153400,105580000,94405000,108820000,97206000,92173000,99636800,10,10,11,7,11,9.8,16,12,14,17,12,14.2
Q62920;Q62920-2,Q62920,0.377662917,0.764422782,0.999991107,1.299235463,Pdlim5,655900000,633800000,659780000,567350000,561910000,615748000,857830000,933690000,754950000,710200000,693620000,790058000,51,51,48,47,42,47.8,46,55,48,43,41,46.6
Q62950,Q62950,-0.415444886,0.741732406,0.999991107,0.749788246,Crmp1,100600000,127930000,76509000,71460000,77837000,90867200,87976000,59442000,70543000,69528000,49175000,67332800,7,12,12,10,9,10,7,10,9,11,4,8.2
Q62952-2;Q62952,Q62952-2,0.063257158,0.959911658,0.999991107,1.044821984,Dpysl3,1261200000,1696300000,1536400000,1263300000,1339400000,1419320000,1713100000,1659900000,1333300000,1.24E+09,1372800000,1463620000,51,86,74,76,72,71.8,82,74,76,79,64,75
Q62967,Q62967,0.471007418,0.708810881,0.999991107,1.386077013,Mvd,59159000,69479000,64206000,65756000,58487000,63417400,81840000,92103000,86927000,107300000,66281000,86890200,14,12,10,7,9,10.4,8,7,13,8,5,8.2
Q62991,Q62991,0.132659669,0.916060261,0.999991107,1.096312938,Scfd1,98692000,115070000,116800000,88880000,118200000,107528400,137010000,150260000,106830000,85379000,102390000,116373800,8,14,9,10,14,11,8,7,10,14,10,9.8
Q63016,Q63016,-0.692359922,0.58398828,0.999991107,0.618840738,Slc7a5,295790000,263660000,323520000,293780000,305320000,296414000,175380000,184730000,168450000,170940000,205650000,181030000,20,20,18,17,26,20.2,16,15,24,16,12,16.6
Q63083,Q63083,-0.381791951,0.761931752,0.999991107,0.767483718,Nucb1,28807000,25450000,29078000,15330000,0,19733000,27009000,22940000,13603000,11391000,0,14988600,2,6,4,3,0,3,3,5,5,3,0,3.2
Q63135-2;Q63135;A0A0G2K7Y0;O35520,Q63135-2,-0.502850337,0.690203445,0.999991107,0.705711127,Cr1l,36921000,43103000,41795000,28365000,35594000,37155600,46434000,34037000,29296000,19980000,0,25949400,5,6,5,3,6,5,5,3,3,2,0,2.6
Q63151-2;Q63151,Q63151-2,-0.32583163,0.79591024,0.999991107,0.797838346,Acsl3,29151000,32365000,22595000,26299000,20969000,26275800,25001000,28364000,0,24041000,26179000,20717000,3,4,7,5,5,4.8,4,4,0,5,3,3.2
Q63198,Q63198,-0.186356283,0.882315853,0.999991107,0.878822503,Cntn1,43848000,48112000,50548000,51647000,36176000,46066200,41423000,35988000,39519000,44019000,38874000,39964600,5,7,6,11,11,8,3,6,4,6,5,4.8
Q63228;M0RDJ4,Q63228,-0.343633794,0.785051328,0.999991107,0.788053896,Gmfb,283080000,285980000,305060000,288310000,251410000,282768000,262540000,201200000,190330000,227150000,218910000,220026000,27,19,21,12,16,19,17,16,8,9,12,12.4
Q63355,Q63355,0.445757606,0.723702685,0.999991107,1.362029174,Myo1c,33690000,32135000,33907000,40990000,35118000,35168000,40163000,45282000,44520000,53543000,52910000,47283600,3,6,4,4,5,4.4,6,7,7,10,4,6.8
Q63356;A0A0G2K9E8,Q63356,2.195728642,0.094903149,0.999991107,4.581209826,Myo1e,14773000,25422000,39233000,34901000,48348000,32535400,147980000,119700000,134960000,196850000,136980000,147294000,4,4,3,5,5,4.2,16,15,15,22,15,16.6
Q63362,Q63362,-0.497311014,0.693426176,0.999991107,0.70842596,Ndufa5,34603000,45911000,43208000,53628000,30242000,41518400,29543000,27369000,23559000,32865000,31753000,29017800,4,4,5,4,4,4.2,4,2,4,4,3,3.4
Q63372-13;Q63372-7;Q63372-1;Q63372-9;Q63372-6;Q63372-10;Q63372-8;Q63372-5;Q63372-4;Q63372-12;Q63372-3;Q63372;Q63372-11;M0RBN6,Q63372-13,1.003764161,0.429646977,0.999991107,2.005225049,Nrxn1,31190000,0,19820000,32415000,42838000,25252600,46369000,44717000,43820000,69177000,46547000,50126000,4,2,2,5,7,4,9,7,4,13,7,8
Q63377,Q63377,-0.081266896,0.948513675,0.999991107,0.945227235,Atp1b3,123350000,106370000,128710000,144130000,122740000,125060000,126870000,133550000,125730000,87794000,109060000,116600800,13,11,11,10,11,11.2,10,9,8,5,7,7.8
Q63396,Q63396,0.236423958,0.851059941,0.999991107,1.178068932,Sub1,73413000,76130000,75345000,71733000,61738000,71671800,107030000,81255000,71824000,70715000,85741000,83313000,5,3,8,0,5,4.2,3,2,6,4,6,4.2
Q63413;A0A0G2KAT4,Q63413,-0.231984841,0.853821651,0.999991107,0.851462654,Ddx39b,2.00E+09,1807700000,2029900000,1837500000,1830800000,1900580000,1409600000,1781200000,1682900000,1664200000,1454800000,1598540000,63,63,68,68,63,65,54,71,56,50,47,55.6
Q63486;Q63487-2;Q63487,Q63486,-0.544836053,0.665980777,0.999991107,0.685469294,Rraga;RragB,44422000,41613000,32468000,39044000,26927000,36894800,29600000,33992000,28247000,33500000,0,25067800,8,9,7,4,5,6.6,7,8,3,3,0,4.2
Q63524,Q63524,-0.085884888,0.945592801,0.999991107,0.942206449,Tmed2,114230000,107160000,124770000,98084000,101360000,109120800,137950000,93038000,93459000,99625000,83816000,101577600,11,9,13,6,7,9.2,7,8,8,5,7,7
Q63525;A0A0G2K0V8,Q63525,0.484122194,0.701123411,0.999991107,1.398734548,Nudc,273750000,311550000,317320000,335530000,324290000,312488000,383380000,365140000,491190000,438680000,477630000,431204000,29,24,28,19,18,23.6,22,22,25,25,22,23.2
Q63570,Q63570,0.223194665,0.859296043,0.999991107,1.167315599,Psmc4,317980000,354420000,325060000,314880000,327700000,328008000,297120000,403650000,418250000,380160000,390590000,377954000,35,39,33,33,35,35,23,31,34,21,23,26.4
Q63584,Q63584,-0.340749183,0.786807859,0.999991107,0.789631155,Tmed10,281620000,257200000,302490000,220440000,260450000,264440000,264550000,212120000,123480000,192630000,238200000,206196000,29,22,24,25,21,24.2,19,20,11,12,22,16.8
Q63610;Q63610-3,Q63610,0.487756448,0.698998996,0.999991107,1.402262504,Tpm3,429190000,443590000,502870000,519610000,459800000,471012000,635520000,688350000,584370000,747090000,606810000,652428000,33,28,29,22,24,27.2,32,31,25,31,31,30
Q63627,Q63627,0.587919123,0.641515401,0.999991107,1.503077214,Scaf4,0,9981000,0,1.30E+07,9708000,6537800,0,16782000,0,14887000,16745000,9682800,0,3,2,3,3,2.2,2,3,2,3,3,2.6
Q63632,Q63632,-0.976305685,0.442135142,0.999991107,0.508279629,Slc12a4,16952000,14345000,0,21757000,19101000,14431000,0,0,0,18382000,17879000,7252200,3,3,0,2,2,2,0,0,0,3,3,1.2
Q63737;Q63737-2,Q63737,-0.237918418,0.850130438,0.999991107,0.847967914,Pdcl,16755000,18594000,15490000,21449000,20531000,18563800,16108000,17681000,24358000,0,19172000,15463800,5,6,5,4,5,5,4,5,3,2,3,3.4
Q63768;Q63768-2,Q63768,0.357405874,0.776681739,0.999991107,1.281120229,Crk,210910000,212300000,208480000,220600000,207640000,211986000,269860000,283550000,263990000,256760000,266240000,268080000,25,20,18,21,22,21.2,17,21,17,18,14,17.4
Q63783;F1LRV0;A0A0G2K5I9;Q9QY90;P09414;Q63784;A0A0G2K4J4;Q63573;A0A0G2JUB7;Q6PWY0;Q9QY89,Q63783,-0.740143213,0.558570007,0.999991107,0.59867992,NFI-A;Nfia;NF1L4;NFIA,128150000,154050000,147290000,105110000,143080000,135536000,84563000,78858000,79947000,67241000,89708000,80063400,10,11,10,14,15,12,6,4,5,5,7,5.4
Q63798,Q63798,0.863883059,0.495589242,0.999991107,1.819930124,Psme2,138360000,143210000,132550000,134610000,114190000,132584000,254030000,234730000,234060000,224400000,243470000,238138000,14,12,10,5,7,9.6,18,19,17,14,16,16.8
Q63965,Q63965,-0.310742015,0.805148954,0.999991107,0.806226989,Sfxn1,274010000,258600000,266700000,265280000,267090000,266336000,219580000,233700000,192300000,218430000,196550000,212112000,29,23,26,21,15,22.8,15,20,15,9,13,14.4
Q64057,Q64057,0.098968354,0.937322014,0.999991107,1.07100733,Aldh7a1,1005700000,897410000,938460000,960350000,906260000,941636000,870080000,961360000,1163300000,1064900000,920350000,995998000,53,54,56,53,51,53.4,47,46,47,47,43,46
Q641W2,Q641W2,0.17194175,0.891354235,0.999991107,1.126573741,Myg1,55305000,72981000,47976000,71506000,63644000,62282400,65980000,67962000,72069000,72590000,67657000,69251600,13,17,6,12,8,11.2,7,8,8,4,6,6.6
Q641X3,Q641X3,-1.295745892,0.311018404,0.999991107,0.407325519,Hexa,153450000,151590000,145890000,107330000,112870000,134226000,52734000,67075000,40239000,50450000,59463000,53992200,13,22,16,15,19,17,4,9,6,7,7,6.6
Q641X8;A0A0G2K273,Q641X8,0.142876939,0.909624597,0.999991107,1.104104664,Eif3e,1103200000,1098900000,881730000,1056800000,1124900000,1053106000,1030800000,1149100000,1316300000,1134900000,1108800000,1147980000,25,29,24,21,18,23.4,23,33,23,19,20,23.6
Q641X9,Q641X9,-0.274424743,0.827503979,0.999991107,0.826779921,Mrpl9,14176000,13171000,15110000,13023000,15540000,14204000,10123000,11694000,9943100,12926000,13309000,11599020,5,3,3,3,2,3.2,3,2,2,2,3,2.4
