Majority protein IDs,logFC,PValue,FDR,Fold_change,average_C_lfq,average_R_lfq,MS_C_average,MS_R_average,Gene names
A0A679CA10;A0A0K1W396;C4PAV9;C7EMI4;U3M4V1;H8Y1J4;A4UHZ3;A4UHZ2;B3Y999;K7T8L3;A0A0U3BXX1;G8HZ47;M9TEK6;A0A411P2I9;E0A0C7;A0A411P2L0;A0A0U2UDS4;A0A0U2M179;A0A0U2IDR8;E0A016;F8QU31;A0A411P2K0;E0A075;L0L4L8;A0A140GE11;A0A140GE10;A0A140GE09;A0A140GE08;A0A3S6FM15;A0A3S6FK13;A0A3S6FK10;A0A3Q8AZT4;A0A3Q8AGE8;A0A3Q8AC68;A0A385HCK1;A0A385HCC9;A0A385HC93;A0A385HC91;E0A019;A0A097PE40;V9ZBX5;S5RKC8;R9TL61;R9TKN1;Q8SEY9;Q8HIC4;Q5UAI7;Q06Q99;L0N495;L0N490;L0N311;L0N1V8;H6RXT5;H2KXA0;F8QU37;F2Q6S6;F2Q6S5;D6NSS7;D6NSS6;D6NSR9;D6NSR8;D6NSR7;D6NSR3;D6NSR2;D6NSR1;D6NSQ8;D6NSQ6;D6NSQ3;D6NSQ0;D6NSP8;D6NSP7;D6NSP6;D6NSP5;D6NSP4;D6NSP2;D6NSP0;B0M1Q8;A0A678T6F6;A0A220DA44;A0A220DA28;A0A220DA20;A0A220DA02;A0A220D9Z6;A0A220D9Z3;A0A220D9W5;A0A0S1Z1V9;A0A0S1Z1V4;A0A0A1FZ42;A0A096XNM4;Q9G898;P00159,24.17086462,5.36E-19,2.97E-18,18886664.78,0,2312200,2,2,cyt b;cytb;CYTB;Mt-cytb;CYB;Mt-Cyb
Q5BJZ4,24.16849166,5.37E-19,2.97E-18,18855625.37,0,2308400,0.4,1,Surf6
Q3KRD0,-24.18486792,5.39E-19,2.97E-18,5.24E-08,2387800,0,0.4,0,Dars2
A0A096MJW2;A0A0H2UHL1;Q66H50,-24.18139295,5.41E-19,2.97E-18,5.26E-08,2397400,0,0.8,0,Far1
Q6DKG0,-24.17715014,5.43E-19,2.98E-18,5.27E-08,2409200,0,0.8,0,Naa35
D4A229;A0A0G2K928;Q9WTQ1,-24.17516828,5.43E-19,2.98E-18,5.28E-08,2371800,0,0.4,0,Prkd3;Prkd1
A0A0H2UHR9;Q6AYD2,-24.17283478,5.45E-19,2.98E-18,5.29E-08,2363800,0,1.2,0,Obfc1
Q5U2W0;A0A0G2K016,-24.16785051,5.47E-19,2.99E-18,5.31E-08,2359800,0,0.6,0,Sun1
A0A0G2K249;Q5RKH1,24.13910481,5.52E-19,3.01E-18,18475432.6,0,2335200,0,0.4,Prpf4b
A0A0G2K1N3;Q5M893;P19356-2;P19356,-24.15254776,5.54E-19,3.02E-18,5.36E-08,2348800,0,0.8,0,Hmbs
Q99MY2;I7AFQ3,-24.15396994,5.54E-19,3.02E-18,5.36E-08,2370800,0,0.8,0.4,Nudt4
A0A0G2JXH3;Q6X936,24.12906151,5.56E-19,3.03E-18,18347262.86,0,2319000,0,0.4,Kirrel
A0A096MJ98,24.10522514,5.68E-19,3.08E-18,18046617.77,0,2281000,0,0.8,Parp4
Q5XIP2,-24.12429975,5.68E-19,3.08E-18,5.47E-08,2285600,0,0.8,0,Pigk
A0A5P8DHK4;A0A5P8DHN0,-24.11760855,5.72E-19,3.09E-18,5.49E-08,2292600,0,0.4,0,NA
P97849,24.09975758,5.71E-19,3.09E-18,17978353.64,0,2201000,0.8,0,Slc27a1
Q4V8G6,-24.11634944,5.72E-19,3.09E-18,5.50E-08,2290600,0,0.8,0,Mettl3
A0A0G2JXC9;Q62751,24.09239207,5.75E-19,3.10E-18,17886801.17,0,2260800,0,0.4,Ireb2
Q568Z3,-24.11060077,5.75E-19,3.10E-18,5.52E-08,2264000,0,0.4,0,Paqr4
F1LRC6,24.08932576,5.76E-19,3.10E-18,17848824.95,0,2256000,0,0.4,LOC100911302
Q63186;A0A096MIS3,24.08476469,5.78E-19,3.10E-18,17792485.06,0,2199800,0,1,Eif2b4
C8YIX5;A0A0G2JZT0;Q64663,-24.09618043,5.82E-19,3.12E-18,5.58E-08,2258800,0,0.4,0,P2rx7
D3ZIV3,-24.08785222,5.87E-19,3.14E-18,5.61E-08,2264600,0,0.4,0,Mad1l1
D3ZYQ9,-24.08376924,5.89E-19,3.15E-18,5.62E-08,2258200,0,0.4,0,Rnf20
A0A0G2JZY3;A0A0G2KB70,-24.07582543,5.93E-19,3.16E-18,5.66E-08,2245800,0,0.4,0,NA
B2RZA2;A0A1B0GWR1;M0R8C5,-24.07577318,5.93E-19,3.16E-18,5.66E-08,2210000,0,0.4,0,Eri3
G3V8V4;Q3T1K1,-24.07485897,5.93E-19,3.16E-18,5.66E-08,2208600,0,1,0,Cers2
D3ZBW3,-24.07283919,5.95E-19,3.16E-18,5.67E-08,2208080,0,0.8,0,Tmem201
F1LNH3,24.04416479,5.99E-19,3.17E-18,17298753.94,0,2117800,0,0.8,Col6a2
Q6AXX6,24.04737993,5.98E-19,3.17E-18,17337348.42,0,2151000,0,0.4,Fam213a
Q6AYP5-2;A0A0G2JUT1;A0A5H1ZRU4;Q6AYP5,24.04484585,5.99E-19,3.17E-18,17306922.21,0,2118800,0.8,1.8,Cadm1
A0A0G2K1G1;Q3SWT5,24.03024254,6.07E-19,3.18E-18,17132621.02,0,2125600,0,0.4,Slc41a3
B2GV14,-24.04661501,6.08E-19,3.18E-18,5.77E-08,2169600,0,0.8,0.4,Txlna
B5DF74;F1LWM8,24.02685969,6.09E-19,3.18E-18,17092495.24,0,2124800,0,0.4,Osbpl11;Osbpl10
D3ZBB3,-24.04534905,6.09E-19,3.18E-18,5.78E-08,2180600,0,0.4,0,Tmem47
D4A1A5;A0A0G2JZD1,-24.05217012,6.05E-19,3.18E-18,5.75E-08,2192000,0,1.8,0,Ppp2r5c
F1M5Q6;B0BNL1,24.02758427,6.08E-19,3.18E-18,17101081.91,0,2093600,0,0.4,Fbxo21
Q32Q88,24.02627538,6.09E-19,3.18E-18,17085573.93,0,2112400,0,0.4,Fbxo22
Q3SWT7,-24.05076403,6.06E-19,3.18E-18,5.75E-08,2188800,0,0.4,0,Nrbp1
Q5BJL8;D3ZVF4,-24.03279175,6.16E-19,3.21E-18,5.83E-08,2179800,0,0.4,0,Trappc2
Q642A5,24.01429255,6.15E-19,3.21E-18,16944251.21,0,2074400,0.4,0,Pole3
A0A0G2K4H6;Q32KJ6,-24.03108721,6.17E-19,3.21E-18,5.83E-08,2160200,0,1.4,0,Galns
D4A4R1,24.01006504,6.18E-19,3.21E-18,16894672.4,0,2135400,0,0.4,Eml3
B0BNJ9,-24.0194612,6.23E-19,3.23E-18,5.88E-08,2125400,0,0.4,0.4,Tmem14c
F7IXA1;F1M5W8;M0R484,-24.02017481,6.23E-19,3.23E-18,5.88E-08,2130200,0,0.4,0,Afap1l2
M0R544,-24.02193461,6.22E-19,3.23E-18,5.87E-08,2132800,0,0.4,0,Gaa
D3ZT52,-24.01551885,6.25E-19,3.23E-18,5.90E-08,2119600,0,1,0,Pbrm1
G3V9X8;A0A0G2K5G6;O35777,23.99384037,6.26E-19,3.23E-18,16705737.86,0,2045200,0.6,0.4,Magt1
Q499S6,-24.01333914,6.26E-19,3.23E-18,5.91E-08,2116400,0,0.8,0,Ctsf
A0A0H2UHP9,-23.99475824,6.37E-19,3.25E-18,5.98E-08,2093000,0,0.4,0,NA
A0A0H2UHZ4;O35986,23.97529729,6.37E-19,3.25E-18,16492391.67,0,2050200,0,0.4,Zranb2
B1H263;F1MAF5,-24.00362675,6.32E-19,3.25E-18,5.95E-08,2102200,0,0.4,0,Pcid2
B1H266;D3ZJK6,-23.99225188,6.38E-19,3.25E-18,5.99E-08,2119400,0,0.6,0,Trappc9
F1LSH0;A0A0G2K1E5,-23.9933406,6.37E-19,3.25E-18,5.99E-08,2121000,0,0.4,0,Sympk
F1LSK6;Q6P7D4,-23.99025113,6.39E-19,3.25E-18,6.00E-08,2082800,0,1.2,0.8,Cyp20a1
F1M0N7;A0A0G2JXG7,23.97853062,6.35E-19,3.25E-18,16529395.37,0,2054800,0.4,0,Lrrc16a
Q5U2X0,-23.98963857,6.40E-19,3.25E-18,6.00E-08,2098000,0,0.8,0,Cdkn2aip
Q5Y4N8,23.97325157,6.38E-19,3.25E-18,16469022.25,0,2081600,0,0.4,Emr1
Q62931,23.97726627,6.36E-19,3.25E-18,16514915.66,0,2053000,0.8,0.8,Gosr1
A0A0G2JXK7;Q68FS3,-23.98592046,6.42E-19,3.25E-18,6.02E-08,2092600,0,0.8,0,Fbxo7
Q9Z2Q7,-23.98604596,6.42E-19,3.25E-18,6.02E-08,2093800,0,1.4,0,Stx8
A0A0G2K9P5,23.96376086,6.43E-19,3.26E-18,16361037.05,0,2003000,0.4,0.4,NA
F1LRJ9;Q8VIF7,-23.98011762,6.45E-19,3.26E-18,6.04E-08,2084200,0,1,0.4,Selenbp1
P53610,-23.97550473,6.47E-19,3.27E-18,6.06E-08,2069960,0,1.4,0.4,Pggt1b
Q99JC6;A0A023IM54,23.94596542,6.53E-19,3.29E-18,16160465.46,0,2042600,0,0.8,Tapbp
F1M9C9;Q5EB72,-23.96004324,6.56E-19,3.30E-18,6.13E-08,2056400,0,1,0,Hars2
Q58GH6;E9PTA4,-23.96001636,6.56E-19,3.30E-18,6.13E-08,2043200,0,0.4,0,Adam9
A0A0G2JUM2,-23.93379518,6.72E-19,3.34E-18,6.24E-08,2006400,0,0.4,0,NA
A0A0G2K3G9;A4QN30;O55000,23.92083444,6.68E-19,3.34E-18,15881396.49,0,1944280,0.4,0,Ppp1r10
A0A0G2K9G6;D4A3Q2,-23.93645776,6.70E-19,3.34E-18,6.23E-08,2039000,0,0.8,0,Stag1
B2RYG8,-23.93201533,6.73E-19,3.34E-18,6.25E-08,2000400,0,0.4,0.4,Elp6
D3Z9M1,-23.9412611,6.67E-19,3.34E-18,6.21E-08,2045800,0,1,0,Mettl16
G3V6K3;Q5EB65,-23.93410248,6.71E-19,3.34E-18,6.24E-08,2004840,0,0.8,0,Exosc7
Q3S4A4;Q62848-3;Q62848-2;Q62848;Q6IRJ8;Q3S4A5,-23.93769062,6.69E-19,3.34E-18,6.22E-08,2023800,0,0.8,1.6,Arfgap1
Q5RK19,23.91369481,6.72E-19,3.34E-18,15802996.55,0,1964500,0.8,0.4,Snf8
Q63489;Q01750,-23.9396399,6.68E-19,3.34E-18,6.22E-08,2011000,0,0.4,0,Gtf2f2
Q4G064,-23.92665405,6.76E-19,3.35E-18,6.27E-08,1992980,0,1,0,Coq5
Q5PPJ4,23.90796997,6.75E-19,3.35E-18,15740412.02,0,1956720,0,1,Dohh
Q6DGG1;F1M5R3,23.90224376,6.79E-19,3.36E-18,15678060.49,0,1938380,0,0.4,Abhd14b
Q569A7,-23.91241024,6.84E-19,3.38E-18,6.33E-08,1973400,0,0.4,0,Dph5
Q9R1R4-2;Q9R1R4,23.89399699,6.84E-19,3.38E-18,15588696.82,0,1937860,0.4,0,Tdrd7
D3ZWB1,-23.9089923,6.86E-19,3.38E-18,6.35E-08,1983940,0,0.6,0.8,Lsm1
Q6XFR6,23.88758268,6.88E-19,3.38E-18,15519542.32,0,1899980,0,0.4,Gypc
Q5U2W5,-23.90248127,6.90E-19,3.39E-18,6.38E-08,1963320,0,0.4,0.4,Tbl3
D3Z949;B5DFN3,-23.89452506,6.95E-19,3.40E-18,6.41E-08,1965100,0,1,0,RGD1561671;Uqcc2
P13852,-23.89468296,6.95E-19,3.40E-18,6.41E-08,1949300,0,0.4,0,Prnp
P29457,23.87553524,6.95E-19,3.40E-18,15390483.72,0,1884180,0,0.4,Serpinh1
Q5PQR7,-23.89060873,6.98E-19,3.40E-18,6.43E-08,1958820,0,1,0.8,Tia1
Q62671;H9KVE3,-23.89067591,6.98E-19,3.40E-18,6.43E-08,1947320,0,0.4,0.4,Ubr5
Q6TMG5,-23.89115365,6.97E-19,3.40E-18,6.43E-08,1959560,0,0.4,0,Ikbkg
D3Z8X6,23.86420441,7.02E-19,3.41E-18,15270081.31,0,1930060,0,0.4,Dtx3l
P35465,23.86342784,7.02E-19,3.41E-18,15261864.01,0,1893500,0,0.4,Pak1
P37361,23.86292298,7.03E-19,3.41E-18,15256524.17,0,1867780,1.6,0.8,Mt3
A0A0G2JV21;Q6MG14;A0A0G2JZF3,-23.8784184,7.05E-19,3.42E-18,6.48E-08,1934060,0,1.2,0,Nrm
D3ZN37;D4A5S0;Q63644;Q63644-2,-23.87452395,7.07E-19,3.42E-18,6.50E-08,1925640,0,0.4,0,Rock1
F1LP46;A0A0G2K9R3;Q5EBA1,23.85573298,7.07E-19,3.42E-18,15180678.95,0,1918760,0.4,0.4,Supv3l1
A0A0G2K7L0;Q7TQ82,-23.85907719,7.17E-19,3.46E-18,6.57E-08,1901780,0,0.4,0,Mrps10
B0BMU0;Q7TP89,-23.84939535,7.23E-19,3.49E-18,6.62E-08,1889060,0,0.4,0,Ppie
Q5BJN5,23.82539884,7.26E-19,3.50E-18,14864821.83,0,1844240,0.4,0.4,Chchd4
D4A0C5;Q9ESP7,23.82221482,7.28E-19,3.50E-18,14832051.49,0,1843800,0,0.4,Adamts4
F1LM84,23.82057558,7.29E-19,3.50E-18,14815208.32,0,1831700,0,0.4,Nid1
Q5M939,-23.82285879,7.40E-19,3.55E-18,6.74E-08,1857900,0,0.4,0,Hat1
Q6P757;P70531,-23.82222648,7.41E-19,3.55E-18,6.74E-08,1868140,0,0.8,0.4,Eef2k
A0A0G2K5D7;Q4KLM7,-23.81572828,7.45E-19,3.56E-18,6.77E-08,1848740,0,0.4,0,Specc1
A0A0G2KA88,23.79378967,7.47E-19,3.56E-18,14542678.44,0,1838120,0,0.4,NA
D3ZSL2;Q5FVK7,-23.81243586,7.47E-19,3.56E-18,6.79E-08,1841280,0,0.4,0,Abracl
Q9JK93,-23.81459377,7.46E-19,3.56E-18,6.78E-08,1873840,0,0.4,0,Agrn
Q9Z2X5,-23.8125874,7.47E-19,3.56E-18,6.79E-08,1855700,0,1.4,0.4,Homer3
D4A7G0;D4A652;Q7TMD5-2;Q7TMD5,-23.81025535,7.48E-19,3.56E-18,6.80E-08,1841740,0,0.4,0,Zc3h14
D4A601;B2RYT9,-23.80796282,7.50E-19,3.56E-18,6.81E-08,1835580,0,0.4,0,Taco1
A0A0G2K5T3;A0A0G2K344;Q91XL6,-23.80088767,7.55E-19,3.58E-18,6.84E-08,1829820,0,0.4,0,Pik3ca
B4F7E0;A0A0G2K675;Q2A121,23.77892795,7.56E-19,3.58E-18,14393638.02,0,1789300,0.4,0.4,Fto
Q5EB93;G3V8R7,-23.79722684,7.57E-19,3.58E-18,6.86E-08,1836940,0,0.8,0,Gatad2a
O08836,-23.787872,7.63E-19,3.60E-18,6.90E-08,1824180,0,0.4,0,Igbp1
P70562,23.7610008,7.68E-19,3.62E-18,14215887.13,0,1740380,0.4,0,Bhlha15
M0R5B6;M0RDC9,-23.77633745,7.71E-19,3.63E-18,6.96E-08,1795780,0,0.6,0,Exosc1
B5DFI6;E9PU29,-23.76644963,7.78E-19,3.66E-18,7.01E-08,1812340,0,1,0,Rnf31
A0A0G2K9N0;B1WBX6,-23.75832616,7.83E-19,3.68E-18,7.05E-08,1773500,0,1.6,0,Smap2
B1H257,-23.75170559,7.88E-19,3.70E-18,7.08E-08,1765380,0,0.4,0,Loh12cr1
Q156J1;Q5U2U8,-23.74703956,7.91E-19,3.71E-18,7.10E-08,1788120,0,0.4,0.4,Bag3
D3ZAQ4,-23.73497306,8.00E-19,3.74E-18,7.16E-08,1759360,0,0.6,0,Psmg2
F1M938;Q9JI51-2,23.70877253,8.04E-19,3.76E-18,13710449.49,0,1701020,0.4,0,Vti1a
D3ZUQ7,-23.72169808,8.09E-19,3.78E-18,7.23E-08,1729040,0,0.6,0,Pank3
A0A0G2K5A0,-23.71559413,8.13E-19,3.79E-18,7.26E-08,1721740,0,0.6,0,NA
Q5RJY4-2;Q5RJY4,-23.71177903,8.16E-19,3.79E-18,7.28E-08,1720220,0,0.8,0,Dhrs7b
Q63750,23.69359842,8.15E-19,3.79E-18,13567000.1,0,1660940,0.4,0.4,Mrpl23
A0A0G2JTX9,23.68451908,8.22E-19,3.80E-18,13481886.78,0,1650520,0.8,0,NA
D3ZKR8,-23.704913,8.21E-19,3.80E-18,7.31E-08,1709040,0,0.4,0,Tmem167a
G3V8R0,-23.70601681,8.20E-19,3.80E-18,7.31E-08,1724400,0,0.8,0,RGD1311703
Q0IKU7;A0A0G2QC03;A0A0G2K427,-23.70687011,8.20E-19,3.80E-18,7.30E-08,1711360,0,0.8,0,Ivns1abp
A0A140TAJ5;O08662,-23.69873412,8.25E-19,3.81E-18,7.34E-08,1729240,0,0.4,0,Pi4ka
Q4QQU6;Q4QQU6-2,-23.69888782,8.25E-19,3.81E-18,7.34E-08,1715900,0,0.4,0,Smndc1
D3ZVN7,-23.6923236,8.30E-19,3.83E-18,7.38E-08,1707280,0,1.6,0,Ppox
R4HD46;Q8K1P9,23.67154012,8.31E-19,3.83E-18,13361143.26,0,1688780,0,0.4,Fads3
G3V7V9;Q6P4Z6,-23.68649941,8.34E-19,3.83E-18,7.41E-08,1690340,0,0.4,0,Lcmt1
Q32PZ3,-23.68653536,8.34E-19,3.83E-18,7.41E-08,1714680,0,0.6,0,Unc45a
O88637-2;O88637,23.66080664,8.39E-19,3.85E-18,13262106.77,0,1639680,0,0.4,Pcyt2
Q6P751;Q63699,-23.67809121,8.41E-19,3.85E-18,7.45E-08,1677560,0,0.4,0,Cdk2
D3ZWW5,-23.66553236,8.50E-19,3.89E-18,7.52E-08,1663020,0,0.4,0,Slc30a9
F1LUV3,-23.66135292,8.53E-19,3.90E-18,7.54E-08,1671020,0,0.4,0,LOC291543
A0A0G2K945;D4A7Q9,-23.65423779,8.58E-19,3.91E-18,7.57E-08,1676720,0,0.4,0,Gtf3c3
D3ZZQ6,23.63462824,8.59E-19,3.91E-18,13023629.59,0,1646120,0,0.4,Ints4
D4A6H8,-23.64986717,8.62E-19,3.91E-18,7.60E-08,1647960,0,0.8,0,Ctnna2
F1M1U0;M0RA39,23.63069781,8.61E-19,3.91E-18,12988196.8,0,1590080,0,1,Mxra7
Q6P9X3;A0A0G2K0A3;B5DEF3;O88496,23.63046801,8.62E-19,3.91E-18,12986128.08,0,1641380,0,0.4,Ggcx
A0A0H2UHL6;A0A0G2K8H6;P00786,23.61536796,8.73E-19,3.96E-18,12850916.84,0,1594380,0.4,0.4,Ctsh
M0R4V3;O70377,-23.63328477,8.74E-19,3.96E-18,7.69E-08,1626260,0,0.4,0.8,Snap23
F1M7K9;B0BN35;F1M086,23.61105437,8.76E-19,3.96E-18,12812550.61,0,1589620,0,0.4,Elp4
G3V8K2;O35356,-23.63101192,8.76E-19,3.96E-18,7.70E-08,1637040,0,0.6,0,Gng3
P0C5Y8,23.60156165,8.84E-19,3.99E-18,12728522.71,0,1608820,0.4,0,Als2
D3ZES2,23.59499201,8.89E-19,4.01E-18,12670692.25,0,1572020,0,0.4,Trappc6b
Q8R2E7,23.59207882,8.91E-19,4.01E-18,12645132.49,0,1571940,0.8,1,Fadd
D3ZT51,-23.6040345,8.97E-19,4.03E-18,7.84E-08,1593620,0,0.4,0,Exosc3
D3ZAS9,23.58331044,8.98E-19,4.03E-18,12568511.31,0,1538700,0.4,1,Ddrgk1
D3ZSW5,-23.59463253,9.04E-19,4.05E-18,7.89E-08,1595500,0,0.4,0,LOC100363110
D4AE65,-23.59283794,9.06E-19,4.05E-18,7.90E-08,1581300,0,0.4,0,Rrp7a
F1LNX7;Q5PPK9,23.57315917,9.06E-19,4.05E-18,12480385.56,0,1551460,0.4,0.8,Tssc1
Q63707,23.57481343,9.05E-19,4.05E-18,12494704.39,0,1553240,0.4,1,Dhodh
A0A0G2JWH4;Q924S1,23.56360548,9.14E-19,4.07E-18,12398012.09,0,1541220,0,1,Agpat4
A1L1J4;A0A0G2QC17;O88483,23.56435938,9.13E-19,4.07E-18,12404492.54,0,1518620,0.4,0.6,Pdp1
D4A9B0,-23.58229715,9.14E-19,4.07E-18,7.96E-08,1595160,0,0.8,0,Srbd1
D4AAV2;D4AAV4;F1M6X7;Q99N37-3;Q99N37-2;Q99N37-4;Q99N37,23.56472833,9.13E-19,4.07E-18,12407665.24,0,1542420,0,0.4,Arhgap17
Q6TEK3,23.56173212,9.15E-19,4.07E-18,12381923.53,0,1539220,0,0.8,Vkorc1l1
D3ZU87;B2GV65,-23.57437622,9.21E-19,4.08E-18,8.01E-08,1574020,0,0.8,0,Higd2al1;Higd2a
B1WC68,-23.56932865,9.25E-19,4.10E-18,8.03E-08,1567760,0,1.2,0,Hdac8
F1LQC5,23.54894724,9.26E-19,4.10E-18,12272682.15,0,1525640,0,1.2,Bmpr2
D3ZVS2,-23.56446672,9.29E-19,4.10E-18,8.06E-08,1553240,0,0.8,0,L2hgdh
Q9JK59,-23.53627267,9.52E-19,4.20E-18,8.22E-08,1520500,0,0.6,0,Bak1
Q5M849,23.51447702,9.54E-19,4.21E-18,11982927.05,0,1489620,0,0.4,Ifi35
Q5XHZ9,-23.52797555,9.59E-19,4.22E-18,8.27E-08,1523460,0,0.6,0,Trip13
A7BKC9;Q6P7D5,-23.52458135,9.62E-19,4.23E-18,8.29E-08,1519880,0,0.4,0,Mid1ip1
Q45QM2;Q63210,23.50175311,9.65E-19,4.24E-18,11877707.82,0,1476540,0,0.8,Gna12
Q5XIF5,23.49576097,9.70E-19,4.26E-18,11828476.8,0,1470420,0.4,0.4,Degs1
B0K015,-23.50717085,9.76E-19,4.28E-18,8.39E-08,1514220,0,0.4,0,Commd8
D3ZJ86,-23.49261565,9.89E-19,4.33E-18,8.47E-08,1499020,0,0.4,0,Slc9a6
F1LVR4;Q63450,23.47007087,9.92E-19,4.34E-18,11619711.18,0,1436620,0,0.6,Camk1d;Camk1
D3ZB65,-23.48406457,9.96E-19,4.35E-18,8.52E-08,1466460,0,1.2,0,Bccip
A0A0G2JW38,23.45393367,1.01E-18,4.38E-18,11490463.61,0,1406720,1.8,0,NA
Q6AXW1-2;Q6AXW1,-23.47436386,1.00E-18,4.38E-18,8.58E-08,1468600,0,0.8,0,Glrx2
A0A0G2K5N8;D4A346,-23.46516867,1.01E-18,4.39E-18,8.64E-08,1458560,0,0.4,0,Acap3
D3ZL85,23.44863054,1.01E-18,4.39E-18,11448303.95,0,1423160,0.4,0.4,Hccs
G3V927;P97839,23.44477323,1.01E-18,4.39E-18,11417735.67,0,1419360,0,0.8,Dlgap4
P07936,23.44727652,1.01E-18,4.39E-18,11437564.28,0,1414100,0.4,1.2,Gap43
Q5PQN9,-23.46297605,1.02E-18,4.39E-18,8.65E-08,1445180,0,0.4,0,Mrpl38
Q66HK1;Q01134-2;Q01134,-23.4633322,1.01E-18,4.39E-18,8.65E-08,1468900,0,0.4,0,Chka
A3KNA0,23.43082576,1.03E-18,4.43E-18,11307884.86,0,1402940,0.4,0.6,Aqr
D4A8L3;O35049,-23.45120153,1.03E-18,4.43E-18,8.72E-08,1435960,0,0.4,0,Smpd3
P47987,23.42929202,1.03E-18,4.43E-18,11295869.77,0,1427740,1.2,0,Pllp
A0A0G2K2U5;D3ZUQ0,23.41993848,1.04E-18,4.46E-18,11222871.23,0,1373960,0.4,0.8,Rilpl1
B2RZ12,-23.43896097,1.04E-18,4.46E-18,8.79E-08,1433000,0,0.8,0,Imp3
G3V7F1;Q9Z2K5,-23.43742579,1.04E-18,4.46E-18,8.80E-08,1430780,0,0.6,0.4,Mlst8
Q1LZ53;Q5FVL1;Q1LZ53-2,-23.43710733,1.04E-18,4.46E-18,8.80E-08,1442440,0,0.4,0,Dnmt3a
Q562C9,-23.43395561,1.04E-18,4.46E-18,8.82E-08,1416400,0,0.8,0,Adi1
G3V9S0;Q5EB81,-23.43233485,1.04E-18,4.46E-18,8.83E-08,1425740,0,0.8,0,Cyb5r1
O55147;G3V7L1;A0A0G2JW60,-23.41188369,1.06E-18,4.54E-18,8.96E-08,1417440,0,0,0.4,Utrn
Q62885,-23.40695732,1.07E-18,4.55E-18,8.99E-08,1400880,0,0.4,0,Unc119
P62966,23.38504752,1.07E-18,4.56E-18,10954706.69,0,1361800,0,1,Crabp1
D3ZF97,23.37921656,1.07E-18,4.58E-18,10910520.27,0,1353640,0,1.2,Erlec1
Q5BJY6,-23.39589564,1.08E-18,4.58E-18,9.06E-08,1390180,0,0.8,0,Amdhd2
Q6AZ61,-23.38576104,1.09E-18,4.62E-18,9.12E-08,1381120,0,0.8,0,Lmbrd1
Q6AXZ0,23.36266093,1.09E-18,4.63E-18,10786032.38,0,1320480,0.4,0.8,Paip2
A0A140TAA5;Q5U2Y0,-23.37899924,1.09E-18,4.63E-18,9.17E-08,1363460,0,0.4,0,Wdr45
A0A0H2UHT3;P0C2C0,23.34284404,1.11E-18,4.70E-18,10638888.11,0,1322540,0.4,0.4,Mrpl22
A0MV40,-23.36140585,1.11E-18,4.70E-18,9.28E-08,1358000,0,1.2,0,Shisa4
D3ZK56,-23.35298478,1.12E-18,4.72E-18,9.33E-08,1349440,0,0.4,0,Rap2c
A0A096MK61;M0R3U4,23.32522936,1.13E-18,4.75E-18,10509781.64,0,1286660,0,0.8,LOC102555086;LOC100910835
B0BMT8;O09032;A0A1B0GWQ5;A0A1B0GWU2;G3V6U4;Q8CH84,-23.33551717,1.14E-18,4.79E-18,9.45E-08,1333200,0,1.2,0,Elavl4;Elavl2
D4A7Q6,-23.32270265,1.15E-18,4.84E-18,9.53E-08,1311280,0,0.6,0,Zfp428
D3Z9C2,-23.31864265,1.15E-18,4.85E-18,9.56E-08,1309900,0,0.4,0,Fam50b
Q9JK11-3,23.29227161,1.16E-18,4.87E-18,10272411.84,0,1257600,0.4,0,Rtn4
D4A0A1,23.28633736,1.17E-18,4.89E-18,10230245,0,1269240,1.2,0.4,Soga3
D4ADG2,-23.30106492,1.17E-18,4.91E-18,9.68E-08,1291760,0,1.2,0,Iba57
Q63635,-23.29615833,1.18E-18,4.92E-18,9.71E-08,1297320,0,0.4,0,Stx6
Q4KM57,23.26943589,1.18E-18,4.95E-18,10111094.88,0,1250100,0.4,0.4,Lemd2
F2Z3T0;Q4V8C8,-23.27845743,1.19E-18,4.99E-18,9.83E-08,1281500,0,0.4,0,Cdc73
P29117,23.25506087,1.20E-18,5.00E-18,10010848.16,0,1242020,1.2,0,Ppif
A0A0G2K5G8,23.246186,1.21E-18,5.03E-18,9949454.496,0,1257560,0.4,0,NA
B2GV08,-23.25694232,1.22E-18,5.06E-18,9.98E-08,1255060,0,0.4,0,Ap1s2
Q4V8A6,-23.25301682,1.22E-18,5.08E-18,1.00E-07,1259100,0,0.4,0,Bloc1s6
B2RZ56,23.23211252,1.22E-18,5.08E-18,9852869.54,0,1222420,0.4,0,Med27
D3ZUI1,23.22615204,1.23E-18,5.09E-18,9812246.467,0,1217380,0,0.4,Apip
F1LP59;A0A0G2JXA1;P69735,-23.24312834,1.23E-18,5.09E-18,1.01E-07,1243100,0,0.4,0.4,Rab3gap1
M0RDL8;Q63ZV7,23.22556217,1.23E-18,5.09E-18,9808235.365,0,1219280,0.8,0,RGD1561465;Swi5
Q6P784;G3V8U8;O35854,23.2268061,1.23E-18,5.09E-18,9816695.956,0,1240780,0,0.4,Bcat2
Q9JLS8,23.22364672,1.23E-18,5.09E-18,9795221.761,0,1199180,0,0.8,Leprot
A0A096MJL2;A0A096MJC9,23.21755052,1.24E-18,5.11E-18,9753918.73,0,1205940,0.6,0,LOC100911918
B1WBM2;Q08326,23.20993902,1.25E-18,5.13E-18,9702593.629,0,1187840,0.4,0,Rabif
