lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO-R1-Media_r1,EKO-R1-Media_r3,EKO-R2-Media_r1,EKO-R2-Media_r2,EKO-R2-Media_r3,EKO-R3-Media_r1,EKO-R3-Media_r2,EKO-R3-Media_r3,WT-R1-Media_r1,WT-R1-Media_r3,WT-R2-Media_r1,WT-R2-Media_r2,WT-R2-Media_r3,WT-R3-Media_r1,WT-R3-Media_r2,WT-R3-Media_r3,blank
C26:1,-0.09656801201177041,12.404141834155181,2.234938158013236,0.1349220223788545,0.33464324478857205,393.3 -> 393.3,FFA,58027.7841720716,62162.5843658263,56110.0038948148,57710.3837776172,59486.3839340141,54078.1037101673,59484.9440154648,58890.84410857,56095.9639282058,59633.3441238093,63778.324741391,65425.9246978423,64211.224395746,55798.8642311023,56387.8638915743,55847.6037979149,19580.181320189
PC (42:0),-0.10137418209962354,6.760644790572077,2.2221152471508896,0.13604655278787742,0.33464324478857205,874.7 -> 184.1,PC,1106.7000846863,1069.3400764467,1141.0200920104,1095.8600807192,1139.4200935362,1123.3200798035,1104.3600807187,1113.1200828551,1167.7600860593,1130.500076294,1123.900074005,1134.1400756837,1112.4400749205,1142.7000732422,1145.5600700376,1170.8400840759,1257.8400917051
Lyso_PC(9:0),-0.09522105064670325,6.991937606464733,1.9908645109935428,0.1582505164823112,0.3848364832638022,398.2229 -> 184.1,PC,1229.1800842288,1331.7201042175,1325.3400878903,1266.2200927735,1321.940090179,1338.0800971989,1358.5800971981,1345.3600997927,1504.7001037599,1072.100074768,1465.7201118468,1499.3001022333,1312.2600784308,1242.6800956726,1225.4800872803,1427.2801132201,1367.9001121521
PCo(38:4),0.09202505748710808,7.220625030638167,1.8826269827534468,0.17003587417647711,0.4043075230418456,796.6 -> 184.1,PC,1179.5800895695,1491.1600990289,1694.4001235964,1691.3201293956,1668.760105133,1702.4001312252,2079.3001403817,1618.0801124569,1543.3800964361,1386.3001060482,1417.6400947575,1471.3200950627,1477.5401115419,1379.5400733952,1455.9600944515,1637.3401184082,1672.9201049786
SM (d18:2/20:1),-0.09314035358905204,6.903344419041093,1.894943707399384,0.1686453726829877,0.4043075230418456,755.6 -> 184.1,PC,1255.4400978088,1213.9200782774,1201.0400810243,1214.3400878907,1205.1600914006,1263.320083618,1309.6200943001,1259.4200973511,1287.6000900269,1320.2000808717,1333.8800964354,1118.7200851442,1198.2400932307,1245.4400978083,1359.6400909421,1261.0400810243,1233.0800857543
Lyso_PC(13:0),-0.09050185899162255,6.943771042121239,1.7933196102261562,0.1805222241465781,0.4113182627435066,454.2855 -> 184.1,PC,1362.220088959,1211.1200790404,1309.940105438,1286.700103759,1161.7800788883,1341.880088805,1179.260082245,1338.9000930785,1326.1400871275,1238.1800918581,1542.2600936879,1342.9400978091,1147.2400856017,1326.7801017755,1264.8000755314,1199.5400848384,1315.5201034554
Lyso_PC(4:0),-0.09110862298021209,6.979096679844026,1.8204532545327572,0.17725933409852537,0.4113182627435066,328.1447 -> 184.1,PC,1279.7600860598,1337.3600883482,1352.5600967406,1305.9600906372,1145.140083313,1405.5000953682,1396.9601097103,1163.0800819397,1284.9600868226,1184.1600799561,1373.1601142884,1498.8600883479,1377.1000900265,1266.5400962835,1273.0200996398,1328.1000747678,1472.6401100161
PC (44:8),-0.09189358338716978,6.727630801572726,1.8225720887238959,0.1770074187957606,0.4113182627435066,886.6 -> 184.1,PC,1067.4200744628,1057.960079193,1114.3200798033,1109.0200653077,1069.1400756835,1098.4600753784,1099.3800888062,1142.8800811766,1077.2600822447,1093.4000701905,1108.4200706482,1205.6200828553,1099.5200691223,1072.8800697326,1072.7000656128,1200.4400863645,1149.6200828552
PC (48:0),-0.090749264591633,6.71556732788385,1.7763793073946177,0.182594555890809,0.4113182627435066,958.8 -> 184.1,PC,1088.7200775148,1073.6800804138,1065.9800834658,1081.7600708009,1121.4000816344,1065.4400711058,1158.2600936889,1053.4000778198,1136.8800811765,1079.6000823974,1106.3400764466,1092.1800651549,1086.4800720217,1057.2800712586,1236.3400955197,1078.5400772094,1096.7200813294
SM (d18:0/12:0),-0.09084580372624292,6.741872199062789,1.7822417697411304,0.18187429081043727,0.4113182627435066,649.5 -> 184.1,PC,1046.7800712585,1182.0800704955,1166.580078125,1022.3200683594,1179.7400817868,1080.4200706482,1076.7000808717,1052.7800827026,1079.1600685119,1129.1600685119,1122.1200828552,1081.1600761415,1243.1800880429,1122.5800895694,1036.0200691225,1165.5000839233,1243.2200736995
C22:5,-0.08354878800578079,12.191622188572355,1.6724118580973268,0.195935797160611,0.41930260592370755,329.3 -> 329.3,FFA,49703.0435333335,52773.683853143,51075.283622751,50495.0037269535,50079.96374512,47453.3632888882,49959.5235557479,48371.843521118,50775.9235534606,49178.483489983,53650.443870519,54141.3441772497,54778.703800191,48163.323486329,46853.2231368895,48281.7233047429,25730.0218963637
Lyso_PC(11:0),-0.08793722782774209,6.955928779674542,1.6940522905982025,0.19306764834419102,0.41930260592370755,426.2542 -> 184.1,PC,1284.3600997917,1309.2601013186,1083.5800743103,1205.020084381,1460.3801116935,1278.3200912475,1359.6400985716,1284.7200851443,1398.060092926,1419.8401069634,1299.9800872811,1396.6000900269,1229.6000900266,1164.6000785824,1301.3200798034,1231.1601028442,1370.0200881962
Lyso_PC(2:0),-0.08730002582332017,7.021399510460656,1.6764354522922602,0.19539877114453238,0.41930260592370755,300.1134 -> 184.1,PC,1272.2800941467,1409.7400894169,1396.020103454,1407.0201034538,1226.5800933837,1245.5400733949,1416.3600997916,1393.1601028435,1540.0801200868,1386.2401008612,1219.7800903319,1731.2801361082,1153.900085449,1416.8800926211,1171.1400794986,1328.9400939932,1384.0801010132
Lyso_PC(24:0),-0.08880563339802366,6.835692135450728,1.7117444898193197,0.19075918822313487,0.41930260592370755,608.4577 -> 184.1,PC,1222.0000877386,1135.1400833128,1094.180076599,1142.6200752257,1188.1400909423,1208.0800895686,1197.9000816344,1091.160057068,1178.3600883484,1264.6200828551,1159.7600822453,1086.8600807187,1280.0800857547,1257.8800888061,1087.7400779725,1129.2000656128,1608.9201240539
PCo(34:4),-0.08872308895906446,6.800362891841759,1.7067960002414928,0.1914016013341732,0.41930260592370755,740.6 -> 184.1,PC,1174.9800910949,1034.8200798034,1045.6000823973,1172.920078278,1189.1800765991,1297.3000907901,1101.3400726321,1167.8200912476,1517.4801025391,1047.140079498,1103.6800689699,1085.9000854489,1070.3000793457,1276.7600860602,1073.0600814816,1166.0600852966,1298.9200935361
Lyso_PC(18:3),-0.08663625246498895,6.865174350570023,1.6351063104466874,0.20099822631563213,0.42170216109358116,518.3168 -> 184.1,PC,1259.5000915524,1241.6200904845,1359.1800994871,1164.5600852969,1111.2600746155,1192.7800941466,1120.1200904843,1201.6600875854,1195.6200866702,1229.4200935363,1260.5400733947,1431.1600913991,1200.6400985715,1164.0200843812,1072.0200767513,1256.4400863649,1267.1400909421
PC (50:0),-0.08735956735070105,6.689925937118393,1.64335599177768,0.19986563391063747,0.42170216109358116,986.9 -> 184.1,PC,1087.3600692749,1058.5000686644,1054.7400741579,1067.2200851439,1066.7400817869,1115.9600830075,1060.8800773618,1063.0200767517,1155.8600883481,1073.1600837709,1094.5200767517,1090.2200813292,1080.0800781249,1099.44008255,1051.7200737,1072.1400833129,1059.4600715638
C14:0,-0.08099479696740845,13.50099748327748,1.5740672832029068,0.20961732738821134,0.43551561224346824,227.3 -> 227.3,FFA,128495.509170517,126771.588569646,124495.928649905,127148.628967293,123764.608871465,125909.889282255,122163.068603524,117757.928794884,131715.84912108,125005.629272471,133944.529708875,139494.890197737,135568.709777814,124066.669006357,112569.268005359,107286.947799668,54649.503845207
PCo(38:5),0.083695326576849,7.106545018572458,1.5482804975401283,0.21338946561362646,0.4390898619357313,794.6 -> 184.1,PC,1362.7601051329,1487.5001144409,1319.7800827029,1636.8601341247,1710.6401100164,1420.660102844,1653.4001121516999,1538.0001182556,1436.9600868226,1429.4801025391,1430.4401130666,1400.3401069641,1358.3001022333,1180.800094604,1320.4400825504,1396.3601074212,1447.9601135259
PC (46:2),-0.0828428613680375,6.71028502953912,1.4795793409708677,0.22384034990577936,0.4562079512365408,926.8 -> 184.1,PC,1096.0200767517,1104.8400764462,1081.1200866697,1055.5600776673,1085.4400672912,1084.9400749208,1120.2000846863,1058.5000801083,1075.0600814818,1101.7800788877,1060.5000648499,1153.3600997928,1127.1000862122,1084.2400665282,1112.8800697327,1089.1600761413,1123.5400848387
PC (32:5),-0.08149125143198942,6.834724803195774,1.44327443395035,0.2296102000092132,0.4567419896224477,724.5 -> 184.1,PC,1191.4800796506,1233.8600921633,1194.9800796513,1181.100086212,1114.3400764464,1068.0200767513,1180.1200866694,1262.1600990291,1036.2200698849,1400.1200904848,1232.0200958253,1172.0400772096,1265.0000877379,1224.7800865174,1113.2000732421,1108.1000823975,1323.16009903
PC (34:5),-0.08142511994914425,6.803293753476483,1.4377406461516191,0.23050530317394557,0.4567419896224477,752.5 -> 184.1,PC,1197.9000816342,1181.4400825499,1089.9600715638,1163.2800827022,1077.8800697326,1232.7000999454,1177.9400863649,1095.9800796507,1143.8400840757,1148.5200805663,1124.6000823974,1182.0800933837,1084.2000656127,1130.3600807189,1330.0000839232,1184.0000839231,1316.820083618
PC (52:4),-0.08174111516552057,6.726203041719018,1.4426927099076945,0.22970409804131028,0.4567419896224477,1006.8 -> 184.1,PC,1063.7800827025,1120.0200881953,1059.8000793457,1128.7800827026,1067.7000846863,1188.5800743105,1081.2200698854,1113.2200813294,1093.4800796509,1155.5200881956,1095.8600807186,1120.1800804137,1109.5800704956,1055.8400802611,1172.3600845334,1129.5400810244,1061.3800621033
PC (44:3),-0.07973032775609429,6.727106311632646,1.3725146061690494,0.2413803090398689,0.473902625087449,896.7 -> 184.1,PC,1099.6200790407,1094.0000839231,1097.8800697326,1245.5200843812,1055.1400794982,1094.4400749206,1076.2800712587,1059.2600746155,1093.3000869748,1086.5600776672,1099.5200881959,1109.1800765991,1173.0600814818,1126.6400794983,1100.0000801084,1134.8400840758,1084.0200767516
PC (30:0),0.07514265919190798,9.733922542895948,1.3367504954257683,0.24760783881518278,0.4817097955131738,706.5 -> 184.1,PC,7658.1805572529,7182.8005447347,8097.9005584734,8968.5005607621,8773.3005294803,10401.4006996056,10486.7809257487,10524.5407791078,8353.1607246421,8448.5606384286,8000.7406043929,8334.1405983003,8060.7806243854,8503.9006004318,8239.2205772346,7477.6806030297,14715.5011749146
PCo(40:5),0.07539139120283633,7.123660727466431,1.2572738702118542,0.2621677412273379,0.5054405101139667,822.6 -> 184.1,PC,1355.2200889592,1467.4800872807,1307.0000877381,1490.1401062019,1706.9001235957,1707.8401184083,1665.7801094057,1514.2201042174,1383.5800933843,1429.4801101683,1112.240081787,1367.6200866698,1535.3201065069,1450.4600944525,1391.9801139826,1414.1200981142,1533.1401023864
PC (34:4),-0.07351129247258678,7.044887291815426,1.1902875677613949,0.27527155814151555,0.5259652985918244,754.5 -> 184.1,PC,1395.0401077271,1418.7600936891,1263.6801071165,1102.1800842287,1305.4400939944,1883.5001449591,1429.6800994871,1198.3000755316,1542.3801193235,1279.7000999451,1474.5401115425,1234.1000900263,1318.2600898738,1469.6801109315,1441.9801063533,1301.3600921627,1440.2400932316
PC (44:7),-0.07356386276185581,6.727801591324695,1.1680643568440754,0.2797993202723664,0.5292555430850014,888.6 -> 184.1,PC,1114.7000732422,1076.9600753784,1078.9000740051,1083.7200775147,1123.2600822446,1140.6200866698,1099.520072937,1096.5000724792,1094.2200737,1116.6400794981,1081.1200637817,1081.3000869752,1162.6600837708,1145.0800781249,1071.8000793455,1122.3000755306,1155.9400901793
PCo(40:6),-0.07105971365847137,7.932048210947582,1.1577153132836386,0.28193986874621574,0.5292555430850014,820.6 -> 184.1,PC,2424.5401725761,2672.9001884465,2617.760204315,2711.0201950078,2355.5001640325,3098.9201812738,2712.7201805108,2316.0401573169,2288.9401588426,1908.8401260388,2686.5601730353,2744.4202117918,3039.3001937859,2463.9001960752,3036.7802276598,2835.8601989743,1488.8201065067
PC (46:0),-0.07238535171501807,6.709840569268162,1.129403561734456,0.2879025959913622,0.5357491786274045,930.8 -> 184.1,PC,1094.5800704956,1097.1400756835,1078.5600852966,1080.5200729368,1091.7400817871,1071.5400695802,1106.0400810245,1080.0000762939,1098.2000732423,1129.9000740048,1125.9800720214,1068.7800788878,1087.1800727843,1084.200077057,1061.000076294,1099.3200759888,1156.5200881956
PC (42:1),-0.07157468649294481,6.767497423999326,1.109317906358477,0.29223026860997087,0.5391144610563255,872.7 -> 184.1,PC,1146.3000793458,1091.9400749208,1171.4800872801,1098.6200752258,1104.5000801086,1198.2800788877,1160.7200851438,1137.6400833127,1110.2400779724,1099.960079193,1072.5800743101,1235.6000938418,1178.4200782775,1192.3600845339,1140.4400749204,1129.3400688173,1100.8600807189
Lyso_PC(22:5),-0.06895092354959963,8.03230297987232,1.0932154399755163,0.2957598679043527,0.540962493431893,570.3481 -> 184.1,PC,2196.240158081,2673.6202163689,2662.8402023324,2373.8401794435,3220.6002388009,3071.1601943961,2919.2202301027,3231.3801956184,2274.6001777664,2098.0801696775,3461.2202262894,3445.0202178956,2914.0401802061,2690.0201683057,2798.9402008046,2757.3401870725,1769.9401206975
PC (48:2),-0.06883394684910778,6.7036648974562905,1.0210848635404224,0.3122618146311782,0.5663053248395944,954.8 -> 184.1,PC,1107.1400794981,1079.3000679016,1166.1000709536,1083.3200683592,1054.4600715638,1056.1600723265,1074.5800781246,1071.0600738525,1087.4600677492,1105.7400741576,1104.4600753785,1067.0800704955,1094.6600761412,1114.7200775146,1054.4200782777,1097.0000839233,1111.8800811767
PC (42:8),-0.06743066347671192,6.679185567733357,0.97790775434735,0.3227158943460783,0.5803462301685778,858.6 -> 184.1,PC,1047.2000808717,1088.7600746155,1024.7600708009,1089.1400718689,1133.1000785828,1079.5000762939,1053.4400749205,1014.0800666811,1086.480079651,1111.9400749208,1047.1400680541,1024.0800781249,1027.8000602722,1106.6200828555,1034.4600715636,1114.0600662233,1135.1600799561
Lyso_PC(19:1),-0.06412778504804227,6.832369088949654,0.8935191092403336,0.34452544107078403,0.6051684493524677,536.3638 -> 184.1,PC,1095.3400840758,1199.2401008607,1323.2800788874,1077.1800765991,1177.960090637,1069.4600753785,1169.7600746155,1345.8401031495,1120.0400810243,1156.3600730894,1138.2000808715,1131.6200714113,1089.4600791931,1277.8801040649,1160.7200851435,1384.4401016241,1345.6800880439
PC (44:4),-0.0648010879356805,6.745919823820959,0.907984941975553,0.340649638796642,0.6051684493524677,894.7 -> 184.1,PC,1146.6800880431001,1153.3200798033,1132.700084686,1239.8800735471,1096.4400749208,1072.1800727845,1088.0200805665,1065.9400749206,1087.9000778199,1125.4600715637,1119.0400848389,1156.9200973512,1108.4200782774,1208.7600936884,1126.9200820923,1074.6400680541,1074.0600814818
PC (46:1),-0.06429794405984814,6.719511346979025,0.8917534782591492,0.3450025739299115,0.6051684493524677,928.8 -> 184.1,PC,1211.4400901796,1092.460071564,1075.6800651552,1148.8400802617,1060.2400779725,1066.9800682067,1072.0800743104,1055.160068512,1124.5600776673,1071.1400756834,1064.9000778199,1114.4600830072,1122.4600868223,1070.4200782776,1101.3200798035,1119.1400833129,1164.1600761415
Lyso_PC(20:1),-0.06300508889732492,7.032687812586335,0.8742997113090532,0.3497677105871291,0.6085389436231351,550.3794 -> 184.1,PC,1305.4601058958,1546.6001091009,1253.1600913999,1300.0401000981,1207.1400794981,1429.9801177974,1475.9201126092,1495.3801040649,1314.6600914007,1445.8801002511,1644.3201141354,1329.6600875852,1455.1201019287,1325.3200950624,1317.4400787352,1184.9400825498,1257.3800964357
Lyso_PC(7:0),0.06203223983685687,6.95964877880051,0.8440376832752428,0.3582445388994513,0.6182607364877627,370.1916 -> 184.1,PC,1391.1000976562,1220.3600883486,1293.1400794976,1453.7201042188,1470.5001068127,1309.2400856015,1502.4600982658,1332.1201019286,1171.420074463,1396.1801109313,1212.7000923156,1194.8000793461,1253.880092621,1307.9000854491,1309.9800872812,1210.2800827025,1112.2000732422
PC (34:2),0.058340840130394304,9.743767992512643,0.8056305110516888,0.36941525296188077,0.6274195566177975,758.6 -> 184.1,PC,8167.5605888342,8396.1406021097,8871.2206115731,10360.6007423381,6791.7604675291,9181.0404777411,9816.2807083144,8854.5007286145,8165.1404457114,8112.7005386385,7171.5004501345,8503.5405120692,8325.7806739809,8544.8405532929,8395.4206390347,7490.2605667121,18247.5612678524
PCo(34:3),0.06095697221747125,6.991813885501759,0.814691151920421,0.366736934852403,0.6274195566177975,742.6 -> 184.1,PC,1405.2201042176,1425.3401069644,1196.3000869751,1242.5800971986,1378.5401153567,1399.8000984188,1615.4801177979,1252.6200904845,1236.9200935359,1248.3000907901,1397.9600944521,1171.3000717159,1162.3400993343,1309.6201019284,1256.4800834657,1229.6400985717,1751.7801246654
Lyso_Sphinganine-1-phosphocholine,0.05945400487168273,7.102472938064612,0.7818665535634963,0.3765708886161909,0.6345367729438177,467.3536 -> 184.1,PC,1496.2801055915,1693.160129548,1372.5800857542,1322.3201026914,1535.4001045216,1641.1201095573,1717.7801361079,1352.8400993348,1292.7000999445,1531.5601043701,1541.2601051335,1164.3600807188,1653.7201194758,1173.7600860592,1197.4200935364,1580.9601173402,1178.6400909426
C20:4,-0.05615790058728524,10.883439154668379,0.7528595657955126,0.3855723828049364,0.6347114609250492,303.3 -> 303.3,FFA,21777.6613807669,21463.981594084,19696.3614387525,19385.5013809204,21254.5215873717,20071.6614685024,19099.0212707552,18944.7414093008,21240.9615249638,20815.5214271547,19877.2013473486,19755.2213287308,20586.1214828505,20284.2815628044,19110.4212989835,19282.8213081313,13304.8209495521
C22:1,0.05671908660904425,12.30212746190756,0.7709819946466316,0.37991343577181846,0.6347114609250492,337.3 -> 337.3,FFA,57043.3640594393,55616.0438614127,59097.6841048998,56522.5237121616,53838.5437087978,59314.6838989138,59473.224159232,58002.6443023513,54902.9039230174,55638.6439857693,56041.4234466573,56769.223945611,58151.8039932399,47720.3033027708,46072.9432601966,47084.603363047,16971.0611953724
Lyso_PC(15:0),0.058700745455595026,7.008336699582532,0.7575795391427569,0.3840870627152381,0.6347114609250492,482.3168 -> 184.1,PC,1417.7401084896,1473.680107117,1369.8200950622,1223.9000968931,1400.3600997915,1701.0801086428,1366.5201072691,1311.1400871282,1280.9200897222,1251.7600860598,1364.000091552,1258.260089874,1180.4600791933,1300.6200904853,1421.1800918579,1286.0800857541,1307.4200859066
PCo(36:4),0.05744868308340468,7.1842303230722395,0.732806407500938,0.3919750323706973,0.6403256253994597,768.6 -> 184.1,PC,1481.4401130689,1382.9600944519,1743.1601181018,1539.2801094054,1487.6200866706,1780.2601394653,1683.0201263421,1636.2001190188,1415.2800903326,1432.9201087951,1533.9001007073,1443.6800956726,1728.3001518255,1485.7601051332001,1306.3000869753,1362.0001029969,1459.1601066597
PC (36:6),-0.05489435393919238,6.764972641581885,0.6514864232654105,0.4195817452843482,0.6751164924124099,778.5 -> 184.1,PC,1023.9200744629,1098.5600814817,1097.7400779723,1308.6600913999,1193.420085907,1139.5200691224,1048.9400825499,1103.6800689698,1100.6400794983,1112.6200752257,1012.9600715637,1110.8000717165,1207.7200889584,1092.1000709532,1128.0600814818,1194.5800895694,1371.6601104736
PC (52:0),-0.05514942655521618,6.641191520268831,0.652404739054977,0.4192542324656819,0.6751164924124099,1014.9 -> 184.1,PC,1044.140079498,1056.9600791932,1041.9800720216,1053.0800743103,1049.920082092,1052.9600677492,1012.2600669861,1040.9800720213,1027.6800727842,1110.9000778198,1028.6600723268,1037.0000724792,1050.6600723265,1027.7600822448,1009.4400749208,1013.2400817868,1088.6200675965
SM (d18:1/12:0),-0.05442709691276357,6.762130342674497,0.6406486738121502,0.42347600057665463,0.6762974934582394,647.5 -> 184.1,PC,1115.8400802614,1143.3000793458,1192.9000816345,1078.1400794982,1144.1400794983,1111.9600753785,1168.4200897219,1089.0600738523,1096.6800804136,1059.4800720215,1106.2200813293,1175.1800804144,1232.0400886539,1117.4200820928,1024.7800750731,1176.2000885006,1274.8200950624
PC (44:2),-0.052958049465719796,6.7338002172072615,0.6056187063082099,0.43644222985583336,0.6918417569566544,898.7 -> 184.1,PC,1117.640083313,1088.3200683594,1157.7600822444,1104.5600814817,1085.0600776671,1062.9400749206,1055.780078888,1242.9400863647,1061.3000755308,1142.8000831602,1062.700084686,1086.7600746152,1117.5600814821,1072.2600708008,1072.7200775147,1231.5600891108,1157.5800895688
SM (d16:1/22:1),0.051288834743088985,7.445326871476276,0.5903200618561328,0.44229537946970093,0.6959647882832058,757.6 -> 184.1,PC,1641.3001098631,1680.8401412969,1788.040122986,1897.3401489261,1839.320137024,2083.3201522823,2242.8401679977,1606.2401046745,1735.4801254259,1625.600120545,1646.0000839228,1362.4000854494,1814.0401344301,1769.7601356502,1589.8201179514,2083.5801353445,2675.6801986686
C18:4,0.04921771123031313,10.872752295979513,0.5782682036503033,0.44699193150339533,0.6982209732972745,275.3 -> 275.3,FFA,21874.1416320766,20789.3215064959,21864.1414909364,19712.2614021308,20736.4014778114,20911.5414237932,20903.6614799548,20275.941471102,20550.2814178447,19890.1413650531,21332.1815490752,20617.4413833631,20008.6414375294,18104.8413124101,16715.6211700431,17394.8412551887,12110.1808624252
PC (42:2),-0.051325734433189295,6.740107763447894,0.5690938922298243,0.4506192042678264,0.6986891726972868,870.7 -> 184.1,PC,1141.6400833128,1088.7000694275,1098.0400848389,1066.2400779726,1128.0600852967,1100.6400756837,1151.7800788879,1179.7600822448,1110.6000785827,1097.4600753784,1107.6200828555,1122.7600822454,1111.0400772097,1131.8200874326,1107.8000793458,1090.7200813295,1175.6600875854
SM (d18:0/26:0),0.0508223394759987,6.818071734735639,0.5610898164167857,0.4538214719856209,0.6986891726972868,845.7 -> 184.1,PC,1119.2800788878,1193.3400802613,1240.9800949095,1273.5400924685,1329.2800941462,1220.8400878907,1056.0200805665,1388.9201087959,1263.7800941464,1143.7200813292,1261.2600860592,1115.1000938416,1033.1000633239,1158.7200737001,1011.7800827024,1090.8000793457,1175.8600730891
PC (40:1),-0.05046675049921091,6.80908168068104,0.5519914173447908,0.45750514186771235,0.6993292882835032,844.7 -> 184.1,PC,1169.9000816346,1024.9800758361,1131.6400833132,1100.2200737,1336.4401092524,1062.3800735475,1232.1400985726,1194.6000862124,1121.5800704956,1210.9000816343,1251.6000823974,1223.8000869754,1195.8400878903,1088.640071869,1063.5400772096,1018.9400634765,1537.4201049805
C20:0,0.046890737424458206,14.128321030636076,0.5278066571117961,0.4675304487678996,0.7095852201158193,311.3 -> 311.3,FFA,258762.398590117,248194.437835647,209516.074371326,202876.794403025,190215.673400885,176691.273254375,168470.671539325,163527.471771246,182602.312683114,174844.231903059,223754.195526095,219121.096130364,215452.954711893,173367.772003196,158997.591110197,154979.030929565,62300.204498283
PCo(32:2),-0.04721601856667823,7.992526990054746,0.5120259165098062,0.47426316504838717,0.7147346290165835,716.6 -> 184.1,PC,2146.1201477052,2145.2201309214,3015.1002197263,3006.6402282719,2484.9801559443,3026.7201843242,2550.8401756286,3513.8002548235,3017.620189669,2762.6601791382,3000.8402214055,2891.3802299484,2743.5402030951,2652.6401481636,2546.4401626589,2034.0001297001,1774.3001251216
SM (d18:2/14:0),0.046654722330803595,6.830385294987992,0.4735236280822219,0.4913705855317751,0.7353377993272718,673.5 -> 184.1,PC,1158.7200813295,1349.7600936885,1340.3400917052,1081.8200683595,1212.720085144,1147.2600746156,1310.4001083371,1357.8000984198,1136.3400726318,1115.7800865175,1214.3000907898,1160.6000709535,1111.3600769042,1114.6400718692,1227.9800872798,1147.3400840757,1051.0400695802
PC (42:9),-0.04584358907870771,6.70051527164307,0.45266117740143885,0.5010739053605691,0.7446514982441791,856.6 -> 184.1,PC,1078.6800727842,1127.1200828547,1132.7600746155,1094.0800819397,1161.1800880434,1013.3800735472,1027.3800773621,1075.0800819397,1058.3600769043,1022.5000762939,1136.4400901796,1071.7800750731,1036.2200660705,1114.8600845339,1130.7000808711,1037.9800796507,1175.1800880432
PCp(42:4),-0.04469462270315078,6.777204834260858,0.4327290803456272,0.5106528595757619,0.7536531858566418,850.7 -> 184.1,PC,1241.6400947569,1254.4800910948,1066.1400680541,1193.0000839235,1064.0200805662,1140.7600860597,1062.8200798034,1200.8400802611,1202.7000732423,1130.6200866698,1259.4400901791,1155.6200790401,1066.8400726319,1109.3400764466,1080.0600738526,1104.4600753784,1170.1000900268
C18:1,-0.04209554047416357,13.144036634481616,0.42511545814485885,0.5143955039722928,0.7539769715758265,281.3 -> 281.3,FFA,105827.287261958,103213.147094716,102367.066688535,100479.846679663,91842.3061141799,100106.647407548,96975.826980585,95378.266479471,90260.6460380409,85988.5660476652,112072.008064292,115347.307968156,112873.587631232,95097.8667297224,90715.8058776414,83158.4454803527,27126.7419319159
PC (44:0),-0.043342307826619735,6.711016300830946,0.40502633784234976,0.524504796540585,0.7635648058481986,902.8 -> 184.1,PC,1084.9800758362,1119.6400794984,1120.2200813292,1055.4200782775,1153.0400772095,1061.580078125,1065.7400779722,1144.5800933838,1073.6400794979,1067.800075531,1106.4200782775,1093.7400817869,1118.9200782776,1077.2200813294,1070.6200790407,1077.3800849913,1137.26007843
Lyso_PC(17:2),0.04056208047185949,6.830423298914534,0.35770530493295283,0.5497834205188664,0.7852965264977416,506.3168 -> 184.1,PC,1217.2800788878,1128.0000724792,1142.3600807191,1360.8601074221,1209.6800918579,1197.5800781245,1411.9001121516999,1206.2800750732,1122.1200866696,1065.2800750735,1220.2600936886,1230.5600852966,1161.5000801087,1135.0200805662,1036.340068817,1214.3000907893,1191.9600868227
PC (44:5),-0.04126009619983224,6.737947428572157,0.3675895010990313,0.5443211372906878,0.7852965264977416,892.7 -> 184.1,PC,1095.7800712587,1114.2600822446,1081.580078125,1129.880088806,1116.2000770571,1091.2200775144,1108.1200904847,1204.5800743103,1144.8200798034,1073.2600746154,1074.0600776674,1128.0000801085,1122.8600730895,1080.7000770567,1102.0400810242,1079.9800720216,1237.7800827023
PC (44:6),-0.040612383462913106,6.741168166533265,0.3565268490719782,0.5504414905358002,0.7852965264977416,890.7 -> 184.1,PC,1142.0800704956,1111.7800788878,1087.3600845338,1211.2600822445,1095.7000808716,1208.8600807194,1077.4200859066,1107.2400741576,1146.5200767518,1101.9200782776,1098.2200775146,1152.3800811774,1098.1600761413,1126.4800872802,1066.1200752258,1108.9600753782,1079.8000717161
PC (36:7),0.03999889954137418,6.8842944283801115,0.348573274100513,0.5549218781898957,0.7864455757128322,776.5 -> 184.1,PC,1521.5401153565,1181.5600814817,1427.4201049804,1305.2001075736,1189.9600906372,1162.6200828553,1173.9600868222,1131.6400871275,1135.2800865171,1118.1000862121,1302.3001060481,1167.2200813293,1134.7000885013,1131.1200828552,1084.6400794982,1323.0000915532,1541.4600982657
Lyso_PC(19:0),-0.03914974257392852,6.8423642057113945,0.33344356075789605,0.5636383957473027,0.7905955494597571,538.3794 -> 184.1,PC,1101.680088043,1128.4400749205,1474.4801139839,1085.6000785825,1243.500083923,1225.6400756833,1186.1400833128,1218.80009079,1084.8400764464,1068.280086517,1189.3800773624,1263.7200889586,1347.300106049,1102.1600761413,1244.3600807187,1201.9000778201,1244.8400917054
Lyso_PC(20:4),0.03692050514835213,6.870294065596784,0.29717901195499863,0.5856563555254091,0.7905955494597571,544.3325 -> 184.1,PC,1268.5600967406,1202.4400901785,1136.9600830081,1352.2200965883,1117.3000831603,1492.4201087948,1146.3800773622,1442.6801147465,1205.3800849913,1238.1200904845,1218.2600860592,1280.0600929258,1083.9800796508,1097.1000785828,1045.3600692748,1299.9000892642,1189.5200843815
