lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank
4_Glyceraldehyde 3-phosphate,-0.10012088496257156,9.164771911647936,0.7180523811292217,0.3967835074446876,0.9997523523750523,171 -> 81,POS2,2022.2001533519,2244.3201637261,2335.7601852431,1934.720138549,2567.6002235408,1945.3801383968,2002.5201606737,2151.620128631,1847.5001411438,2439.2201423657,1573.3001098633
4_Glycerol,0.0012847285662576028,8.395581331505555,1.1588915128624144e-4,0.991410793098802,0.9997523523750523,93.1 -> 45,POS2,1225.6800918579,1187.2000808713,1285.6200904847,1250.1000900268,1219.8000793455,1225.2800903322,1239.8200950619,1189.8200874327,1317.6200904847,1216.9200820924,1164.1000785828
4_Histidine,0.04409343202439096,9.364725080972695,0.13981232830689194,0.7084676546442247,0.9997523523750523,156.1 -> 110.1,POS2,1962.9201316835,1846.3401374809,2137.6601676938,2696.080173492,3564.1802101112,2141.9401550295,2085.3001594542,2252.2401504517,2947.6202011108,3193.4402313228,1681.2601051331
4_hydrocortisone,0.018466866580901232,8.477507983518532,0.024006736342846446,0.8768677724371126,0.9997523523750523,363.2 -> 271.2,POS2,1293.4200935363,1260.6600875854,1268.7200813295,1349.560092926,1317.3800888058,1253.1200942993,1234.9800834656,1428.2201042174,1404.640090942,1269.2200889586,1234.0800857545
4_L-Arabitol,0.016142843535679095,8.515987659679645,0.018362960047579868,0.8922086584815658,0.9997523523750523,153.1 -> 117.1,POS1,1414.7601051331,1316.7800865174,1357.2000961302,1279.6400909425,1276.2200927734,1284.2600898743,1492.5201072697,1315.1001014709,1325.8800926208,1317.9200897214,1318.7800941469
4_L-Aspartic Acid,-0.13144624883227227,8.702402095183643,1.2238374121930988,0.26860887093223546,0.9997523523750523,134 -> 70,POS2,1752.3401336664,1416.4800949096,1453.660095215,1886.5401382445,1489.500099182,1392.4600982664,1312.7800979616,1369.9800987237,1608.3801193233,1637.9801025392,1413.0400962822
4_L-Phenylalanine,-0.18492753107345436,8.969457083218845,2.438653040252049,0.11837783574987254,0.9997523523750523,166.1 -> 131,POS2,1540.1401329043,2085.3801651,1945.0801353446,2010.7401504521,2397.2402076721,1860.0201301585,1665.3401107788,1437.5800971987,1724.2401275627,2112.4201507562,1363.940105438
4_L-Serine,-0.01011682997633519,10.726937991167306,0.007464645602137665,0.9311498932356044,0.9997523523750523,106.1 -> 60,POS2,4600.4403190594,5937.6604537969,5265.2003784175,6447.9804153441,7458.4805297863,3688.0602760309,5739.6403198233,5821.9003944386,7029.5205039978,7307.5605888372,8838.7605781571
4_L-Tryptophan,0.1242514637365543,9.868731652738704,1.1174097616870853,0.290476883633795,0.9997523523750523,205.1 -> 188.1,POS1,2245.4401664749,3217.6602134697,3652.0802764881,3506.9802894591,3866.38028717,2799.0601882925,3716.8202743535,3089.6402282723,3733.5802688603,4679.8203010581,3083.3202323899
4_Lauric acid,0.1956243597846168,9.18435139732544,2.7375147829563176,0.09801709632798604,0.9997523523750523,201.2 -> 57.1,POS1,2783.0201835624,1623.0401229859,1809.0401382445,1694.9801177981,1830.620117187,2094.920139312,3086.7402191167,1820.0801239007,1764.9201316839,2413.1601753236,2446.3801918027
4_Maltose,0.03836302676946951,9.269485169790057,0.10558673190727852,0.7452256343262748,0.9997523523750523,365.1 -> 305.1,POS1,2604.9401893622,2702.8801956189,2044.5401344288,1978.5401420592,1811.0601310734,2343.98016739,2040.200141907,2279.6601409919,2454.0601692206,2356.6801643383,2181.3401679984
4_meso-Erythritol,0.1842006783213005,14.654395106096617,2.496598332051491,0.11409249407365,0.9997523523750523,145 -> 104,POS1,136314.529891897,112632.787559431,50560.8034782308,51286.5629501217,47487.2231483628,51585.2833175667,54822.6834411597,139165.309917498,107558.727386489,101151.726600798,183856.954612721
4_myo-Inositol,-0.033723867127453705,11.791673654130376,0.08343522162050476,0.7726949765723589,0.9997523523750523,203.1 -> 100.1,POS1,8072.5605812087,7667.4805793789,13545.5010147208,19942.9414138923,21588.0016021841,12009.8809051501,4860.1403579696,13502.2210044866,17887.8413391026,21139.4215011619,2562.2801933292
4_NAD,-0.05322223530633803,8.616121495648015,0.20016285345219065,0.6545894275119436,0.9997523523750523,664.1 -> 428,POS1,1474.3201065062,1626.4001083368,1401.1200981141,1457.7001037594,1321.020084381,1475.4801063537,1455.4200973507,1399.6601066588,1345.7201080322,1357.3600997925,1442.0401039127
4_NADH,0.1516853041341012,8.93312515832749,1.6379075016837348,0.20061280914145022,0.9997523523750523,666.1 -> 649.1,POS1,1969.1401596067,1616.0001144418,1499.5601005553,1784.7601242066,1497.6001167296,1840.1001243598,1983.9801330564,1913.5401496886,1719.8001213076,1859.4401283259,1949.7801284795
4_NADP,-0.06992261720295018,8.708819243761486,0.346246682297481,0.5562455208977986,0.9997523523750523,744.1 -> 604,POS1,1588.2401123049,1404.7001037598,1627.2001113898,1747.5801239013,1377.4400978088,1369.8000946046,1465.4601097107,1627.8601264959,1358.7400932312,1574.9001159659001,1661.7401237485
4_NADPH,-0.030319434823817687,8.660089230012199,0.06505482588505462,0.7986779354603752,0.9997523523750523,746.1 -> 320.1,POS1,1516.7601051326,1390.8600959777,1527.5401077265,1567.8001098633,1482.1001091005,1518.0201034545,1386.900100708,1454.4600982668,1475.9001083373,1512.3801078794,1414.3801040646
4_O-Phosphoethanolamine,0.12319694560694369,8.82962075748712,1.0781439337003098,0.2991131420155148,0.9997523523750523,142 -> 42,POS1,1673.8601264957,1799.6801376336,1566.9401168818,1422.220104217,1444.4201087954,1837.8601455694,1516.2401084899,1604.800121308,1526.7801170352,2149.5001373289,1732.5400924687
4_Oxaloacetate,-0.11263596711168843,10.440505592924486,0.9239646384167486,0.3364361364515671,0.9997523523750523,133 -> 45.1,POS2,4028.260250093,4476.7803382903,5752.7004318238,5258.1603431687,8085.4406204216,4292.3003349297,3261.7802734366,5410.9803810126,6135.0404510475,6505.3804931659,2702.7801780701
4_Oxoglutaric acid,0.0012706460509834554,8.588623387107653,1.1400991775886368e-4,0.9914807154262847,0.9997523523750523,145 -> 73,NEG2,1408.3001022339,1402.0201072693,1400.7601013183,1400.6801071165,1402.9001007078,1406.720096588,1416.8601074219,1416.3800888062,1398.8600959777,1399.2600975037,1407.060092926
4_Palmitic acid,-0.07136192804984773,9.010419149823877,0.3632911852334826,0.546684052860638,0.9997523523750523,257.2 -> 55.1,POS1,2047.6801376341,1827.4601173404,1883.1801376352,1715.4201164251,2065.8201522826,2037.0801506052,1731.6201171876,1686.1401252753,1946.1001205444,1700.9401206962,2073.4001426682
4_Pantothenic acid,-0.07480734786593446,8.68371126366806,0.396344141388036,0.5289833599094944,0.9997523523750523,220.1 -> 184.1,POS1,1367.5400962826,1746.6001167298,1523.0801048274,1623.6001243587,1515.1001129152,1532.5401000974,1256.5400886537,1519.6800956735,1598.120105744,1495.5001144403,1339.0800971982
4_Phosphoenol pyruvate; 7_phosphoenol pyruvate,0.16297545526985904,9.996741350467124,1.9247269726093847,0.16533649698189068,0.9997523523750523,169 -> 123,POS2,2569.8001670851,2764.8401832576,3349.840263367,3223.1402359006,2442.860195159,2696.4401969915,2624.7801971433,3095.7402420062,2818.5202445997,2639.7001991276,3173.4402198791
4_Phosphoenol pyruvate; 7_phosphoenol pyruvate,0.16297545526985904,9.996741350467124,1.9247269726093847,0.16533649698189068,0.9997523523750523,169 -> 123,POS1,3970.5602226249,3719.2202301015,3405.2202835082,3623.5202407836,2981.5602188116,3440.1802368154,4324.6603012063,3612.4602317799,4059.8602638256,4432.3403282154,3501.3802337653
4_Pyroglutamic acid; 1_Acetaminophen (paracetamol),-0.05387431681024278,8.768039574828514,0.20578749619820158,0.6500893496983179,0.9997523523750523,152 -> 110,POS1,1731.2001304621,1586.4601173401,1294.3800964356,1764.9201278682,1554.1800956728,1347.6600914002,1513.3001060488,1357.1200981139,1428.7800979614,2013.7201118465,1917.0001258853
4_Quinic acid; 7_Quinic acid,0.0014667438192796658,8.39739054224397,1.5101129601142668e-4,0.9901953104171619,0.9997523523750523,191.1 -> 59,NEG1,1225.2400856017,1223.740093231,1230.7000923157,1225.3600883483,1227.5200958249,1236.7000885008,1236.8000869748,1223.7200813293,1232.3600769043,1224.3200874327,1251.2600860594
4_Quinic acid; 7_Quinic acid,0.0014667438192796658,8.39739054224397,1.5101129601142668e-4,0.9901953104171619,0.9997523523750523,191.1 -> 59,NEG2,1399.2000999449,1402.5200996398,1398.4400901794,1396.4000968931,1405.3601036072,1402.6200904848,1404.8801002504,1411.3600997925,1398.6401023863,1399.6401023865,1430.6801109313
4_Ranitidine,0.013770791917227724,8.389201274990462,0.013307023111872818,0.9081628967285091,0.9997523523750523,315.2 -> 270.1,POS2,1245.7600898738,1170.0400924681,1199.000087738,1234.9000892637,1216.760093689,1258.8800926203,1233.040088654,1225.8800849913,1163.8400878907,1257.7400932309,1254.860092163
4_Ribulose,-0.06940676822909322,8.57102359424714,0.3399470203502646,0.5598598043688521,0.9997523523750523,133 -> 132.1,POS1,1321.3000946045,1528.2401046751,1433.6801071166,1439.9401016239,1368.9000892642,1296.8600959779,1359.2200965882,1270.0600891113,1589.6001167301,1260.8800926208,1404.0400924675
4_Shikimic acid,-0.03546969436020189,8.746126024842228,0.08926544918234347,0.7651130699218395,0.9997523523750523,175.1 -> 129,POS1,1545.520122528,1449.3201065067,1712.1201095587,1600.860115051,1719.7401351935,1449.8600921628,1587.5401153563,1532.4001159661,1712.0401268002,1570.7601089476,1368.6001052855
4_Sphingosine,-0.07864625759591866,8.721718520972292,0.4384886746191423,0.5078528111524616,0.9997523523750523,300.3 -> 282.3,POS2,1380.8201026918,1510.2401237483,1835.2201194764,1814.9601325992,1447.3201026919,1260.8600807191,1747.8801193236,1573.6801033024,1509.4801063535,1490.6201171867,1386.2201042178
4_Stearic acid,0.04017857127925031,8.80673490622966,0.11455164657458461,0.7350204892772241,0.9997523523750523,285.3 -> 89.1,POS2,1551.0601081846,1647.3001174926,1693.5601196288,1476.300106049,1476.2401008616,1608.6001129159,1980.860137939,1621.5000991822,1476.2801017765,1396.2800903322,2051.8201446537
4_Taurine,-5.55061994578592e-5,8.550130800869571,2.1733976462989801e-7,0.9996280285206347,0.9997523523750523,126 -> 65,POS1,1403.4801063539,1408.7201080321,1318.7200927737,1415.7601013185,1301.9000968931,1358.06010437,1451.1801033019,1406.5200958253,1293.140087128,1355.6400909423,1338.6800918575
4_Theanine,0.021431483023443824,8.464572717797104,0.03231565730501318,0.8573366206195124,0.9997523523750523,175.1 -> 158.1,POS2,1163.9200782776,1185.500087738,1191.9400901794,1375.6000900271,1488.4000968929,1379.4801139833,1234.8200950621,1341.5800971986,1382.4800949092,1178.1400794981,1263.7200889589
4_Thymidine,0.0015641521813909212,8.56284598633725,1.7266786112113408e-4,0.9895158477725019,0.9997523523750523,243.1 -> 117.1,POS2,1240.3800811769,1363.0401115411,1215.7200813291,1456.0801086423,1647.9401206962,1469.540103912,1363.7000923162,1440.3201026911,1203.0400848388,1469.480102539,1317.1800918574
4_Thymine,-0.04360320804508984,8.850548377004674,0.13516470811963055,0.7131360675003279,0.9997523523750523,127.1 -> 56.1,POS1,1539.1401138311,1735.7201271065,1669.1001090999,1764.4601249692,1798.7001380928,1549.6001167303,1839.1801376337,1511.9001121522,1683.6201210023,1689.2001266489,1760.7401466368
4_UDP-Glu,0.00461747339091657,8.433907869913293,0.00149869990113205,0.9691191723067636,0.9997523523750523,565 -> 97,NEG1,1290.1600875856,1284.2000885009,1234.0400772096,1272.2200851439,1230.7000923156,1294.5000839234,1252.7200889585,1236.2800788879,1285.2200889587,1278.6400909424,1227.2600898742
4_UMP,0.03866223584813101,9.397785209094936,0.10754529623121556,0.7429562766249488,0.9997523523750523,325 -> 113,POS1,2489.6801910411,2795.5201721192,2167.6601409903,2843.1402244553,2192.0601501466,2316.6801528925,2260.7401542672,2517.5601539599,3055.7602157586,2712.8801422119,1765.8201141368
4_Uracil,0.09963082756653302,8.692203972484833,0.7027025251122216,0.40187709396493004,0.9997523523750523,113 -> 96,POS1,1246.1400871277,1490.7401008611,1750.4801292421,1466.9801025392,1296.7600860596,1774.3001251215,1406.2401046752,1645.6401214603,1411.0001106262,1550.9201164249,1572.3401184074
4_Uric acid,4.878922903320326e-4,8.391455386446369,1.670700629388157e-5,0.9967387193754568,0.9997523523750523,167 -> 69,NEG1,1222.6400871276,1224.3600807189,1225.7600898741,1224.5600967406,1222.4000892639,1228.6000938412,1231.740085602,1224.0400924683,1229.4800758363,1223.0200881958,1225.6600875854
4_Uridine,0.06679862048592874,8.471238807119638,0.3139226403886721,0.5752830127219501,0.9997523523750523,245.1 -> 133,POS2,1251.420089722,1179.2600784303,1265.6400871275,1401.5201034541,1212.3600845338,1225.060089111,1554.5201148991,1290.3600997925,1354.9001007085,1199.5000839235,1315.2000999446
4_Xanthine,0.10906298686905826,8.800875357985424,0.844176677774354,0.35820496459079865,0.9997523523750523,153 -> 110,POS1,1393.5801010135,1777.6801414481,1682.6601219174,1439.4201011661,1439.0401115416,1335.7801017759,1730.0601119997,1650.680103302,1718.620128631,1927.3601303107,1819.1401329033
4_Xylitol,0.10254612233860497,8.58458323503726,0.7424230553760607,0.38888579098064513,0.9997523523750523,153.1 -> 73,POS1,1305.180091858,1436.0801010135,1440.0601043699,1347.3600845337,1248.3600807193,1668.4401245116,1443.3601036074,1276.760101318,1516.0801010127,1389.4201011653,1345.9400978087
5_(+)-alpha-Tocopherol,0.14167526477075115,8.764491020866942,1.4225228036741884,0.2329886079339354,0.9997523523750523,431.4 -> 165.1,POS2,1391.7601013185,1440.0401077268,1773.2601318363,1228.5800895692,1562.8801193237,1889.2401313777,1534.4001045221,1494.5401191716,1781.6001319896,1480.6000938412,1887.7801399231
5_2-Aminoadipic acid,0.11014392566043416,8.713045181099773,0.8595364080241641,0.35386845700620634,0.9997523523750523,162.1 -> 98.1,POS1,1707.1001091002,1478.7401084897,1348.240104675,1521.8801078794,1332.6201019286,1478.6001091003,1643.4201049814,1496.3401107788,1720.1401290895,1657.380096436,1471.7601165772
5_2-isopropylmalate; 6_2-Isopropylmalic acid,-0.0338970078362544,9.674582115315138,0.08292359798155013,0.7733738536027047,0.9997523523750523,177.1 -> 95,POS1,3032.1801948558,2880.5802154537,2993.9401969908,2976.7402000423,2844.960197449,2877.620204926,2638.5801849367,3035.8401908878,2783.2801818854,3087.9202003475,3685.2002449053
5_2-isopropylmalate; 6_2-Isopropylmalic acid,-0.0338970078362544,9.674582115315138,0.08292359798155013,0.7733738536027047,0.9997523523750523,177.1 -> 95,POS2,1317.7800865172,1320.1600914002,1552.1800956719,1288.1200866698,1246.1200828551,1235.7200775147,1355.240100861,1378.600101471,1388.5601005553,1302.3000869752,1304.8200874323
5_5'-CMP,0.0635404687213036,10.221792564122428,0.293329924852042,0.5880944958637168,0.9997523523750523,324.1 -> 95,POS1,5829.9404411306,5089.0804061877,3674.6002616892,3216.2202415486,3344.4402542108,3393.3602371222,4086.560268403,4924.7803802462,5006.3403472898,4765.9603042602,4670.8003349303
5_6-Hydroxynicotinic acid,-0.018443755002738982,8.390321550960527,0.023875417597774173,0.8772023267433371,0.9997523523750523,140 -> 78,POS2,1234.9600753785,1196.0600814818,1267.9800872801,1211.6200904847,1250.5401039122,1251.4400863646,1199.1600875854,1171.560092926,1237.700077057,1238.2000808717,1212.6000900268
5_Aconitic acid,0.16890664330155936,8.773229511545873,2.0240660251852978,0.1548240849357436,0.9997523523750523,175 -> 111,POS1,1522.8400993348,1462.820121765,1555.1801147454,1480.4601097101,1551.9001121518,1390.6600952151,1851.9001312258,1902.8001060487,1796.7001342776,1593.300113678,1467.4601135258
5_ADP,0.054178831640684794,8.73932676954547,0.20816550896962727,0.6482090745139011,0.9997523523750523,428 -> 136.1,POS1,1634.6401138298,1663.3801383981,1520.2400932317,1484.8201065067,1381.3600921633,1583.1401062008,1559.1401214601,1642.0801010133,1631.92011261,1582.9001083382,1481.8200950624
5_ADP-Rib,-0.0490398445439525,8.645444511804959,0.17011097830551414,0.680013196590488,0.9997523523750523,560.1 -> 348.1,POS1,1592.4601097113,1439.2600822452,1430.9601058955,1515.8801078795,1472.4800949101,1359.6200828552,1524.7601203921,1319.7800979614,1486.5601081844,1529.5001029974,1411.1201057432
5_Allantoin,-0.042479672731665745,8.486198023894442,0.12703225595711365,0.7215291634297898,0.9997523523750523,159 -> 116,POS1,1287.1000900266,1368.6000900267,1287.7401008606,1391.5200920107,1299.5800933839,1281.6401062009,1282.7600936888,1331.2400932312,1317.7800979614,1244.4000854492,1306.5200920104
5_Anthranilic acid,-0.01609358480064428,8.72530558392452,0.018353501681495743,0.8922362530963678,0.9997523523750523,138.1 -> 65,POS1,1418.5201034546,1460.2200965883,1830.7601432802,1354.5200920102,1639.8201179503,1460.540107727,1566.4601058957,1521.0801124571,1540.7401084905,1548.7201080319,1655.900119781
5_Argininosuccinic acid,0.010466658798261844,9.54966054490802,0.007896731515338429,0.9291903473382223,0.9997523523750523,291.1 -> 246.1,POS1,2681.4401779174,2763.1201972959,2789.7601928708,2626.700199127,2824.6202163695,2778.6801910399,2726.2001914976,2895.9801940913,2690.1201896667,2728.0601997376,2612.9201698299
5_Asparagine,0.01844061030381028,9.811561656111207,0.024621794706071398,0.8753131502258977,0.9997523523750523,133.1 -> 74,POS2,3457.3402557373,2443.0401535028,2860.1402168272,4285.9603118908,4114.8203392018,2392.9201965329,2123.2001419069,3088.0802268989,5095.1003189071,4742.7003669741,1554.8801078803
5_ATP,-0.03059284354434924,8.699105034578839,0.06631328626928812,0.7967822698621552,0.9997523523750523,508 -> 136.1,POS1,1618.0801200874,1644.7001113894,1383.5800933835,1520.9801025388,1554.0001144405,1598.0600967411,1464.9601020813,1607.1401138305,1450.4201049801,1457.0001106264,1393.4400978088
5_Caffeine,-0.020057140862013847,8.529327119146012,0.02836436100371631,0.8662550596327093,0.9997523523750523,195.1 -> 110.1,POS2,1363.1201057434,1259.8800811769,1521.9401092522,1332.4401054382,1342.2401084894,1302.9000968936,1394.6400871278,1429.5601119991,1261.840080261,1352.7400970461,1275.1800842286
5_cAMP,-0.00976867748882348,8.98788653375102,0.006804743352688103,0.9342563796289104,0.9997523523750523,330.1 -> 119,POS1,1962.7201347341,2108.6801681524,1732.8001213075,1822.4201278687,1561.040111542,1819.1601219177,1745.1201171871,1802.1401214606,1894.3001480098,1889.1801376335,2056.6601333623
5_CDP,0.008888081540568303,8.631314030210852,0.0055861515287929375,0.9404211345228594,0.9997523523750523,404 -> 112,POS1,1515.8801040654,1538.7400970448,1296.2600936889,1512.4401130682,1374.5400924684,1557.6801223754,1427.6801071167,1496.8001022345,1377.5200920108,1440.3201026917,1386.960102081
5_Citric acid,-0.046114840262996414,8.431132725408549,0.1494435721775278,0.6990676686875393,0.9997523523750523,193 -> 129,POS2,1219.1200981139,1280.640094757,1373.3601036068,1226.6400833129,1293.7400970459,1174.9800834654,1214.5400886535,1272.280082703,1328.6601104738,1217.9000816348,1257.3600807192
5_Citrulline,0.02933529932618338,8.72668611388515,0.0610183134152269,0.8048936340312828,0.9997523523750523,176.1 -> 70.1,POS1,1663.8601226804,1404.4001159667,1640.1401138299,1630.68011856,1370.400104522,1790.7001342763,1539.9401092531,1355.140094757,1597.500110626,1603.9001235956,1418.9800872799
5_Creatinine,0.02294095105671829,9.39281241715964,0.03785138817786127,0.8457418574080915,0.9997523523750523,114.1 -> 43,POS2,2139.8401527408,2004.2601470939,3148.8801994339,2767.1001777651,2298.4201278681,2620.7801856996,2730.0401802069,2578.4001541136,2292.8601799005,2361.6801681513,2071.6601448063
5_D-Glucose,-0.03305447277527721,9.44973709141511,0.07869872835448533,0.7790686599695226,0.9997523523750523,163.1 -> 85,POS1,2886.8202018728,2052.1401405339,2445.1601600632,2578.0201873792,3481.7202186591,2296.5601615906,2594.1801643376,2988.9801902771,2440.8401870733,2850.7401962295,1496.5201110842
5_D-Mannitol,-0.04262814524795253,10.020392858972553,0.13141481554374757,0.7169695965022924,0.9997523523750523,183.1 -> 98,POS1,3058.8802223211,3250.2602310185,3243.7602157596,3087.9002189637,3794.2402687074,2676.560192108,3501.6002464299,3409.6402320863,3070.1202125547,3337.3402137762,9263.2006378178
5_Dulcitol (i.e. Galactitol),-0.07098799322848133,8.580718520442373,0.3557665563386463,0.5508668344729929,0.9997523523750523,183.1 -> 61,POS1,1259.4600791932,1410.4600982665,1567.2401161198,1429.7601013183,1503.6201019282,1407.3000907895,1309.3400878908,1302.4400901794,1456.8601036067,1367.4201011655,1362.2201042175
5_FAD,-0.04207692082426721,8.519347093369491,0.1247654069853909,0.7239224131187766,0.9997523523750523,786.2 -> 136.1,POS1,1394.2000923157,1320.6600837708,1344.2000961305,1349.52009964,1384.1201019287,1275.7000923156,1281.98008728,1390.0401039117,1343.8000984193,1322.6000976561,1327.5401039122
5_Folic acid,-0.04123667499599199,9.08586075589077,0.12150478833883938,0.7274081214436665,0.9997523523750523,442.1 -> 295.1,POS2,1812.4201278684,2000.4001197809,2069.780151367,1836.6601295479,2207.2601585385,1604.2201156619,2189.7801322946,1913.18013382,1930.7801361092,2032.6601448054,2231.4801673887
5_fumaric acid,0.0026575982585641342,9.377193311221566,5.076096661828511e-4,0.9820250263461857,0.9997523523750523,117 -> 114.9,POS2,2384.6201705933,2407.460155487,2404.6001625056,2477.8401679992,2405.7601623534,2375.1001930234,2494.5801849365,2378.7001724242,2476.2401733394,2407.6801795958,2507.8401794438
5_Glutamine,0.07836846264237707,8.924657114535448,0.4371282870353381,0.5085117754939292,0.9997523523750523,147.1 -> 64,POS2,1653.0201187135,1673.4600944513,1972.340141297,1656.9401397698,1496.3601074219,1468.2801170353,1907.2801399229,2124.8601646418,1646.680133819,1799.1401329032,2118.860168457
5_Glyceraldehyde 3-phosphate,-0.014802521599463311,8.701099159009848,0.015531864116949734,0.9008189315780423,0.9997523523750523,171 -> 73,POS2,1606.7401046751,1781.2401313784,1309.5000877381,1547.7401046746,1517.9401016242,1428.4601097101,1265.6200981142,1322.1200981139,1872.3601341257,1818.5401191713,1251.1400871274
5_Guanosine,0.12009148936626508,8.740606417788026,1.0219478070165584,0.31205742901741496,0.9997523523750523,284.1 -> 135,POS1,1352.6600952153,1481.4201011662,1696.7801246642,1442.9001045226,1425.8801040651,1443.1801033024,1701.8601264965,1534.0601158144,1519.660102844,1863.6601409918,1717.5201301579
5_Histidine,0.1649773339189038,8.71064845472284,1.9269230880601098,0.1650954679868657,0.9997523523750523,156.1 -> 95.1,POS2,1309.7400932313,1358.0401039122,1683.6001052855,1480.7000999447,1333.5200958254,1666.8401184079,1779.1201248168,1256.8800926207,1629.260120392,1721.0201339722,1607.6400985718
5_hydrocortisone,-0.18404197648359205,9.186296256254685,2.426271455717784,0.11931639649936521,0.9997523523750523,363.2 -> 105.1,POS2,2557.4601898194,2221.5201454157,2368.3601760857,2123.5001640322,2361.5401725778,2300.0201377868,2064.8001403803,1993.8401451108,1799.4001235968,2105.0801544187,1512.3001098631
5_Inosine,-0.006881960671499197,8.902357014472331,0.003373228296574382,0.95368530361680115,0.9997523523750523,269.1 -> 119,POS1,1790.5601196306,1717.6601142881,2164.2001533506,1706.7201232911,1470.3201217651,1565.8801116944,1795.3601226805,1672.9801216126,2168.4601593012,1629.2801094053,1542.4801063535
5_Kynurenine,-0.0015733622773183604,8.581046565643272,1.7476579047142476e-4,0.9894523520835851,0.9997523523750523,207.1 -> 143.9,NEG2,1397.5201072693,1399.1800956727,1396.7801017759,1393.5400848389,1397.9800872803,1401.9400787355,1400.9401054381,1399.9000968932,1396.3600997924,1395.4400863644,1399.1800994872
5_L-Arabitol,-0.03421054535468249,8.728564234600976,0.08296420499076351,0.7733198891466244,0.9997523523750523,153.1 -> 69,POS1,1826.2001342781,1461.3001022344,1435.7201042173,1526.6401138307,1579.5201072699,1428.0000915527,1389.0000877381,1581.6201057434,1547.4400978087,1720.5601158144,1542.0200996402
5_L-Aspartic Acid,0.05268163598538599,8.430267374071743,0.19508661221282542,0.6587163684797759,0.9997523523750523,134 -> 46,POS2,1241.3800926204,1195.3600807195,1341.2601089477,1264.460090637,1172.5600738523,1289.6000900267,1132.9400825499,1325.4800949102,1389.5800971996,1325.8200950621,1174.3000831604
5_L-Cystine,0.019843611982728514,8.527993638201265,0.02776490922161834,0.8676627164015354,0.9997523523750523,241 -> 120,POS2,1225.3400840761,1329.040084839,1178.5200881958,1286.1000785825,1714.9201354975,1571.4201278683,1242.2600936884,1550.0200996411,1233.3200950622,1245.1800842287,1247.2400856018
5_L-Serine,0.07908878527268416,9.80717817921924,0.45191855753501997,0.5014252673302876,0.9997523523750523,106.1 -> 42,POS2,2706.7602157596,2496.7201728818,2659.600196837,3730.7802658074,3444.7202415455,2702.5801849349,3125.0401763911,2582.9601860043,3711.9202880849,3805.4602661122,5034.4003829948
5_L-Tryptophan,0.08182342894160186,11.327811120795472,0.4900113758183551,0.48392222999856294,0.9997523523750523,205.1 -> 146.1,POS1,6178.8405418406,6816.000469209,8324.02058029,10156.6208496113,13342.6608047393,7371.7205047618,7374.8804359485,8309.3205757161,11143.6206474198,13370.4408950925,11002.600746164
5_Lauric acid,-0.003218387156078082,9.183483902835167,7.415263054046939e-4,0.9782755059033852,0.9997523523750523,201.2 -> 55.1,POS1,2322.080169678,2234.3601570133,1687.1801261902,2155.6601676938,2039.7601509086,2015.3801345828,2032.3201522828,2032.1201553354001,2149.0601615916,2213.9401435858,2476.5801734936
5_Malic acid,0.1483528988233932,9.479533443021754,1.5853272367056483,0.20799501375328253,0.9997523523750523,135 -> 43,POS2,1822.2001342765,2157.6601600646,2950.2802085882,2607.3601760877,3351.6202659616,2446.4601516735,2279.540149688,2726.1201744075,3481.9202728278,3392.0602493291,1494.7801017753
5_meso-Erythritol,0.09285994499710234,8.778883820415473,0.6117353041302538,0.4341351846334903,0.9997523523750523,145 -> 84.1,POS1,1515.8400993347,1465.7201118467,1753.5201187138,1479.9001007086,1463.4601097103,1448.2001113893,1402.5801010133,1682.3001213066,1912.4001426703,1767.3001251217,1753.4601173398
5_Methionine,-0.18924147336305552,11.914298353203709,2.6260622149664243,0.10512213519747055,0.9997523523750523,150.1 -> 56.1,POS2,9773.6207046496,12296.8208923307,13132.1209259027,16632.0210342323,27063.661941548,12583.040962217,10197.2008094749,15426.0210723766,15638.90107727,15529.2410736019,7050.0604286155
5_myo-Inositol,-0.09608631776779755,12.712624960482126,0.6786025645678251,0.41006834165768435,0.9997523523750523,203.1 -> 98.1,POS1,14622.3209953341,14241.7608757005,29416.2821197498,38273.4227867073,40184.0823898316,20298.3815383959,7931.8405723569,24198.8620796277,34779.8428115914,41152.6028099008,5262.2003974912
5_NAD,0.011798763713266134,8.648057503295218,0.009846898369055224,0.9209544337839892,0.9997523523750523,664.1 -> 348.1,POS1,1454.200099945,1497.2401123049,1465.5201072693,1472.3000946045,1395.0001068114,1471.1401062009,1413.3401031493,1487.9801063538,1442.9000930785,1547.2801094054,1464.4600982665
5_NADH,0.008537953700933788,8.610369830089722,0.005152240151442111,0.9427777004012498,0.9997523523750523,666.1 -> 514,POS1,1383.9600982666,1448.5601005555,1395.0801048277,1303.9400901797,1621.5201339723,1383.2000885007,1422.3001022338,1481.0200996397,1576.0601119993,1351.2800941465,1329.780090332
5_NADP,-0.08311639442226244,8.628512792583166,0.488307975437471,0.4846830502062148,0.9997523523750523,744.1 -> 508,POS1,1519.1001091006,1439.7600936889,1473.6801185607,1523.7201080323,1466.0000991824,1433.0601196288,1368.6201019286,1451.7001037597,1411.9600982665,1358.5600891111,1447.3001098632
