lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank
1_Pantothenic acid,-0.026068516514642797,8.450281909519742,0.047796004020982025,0.8269437563448665,0.9997523523750523,218.1 -> 146.1,NEG1,1275.5600852964,1241.8600845335,1321.2000923158,1287.4600944514,1336.2800979613,1259.000099182,1247.7800941468,1263.960090637,1284.6400909423,1307.1200866704,1220.2400856018
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.002491610893770653,8.390380688484608,4.357112055839744e-4,0.9833464092037117,0.9997523523750523,167 -> 79,NEG1,1223.9400901791,1223.3800811768,1221.0800857544,1219.9000816344,1223.4400787354,1228.980091095,1228.9400863647,1223.4600868228,1227.2200775145,1228.8200912474,1223.0800857545
1_Phosphoenol pyruvate; 2_phosphoenol pyruvate,0.002491610893770653,8.390380688484608,4.357112055839744e-4,0.9833464092037117,0.9997523523750523,167 -> 79,NEG2,1398.6001091002,1401.4600982667,1398.8000946042,1399.6600952148,1398.8800926209,1400.7200965881,1402.8000907898,1401.9401054382,1401.2201004028,1400.3200950621,1402.9401130673
1_progesterone,-0.02905213634054146,8.999945982323235,0.06019258656563986,0.8061918081610848,0.9997523523750523,315.2 -> 109.1,POS2,1672.1801223754,1863.7201309212,2082.3001365658,1901.0001296986,1766.5201339718,1760.8201141362,1934.7401237489,1903.4001541131,1787.8201293955,1735.420131684,2156.0601463315
1_Propionylcarnitine,0.01892654148110161,8.435613708550186,0.0251804152388706,0.8739183327181163,0.9997523523750523,218.1 -> 159.1,POS2,1199.0000839233,1230.600078583,1266.9000854495,1391.4801025385,1198.3600845338,1409.5001029968,1276.3201026915,1267.8400840758,1187.4200859069,1242.7400817871,1231.6400794982
1_Pyroglutamic acid,-0.0016018165749427313,8.588441176190194,1.8118647755227882e-4,0.9892603571773804,0.9997523523750523,128 -> 82,NEG2,1397.4600868225,1408.4800949098,1401.9201049803,1405.2601089478,1411.080089569,1406.5200958248,1412.6600990297,1404.9601020811,1400.9000930787,1408.6200828552,1400.1201019286
1_Pyruvate,5.982966662642992e-4,8.585993884815219,2.527472317686609e-5,0.9959887342451204,0.9997523523750523,87 -> 43,NEG2,1399.8400993347,1402.1400909423,1400.1001052855,1395.4800872803,1403.120098114,1411.6001091001,1402.2801055909,1400.84009552,1403.2400932311,1402.9000892638,1410.1001014708
1_Quinic acid,-3.2965501764006024e-4,8.387349973442767,7.626309903563042e-6,0.9977965828055564,0.9997523523750523,191.1 -> 127.6,NEG1,1221.5400886536,1221.8200798035,1220.1000823974,1219.1200828553,1222.2200813293,1225.0800857544,1226.7000846863,1219.7400856017,1223.920074463,1223.0200805665,1220.6400909423
1_Raffinose,-0.002479546606726202,8.389284450406075,4.314886414597801e-4,0.9834272906397198,0.9997523523750523,503.2 -> 179.1,NEG1,1227.3000831605,1222.7400894166,1222.9400787354,1220.8800888061,1224.4000854492,1227.700088501,1225.9000816346,1222.1400794984,1224.2600860593,1222.8200874328,1220.8800926208
1_Ranitidine,-0.00331983249946866,8.587780567018259,7.782641269525464e-4,0.9777439935703189,0.9997523523750523,349.1 -> 313.1,NEG2,1397.3400955201,1421.4400939942,1402.8400955198,1395.3001136777,1409.3400917052,1405.8800888062,1416.5001029966,1401.8400878907,1404.1401138306,1399.0000877382,1397.220096588
1_Retinyl palmitate,0.02265508286573543,8.576532301248395,0.0362318162911901,0.8490375639497941,0.9997523523750523,525.5 -> 269.2,POS2,1376.3000869752,1283.5401039118,1380.9601020813,1492.3401145935,1379.9201011658,1358.1600799559,1340.4800987242,1569.3401145934,1457.400093079,1314.4601020813,1378.8001060485
1_Ribitol,6.370847122111099e-4,8.386437091685249,2.8482340743429813e-5,0.9957418021264325,0.9997523523750523,151.1 -> 101,NEG1,1220.2400970459,1219.980091095,1220.6600837704,1219.100078583,1218.8600921629,1223.1600914002,1227.1600761411,1222.3600845338,1224.1000823973,1219.8000907896,1219.9600906371
1_Spermidine,-0.038762072701891075,8.74704900296339,0.10651346651576787,0.7441489645170645,0.9997523523750523,146.2 -> 84.1,POS2,1379.4000930785,1619.5201110841,1636.9001235968,1449.020103455,1768.180122375,1778.0001335149,1212.0600929258,1488.0401191707,1589.6401100156,1596.8400993341,1738.800128938
1_Sphingosine,-0.0022428396034555225,8.579795502278058,3.551244523247489e-4,0.984964957993778,0.9997523523750523,298.3 -> 268.3,NEG2,1396.70009613,1400.8401107787,1394.6000976561,1394.6400909424,1394.1600990294,1401.3000946047,1397.9000968931,1398.7601051329,1396.0401039124,1393.2800979612,1397.2001075746
1_Stearic acid,-2.8145112393305804e-4,8.590819221109117,5.594092942774395e-6,0.9981128583691005,0.9997523523750523,283.3 -> 265.3,NEG2,1406.1800956725,1408.6000976561,1403.3800888061,1404.5001029967,1407.3600997925,1408.7000885007,1416.5000991822,1405.0600891114,1405.7201004027,1409.9800949091,1407.4801063536
1_Succinic acid,-0.001358033171938807,8.5845000304236585,1.3021754613162448e-4,0.9908953052559873,0.9997523523750523,117 -> 99,NEG2,1401.7400970458,1405.5000953674,1402.6201019289,1397.9600906372,1395.8400993344,1418.5801086424,1400.3401031494,1396.5801048275,1398.5600891113,1400.2400970457,1397.7201118467
1_Succinyl-CoA,-0.010294947530048615,8.540959336848498,0.00747382302580607,0.9311076875555919,0.9997523523750523,866 -> 426,NEG2,1354.8800849914,1357.5600891114,1353.3800964358,1395.2201042173,1356.2001075743,1357.9000854491,1359.3200874329,1356.4200973508,1353.2800788881,1358.4400863646,1354.2400932309
1_Taurine,0.0429149441245868,8.438957636352697,0.129467634195112,0.7189846537317552,0.9997523523750523,124 -> 80,NEG1,1255.2000808714,1232.9600868226,1247.6600837706,1264.8600845336,1244.3400764466,1276.7200927734,1269.4600982666,1268.2800827027,1311.6800956726,1323.6400909422,1240.3600921631
1_Theanine,8.626203566254915e-5,8.587054413242042,5.254263804911619e-7,0.9994216430477986,0.9997523523750523,173.1 -> 155.1,NEG2,1399.62008667,1403.4401054379,1407.2801055909,1399.5201034545,1400.1801071165,1407.7600975035,1417.4200973508,1405.640094757,1397.1200981141,1399.7200965881,1405.2601013181
1_Thiamine monophosphat,-0.0012653341602613822,8.3868334819985,1.123562347228723e-4,0.9915427237384712,0.9997523523750523,345.1 -> 224,POS1,1321.480102539,1407.8600997924,1341.3801040648,1402.180103302,1304.240093231,1564.7001152035,1350.8600959778,1377.5801048279,1518.1801033018,1337.1601066587,1438.5000953675
1_Thiamine monophosphat,-0.0012653341602613822,8.3868334819985,1.123562347228723e-4,0.9915427237384712,0.9997523523750523,343.1 -> 245.1,NEG1,1221.3400878904,1221.4000854491,1220.320083618,1218.4600868225,1222.8800849915,1223.7400779726,1226.7200813293,1221.4200744631,1222.9000854493,1219.3000831605,1220.5800819398
1_Thymidine,0.010870612749594829,8.613058009526577,0.008349754110003285,0.9271930453994379,0.9997523523750523,241.1 -> 151.1,NEG2,1426.7601013181,1424.1800994873,1430.8600997927,1399.3201065061,1417.3201065063,1444.7400894166,1427.1601028444,1413.9001083372,1417.7601089474,1466.3201103209,1455.8201065065
1_Thymine,0.0028733847063013977,8.389536675645846,5.794484085822173e-4,0.9807953892770358,0.9997523523750523,125 -> 81,NEG1,1224.2800903319,1223.0000915525,1219.9400863647,1218.4000892641,1222.0200920105,1226.0400886535,1227.12008667,1223.8600883484,1230.9600868223,1226.9800796508,1221.7800865174
1_UDP,0.0015111963830413283,8.390308346913407,1.602775801204338e-4,0.9898989888911406,0.9997523523750523,402.9 -> 158.9,NEG1,1222.5000839231,1224.3800811769,1220.5200920105,1219.7000770567,1224.5200881955,1228.2000961301,1226.5000839233,1220.4400939938,1234.4600906372,1223.5600814818,1226.7800941468
1_UMP,0.00464890354637062,8.516780730162393,0.0015233601736480695,0.9688662734354394,0.9997523523750523,323 -> 97,NEG1,1330.0200996398,1341.3600959776,1314.1600875855,1337.7000923153,1389.2000961304,1294.3400993347,1404.2801017758,1371.4400978087,1342.6201057433,1337.8200912475,1245.720096588
1_Uracil,-0.006698977665757227,8.584279506332043,0.00316844716604053,0.9551116124870536,0.9997523523750523,111 -> 67,NEG2,1398.7000999451,1405.3201026915,1409.1401062011,1399.2601089475,1396.8801040652,1400.4200973512,1398.9600982664,1406.5400924683,1393.1600952146,1394.9401016233,1409.8801040648
1_Uric acid,-3.703076454880364e-4,8.386834880160164,9.622961613556073e-6,0.9975248943494585,0.9997523523750523,167 -> 124,NEG1,1221.6600875855,1218.5200881957,1219.5600929259,1219.8800811766,1221.8600883482,1224.6600914001,1224.220085144,1220.7400779725,1222.5600852967,1222.7800903322,1222.6401023864
1_Uridine,4.1861356746169723e-4,8.585137920711428,1.2373200548197391e-5,0.9971934021256073,0.9997523523750523,243.1 -> 152,NEG2,1399.3001022337,1401.5401115416,1401.9000968933,1397.0800971984,1402.1800956727,1403.0001068115,1405.8201103209,1410.5601005554,1401.4001007079,1400.5201034545,1399.2601051331
1_UTP,-3.33330048019275e-4,8.388412288708464,7.797588594147739e-6,0.9977719770707693,0.9997523523750523,483 -> 385,NEG1,1224.2800827024,1222.1800918576,1221.2800865172,1218.840084076,1223.1000938418,1224.6200904848,1228.5800857543,1220.9400711058,1223.8400917054,1225.3600845337,1220.8000869751
1_Xanthine,0.010062713779896355,8.416195760942204,0.007113245956859599,0.9327860614610276,0.9997523523750523,151 -> 108,NEG1,1254.8400878903,1227.1200752259,1246.6000747681,1244.1800880431001,1243.4600830078,1247.2200813294,1246.6200866698,1249.2800941465,1267.4600868223,1264.7400817872,1224.7400894165
1_Xylitol,-0.0010702376861327948,8.388975919624034,8.03856722324742e-5,0.9928464178808463,0.9997523523750523,151.1 -> 89,NEG1,1223.7200851442,1224.0800819397,1222.0400886533,1220.380088806,1223.0600891112001,1226.860080719,1226.2000808715,1221.6600799561,1223.7400932312,1225.3600883481,1221.9800834656
1_Zeaxanthin,-0.16220440559738922,10.14532149721085,1.9105560075493138,0.16690150952523214,0.9997523523750523,569.4 -> 568.4,POS2,3813.0203094476,4985.4203529348,4451.3203277585,3954.0802650454,5576.2404327371,6108.9203872686,2863.1002006537,3608.0602569581,3278.5801849377,4544.7802886966,2350.4601860042
10_Cytosine,-0.04691176694288669,8.781526750485332,0.1562410159236567,0.6926411699761237,0.9997523523750523,112.1 -> 94,POS1,1470.1001052855,1600.9401321411,1555.8001289364,1795.760128021,1775.7601127632,1425.2001037598,1680.7601127622,1657.360122681,1529.5001029971,1661.960121155,1523.0401115421
10_Kynurenine,-0.0473166426942041,8.697893998891505,0.15851562613326298,0.6905268365105921,0.9997523523750523,209.1 -> 94.1,POS1,1456.5201034548,1440.0401115416,1766.3801269531,1443.4801025398,1520.9201049799,1382.3801002501,1915.4801368716,1335.6000976561,1433.0801010131,1330.8400802613,1649.4801063539
11_Cytosine,-0.06650361483400304,8.950950022895551,0.3150379489291142,0.5746050277639643,0.9997523523750523,112.1 -> 69,POS1,2049.740146637,1507.8401069643,1937.6201286307,1812.0801353453,1783.7401237494,1874.0401153564,1646.6401100158,1591.180114746,1613.2401084904,1978.0801467891,2082.6401634208
11_Kynurenine,6.923310087071228e-4,8.470028549396114,3.373885410562494e-5,0.9953655010987568,0.9997523523750523,209.1 -> 192,POS2,1229.8600959778,1301.5800933836,1303.9400863646,1358.3200988774,1320.1000900266,1234.7400817872,1293.6801071167,1226.4000892637,1363.9401016234,1414.880088806,1192.8000831602
12_Kynurenine,-0.03125153347308666,8.468393876285273,0.06872759714438081,0.7931984852276606,0.9997523523750523,209.1 -> 146,POS2,1248.4400901792,1296.5800971987,1431.7601089485,1300.0600891113,1273.8601036072,1251.3000946044,1225.8800888065,1245.3200836181,1254.1800880431001,1450.2000999456,1245.3600807192
13_Kynurenine,-0.005501337543715897,8.558870971435555,0.002135616819089581,0.9631406927500027,0.9997523523750523,209.1 -> 94,POS2,1605.9601058961,1213.0000801088,1276.4200935362,1488.6801185612,1329.8000984194,1488.5801086426,1289.0600891114,1395.980091095,1425.4201011659,1305.5200958251,1326.02009201
14_Kynurenine,0.02539234844710446,8.541250737258169,0.0454765388921583,0.8311301851690138,0.9997523523750523,209.1 -> 93.9,POS2,1316.8200912477,1400.440086365,1460.0001029969,1313.3801002497,1275.5800857543,1255.560081482,1248.560092926,1590.5801086433,1271.4600791931,1538.3200988771,1290.4800910946
2_(+)-alpha-Tocopherol,-0.003968103892410994,8.58297364493047,0.0011117111676544906,0.9734015956866218,0.9997523523750523,429.4 -> 163.1,NEG2,1398.5200996397,1401.8400917054,1402.8600997923,1395.6200981142,1402.3801040647,1403.0200920104,1401.0800933835,1399.6600875854,1396.920089722,1398.5200958251,1398.9400978089
2_2-Aminoadipic acid,-0.0017197942958194314,8.580330058832415,2.0880788039930043e-4,0.9884708207847797,0.9997523523750523,160.1 -> 142.1,NEG2,1403.2800865175,1398.4801063537,1395.02009964,1391.1001091003,1395.5200958248,1402.1000976564,1400.6000976561,1399.5800971987,1396.4201087951,1393.5800971982,1395.4400863649
2_2-isopropylmalate; 3_2-Isopropylmalic acid,-0.002985774640049074,9.389867532847443,6.40908280218986e-4,0.9798027791567853,0.9997523523750523,175.1 -> 113.1,NEG1,2452.760181427,2448.1001777648,2456.3601646425,2442.800174713,2453.5601654055,2453.0201759342,2457.6401863096,2443.6001777647,2449.440181732,2454.7201728822,2444.8201713561
2_2-isopropylmalate; 3_2-Isopropylmalic acid,-0.002985774640049074,9.389867532847443,6.40908280218986e-4,0.9798027791567853,0.9997523523750523,175.1 -> 113.1,NEG2,1399.1200942994,1407.6800994871,1403.9001045225,1401.9200935364,1395.8000946043,1411.0201034543,1406.2800979611,1399.4201011658,1398.5600967406,1398.680091858,1402.0400962829
2_3-Indoleacetic Acid,-0.002892480113848667,8.582752193233908,5.906967701889273e-4,0.9806099198070494,0.9997523523750523,174.1 -> 128,NEG2,1400.9600982665,1402.4800987242,1397.6200904846,1396.0600967407,1400.6600875856,1401.0801048278,1401.3400917054,1399.8801116941,1399.1800918579,1399.520095825,1398.240097046
2_5'-CMP,0.008804061136882306,8.39856145654413,0.005441568884030372,0.9411957932217008,0.9997523523750523,322 -> 79,NEG1,1225.0000801085,1224.240081787,1227.3000869751,1231.1800804138,1226.4400901791,1236.0600738526,1229.1000823976,1237.420085907,1235.9600944521,1248.4600830077,1227.9600944517
2_6-Hydroxynicotinic acid,-0.0011638937982899951,8.584370733102226,9.564692425655108e-5,0.9921968735846204,0.9997523523750523,138 -> 42,NEG2,1401.4400978088,1402.7201004028,1399.0000991823,1397.360103607,1400.9401016236,1406.3801078797,1403.2600975037,1402.9801025387,1399.9201011658,1400.5200996398,1399.8001022338
2_Acetyl CoA,-9.218429855708286e-4,8.390100626648422,5.9639700985449594e-5,0.9938382585189254,0.9997523523750523,850.1 -> 408,NEG1,1223.4200897215,1223.6000823974,1222.5800857543,1221.1800804137,1223.180091858,1225.4400825497,1226.640083313,1222.4600944518,1226.2000846863,1224.4000892636,1230.4400863645
2_Acetylcarnitine,-0.17998745328346985,9.312940127733484,2.3244805938885023,0.1273527233497105,0.9997523523750523,204.1 -> 85,POS2,2037.1401596064,2147.8801498403,2242.9801559451,4019.5602645856,1926.4601440433,1945.960140228,2209.4401474007,2409.3401718127,2124.9201622,2256.9601669305,2238.7801628128
2_Aconitic acid; 1_Shikimic acid,0.005118546249203881,8.41300494402403,0.0018401828531996178,0.9657833591928602,0.9997523523750523,173 -> 111,NEG2,1422.9800949099,1415.7200927735,1418.1600990295,1411.2800979611,1419.1401023865,1434.1401023864,1426.6600990292,1424.0000953673,1409.2400970458,1430.5201072692,1415.5000915529
2_Aconitic acid; 1_Shikimic acid,0.005118546249203881,8.41300494402403,0.0018401828531996178,0.9657833591928602,0.9997523523750523,173 -> 111,NEG1,1235.8800849914,1248.6000862122,1240.3000907898,1239.3000869752,1241.2600822448,1252.920085907,1251.8800926208,1247.8000831604,1245.2800865174,1244.8400840762,1237.4800949094
2_Adenine,-0.0019522310934359075,8.393488789241196,2.675159291107704e-4,0.9869504504167099,0.9997523523750523,134 -> 92,NEG1,1229.4800834655,1226.2600860599,1221.8400802613,1227.3000907898,1230.800086975,1230.8600807194,1229.3000869751,1222.9000740052,1227.7000846862,1231.740081787,1223.180076599
2_adipic acid,-0.002946051572536194,8.60788691617399,6.132151110148226e-4,0.9802438597096936,0.9997523523750523,145.1 -> 83.1,NEG2,1413.3001060486,1424.9200973511,1428.800102234,1430.6400985719,1421.1601104736,1417.2001037598,1450.2600975038,1407.9401054382,1414.4200973509,1431.8800964355,1427.3801002502
2_ADP,0.0020842312311835937,8.389864513271402,3.048766987592943e-4,0.9860690699733677,0.9997523523750523,426 -> 134,NEG1,1223.4000740053,1221.8200798034,1222.060092926,1220.000087738,1223.6000823975,1228.0400886536,1231.6800842286,1222.8400840757,1226.3400878905,1225.9000968931,1221.7200889585
2_ADP-Glu,0.00296195706508934,8.449301253126787,6.169296330036707e-4,0.9801841263663386,0.9997523523750523,588.1 -> 241,NEG1,1272.9200935362,1277.4200897219,1274.9200935363,1270.9400825497,1273.6401023865,1274.1200866698,1278.9000892638,1275.6800918579,1283.3200912472,1286.740093231,1266.3000831604
2_ADP-Rib,0.0176438132530707,8.40702704300963,0.021861346558777917,0.8824565472764783,0.9997523523750523,558.1 -> 97,NEG1,1232.1600761411,1234.6600875852,1229.9200859071,1231.0000915526,1228.4600868225,1276.1400871278,1228.8801002497,1229.1000900269,1278.2400894163,1235.1000938415,1225.4800796508
2_Allantoin,-8.47625333658948e-4,8.387878024139992,5.042097209887082e-5,0.9943344507504486,0.9997523523750523,157 -> 113.8,NEG1,1223.0000724793,1222.2400817872,1220.8800926209,1220.5600929258,1221.7400779723,1224.3400878906,1226.4400939939,1220.7600784301,1224.7200851439,1223.6400871279,1220.5200805667
2_Anthranilic acid,-0.0013993569586316593,8.391128066036035,1.3743860942207024e-4,0.9906462773226783,0.9997523523750523,136 -> 65,NEG1,1226.0800857543,1226.9200782777,1222.480079651,1221.3400764466,1227.1200828552,1225.8600845335,1230.1000900269,1224.8600730896,1227.2200889586,1225.0600814817,1222.1800918579
2_Arginine,0.001278905027406512,8.585110693001376,1.1548192184468627e-4,0.9914258968474403,0.9997523523750523,173.1 -> 131.1,NEG2,1398.2600975037,1400.6800994872,1399.640106201,1392.8800964356,1401.4800949097,1407.4001045225,1407.2201080322,1401.4800910951,1400.6200981141,1399.6600990294,1412.8000984188
2_Argininosuccinic acid,7.022294007541027e-4,9.389677269595333,3.5451738492935786e-5,0.9952493146826059,0.9997523523750523,289.1 -> 227.1,NEG1,2450.4801673888,2447.8401718137,2446.4801673889,2440.0801696776,2450.4401779173,2457.3401832579,2473.7601737976,2442.980190277,2450.5801620481,2446.7201576236,2446.480167389
2_Asparagine,0.0011176860434506898,8.583124270888732,8.82000083330392e-5,0.9925067885085592,0.9997523523750523,131 -> 113,NEG2,1400.1200981138,1399.7000999452,1396.7800979614,1395.1201057434,1398.3801078794,1412.6800956725,1403.0401039125,1403.3000984191,1396.3801002499,1397.320098877,1398.1401023865
2_Atenolol,-0.17959261146536362,10.03047149617897,2.3390825873900383,0.12616383610607412,0.9997523523750523,265.2 -> 97,NEG2,2384.1601562509,4688.2203407284,3018.7602081299,4125.8202514671,6912.640563964,2841.0001831057,4682.3403472902,4456.9402885426,3491.2402420048,3220.4202308649,2230.6201629637
2_ATP,-1.685025510954883e-4,8.388647066282061,1.9926308997058814e-6,0.9988737019101496,0.9997523523750523,506 -> 158.9,NEG1,1222.3600883485,1221.8200798034,1222.3000831603,1220.6600875854,1222.8400878905,1226.0400924681,1226.8200836184,1222.3800849915,1225.6800765992,1223.4200859072,1221.7000770572
2_Bilirubin,-0.003994384383534177,8.589474915644683,0.0011266982032910444,0.9732229755368325,0.9997523523750523,583.3 -> 253.1,NEG2,1411.2600936887,1404.7600860597,1403.220096588,1406.6800956727,1407.1200981137,1414.140106201,1403.4400978089,1403.2801017758,1410.620098114,1399.420093536,1405.1001014711
2_Caffeine,7.639868208652951e-4,8.582395307280724,4.12086424095761e-5,0.994878098380998,0.9997523523750523,193.1 -> 177,NEG2,1398.5201072693,1398.020095825,1395.7601089475,1391.06010437,1402.8201103211,1403.9401016237,1407.800102234,1400.4801025391,1397.7601013182,1397.1000938416,1399.9001121521
2_cAMP,0.002446993187873075,8.39179135909429,4.202697629411799e-4,0.9836441275638508,0.9997523523750523,328 -> 79,NEG1,1224.6000900268,1223.0000991821,1226.5200958252,1221.2800750731,1223.6800842284,1230.8000755311,1234.340080261,1227.420085907,1226.8800773621,1225.1200790405,1221.7800827025
2_Caprylic acid,-0.1582621362076175,8.88447312265108,1.7820474526286514,0.18189811191297245,0.9997523523750523,145.1 -> 57.1,POS2,1602.820110321,1994.6001396183,1591.6200828553,1735.5201187136,2250.2601814279,1901.0201416012,1261.3400917051,1605.3401298529,1978.9001388544,1496.6201095579,1568.8001060484
2_Carotene; 1_Lycopene,0.004431589399115684,9.444827024598995,0.0014132119518817654,0.9700124192604216,0.9997523523750523,536.4 -> 444.4,POS2,2462.200187683,2487.980186462,2660.8802032464,2574.7601737976,2525.3601799009,2478.6001968383,2546.6001853939,2595.9001808163,2550.8001861566,2610.1201858514,2512.1601791381
2_CDP,2.1051635834952814e-4,8.38825895828555,3.110138256985466e-6,0.9985928847038962,0.9997523523750523,402 -> 110,NEG1,1222.9000854491,1223.5400848386,1221.1800880434,1219.3200836181,1220.6800880433,1224.3000869752,1227.1600837708,1221.5800895692,1226.1600761414,1224.4000854493,1221.1800804136
2_Cholesterol,0.049694728787499524,8.607152883688212,0.17446957100319915,0.6761697275853673,0.9997523523750523,369.4 -> 147.1,POS2,1233.5800895688,1393.9001045227,1454.2400970457,1418.5000953678,1485.92010498,1382.1200904849,1676.5401267998,1278.8000946043,1461.6801071163,1448.6201095581,1426.1400909423
2_Citalopram,-0.045200604831290105,8.47354110626351,0.14376255091811285,0.7045688129084079,0.9997523523750523,325.2 -> 234.1,POS2,1332.9000930789,1296.5400886533,1265.920085907,1310.3800964356,1369.8200950625,1338.1200981138,1235.4000854492,1294.7600898743,1206.2600822449,1313.5800895689,1308.7401008606
2_Citric acid,-0.010811546066046467,8.605467408900997,0.008258560501111664,0.9275906259272149,0.9997523523750523,191 -> 87,NEG2,1408.7001037597,1419.460105896,1429.5600967407,1408.5400886536,1470.9400978089,1418.460094452,1413.9001045226,1432.3800964354,1429.6400909424,1407.0000953675,1403.3600997926
2_Citrulline,-0.0031234948629935075,8.583143924063483,6.888221462114912e-4,0.979061587281262,0.9997523523750523,174.1 -> 83.1,NEG2,1399.5800971986,1405.1000938413,1398.3801040649,1396.0601043696,1399.8801040649,1402.8401069642,1401.8600921632,1401.4200935361,1397.9401016234,1397.0201034544,1401.0801048276
2_Creatine,0.03996959020407966,8.439854214626985,0.11231717534731173,0.7375213306199075,0.9997523523750523,130.1 -> 88,NEG1,1254.1800804136,1242.0800895689,1264.7000999447,1255.6000938412,1247.4400901791,1241.1400871275,1273.5400886535,1276.7200775148,1343.1800918578,1321.8800926208,1223.7200889587
2_Creatinine,1.646863955017505e-4,8.583764993095425,1.9149122067688845e-6,0.9988958848814369,0.9997523523750523,112.1 -> 41,NEG2,1400.1001014708,1400.8800926207,1398.720096588,1395.4200897218,1399.0601043702,1402.100086212,1404.720111847,1402.3001022337,1399.7200813294,1403.4000854492,1401.4200859068
2_Cryptoxanthin,0.004971334425315973,8.417661428221255,0.0017365687218618975,0.9667600496632589,0.9997523523750523,552.4 -> 460.4,POS2,1191.2600860596,1343.9801025387,1241.7200927736,1307.1600875856,1176.4200859068,1280.3000907896,1234.6600837707,1246.5400810245,1256.1400985715,1280.0800933837,1172.4000778197
2_CTP,-0.0010950985014431865,8.38639855275267,8.415630758274156e-5,0.9926805692503606,0.9997523523750523,481.9 -> 383,NEG1,1220.2000846862,1223.0800857543,1220.1600837708,1219.5000877382,1219.2000846866,1224.7400817871,1223.8400993344,1218.700088501,1223.4800872801,1221.800086975,1220.3200836182
2_Cytidine,-0.001403417128360928,8.584069185560343,1.3906340069924986e-4,0.9905911527355178,0.9997523523750523,242.1 -> 109,NEG2,1398.1401100158,1400.4001007079,1403.0001029966,1396.5800933834,1402.0000991821,1408.6400985717,1401.7600936889,1403.4401054382,1401.3200988771,1395.3801040648,1400.420101166
2_D-(-)-Arabinose; 3_D-(+)-Xylose; 2_L-(+)-Arabinose; 2_Ribose; 2_Ribulose,-0.02213835579971694,10.810782070429338,0.035781825652079075,0.8499667539884587,0.9997523523750523,149 -> 59,NEG1,6483.2004661556,6598.0804824828,6530.6204566954,6716.7404823299,6924.4804725644,6524.2804374696,6540.3604621893,6527.0004539493,6610.220451355,6625.4204597471,6139.8604545592
2_D-Biotin,-0.0027608093808938468,8.581601065343705,5.381201597311255e-4,0.9814927989164968,0.9997523523750523,243.1 -> 166.1,NEG2,1398.1600990296,1403.1800956726,1397.4201011656,1394.0800933837,1397.9200973512,1401.140094757,1400.9600906373,1399.4001007078,1396.9400978089,1396.1601066588,1399.320095062
2_D-Erythrose 4-phosphate,-0.0020625492824697094,8.583582023796964,3.003601853156946e-4,0.986172632583724,0.9997523523750523,199 -> 79,NEG2,1402.1201133726,1401.9001045228,1402.3600921628,1394.6800994874,1398.5001068113,1405.8400917052,1402.7800979613,1400.2601013182,1400.2400932311,1397.6801071166,1399.5000991822
2_D-Fructose 6-phosphate; 5_Cyclophosphamide,0.03022099720056573,9.634926130071147,0.06591201635141088,0.7973846195988048,0.9997523523750523,259 -> 79,NEG2,2864.9202003476,2890.6402015688,2857.2202072141,2886.1402053829,2889.7601890563,2851.380191803,2973.8802108761,2933.3801994323,3023.580215454,2947.8401947023,2834.6402053831
2_D-Galactose,-0.042011329592148004,8.760755354745763,0.1252691680250102,0.7233884605412507,0.9997523523750523,181.1 -> 85,POS1,1748.0001220695,1730.2601280214,1552.0401077265,1608.6001014717,1480.140102387,1560.2601051334,1391.1400985714,1521.4801101682,1845.5801315304,1589.7001266479,1397.7800941465
2_D-Glucose; 2_D-Fructose,-0.14432780094897774,10.385719818995817,1.5161672012229648,0.21820043262531277,0.9997523523750523,179.1 -> 71,NEG1,4598.1203269948,4621.7403373726,5364.3003730774,5591.2203903189,6740.1403961176,4696.860321046,5005.7403602605,4876.1403274561,5031.5403594961,4799.4203376768,2480.1801757813
2_D-Lactose,0.001396278334574771,8.391903329153159,1.3683914266315964e-4,0.9906666977750607,0.9997523523750523,341.1 -> 101,NEG1,1222.5000839231,1222.4800834656,1228.3600845335,1225.9000816348,1223.1400871277,1227.6600914003,1231.780090332,1222.5000877379,1229.5600738526,1231.9400863647,1220.7200965877
2_D-Mannitol,0.002663347021861319,9.39624707700227,5.100215105427568e-4,0.9819823812638191,0.9997523523750523,181.1 -> 89,NEG1,2459.4601707456,2468.9801750182,2450.5601844782,2462.4201812744,2447.7001686095,2462.4801750183,2465.3801765441,2480.6401596071,2481.3801727289,2452.4001884462,2445.220172882
2_D-Ribulose 5-phosphate; 2_D-Xylulose 5-phosphate,-0.002115162488958501,9.615387468659858,3.2278375511565066e-4,0.9856658305889916,0.9997523523750523,229 -> 97,NEG2,2874.62020874,2869.3602027898,2857.3402023309,2874.5802001956,2864.8202133179,2854.4201850894,2864.0002098083,2876.6602020262,2897.0602035522,2863.100208282,2826.200214386
2_D(-)-hydroxy butyric acid,0.0010687626021215026,8.587628773036334,8.065621164130357e-5,0.9928343905613584,0.9997523523750523,103 -> 41,NEG2,1404.4200973511,1403.1201133727,1402.8801040648,1396.4000930785,1401.2800979615,1420.2601089476,1404.0200958251,1402.0200920103,1400.6801033018,1403.5800971984,1410.4600906375
