lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank,solvent_blank_media
2_L-Leucine,0.4023780887644419,14.772493786295575,8.458593412993004,0.003633227203498375,0.23553433888487607,132.1 -> 44.1,POS2,60045.204971306,93428.526428252,108170.527343891,102929.66815185,129142.30773923,112314.028625503,128533.42761241,113957.08825678,187094.21166972,7709.5205688498
4_Asparagine,0.3997591142575844,11.42410093812609,8.310341762194874,0.00394199730351257,0.23553433888487607,133.1 -> 87.1,POS2,6913.0404396077,7882.2005882272,10790.080787659,10807.9807968135,12986.6810951223,12832.6007843027,11987.1408691385,10351.5607337876,17109.3611564603,1188.7200737
1_Valine,0.39084234548809194,15.256089084392848,7.98324173776347,0.004721232535197858,0.2603941329028357,118.1 -> 72.1,POS2,93629.227050717,137477.29064952,147062.7087402,144845.031414099,179861.9128417,164123.19213875,183223.8735352,162246.54992674,235538.57690441,10328.5806961059
2_4-Hydroxy-L-proline,0.38751458976812964,15.024627673276866,7.847752624424235,0.005088392226193882,0.2605983732986438,132.1 -> 86,POS2,73540.865966782,117637.348266615,131175.031921444,119405.028015058,156457.51062007,139267.46911625,151747.8533937,132832.04956045,211317.05371091,6133.3803939836
4_Histidine,-0.3802614332125284,10.781391820906839,7.506071128156975,0.006149135956787451,0.29392869873444016,156.1 -> 110.1,POS2,5385.8203391987,4316.1803207392,4801.8604087837,19342.1815528751,3701.7202148436,4578.980274199,4040.5603065495,13900.660949701,4750.1202888485,3341.0802345264
2_Valine,0.37544526590964744,14.725103007346105,7.367184491832756,0.006642485525843437,0.297666382626859,118.1 -> 55.1,POS2,63894.524047837,92445.585815477,110943.048950127,97385.3671721302,128477.4676514,115640.546081585,121374.209228538,109123.54821769,163061.73095697,7147.780548096
3_L-Leucine,0.36969394165131414,13.676006052575316,7.139744367844827,0.007539390580148975,0.3179848850568715,132.1 -> 43.1,POS2,33070.582550046,45125.003082275,49573.0237426662,46909.083374037,58513.543884267,54338.223815921,59868.945068347,54128.704650875,82729.746154775,4444.4403266913
4_Lauric acid,-0.3480583057204111,9.32180013237145,6.2105298564052385,0.012699261351625668,0.4792300204797686,201.2 -> 57.1,POS1,3021.5401992805,2595.9001922615,3340.1602134692,3031.6002159118,2788.5001983644,2015.7601623534,2229.4401588447,2411.4801712036,2225.7401733412,2220.6801757819
5_L-Phenylalanine,0.3453153263737234,14.868450363943762,6.235228788590998,0.012523341301984436,0.4792300204797686,166.1 -> 120.1,POS2,72984.965576154,103948.127746654,113497.887939549,122714.568237281,122255.10900881,133610.23095702,126459.888183649,145073.011718793,165891.47058108,5968.6204681383
5_D-Glucose,0.3357478922059592,10.417998442055765,5.83959740548174,0.015669411600810323,0.5617484058890501,163.1 -> 85,POS1,3982.980297089,6325.8204994192,4514.240345002,4436.0003242501,6001.6203956629,5415.7803497303,7212.0605278013,5928.9004058853,6784.980464934,1564.5600929261
4_D(-)-hydroxy butyric acid,0.3126105435157229,10.58869432843203,5.067642275419206,0.024376517295083954,0.832283947646438,105.1 -> 45,POS2,4812.5202941899,5017.540328979,6616.4604644762,4548.9403724673,5552.7003593443,7390.2805061335,7004.140586856,6228.0404624931,9857.5407485983,1419.2200927732
1_L-Proline,0.30334207345423536,12.631129066389715,4.805933845001247,0.028361891452427998,0.8841511378865597,116.1 -> 70.1,POS2,15475.6011428809,25007.341796875,23797.302101131,25178.021881115,27492.801742565,27784.26202393,31084.162361148,24850.641647327,34100.142456043,3489.1802368143
1_Trazodone,0.30578312828585485,9.683201242445737,4.811874625526421,0.028264282316151357,0.8841511378865597,372.2 -> 176.1,POS2,2364.5401382439,3071.7602195739,3190.7002258297,2781.5801887512,3497.8202400188,3447.5402259817,4168.1603050231,3088.3401985152,4814.7203979473,1430.5001144414
3_Alanine,0.2986396939747557,10.177393393488842,4.6170878586141795,0.03165493715425007,0.9405543562780552,90 -> 45,POS1,3958.8802871706,4259.0603141815,4725.0203170798,4610.0203361513,4376.5802993774,6187.6604232786,5647.1004219038,5516.3803596475,3606.3002510084,8971.0406532307
3_Glycine,-0.2961338338401508,9.827985859707598,4.5259211567583755,0.03338509843505932,0.9405543562780552,76 -> 30,POS1,4495.5802955633,3040.3002281188,3198.8002052292,6007.1404151883,2906.0602035512,2921.4401855482,4097.0803184515,3871.5203132649,3056.1601982124,1965.8801422116
5_Bilirubin,0.29509719622416103,9.33942731411229,4.464046075711873,0.03461541280736008,0.9405543562780552,585.3 -> 299.1,POS2,2344.2601509101,2117.6801528927,2497.2801818845,2283.4001579281,2745.9801826465,3268.0202713007,3026.3801918026,2365.4201545728,3315.4002265928,1528.9401092526
5_Theanine,-0.2951045184010267,8.782492716052111,4.424891500785774,0.03541836488076358,0.9405543562780552,175.1 -> 129.1,POS2,1705.3201217661,1676.7001075756,1989.7401504512,2560.320194245,1534.6001167299,1941.4001426715,1517.440109253,1505.9001083373,1831.8801307671,1228.8200912474
3_D-Glucose; 2_D-(+)-Mannose; 3_D-(+)-Mannose; 3_D-Fructose,0.28753060118443,12.742636764876867,4.31924232353589,0.037683697796081814,0.9517998645193406,179.1 -> 59,NEG1,20137.881454468,23893.1217002873,27231.94189453,23415.5615730288,30432.202041626,27671.4020576498,30166.002063749,27804.341964718,42810.323226932,5087.8803443911
5_D-Ribulose 5-phosphate,0.2861328347712116,14.063626677068134,4.282936424530803,0.038496786709987275,0.9517998645193406,231 -> 81,POS2,55608.243957511,63625.384979241,71513.745422344,60268.884368904,98142.886901864,74509.805297844,69884.765075674,64185.72451781,75466.345703126,1769.5401306151
_2-hydroxy-butanoic acid,-0.014214378122113853,8.429456497771683,0.010202971214140322,0.919542714022174,0.9993770129592536,103 -> 57.1,NEG2,1406.5000953674,1423.9401054381,1426.7601013184,1407.5000953673,1411.3000946047,1412.1600952147,1421.8600997923,1398.7400970457,1425.7600975036,1440.1201019286
1_(+)-alpha-Tocopherol,-0.006173307692988512,8.409801961507778,0.0019235127886219616,0.9650176975824994,0.9993770129592536,429.4 -> 414.4,NEG2,1397.5800933835,1396.1600914003,1393.2200965884,1388.2000923158,1400.8400878909,1399.9600944521,1392.7000999451,1392.1600952147,1400.0400962827,1398.2600975037
1_2-Aminoadipic acid,-0.007323847514426155,8.21842200433819,0.0026928788512960433,0.9586139872519116,0.9993770129592536,160.1 -> 116.1,NEG1,1224.0800781248,1222.1600875854,1216.6000862123,1217.0000915526,1226.3800849912,1223.8400802614,1216.1200942992,1218.8400840759,1232.8000793458,1224.9800834656
1_2-isopropylmalate; 2_2-Isopropylmalic acid,-0.006048928439902064,8.217969549018877,0.0018369571715824429,0.9658133433800348,0.9993770129592536,175.1 -> 115,NEG2,1397.6801071167,1406.4000892639,1392.5000953674,1392.1600914002,1401.7800979612,1399.9400901795,1393.3600959776,1391.4200973511,1400.7600975037,1397.6801033021
1_2-isopropylmalate; 2_2-Isopropylmalic acid,-0.006048928439902064,8.217969549018877,0.0018369571715824429,0.9658133433800348,0.9993770129592536,175.1 -> 115,NEG1,1222.3000907898,1221.4600868228,1216.9800910951,1217.9200782777,1227.2400894164,1223.0200805666,1219.0400848391,1219.0800857546,1227.5400886535,1224.6000862121
1_2-Isopropylmalic acid,-0.005672916084908493,8.216772506919451,0.0016156293144193312,0.9679377502168035,0.9993770129592536,175.1 -> 150,NEG1,1220.0200843813,1221.0000724791,1217.2000770568,1216.3600883483,1225.9600715638,1224.140079498,1218.4200820922,1217.0000915524,1225.4400901793,1221.0400886534
1_3-Indoleacetic Acid,-0.0062984796821069855,8.411155603456336,0.00200239938502339,0.9643080320823207,0.9993770129592536,174.1 -> 130,NEG2,1400.1400947569,1398.5200881957,1393.9800949097,1389.6000976563,1401.7400894165,1401.1800956726,1393.960105896,1395.440093994,1398.0800971987,1404.260093689
1_4-Hydroxy-L-proline,-0.008161553738717794,8.41090605814469,0.0033621613550424145,0.9537612557852848,0.9993770129592536,130.1 -> 98.3,NEG2,1401.8401031494,1397.5600929262,1393.7800941466,1390.5600852966,1401.8001022339,1400.2000923159,1391.7801055907,1392.7801017761,1400.0400924681,1399.1400947571
1_5'-CMP,-0.005523637606138812,8.221893613216242,0.0015319403929656694,0.9687787619237866,0.9993770129592536,322 -> 97,NEG1,1220.1800804138,1227.020084381,1227.3400802611,1216.200088501,1226.1800765989,1224.7400856015,1232.9000816344,1218.6400871275,1232.3000793458,1229.0200920103
1_6-Hydroxynicotinic acid,-0.004875050716601298,8.413236671009052,0.0011996481688051897,0.9723700446746159,0.9993770129592536,138 -> 94,NEG2,1403.7800979615,1399.320098877,1392.4200897214,1389.6401023863,1405.7400932311,1400.3001060485,1390.3200912475,1404.2201004028,1404.6000900268,1395.9400978089
1_Acetyl CoA,-0.006931848825112089,8.218349125636882,0.002412391179032969,0.9608267737605978,0.9993770129592536,850.1 -> 419,NEG1,1221.5800857542,1224.1600990296,1218.1600799561,1218.2200889586,1226.8600883482,1224.5200920104,1219.3800888062,1218.1200866697,1226.5000839231,1221.8800849912
1_Acetylcarnitine,0.0618481840282849,8.667418725395054,0.19422501825004623,0.659423190957795,0.9993770129592536,204.1 -> 145.1,POS2,1717.5601387018,1345.2800827028,1628.4201164253,1798.540134431,1503.4801025394,1926.7401199345,1649.0201377864,1733.7801094057,1721.9201087948,1318.1000976557
1_Aconitic acid,-0.01719156773026396,8.231705358196992,0.014844455589712813,0.9030274571078712,0.9993770129592536,173 -> 129,NEG1,1233.9200782775,1254.2800903321,1227.4000854494,1233.3000869751,1236.0600929259,1226.4600830079,1227.4200859073,1231.2400932314,1229.2800750732,1224.6200904846
1_Adenine,-0.004534944697044643,8.220403063358805,0.0010325718072818346,0.9743654641591226,0.9993770129592536,134 -> 106.9,NEG1,1228.4000854495,1220.9000930785,1216.5400886534,1219.1600837707,1226.8400993348,1229.1400871278,1223.580089569,1220.5200767516,1228.1800842282,1225.4000930784
1_adipic acid,-0.009090101038652753,8.43608576115482,0.004173483203471107,0.9484904929427187,0.9993770129592536,145.1 -> 101.1,NEG2,1447.8201065063,1407.8801002501,1423.5200958252,1407.7200927734,1450.4401054384,1415.5600967409,1407.5001029969,1411.4000930786,1419.8600997925,1400.6600990293
1_ADP,-0.006190739142998837,8.217205550229464,0.001924067053124534,0.9650126610624841,0.9993770129592536,426 -> 158.9,NEG1,1221.3200836184,1221.8800773619,1216.8400840759,1217.0400848389,1227.0000839234,1223.4800834653,1218.3200836182,1217.5000801085,1225.3800811767,1221.0800857541
1_ADP-Glu,-0.005286613973306854,8.268199780503304,0.0014051739446946931,0.9700977818664134,0.9993770129592536,588.1 -> 346.1,NEG1,1264.0000915526,1265.2400894166,1260.6200790405,1260.0600852963,1270.8200912472,1266.7000999448,1262.900085449,1262.2200889586,1272.2400894167,1265.9000968933
1_ADP-Rib,0.006816315723710578,8.2232095909245,0.002333003623034957,0.9614762171716035,0.9993770129592536,558.1 -> 366.1,NEG1,1220.4400863649,1223.9400901797,1216.5600852968,1216.0400848388,1270.2400856018,1224.020088196,1218.4800834656,1216.760089874,1227.3200836179,1224.6400947569
1_Alanine,-0.0055531491408093835,8.218842949287868,0.0015482314890784,0.9686132783130533,0.9993770129592536,88 -> 42,NEG1,1221.8000793456,1222.200088501,1218.2600898743,1219.5200881957,1229.0200805663,1223.5200881959,1221.6000785827,1219.080078125,1226.3600883482,1224.780078888
1_Allantoin,-0.0026732442390682864,8.216350908301392,3.587559407912111e-4,0.9848882887989541,0.9993770129592536,157 -> 114,NEG1,1220.12008667,1219.8600845336,1213.8200912474,1213.7600822449,1225.6800994869,1221.1600837707,1220.0200881959,1221.9200782775,1225.9600791931,1219.1400833126
1_Anthranilic acid,-0.00393700835748171,8.218230581618725,7.781894761740848e-4,0.9777450607125949,0.9993770129592536,136 -> 92.1,NEG1,1219.6000785829,1223.0800781249,1218.3000984192,1216.9600868224,1229.9000816345,1225.6800804141,1217.5600891113,1221.4600906372,1224.0000915525,1223.1200752257
1_Arginine,-0.007484405479481406,8.409347696614214,0.002827279223685253,0.9575947326478091,0.9993770129592536,173.1 -> 156.1,NEG2,1398.2801017762,1397.4600944518,1392.0001029968,1388.1800994869,1399.5801048276,1399.8400955198,1392.0401039121,1390.0001106261,1399.4400901794,1398.0401000978
1_Argininosuccinic acid,-0.008243531115573069,9.217043927166346,0.0034859729332120115,0.952918552960133,0.9993770129592536,289.1 -> 271.1,NEG1,2452.1801681518,2447.6601753233,2433.8401908867,2433.3801841737,2453.6801872251,2444.5401687618,2436.5401725767,2437.0401649474,2453.6601829526,2444.6201820374
1_Asparagine,-0.006184399456428203,8.409435020136087,0.001930413598574321,0.9649550426649509,0.9993770129592536,131 -> 114,NEG2,1397.7401046753,1396.8400993348,1392.0801010129,1387.200099945,1401.180103302,1399.7400894166,1390.3000946048,1393.0400962828,1399.3801116945,1396.3600997923
1_Atenolol,-0.006905302395443497,8.410267005277595,0.0024067556637604737,0.9608725194794984,0.9993770129592536,265.2 -> 150.1,NEG2,1398.5200958253,1398.480079651,1393.2600898743,1388.8200950623,1400.2801017758,1400.2201004025,1393.1601028442,1393.1801071165,1398.9600982667,1397.0601005551
1_ATP,-0.00448651882598435,8.217936774489363,0.0010105696992089297,0.9746399529427446,0.9993770129592536,506 -> 408,NEG1,1220.8800811768,1221.5200881961,1217.0600814819,1217.8000869749,1226.8000831605,1223.5200996398,1224.6600837709,1217.5200805664,1224.8800811765,1222.180080414
1_Bilirubin,-0.016538740252937566,8.415464606389707,0.013808159961828492,0.9064574040768542,0.9993770129592536,583.3 -> 285.1,NEG2,1441.8001098632,1396.7401008604,1393.1200981139,1388.780090332,1404.8400955201,1401.6000976561,1393.0400886535,1391.5601005555,1398.3200874327,1397.4601058958
1_Caffeine,-0.0045632209152247916,8.410142150117847,0.001051027620154854,0.9741374671418424,0.9993770129592536,193.1 -> 178,NEG2,1399.4601020814,1393.6800918577,1394.4800987241,1388.3201026916,1398.4000968934,1400.3601036073,1402.640110016,1391.6400985717,1395.4800910948,1396.7001037596
1_cAMP,-0.004209275595603921,8.218530158783281,8.895411304048473e-4,0.976206480057813,0.9993770129592536,328 -> 134,NEG1,1220.8800926207,1221.2000846862,1218.8600845337,1217.1000938417,1228.4600753786,1225.7800827024,1218.1800918578,1221.3600769045,1227.0800857542,1222.7400894165
1_Caprylic acid,-0.11397601484618419,8.550378792449914,0.6578947514908826,0.41730416044211266,0.9993770129592536,145.1 -> 89.1,POS2,1668.6601295473,1650.2001228335,1789.5801315313,1304.8000869749,1291.100090027,1588.4601249694,1452.6801071169,1622.120113373,1491.9801101685,1184.7400856017
1_Carotene,-0.00420715548244296,8.606312115462952,8.978384663551608e-4,0.9760958017658012,0.9993770129592536,536.4 -> 445.4,POS2,1566.540115357,1306.4800834656,2043.380142212,1515.3001022338,1486.7401046754,1549.380084991,1706.5001258845,1688.6201248161,1568.7801017763,1314.5200920102
1_CDP,-0.008420283952007147,8.217216610134104,0.003559482469064179,0.9524253164885064,0.9993770129592536,402 -> 158.9,NEG1,1221.0000877378,1223.9800872805,1216.6000900264,1218.8000831604,1225.8000793458,1221.5600891111,1217.8200912474,1216.9800758361,1226.2200851441,1222.9600791929
1_Cholesterol,-0.013786552163053202,8.796241532364357,0.009676629309320894,0.9216386070044397,0.9993770129592536,369.4 -> 161.1,POS2,1703.540126801,1742.9801177983,2090.7001533508,1719.6801147461,1676.3601188661,1809.6001243587,2069.1201553341,1676.0201416016,1966.0401344312,1422.2601051329
1_Citalopram,0.03273052340269571,8.574996673247703,0.05426909003501268,0.815794585885796,0.9993770129592536,325.2 -> 262.1,POS2,1548.8600997927,1392.0801048277,1596.9601097106,1554.5601081842,1345.0400886535,1511.0001106265,1835.7601318358,1589.5401191707,1733.5601234434,1292.000091553
1_Citric acid; 1_Isocitrate,-0.007958393156940378,9.40980020107777,0.003257889481947829,0.9544831213294507,0.9993770129592536,191 -> 111,NEG2,2804.1201858522,2796.4401931765,2787.2601852418,2779.9801979067,2802.1202163693,2802.0201835632,2785.6601982115,2785.3801841735,2796.2202033993,2797.980190277
1_Citrulline,-0.010044704785600362,8.412290002847904,0.005092778431665612,0.9431082949213938,0.9993770129592536,174.1 -> 131.1,NEG2,1410.2201004029,1396.5200996398,1392.3001022338,1390.9200935361,1401.1000938415,1399.0800933837,1393.7401008607,1391.8000907895,1406.6400909425,1397.3201026916
1_Creatine,-0.007123186901683076,8.216834756345413,0.0025472826015092154,0.9597473683600767,0.9993770129592536,130.1 -> 112,NEG1,1223.8400878907,1220.1400909424,1216.4400825502,1216.4800872802,1225.7200813293,1222.8200759888,1217.4400901793,1216.980091095,1226.0600891113,1221.1600837706
1_Creatinine,-0.007083078647660577,8.413598927918345,0.0025324835159273307,0.9598643686720587,0.9993770129592536,112.1 -> 68,NEG2,1402.2000961303,1395.2201004026,1393.0601081849,1401.2001037596,1401.1401023861,1405.7000923155,1396.4400978088,1395.6600990295,1403.2601051329,1400.4201087949
1_Cryptoxanthin,-0.04254189216548519,8.763105130369462,0.09212966223821395,0.7614869909187331,0.9993770129592536,552.4 -> 551.4,POS2,1884.680145263,1684.7401123043,2031.1201477065,1712.7401008597,1615.8601188665,1757.6801376328,1850.0801239013,1913.8201332103,1621.6001205445,1591.500102998
1_CTP,-0.00298600075687522,8.220352040132289,4.4766560985914916e-4,0.9831195303403076,0.9993770129592536,482 -> 159,NEG1,1223.7200813296,1222.1400871275,1218.2800827026,1217.7000808718,1231.6600990294,1228.7400932312,1223.6800765991,1217.9000892639,1229.0800857544,1223.4800834657
1_Cytidine,-0.005742544977096439,8.40986527584948,0.0016644502966273178,0.9674571927889596,0.9993770129592536,242.1 -> 110,NEG2,1397.9201011656,1397.280101776,1391.2401008607,1388.7000846865,1400.5601043697,1399.9601097106,1396.420108795,1390.6600952148,1398.7400856019,1397.1600952147
1_D-(-)-Arabinose; 2_D-(+)-Xylose; 1_L-(+)-Arabinose; 1_Ribose; 1_Ribulose,0.002422477542206698,10.566521251554894,3.050667649320826e-4,0.9860647286825057,0.9993770129592536,149 -> 71,NEG1,6184.7604446405,6200.4604454041,6176.8404235836,6202.9804458617,6294.1404533375,6259.7804412845,6210.3204154968,6195.420433044,6342.5404548637,6116.700435638
1_D-(+)-Xylose,-0.011047261330769612,8.219345418895536,0.00612729551236163,0.9376076781909135,0.9993770129592536,149 -> 77,NEG1,1223.520084381,1230.5200881959,1222.0800933839,1215.8400764465,1229.260093689,1222.4200859069,1216.5600852965,1216.3600921629,1228.4000816346,1226.7400894166
1_D-Biotin,-0.007347439172458687,8.410676129937404,0.0027248630800932316,0.9583691567844679,0.9993770129592536,243.1 -> 200.1,NEG2,1398.6200904846,1397.0200843812,1394.4800987243,1391.9600944518,1401.9201087951,1400.8601074216,1392.9400939941,1392.3200912476,1398.3400993347,1399.0800971987
1_D-Erythrose 4-phosphate,-0.004734893507091079,8.413653671972906,0.0011316920930445895,0.9731637212768498,0.9993770129592536,199 -> 97,NEG2,1403.0600891115,1398.3600997924,1396.0000953672,1391.5801010128,1404.9601058959,1407.1400985716,1398.7001075743,1394.400100708,1400.400100708,1402.0801048279
1_D-Fructose 6-phosphate,-0.009102738928075584,9.418328558272032,0.0042626025391268585,0.9479442112445644,0.9993770129592536,259 -> 97,NEG2,2819.700199127,2817.3602027891,2804.5001945491,2792.0202064515,2820.5802040097,2821.3602142332,2799.8801918027,2790.2201919554,2822.5201988222,2850.8001899719
1_D-Galactose,-0.00723465975462791,8.220531182654176,0.0026279446821473873,0.9591155662257389,0.9993770129592536,179.1 -> 91,NEG1,1223.220085144,1221.1400756835,1219.9200859069,1226.4600868225,1229.9400863646,1226.6400871277,1219.6200904844,1220.160079956,1227.0200843808,1225.6200752258
1_D-Glucose; 1_D-(+)-Mannose; 1_D-Fructose,0.12575591388557028,10.257149207119829,0.8199784376116582,0.36518647024221434,0.9993770129592536,179.1 -> 89,NEG1,4524.1003265378,4642.9803199767,4841.6603279112,4771.7403259278,5397.8603897103,4950.6803321834,5241.8203659059,5019.3203506469,5858.9403991692,3675.5802574157
1_D-Lactose,-0.004714343545861156,8.219894991644548,0.0011158736542362657,0.9733518656112011,0.9993770129592536,341.1 -> 143,NEG1,1225.8400802611,1222.4000892638,1218.5600891113,1217.6600799559,1227.1000900267,1232.9400863648,1218.9200820925,1219.6600799561,1226.2000923157,1222.9200820924
1_D-Mannitol,0.03010835021393324,9.304487721326442,0.046567160625171855,0.8291481264243367,0.9993770129592536,181.1 -> 163.1,NEG1,2624.3801879884,2601.140197754,2541.0601692197,2543.5401802062,2736.7002029416,2618.2401962283,2599.2401809691,2637.3201980591,2464.0801696774,2445.8401756289
1_D-Ribulose 5-phosphate,-0.007948055341910277,8.41216625523266,0.003188689137345435,0.9549686054392917,0.9993770129592536,229 -> 139,NEG2,1402.3000831604,1401.4200859068,1394.6000900269,1390.9800949096,1405.2200965879,1400.3001098633,1394.960094452,1392.5800971984,1399.0000953671,1405.0600891114
1_D-Sorbitol,0.04489597387444362,8.487719340604622,0.10200350799817715,0.7494384656919094,0.9993770129592536,181.1 -> 73,NEG1,1424.6800918577,1541.8201141358,1457.0001144411,1474.5601043702,1671.3601150515,1496.5200996398,1463.100097656,1487.9401054382,1238.8000907898,1227.8200874329
1_D-Xylulose 5-phosphate,-0.0033390900782569437,8.41557262181004,5.628337819581497e-4,0.9810726679170434,0.9993770129592536,229 -> 161,NEG2,1407.2001037598,1401.2401046752,1394.9600982667,1388.3401069639,1409.6601028441,1407.8400955199,1402.7201118468,1393.3200988768,1406.0200996399,1412.6800994872
1_D(-)-hydroxy butyric acid,0.007034669139223633,8.520241148248893,0.0025046776227399814,0.9600851303802905,0.9993770129592536,103 -> 59,NEG2,1506.3001098631,1494.8201179502,1535.340110779,1456.9801063538,1525.0601043699,1504.1201057435,1535.3001022342,1494.3201141356,1512.820110321,1399.9601020814
1_Dihydroxyacetone phosphate; 1_Glyceraldehyde 3-phosphate,-0.004331389724599541,9.413503815294066,9.650707264967084e-4,0.9752172336155086,0.9993770129592536,169 -> 97,NEG2,2806.9402046202,2800.2801971432,2787.5601844788,2784.2201957698,2813.9201850893,2805.8201828004,2792.920200348,2801.8801879883,2810.000198364,2808.6002120967
1_Diphenylamine,0.0071681907493559,8.439862486881207,0.0025953409806854233,0.9593697542527855,0.9993770129592536,168.1 -> 166.1,NEG2,1410.7001037597,1418.0800895688,1415.2001037594,1415.2601013181,1438.8401145933,1434.1401100159,1432.840106964,1416.9800987242,1443.8801078795,1397.5800971984
1_DL-3,-0.006371366208916801,8.220596008564918,0.00203813849649509,0.9639911375247441,0.9993770129592536,183 -> 139,NEG1,1226.480075836,1221.5000915527,1221.8200759888,1216.5400886533,1225.4000930784,1236.4400787351,1216.2400932311,1216.5600891113,1233.6600837708,1218.0400886535
1_DL-Homoserine,-0.005941220178429672,8.409103225944254,0.001781582962813666,0.9663322458664945,0.9993770129592536,118.1 -> 100,NEG2,1399.0000991822,1393.7800979617,1392.7201118468,1387.6801033019,1400.2200965881,1399.7800979615,1392.5601005552,1392.0001068114,1397.1001014708,1397.700099945
1_Dulcitol (i.e. Galactitol),0.11784880985844932,8.82954875581976,0.7083068988148495,0.400006454068139,0.9993770129592536,181.1 -> 101,NEG1,1719.9601287841,1866.5801353445,2012.2201347357,1858.8001289369,2289.540172576,1930.8201522836,1906.3601379397,1997.1601371762,1236.0200805664,1220.9400863647
1_Elaidic acid,-0.005749168160336675,8.219086240560909,0.0016594535582827863,0.9675060497758571,0.9993770129592536,281.2 -> 96,NEG1,1222.4000740054,1221.5800895691,1218.7200775147,1218.90007782,1229.4200859069,1224.4200859071,1219.9200897215,1218.5000839233,1229.280078888,1221.3600883482
1_FAD,-0.005381971043813635,8.273506464984491,0.0014565394749374572,0.9695564163718713,0.9993770129592536,784.1 -> 784,NEG1,1265.1200942989,1268.7200775147,1268.6400909423,1265.9600906372,1274.0600891113,1276.6200942993,1268.9800949094,1261.1200866699,1277.8800888061,1283.020095825
