lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank
Lyso_PI(17:1),-0.070174246,7.977429988,0.606830857,0.43598355,0.998556814,602.2962 -> 325.2962,PI,2263.020161,2381.260159,2223.280148,2394.040161,2276.980164,2212.020153,2171.74015,2216.340164,2142.280151,2283.720165,2196.800148
Lyso_PI(17:2),-0.070870488,6.957966912,0.591352476,0.441896601,0.998556814,600.2805 -> 323.2805,PI,1131.740078,1111.000076,1199.940083,1115.440094,1133.720089,1084.800079,1051.680077,1019.760075,1138.460087,1139.540077,1078.88007
Lyso_PI(18:0),-0.083362976,7.020441347,0.820609418,0.365002047,0.998556814,618.3275 -> 341.3275,PI,1136.760078,1174.400093,1097.040073,1183.320091,1322.780098,1134.740086,1048.500072,1202.080082,1047.54007,1168.860073,1225.080082
Lyso_PI(18:1),0.087863341,7.039606136,0.913393789,0.339215547,0.998556814,616.3118 -> 339.3118,PI,1110.000072,1107.860081,1079.16008,1264.540092,1145.280083,1156.500076,1280.280098,1208.28009,1203.000084,1237.560093,1123.200077
Lyso_PI(18:2),0.007851346,6.990634439,0.007269662,0.932052852,0.998556814,614.2962 -> 337.2962,PI,1080.960083,1096.760082,1170.66008,1158.68008,1129.760078,1085.420071,1121.200089,1165.66008,1118.320076,1194.080086,1161.68008
Lyso_PI(18:3),-0.049080663,6.982562193,0.284111574,0.594018922,0.998556814,612.2805 -> 335.2805,PI,1165.120079,1172.040077,1109.760071,1193.300076,1117.66008,1201.060089,1138.440083,1059.16008,1128.640091,1056.040073,1074.060089
Lyso_PI(18:4),-4.43E-04,6.943369051,2.31E-05,0.996162203,0.998556814,610.2649 -> 333.2649,PI,1023.900074,1189.280079,1054.680077,1100.400082,1134.180077,1095.340076,1067.760078,1055.740074,1208.680088,1090.380081,1061.040066
Lyso_PI(19:0),-0.021858337,8.149023623,0.059232028,0.807713895,0.998556814,632.3431 -> 355.3431,PI,2320.480183,2845.7402,2621.060173,2703.640217,2558.240139,2063.500137,2900.640179,2288.880173,2513.900185,3118.88023,1970.900127
Lyso_PI(19:1),-0.059887533,7.082448399,0.425585614,0.514163008,0.998556814,630.3275 -> 353.3275,PI,1160.220093,1283.620098,1259.44009,1251.560104,1264.380089,1110.440071,1172.000095,1237.620087,1246.400089,1217.920078,1105.300072
Lyso_PI(20:0),0.051461599,6.998413114,0.312363707,0.57623333,0.998556814,646.3588 -> 369.3588,PI,1082.940071,1068.920071,1045.460068,1118.220078,1249.320091,1049.66008,1090.180077,1223.620079,1164.960094,1257.820103,1196.900089
Lyso_PI(20:1),-0.040945625,7.015259838,0.198042046,0.656305913,0.998556814,644.3431 -> 367.3431,PI,1292.600079,1139.860077,1190.720074,1050.720074,1172.980083,1093.120083,1305.180088,1106.260071,1103.440075,1091.460075,1153.44009
Lyso_PI(20:2),0.033190834,6.964434648,0.129805426,0.718633866,0.998556814,642.3275 -> 365.3275,PI,1196.32008,1128.48008,1033.620071,1140.440086,1035.160072,1128.680084,1104.600079,1087.100075,1182.780087,1177.620083,1045.260075
Lyso_PI(20:3),-0.038341867,6.955459274,0.17303619,0.677427427,0.998556814,640.3118 -> 363.3118,PI,1140.160076,1151.680088,1111.460087,1126.720081,1074.480076,1096.980083,1085.56007,1081.18008,1156.900085,1053.680073,1104.040081
Lyso_PI(20:4),-0.051647602,6.985684119,0.314479289,0.574944434,0.998556814,638.2962 -> 361.2962,PI,1154.140091,1059.900078,1147.800083,1184.480099,1189.92009,1220.060078,1083.18008,1084.420082,1037.080082,1127.960083,1150.840084
Lyso_PI(20:5),-0.084379038,7.054661316,0.843305093,0.35845322,0.998556814,636.2805 -> 359.2805,PI,1202.760094,1297.740078,1245.940094,1087.460075,1303.400089,1279.680096,1189.880089,1231.240086,1054.500072,1051.440086,1112.080086
Lyso_PI(21:0),-0.037369286,7.006370171,0.164769916,0.684802405,0.998556814,660.3744 -> 383.3744,PI,1155.540081,1166.520084,1077.020081,1178.440086,1182.900085,1194.520077,1157.720085,1128.220078,1107.420078,1044.460064,1224.860088
Lyso_PI(22:0),-0.04564303,7.031101428,0.246325257,0.619674546,0.998556814,674.3901 -> 397.3901,PI,1134.200092,1220.560078,1122.940083,1147.300091,1297.840092,1263.900085,1148.360081,1045.840073,1183.400093,1115.460087,1158.980083
Lyso_PI(22:1),-0.030964783,6.978821698,0.112970199,0.736787618,0.998556814,672.3744 -> 395.3744,PI,1161.720085,1117.580082,1101.34008,1228.820091,1044.300072,1117.16008,1132.960075,1074.700077,1094.420071,1132.120083,1174.020077
Lyso_PI(22:2),0.075705377,6.9400529,0.674019767,0.411653634,0.998556814,670.3588 -> 393.3588,PI,1052.140076,1095.320087,1083.380085,1055.060078,1055.740074,1073.900074,1120.740074,1073.480068,1073.060085,1304.10009,1066.900078
Lyso_PI(22:4),-0.027886434,6.931553405,0.091417935,0.762382225,0.998556814,666.3275 -> 389.3275,PI,1107.740086,1082.740078,1080.960075,1048.920071,1184.440086,1144.420067,1053.140079,1053.020073,1073.920086,1092.000072,1061.460068
Lyso_PI(22:6),-0.032806251,6.982468648,0.126897963,0.721670272,0.998556814,662.2962 -> 385.2962,PI,1117.400074,1195.680088,1147.360085,1109.260082,1135.540081,1157.540089,1074.880074,1109.320072,1069.38007,1182.540085,1115.280071
Lyso_PS(12:0),0.037447843,7.145657684,0.166978441,0.682811244,0.998556814,442.2128 -> 257.2128,PS,1432.300102,1258.080093,1182.400089,1214.040081,1188.400085,1690.480122,1093.840084,1224.700085,1231.540089,1221.840088,1169.800076
Lyso_PS(13:0),0.054710524,7.009491728,0.353586813,0.552089711,0.998556814,456.2284 -> 271.2284,PS,1090.300076,1242.140091,1059.520069,1091.960075,1175.400082,1242.160095,1265.220093,1073.360073,1140.820087,1174.800079,1094.120068
Lyso_PS(14:0),-0.077471331,7.189243997,0.715736266,0.397546062,0.998556814,470.2441 -> 285.2441,PS,1510.120106,1298.100098,1226.360092,1289.640095,1344.740093,1363.140091,1378.040092,1302.180092,1093.740074,1204.880081,1317.3601
Lyso_PS(14:1),0.022622932,9.156427349,0.064741842,0.799152422,0.998556814,468.2284 -> 283.2284,PS,5902.480423,7832.960503,3116.960232,3198.180241,5802.980446,7369.100479,8113.480618,4400.860317,3345.460243,3132.360191,3924.800278
Lyso_PS(15:0),-0.017757572,7.606308183,0.038394812,0.844652478,0.998556814,484.2597 -> 299.2597,PS,1745.860142,2047.300144,1534.600117,1825.520119,1781.840134,1830.880146,1798.620144,1965.48011,1446.600105,1816.000122,1359.460106
Lyso_PS(15:1),-0.034565177,8.717563834,0.150146402,0.69839549,0.998556814,482.2441 -> 297.2441,PS,4203.540318,4347.440338,3544.360214,3882.160294,3906.400227,4698.740341,3444.920204,3702.220261,3101.32021,4531.020374,2069.920151
Lyso_PS(16:0),0.106125004,7.093403699,1.337093441,0.247547197,0.998556814,498.2754 -> 313.2754,PS,1142.34008,1198.60009,1211.460079,1172.820084,1193.520088,1307.780098,1293.100082,1295.580086,1306.700096,1187.160091,1103.78009
Lyso_PS(16:1),0.018933014,6.99607548,0.042278032,0.837090702,0.998556814,496.2597 -> 311.2597,PS,1144.680073,1094.040081,1120.280075,1193.260082,1070.58007,1100.040073,1193.820084,1101.680084,1139.700085,1179.380089,1191.100082
Lyso_PS(17:0),0.039868294,10.20570407,0.20318844,0.652159445,0.998556814,512.291 -> 327.291,PS,12183.92091,15953.74105,7047.600475,9177.480682,9138.880657,17465.70115,14917.50106,9627.220715,5847.900433,7362.340542,7518.260494
Lyso_PS(17:1),-0.033541256,6.950080462,0.132387834,0.715968986,0.998556814,510.2754 -> 325.2754,PS,1113.800079,1084.34008,1168.180077,1107.620079,1106.520073,1034.000076,1169.540081,1103.580078,1076.640079,1084.420074,1089.480072
Lyso_PS(17:2),-0.075419219,6.960466297,0.669713569,0.413151488,0.998556814,508.2597 -> 323.2597,PS,1229.720081,1111.32008,1164.300087,1073.940083,1123.280079,1091.200081,1115.800072,1106.98008,1043.920074,1070.400082,1095.460083
Lyso_PS(18:0),-0.141783002,7.306042293,2.41314694,0.120320273,0.722402921,526.3067 -> 341.3067,PS,1561.940109,1549.800117,1565.860115,1320.420097,1498.140121,1380.760094,1517.200111,1335.120098,1249.140099,1330.980099,1237.960087
Lyso_PS(18:1),0.107686359,7.108269056,1.377931079,0.240453874,0.998556814,524.291 -> 339.291,PS,1153.640087,1349.080097,1204.020088,1141.98008,1132.300076,1497.800087,1230.140087,1381.080109,1172.200089,1183.860081,1108.420078
Lyso_PS(18:2),-0.009729033,6.977583027,0.011157919,0.915875088,0.998556814,522.2754 -> 337.2754,PS,1154.360081,1050.760067,1145.68008,1092.040085,1200.880093,1133.540073,1140.300072,1085.000069,1158.900078,1105.300079,1104.960072
Lyso_PS(18:3),0.032454764,6.945196838,0.123890176,0.724852989,0.998556814,520.2597 -> 335.2597,PS,1064.100082,1067.720074,1069.040085,1104.840076,1118.420078,1068.020077,1123.000072,1121.440075,1129.860077,1122.780079,1106.240078
Lyso_PS(18:4),-0.047916815,6.961556326,0.270278122,0.603145267,0.998556814,518.2441 -> 333.2441,PS,1136.100086,1219.800079,1040.880077,1151.100086,1082.260075,1102.700081,1163.200073,1091.020088,1067.440075,1039.680073,1138.48008
Lyso_PS(19:0),-0.06945298,7.472487062,0.583562311,0.444919387,0.998556814,540.3223 -> 355.3223,PS,1589.680122,1769.860126,1403.540104,1614.580124,1801.520123,1314.040085,1697.620113,1654.740108,1633.740124,1521.360123,1442.800106
Lyso_PS(19:1),0.031866259,6.990350415,0.119749563,0.729306268,0.998556814,538.3067 -> 353.3067,PS,1121.860077,1112.16008,1040.900074,1257.82008,1055.520073,1159.88007,1219.98008,1088.640072,1129.900085,1133.960094,1158.140091
Lyso_PS(20:0),-0.078842722,7.378426255,0.748434747,0.386972252,0.998556814,554.338 -> 369.338,PS,1360.300091,1614.800114,1485.440105,1699.400108,1468.520092,1444.280106,1428.000103,1456.620094,1296.160091,1620.840134,1464.680107
Lyso_PS(20:1),-0.011742082,6.958819711,0.01623904,0.898598101,0.998556814,552.3223 -> 367.3223,PS,1077.880074,1136.880085,1064.920071,1115.100082,1196.860081,1177.080086,1163.880085,1097.16008,1039.200073,1087.400074,1055.920074
Lyso_PS(20:2),-0.029212895,6.973510218,0.100491552,0.751240548,0.998556814,550.3067 -> 365.3067,PS,1071.940071,1099.060081,1212.900085,1039.660088,1190.920078,1154.280087,1108.260071,1075.680084,1103.84008,1075.580067,1203.060078
Lyso_PS(20:3),0.019911916,7.071176346,0.046961669,0.828437151,0.998556814,548.291 -> 363.291,PS,1201.060081,1121.060078,1113.200077,1276.860088,1197.480083,1200.040077,1265.320095,1192.400085,1109.840073,1244.520088,1275.680084
Lyso_PS(20:4),-0.101270199,7.076501179,1.216905672,0.269968771,0.998556814,546.2754 -> 361.2754,PS,1189.140091,1363.360096,1107.38007,1272.580078,1381.280102,1248.540081,1253.300087,1218.420094,1079.500084,1107.160072,1033.820076
Lyso_PS(20:5),-0.013337775,6.981231979,0.020947328,0.884922537,0.998556814,544.2597 -> 359.2597,PS,1032.920067,1199.960091,1114.940071,1149.880081,1081.940075,1100.360065,1108.960079,1105.360073,1105.940075,1124.500072,1273.140095
Lyso_PS(21:0),0.018954488,6.972779052,0.042349186,0.836955594,0.998556814,568.3536 -> 383.3536,PS,1150.040066,1092.820076,1061.940083,1201.360088,1078.140076,1220.62009,1065.500072,1072.640068,1095.760082,1222.260086,1069.380077
Lyso_PS(22:0,0.00808331,7.033423334,0.007731036,0.929935245,0.998556814,582.3693 -> 397.3693,PS,1084.54007,1097.820084,1266.62009,1235.340092,1174.780087,1099.720081,1152.660084,1373.460091,1148.020081,1136.90007,1094.740082
Lyso_PS(22:1),-0.07902057,7.043319662,0.738827069,0.390036869,0.998556814,580.3536 -> 395.3536,PS,1193.980076,1199.460075,1261.140095,1121.38007,1272.620098,1184.380085,1139.240082,1131.300076,1176.680088,1111.440079,1158.90007
Lyso_PS(22:2),-0.054202309,6.978297025,0.346280797,0.556226069,0.998556814,578.338 -> 393.338,PS,1218.28009,1091.660084,1250.720081,1111.420086,1056.38007,1092.980083,1101.180077,1054.020069,1096.300079,1187.360085,1118.360077
Lyso_PS(22:4),0.01759811,6.954594204,0.036450949,0.848587239,0.998556814,574.3067 -> 389.3067,PS,1042.240074,1206.080086,1101.240086,1075.040092,1069.360077,1136.300079,1137.540085,1092.140072,1116.380077,1095.520084,1104.50008
Lyso_PS(22:6),0.17185481,7.186985943,3.524172708,0.060480001,0.431916943,570.2754 -> 385.2754,PS,1320.10009,1331.800095,1035.920071,1382.780102,1133.360077,1772.380131,1576.400127,1259.520092,1293.180096,1114.200085,1094.260071
Lyso_Sphinganine-1-phosphocholine,0.037489695,6.787550811,0.163684573,0.685786629,0.998556814,467.3536 -> 184.1,SM,937.3600693,963.5800667,933.4800644,984.2000732,1051.260075,996.4400673,927.2800789,1053.340088,970.840065,1066.840069,957.5400658
Lyso_Sphingosine-1-phosphocholine,-0.123594222,6.762172769,1.772935891,0.183019156,0.953860256,465.3379 -> 184.1,SM,980.3400726,1043.300072,986.7000694,941.2600594,1037.300079,937.3600616,903.6000633,920.0800667,916.9000549,915.3600578,1066.82008
O-(11-carboxyundecanoyl)carnitine,-0.02411024,9.163463163,0.073496734,0.786311959,0.998556814,374.2 -> 85.1,AC,5090.78035,4785.100372,5545.840385,4910.380352,5304.600353,5264.380363,4812.78035,4925.120338,5100.520367,5181.300377,5440.640396
O-(13-carboxytridecanoyl)carnitine,-0.094877935,9.34595062,1.140676978,0.285509324,0.998556814,402.3 -> 85.1,AC,6456.06049,6664.060436,5251.680386,5528.440395,5810.480442,6330.840462,5732.980373,5734.560429,5569.180401,4549.760319,6326.700439
O-(17-carboxyheptadecanoyl)carnitine,-0.075221561,9.415281989,0.717932288,0.396822995,0.998556814,458.3 -> 85.1,AC,6636.76046,6984.520519,5916.36042,6142.580441,5974.040417,6809.08046,6001.340427,6363.480442,5192.00037,5781.240383,5351.820385
O-arachidonoylcarnitine,0.109524531,9.188425446,1.516997139,0.218074482,0.998556814,448.3 -> 85.1,AC,5026.160351,4929.380329,5096.780334,4797.280315,5174.440392,4727.760345,5003.820347,6054.880447,5542.100403,5750.9804,5252.160374
O-behenoylcarnitine,-0.090210321,8.914074311,1.024549967,0.31144217,0.998556814,484.4 -> 85.1,AC,4169.500305,4666.060322,4608.740341,4196.300323,4235.980293,3832.060272,4186.300293,4509.64032,3950.520279,4130.780277,4914.540348
"O-oleoylcarnitine, Elaidic carnitine",-0.064709753,9.057541431,0.528415193,0.467273908,0.998556814,426.4 -> 85.1,AC,4928.360321,4588.640324,4760.42033,4948.260342,4641.020321,4628.820335,4685.620323,4613.400318,4631.62035,4333.960297,5584.420399
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",0.01991858,9.079677295,0.050090277,0.82290626,0.998556814,398.3 -> 85.1,AC,5280.760372,4531.440304,4772.960331,4261.180313,4739.200333,4994.480343,5163.360363,5096.420361,4466.520298,4267.860294,5593.760403
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",-0.042513419,8.981332945,0.227877487,0.633102125,0.998556814,400.3 -> 85.1,AC,4221.020306,4765.300354,4819.480297,4661.70034,4269.700306,4372.740318,4529.460323,4542.800316,4043.820286,4651.42033,4796.640354
PC (30:0),1.046485327,13.04370012,138.1941698,6.61E-32,9.92E-29,706.5 -> 184.1,SM,48609.06458,46705.52269,75438.4255,41171.04251,58702.48426,106753.6082,102941.6292,138376.2092,117877.4677,94211.72612,3239.94022
PC (30:1),0.819017438,12.31059877,85.26727301,2.61E-20,7.82E-18,704.5 -> 184.1,SM,31227.42179,30717.40213,50608.30386,28017.52179,38584.6825,54610.70449,56162.6245,77374.66499,69682.34562,58844.22453,5689.220489
PC (30:2),0.512359025,8.814762107,32.87784891,9.81E-09,3.01E-07,702.5 -> 184.1,SM,3253.940239,3202.940228,5017.680378,2835.280159,3343.340271,4316.400322,5080.180435,6115.700447,5351.340466,4362.620323,1514.600113
PC (32:0),0.436257126,15.0786592,24.46918859,7.55E-07,1.67E-05,734.6 -> 184.1,SM,254385.0594,261625.8584,385848.9287,219180.7371,325301.285,354903.4682,347142.6207,449952.9926,453856.1177,355225.0881,9339.500816
PC (32:1),0.388784407,15.38738679,19.4498891,1.03E-05,2.07E-04,732.6 -> 184.1,SM,334865.9086,321217.9244,493686.223,275256.678,401693.2073,444941.1446,432763.6713,550645.6005,539627.4161,428611.0845,8971.820614
PC (32:2),0.252124339,12.76807893,8.183090501,0.004228266,0.048447539,730.5 -> 184.1,SM,59480.92359,48387.92403,85236.14377,52967.18353,66752.84451,68977.00402,68022.46636,89386.18888,80807.30692,66221.42405,2428.060158
PC (32:3),0.136338656,9.483449579,2.36225253,0.124302588,0.734559782,728.5 -> 184.1,SM,6300.380344,6232.640453,7992.580734,4882.540287,7594.140656,7492.540379,6594.92049,7560.020592,8153.480667,6558.980465,1233.040081
PC (32:4),-0.11077296,7.46200466,1.486132715,0.222817462,0.998556814,726.5 -> 184.1,SM,1797.220112,1765.020134,2082.360142,1185.600086,1641.600109,1515.600113,1424.320118,2020.18013,1623.520103,1280.880085,1012.140064
PC (32:5),0.180080942,7.653055732,3.956420414,0.046692896,0.353969883,724.5 -> 184.1,SM,1558.660114,1615.360119,2558.080162,1535.580109,1486.860111,1922.680103,1710.320129,2445.520161,1972.440144,1886.020134,1122.100079
PC (34:0),0.493390178,12.7348705,31.22422789,2.30E-08,6.39E-07,762.6 -> 184.1,SM,50761.90382,42553.24351,78505.28518,43560.60351,62682.68503,74892.10512,71795.04429,88993.16821,87353.88467,69208.34432,2767.580219
PC (34:1),0.471174223,16.31577035,28.53015017,9.23E-08,2.27E-06,760.6 -> 184.1,SM,619588.7163,537059.7672,902372.3617,544655.4199,758880.7553,871115.0119,831660.3571,1047867.072,1085792.18,835196.6724,19720.90125
PC (34:2),0.531481909,14.62980935,36.24657589,1.74E-09,7.05E-08,758.6 -> 184.1,SM,194599.7938,169070.3131,276255.3805,158275.2504,221064.8985,277396.74,261579.516,353320.8287,329711.9644,254489.9392,7705.240593
PC (34:3),0.207532046,11.94961058,5.540086142,0.018585668,0.169073257,756.6 -> 184.1,SM,35424.4226,33817.54259,45887.00297,27042.58187,37933.76279,40983.96275,37873.1428,47256.08298,45669.26353,36650.92259,1927.400166
PC (34:4),0.101141113,13.87385899,1.3193841,0.250702615,0.998556814,754.5 -> 184.1,SM,141696.7278,155974.5122,178164.0729,97115.44645,138010.2275,159279.8118,146284.6111,169337.1552,150772.7115,138434.17,7106.140633
PC (34:5),0.118872681,11.46429807,1.816671351,0.177710006,0.938673821,752.5 -> 184.1,SM,26532.12177,29398.34209,30679.5822,17944.72121,27613.96188,30597.14199,26851.34135,32664.46239,28613.68167,25138.38174,2824.740196
PC (34:6),0.369017046,7.575225577,16.51627272,4.82E-05,8.42E-04,750.5 -> 184.1,SM,1220.820087,1567.74012,1603.600121,1693.120106,1572.520115,1814.500141,1743.42009,2299.140175,2290.680164,1775.260109,1174.460079
PC (36:0); PCp(38:6),0.388468706,9.789927597,19.17840027,1.19E-05,2.32E-04,790.6 -> 184.1,SM,6509.440407,6528.700462,9180.92065,6300.920383,8125.880535,9190.040733,8217.940575,10377.6008,11416.48066,8884.180508,2545.020172
PC (36:1),0.676009361,12.09459089,58.31419223,2.23E-14,2.10E-12,788.6 -> 184.1,SM,28456.62214,29520.42153,46017.90303,23697.14178,36769.86257,50375.36363,45672.74403,58163.08369,62134.1054,46895.92422,4080.720268
PC (36:2),0.645374873,14.60362486,53.30417138,2.86E-13,2.38E-11,786.6 -> 184.1,SM,173704.9115,176238.4317,246321.3767,149551.5528,207652.1156,285548.3641,276684.1831,336524.286,337809.9854,258135.0197,10016.24077
PC (36:3),0.348095172,12.96836007,15.58370688,7.89E-05,0.001331198,784.6 -> 184.1,SM,61074.44443,64240.18484,90361.56636,55115.62406,75457.84597,84882.28531,78943.94556,99625.48727,100866.6869,77393.80528,3258.020245
PC (36:4),0.003385037,11.62969623,0.001474163,0.969372884,0.998556814,782.6 -> 184.1,SM,31649.84202,28111.2418,38226.36272,23204.34177,33223.32187,29667.04143,28953.58204,33988.32277,33722.16217,28797.30174,3135.140228
PC (36:5),-0.100298508,9.220806989,1.274739372,0.258879456,0.998556814,780.6 -> 184.1,SM,6151.800484,5602.600426,6853.060337,5380.200344,5825.100475,6191.460384,5853.380474,5646.200291,5983.600426,4213.900269,1125.560066
PC (36:6),0.080495817,7.321851257,0.779241443,0.377373234,0.998556814,778.5 -> 184.1,SM,1135.120079,1666.8801,1781.600109,1103.720089,1413.10009,1318.740089,1393.900105,1937.020134,1335.780098,1538.860115,1108.580082
PC (36:7),0.411165892,7.801273321,20.67231247,5.45E-06,1.12E-04,776.5 -> 184.1,SM,1673.440117,1467.720097,2170.100136,1425.440094,2158.080166,2174.780178,2189.10014,2200.380165,2914.080196,2376.880138,1198.360088
PC (36:8),0.842863411,10.01267962,89.43973049,3.16E-21,2.37E-18,774.5 -> 184.1,SM,6787.620445,5617.320343,9578.720665,5786.600365,8059.880619,11848.40084,11041.36087,13912.26136,14546.36092,13052.46102,1689.700111
PC (38:0),0.042238369,8.2320375,0.221982233,0.63753369,0.998556814,818.7 -> 184.1,SM,2780.280186,3215.480221,2986.440243,1931.180115,3147.960228,2548.160149,2909.460285,2786.700203,3631.98027,2635.940178,1038.000072
PC (38:1),0.408692263,8.929102563,20.99942166,4.59E-06,9.58E-05,816.6 -> 184.1,SM,3981.740295,3481.4203,5134.800381,3171.540237,4070.540276,4543.660294,4365.520317,5737.380344,6507.72047,5236.600277,1803.720127
PC (38:2),0.642065507,10.93755383,52.48481119,4.34E-13,3.43E-11,814.6 -> 184.1,SM,12356.78072,13813.881,21325.06136,11315.02076,15682.24126,21650.7611,21897.70118,25444.40123,26240.3619,21209.14148,2644.760185
PC (38:3),0.47253606,11.40615507,28.5813876,8.98E-08,2.27E-06,812.6 -> 184.1,SM,20688.76131,19883.42138,26813.46186,17583.42144,26037.00173,26561.58204,29002.68176,35438.14243,35916.06294,27495.54196,2402.720154
PC (38:4),0.184966545,11.55467336,4.397656898,0.035988343,0.288869002,810.6 -> 184.1,SM,24394.72204,24266.24181,35339.28223,22186.00178,30920.20266,29919.50167,27656.80205,32664.42242,37920.34293,28046.10223,3510.82024
PC (38:5),0.103711603,10.48322125,1.377687991,0.240495359,0.998556814,808.6 -> 184.1,SM,12025.16067,12521.04092,15748.82101,11577.02085,15214.2212,13845.70118,13764.00085,17663.34131,15250.36076,11774.60072,1828.700134
PC (38:6),-0.184572916,9.134815148,4.309457387,0.037901049,0.30100251,806.6 -> 184.1,SM,5630.060341,4787.940311,7060.120529,5171.320358,6097.020367,5052.100334,4723.100334,5735.740318,5568.520378,4283.880272,1303.160088
PC (38:7),0.086729103,7.711607365,0.920276283,0.33740244,0.998556814,804.6 -> 184.1,SM,1758.500111,1965.72015,2323.82016,1611.000111,1784.000137,1968.940166,1880.360134,2036.700146,2034.960133,2128.300163,1134.240078
PC (38:8),0.228210632,7.534839385,6.315210355,0.011970654,0.122230967,802.5 -> 184.1,SM,1477.60009,1584.180103,1689.220116,1283.040085,1752.320141,1559.060108,1782.060123,1892.960136,1889.900135,2019.940102,1300.020088
PC (38:9),0.547915014,8.466016724,37.31203791,1.01E-09,4.20E-08,800.5 -> 184.1,SM,2499.040173,3024.840195,3695.260262,2191.440155,2208.540161,3687.500244,4070.840305,3773.720238,4154.260242,4250.800293,1288.680096
PC (40:0),0.146009867,7.290511926,2.557897158,0.109744471,0.678687523,846.7 -> 184.1,SM,1254.100086,1309.400082,1524.780106,1236.760086,1414.980103,1488.50008,1312.240093,1466.840107,1621.980106,1587.820099,1167.220085
PC (40:1),-0.051624303,7.357412458,0.321223368,0.570873372,0.998556814,844.7 -> 184.1,SM,1519.46011,1504.120106,1421.600098,1695.200115,1531.360092,1252.420078,1479.600098,1466.200089,1516.060097,1711.560123,1016.480072
PC (40:10),0.192388818,7.6051859,4.505853457,0.033779035,0.274066659,826.5 -> 184.1,SM,1517.600113,1675.780121,1854.140121,1647.840111,1693.600109,2092.760128,1584.640114,1978.940136,2260.980164,1697.100136,1148.920067
PC (40:2),0.386128487,7.874989607,18.2808023,1.91E-05,3.49E-04,842.7 -> 184.1,SM,1949.260159,1891.980133,1905.820148,1548.400124,2112.240181,2228.840183,2317.600147,2773.460186,2611.180206,2400.600193,1356.940098
PC (40:3),0.338720491,8.542890481,14.34158605,1.52E-04,0.00248741,840.6 -> 184.1,SM,3047.280228,2419.00016,3880.120258,3010.600189,3298.060276,3813.900215,3364.640224,4644.660362,4658.220295,3373.400257,1239.560085
PC (40:4),0.197170515,9.372236989,4.932321517,0.026358884,0.218589416,838.6 -> 184.1,SM,6094.180435,5663.820385,7682.94051,4415.460335,6000.460373,7131.880589,6514.920532,8170.640572,7030.240669,5461.480396,1209.740078
PC (40:5),0.126452953,9.072548462,2.021610058,0.155074637,0.865304946,836.6 -> 184.1,SM,5017.900326,4496.260303,6418.820351,3680.680222,5029.240303,4969.580284,5716.04044,5923.200489,5587.24036,4758.680321,1482.040112
PC (40:6),-0.145440276,8.31770977,2.635714657,0.104485036,0.662642455,834.6 -> 184.1,SM,3367.400307,3404.56023,3592.520233,2456.180172,2981.500175,2549.500172,2449.880165,3170.000175,3462.200302,2688.320202,1299.480087
PC (40:7),-0.052512594,8.101235173,0.341769017,0.558809887,0.998556814,832.6 -> 184.1,SM,2815.800179,2684.48019,2598.7402,2456.680161,2556.480183,2442.720207,2600.140171,2466.640186,2783.220184,2387.920204,1232.820084
PC (40:8),0.019151305,7.216704834,0.043863466,0.83410784,0.998556814,830.6 -> 184.1,SM,1137.500092,1401.740097,1448.200108,1268.400093,1435.760094,1375.78009,1338.940098,1296.58009,1471.760098,1316.820099,1122.760078
PC (40:9),0.259478236,7.206805384,8.033646564,0.004591631,0.052212406,828.6 -> 184.1,SM,1275.060097,1213.680077,1455.300117,1026.100079,1108.800087,1538.980114,1351.920116,1602.880104,1406.640087,1394.440102,1146.080074
PC (42:0),-0.129933448,6.92601199,1.983093444,0.159064898,0.884283006,874.7 -> 184.1,SM,1122.760075,1104.280075,1329.340084,1087.00008,1030.940079,1053.980076,1028.000072,1082.100079,1049.500072,985.4800682,1066.580078
PC (42:1),0.165483005,6.873758079,3.205520364,0.07339016,0.509993655,872.7 -> 184.1,SM,1002.120071,957.840065,1022.840069,984.0800743,974.4600639,1106.420086,1189.700073,1180.140083,1059.120071,1023.940079,1013.220081
PC (42:10),-0.068009271,6.942953925,0.544255222,0.460674555,0.998556814,854.6 -> 184.1,SM,1083.020073,1057.980076,1173.360088,1292.940086,1040.64006,1145.740078,1049.860077,1015.72007,1036.340065,1157.0201,1026.020077
PC (42:11),0.064977089,7.070599842,0.500945938,0.47908478,0.998556814,852.6 -> 184.1,SM,1118.840092,1392.600105,1259.680088,1062.220062,1117.980083,1126.100082,1306.000103,1239.640095,1270.160099,1298.980099,1013.300068
PC (42:2),-0.0807876,7.123140777,0.77704079,0.378047702,0.998556814,870.7 -> 184.1,SM,1263.440079,1124.160076,1432.600117,1177.640083,1539.900112,1139.280087,1199.660088,1256.060093,1300.160088,1304.080097,959.6000671
PC (42:3),-0.09749797,7.142468489,1.132819971,0.287174632,0.998556814,868.7 -> 184.1,SM,1250.640099,1390.740101,1420.740097,1450.180107,1150.06007,1202.760082,1221.620087,1306.360088,1349.760094,1164.900078,974.8800659
PC (42:4),0.042452906,7.371261232,0.217390887,0.641035163,0.998556814,866.7 -> 184.1,SM,1677.160107,1187.840088,1670.62011,1261.600086,1712.400143,1907.040134,1490.500114,1622.440117,1361.540112,1376.960083,1012.640079
