lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank,blank_solvent
TAG(58:0)_FA 18:1,0.1176118137863511,7.306865821948386,1.3362521853158205,0.2476959858060383,0.9999898852101796,964.9 -> 665.9,TAG2,1083.5400772094,1006.0400772096,1059.7600669861,1061.7200736998,1069.7400665282,1087.5400733947,1311.1800765994,1090.7000694276,1103.9200782778,1009.1200790407
TAG(58:0)_FA 18:2,-0.09626818371908831,7.338000074424322,0.8975149470552957,0.3434489202196588,0.9999898852101796,964.9 -> 667.9,TAG2,1071.8800773623,1012.2000694274,1109.5200843812,1464.1200981144,1035.3800811767,1140.3600807191,1110.8400878907,1062.3800735473,1084.9400787356,1028.780067444
TAG(58:0)_FA 20:0,-0.05463006856591896,7.378192873534713,0.2897336210897423,0.5903912827048341,0.9999898852101796,964.9 -> 635.9,TAG2,1083.2000846862,1345.3200874332,1188.5600814822,1094.4600868228,1070.3800735474,1202.1000785828,1079.4600830078,1178.6200904846,1132.1600799561,1072.5000724794
TAG(58:0)_FA 20:4,-0.02105643946004648,7.384607330183767,0.04310044107020605,0.8355362621037027,0.9999898852101796,964.9 -> 643.9,TAG2,1110.6200752255,1284.2000770575,1234.1800880432,1097.8400764466,1133.3200912474,1164.3200874335,1013.1800804135,1340.0600852967,1041.4600791931,1073.5400848387
TAG(58:1)_FA 16:0,-0.024945013646812685,7.232233595493985,0.05987251010567973,0.8066975570190887,0.9999898852101796,962.9 -> 689.9,TAG1,1063.2000770569,1044.8000640869,1086.4400711058,1032.7200736999,1009.04006958,1125.4400711058,1011.4200706481,1002.5400733949,1001.2400779722,1020.6200752259
TAG(58:1)_FA 16:1,0.011830857638356968,7.239627627359841,0.013463088571060489,0.9076283297838263,0.9999898852101796,962.9 -> 691.9,TAG1,1170.5800819394,1016.9000740052,986.0600738525,984.9200668336,1103.5600738524,1071.1800765992,1012.9200744628,998.4600677491,1082.7800865172,1015.2400741576
TAG(58:1)_FA 18:0,0.026058437708431588,7.239295319296723,0.06522732746598203,0.7984169414302521,0.9999898852101796,962.9 -> 661.9,TAG1,1054.500083923,988.4800720214,1024.6800727842,1014.0600662234,1013.2600708006,1088.4200782776,1051.6200752259,995.8800582885,1194.2400856015,1019.6200790407
TAG(58:1)_FA 18:1,0.00113189819797675,7.310527911415442,1.2352063321596773e-4,0.9911325065669939,0.9999898852101796,962.9 -> 663.9,TAG2,1163.8200912473,1019.140071869,1098.8400802611,996.2200660704,1154.880077362,1039.6200675966,1038.8600692747,1041.0600700378,1353.0000877383,996.580066681
TAG(58:1)_FA 18:2,-0.017618642773378525,7.228998184031847,0.029836868374156555,0.8628608959267678,0.9999898852101796,962.9 -> 665.9,TAG2,1074.8800697325,1009.3200645445,1072.8200759888,1014.4400749207,1014.2400741575,1002.9200744627,1048.6000785828,1047.2600746155,1071.2200851439,1043.5800628662
TAG(58:1)_FA 20:0,0.007380404577151953,7.244413206753925,0.005240673390011441,0.9422895569308833,0.9999898852101796,962.9 -> 633.9,TAG2,1048.7000656127,1031.2600746154,1099.4400901794,997.2200736999,1006.6600761413,1085.9800834656,1057.3000640869,1040.9400749208,1089.0000724791,1016.0400695801
TAG(58:1)_FA 20:4,0.0028808741110000723,7.2052689917836465,7.960548068022266e-4,0.9774911177783994,0.9999898852101796,962.9 -> 641.9,TAG2,1026.8000640872,1016.8200721739,1026.6800689698,981.9400711058,1052.6400756836,1004.4200706482,1009.9400749203,987.1600723265,1097.6000785829,1016.2400665282
TAG(58:10)_FA 16:0,0.003564281934756144,7.242840532702965,0.0012228858005391974,0.9721038349190617,0.9999898852101796,944.8 -> 671.8,TAG1,1104.0200843807,1022.5000762938,1054.2800712583,1022.4000701903,1143.3400878911,1052.5000724793,1011.8600769041,999.9400711061,1036.8200645447,1004.3200721741
TAG(58:10)_FA 16:1,0.019675998123644563,7.267791656750279,0.03728138803273229,0.8468932702751149,0.9999898852101796,944.8 -> 673.8,TAG1,1040.0600624084,1005.1800765989,1106.0800781244,1046.8000869751,1081.0600700377,1133.0200843814,1045.9200820922,989.800064087,1165.740081787,1069.480079651
TAG(58:10)_FA 18:0,-0.00915133721973999,7.230406958707482,0.008046200385811164,0.928525126973457,0.9999898852101796,944.8 -> 643.8,TAG1,1046.8400840758,1020.5000724791,1058.2200813294,1014.4200744627,1011.6000671385,1062.3600616458,1056.9400863646,976.3000602722,1118.9000854488,1064.7800712585
TAG(58:10)_FA 18:1,-0.10317240524788282,7.263677808575693,1.0260745131350704,0.3110824382288356,0.9999898852101796,944.8 -> 645.8,TAG2,1132.0600852966,1111.8400764469,1205.7600822452,987.8600692749,1040.4400672912,1039.3800697326,1061.6400794983,983.3200683591,1021.2600784303,1082.0800704959
TAG(58:10)_FA 18:2,-0.05350284709500471,7.275220587554179,0.2757889454254634,0.5994746692616072,0.9999898852101796,944.8 -> 647.8,TAG2,1051.3200759886,1029.0800743102,1179.0200767517,1071.0000648499,1039.6600685122,1062.0800819395,1005.8400650024,1058.2200698853,1165.9800834656,1006.9000663755
TAG(58:10)_FA 20:0,-0.008799702871054232,7.269854905835372,0.007465959472888972,0.9311438493263531,0.9999898852101796,944.8 -> 615.8,TAG2,1061.3400611879,1100.6000785831,1054.0400810241,1079.1000823975,1050.7000770571,1120.0000839234,1097.6400833131,994.500072479,1067.1000823973,1014.9200744629
TAG(58:10)_FA 20:4,-0.06705580873221155,7.248016035615507,0.43264168558463745,0.5106955522064383,0.9999898852101796,944.8 -> 623.8,TAG2,1109.660068512,1083.8200721739,1075.3800735474,1023.940071106,1041.8000755308,993.6000709532,1012.8800659179,1042.5400810243,1096.8200798034,1018.3800697325
TAG(58:2)_FA 16:0,0.09090282395867061,7.397890292760208,0.8033963236590882,0.3700798606048691,0.9999898852101796,960.9 -> 687.9,TAG1,1046.1200790404,999.6400718689,1122.0400810248,1395.0600891116,1316.4200973504,1127.6600646974,1244.3200912474,1163.1600875852,1105.5400772095,1024.7400779724
TAG(58:2)_FA 16:1,0.0014352787660778508,7.23500088027719,1.9815885397989064e-4,0.9887686371175658,0.9999898852101796,960.9 -> 689.9,TAG1,1109.3400802612,1029.8600769041,1036.740070343,999.8000717163,1099.8600769043,1081.3800735472,1001.8800735473,990.8400764463,1046.7400741579,1039.0400619507
TAG(58:2)_FA 18:0,-0.025847084897506156,7.264337722979261,0.06435377465031622,0.7997424327396263,0.9999898852101796,960.9 -> 659.9,TAG1,1085.2800750732,1133.0800933838,1027.7200698853,1032.9000740053,1070.7800750731,1061.6800727845,1071.7800750734,992.8800697323,1112.6200904848,1034.3400688174
TAG(58:2)_FA 18:1,-0.02641455739443059,7.275481444380671,0.06729312404671806,0.7953195454221267,0.9999898852101796,960.9 -> 661.9,TAG2,1157.5800743102,1028.3000717163,990.1200675963,1160.7000808714,1081.8200683594,1112.9200897212,1050.9800682068,1005.3800659181,1076.6400756837,1008.5200843812
TAG(58:2)_FA 18:2,0.018369252217778055,7.420562471461684,0.032804385675192727,0.8562735353978043,0.9999898852101796,960.9 -> 663.9,TAG2,999.2200736997,1298.160083771,1090.3400726323,1278.6600875851,1197.4800796511,1142.5200843809,1182.3600883478,1197.7600860592,1299.0600776672,1115.3800773619
TAG(58:2)_FA 20:0,0.034686396252166074,7.253371804235779,0.1157909151747134,0.7336451938897852,0.9999898852101796,960.9 -> 631.9,TAG2,1086.2800827028,1012.3800735474,1013.8400726318,1039.9600639343,993.520072937,992.8800659179,1043.4200744628,1213.8400917048,1117.8400840757,1113.3600807192
TAG(58:2)_FA 20:4,0.08505243834131668,7.266026486459007,0.6975898337345097,0.40359473200835516,0.9999898852101796,960.9 -> 639.9,TAG2,1069.0200805663,1031.9000740048,1016.4600639344,1053.9800720216,1015.4400672912,1355.0800971991,1062.9200782774,985.6800765991,1009.9800605774,1017.3600654601
TAG(58:3)_FA 16:0,-0.08044508154570651,7.485669235279652,0.631336808467438,0.42686538742440683,0.9999898852101796,958.9 -> 685.9,TAG1,1212.2600822443,1256.8600921628,1465.2001075748,1106.6600761413,1167.2200851441,1156.8200683595,1349.5200920104,1086.1600761415,1381.0601043707,1070.5200767518
TAG(58:3)_FA 16:1,-0.07974316763885798,7.321472404479682,0.6151925893576529,0.4328393803474655,0.9999898852101796,958.9 -> 687.9,TAG1,1112.9400863648,1132.8000755317,1091.8200798033,1235.5200843811,1200.7400894162,1101.6400794986,1034.2600860596,985.7200775146,1082.6400756835,1091.7000885011
TAG(58:3)_FA 18:0,0.09321619126479155,7.329223364009095,0.8411843621206554,0.3590582622434323,0.9999898852101796,958.9 -> 657.9,TAG1,1032.6000747679,1012.5200729369,1215.900089264,1078.9200820919,1343.9200897218,1216.9200859072,1048.6000823974,1016.2800712587,1067.4600753782,1009.3400802611
TAG(58:3)_FA 18:1,-0.13195009405787192,7.280948317251669,1.6795071776622368,0.19498994987555046,0.9999898852101796,958.9 -> 659.896,TAG2,1108.560089111,1122.560070038,1108.5400848385,1184.1200790407,991.4600677491,1016.3000717162,1048.3400802611,1064.600063324,1053.7200736997,1000.0400733947
TAG(58:3)_FA 18:2,-0.057896268814857606,7.285698989315127,0.32330636492450315,0.5696273831322682,0.9999898852101796,958.9 -> 661.9,TAG2,1051.4400749207,1118.7400665282,1146.640075684,1073.1200714113,1032.8600807191,1064.4400787355,1019.7800712584,1093.3400726319,1130.7400779724,1018.8800697327
TAG(58:3)_FA 20:0,-0.10513749750959962,7.259082159066068,1.0649555424185366,0.3020876556530435,0.9999898852101796,958.9 -> 629.9,TAG2,1049.2000732421,1134.9000778196,1114.4000892637,1116.6200714108,1050.9000778199,1009.3000602722,1018.1600799561,1020.3800773621,1038.6600685119,1028.3200759886
TAG(58:3)_FA 20:4,0.022250340292773254,7.279091905106736,0.04766417380880883,0.8271788086664174,0.9999898852101796,958.9 -> 637.9,TAG2,1058.540081024,1078.2200775145,1011.0400733948,1036.3200798036,1062.800071716,1151.4400825501,1022.8800773621,1006.460067749,1262.2200927731,1042.2200775146
TAG(58:4)_FA 16:0,0.0010955822698617567,7.25418900293905,1.1556471928531042e-4,0.9914228238155455,0.9999898852101796,956.9 -> 683.9,TAG1,1108.5800743104,1021.7800674437,1047.0200691225,1039.8800697328,1066.2600822447,1062.8400650024,1010.4000816346,1073.6400794983,1091.3200798032,1039.8800697327
TAG(58:4)_FA 16:1,0.02863833780061502,7.281929402134352,0.07911121947689614,0.7785054907948605,0.9999898852101796,956.9 -> 685.9,TAG1,1103.120071411,1044.6000633241,1103.8800773619,1009.340072632,1090.8000755313,1093.5400810241,1145.8800964353,1009.0800704957,1106.540081024,1047.4800682066
TAG(58:4)_FA 18:0,-9.508634832045306e-6,7.237746929324086,8.692828956657905e-9,0.9999256089603811,0.9999898852101796,956.9 -> 655.9,TAG1,1029.3600845335,1005.920070648,1037.9000625611,1090.9800682066,1052.4600715639,1067.8800735471,1007.1800727845,1030.0400733947,1092.0600776672,1096.4200706481
TAG(58:4)_FA 18:1,0.012428297288301141,7.233872213090387,0.014866085848003863,0.9029571813182669,0.9999898852101796,956.9 -> 657.9,TAG2,1047.3800697328,1069.3400764465,1029.7600708009,1036.9200820922,1037.600074768,1150.100086212,1033.6200790407,992.5800743103,990.0600662231,1034.6200790405
TAG(58:4)_FA 18:2,-0.012018030313232592,7.234887803516436,0.013892076104357165,0.9061749018806636,0.9999898852101796,956.9 -> 659.9,TAG2,1117.0800743104,1022.8600730896,1032.4400749209,1019.820075989,1082.5400810241,994.9000778198,1039.7200698853,1032.9800758362,1052.3200836182,1024.2200736999
TAG(58:4)_FA 20:0,-0.008789462575320628,7.223939578392761,0.00741974437189441,0.9313567654810053,0.9999898852101796,956.9 -> 627.9,TAG2,1092.8000717162,1005.6000823974,1040.8400840757,985.1000709534,992.9800720214,1070.0800743103,978.5200767518,1050.400066376,1107.7200813293,1005.7400779725
TAG(58:4)_FA 20:4,0.022086614646434848,7.2419897628754395,0.04693578456712355,0.8284837030924677,0.9999898852101796,956.9 -> 635.9,TAG2,1083.6800842286,1022.9000663756,1028.1200637818,1022.9000701903,1087.9000701904,1033.2800712585,1033.3400650024,1060.1000671387999,1068.8000640868,1033.560070038
TAG(58:5)_FA 16:0,-0.01824555922255799,7.2309533603766445,0.032017186890610616,0.8579899411714005,0.9999898852101796,954.8 -> 681.8,TAG1,1056.0800743102,1049.5000686645,1064.1400756834,1028.3400726316,1007.1600723267,1059.2000694275,1058.9000816344,1013.1200714111,1031.5800666808,1038.6000633241
TAG(58:5)_FA 16:1,0.024315908223475187,7.225322786764104,0.05675527857975704,0.8116998686734357,0.9999898852101796,954.8 -> 683.8,TAG1,1043.2800712585,1007.6000633241,1016.8000755308,987.2400627135,968.9600753784,1052.4600677491,1027.4800682067,1067.1800842285,1161.5000915527,1071.5400772095
TAG(58:5)_FA 18:0,-0.040127116161724916,7.305309083270694,0.15559968336640972,0.6932405255311453,0.9999898852101796,954.8 -> 653.8,TAG1,1124.0800819401,1102.1600837711,1193.8200836187,1031.3800735472,1105.5000801083,1067.2200851439,1070.3800849915,1079.2000846864,1091.1400756834,1106.1400794983
TAG(58:5)_FA 18:1,0.03188453373148902,7.231828717866977,0.09771919641110371,0.7545840477338097,0.9999898852101796,954.8 -> 655.8,TAG2,1078.680080414,1021.1000747681,1006.680076599,995.3000717163,1044.9200820923,1050.3600807191,1090.3600845338,1000.7000656127,1086.7200851438,1042.3800735473
TAG(58:5)_FA 18:2,-0.009941100481774734,7.245842719885695,0.009509405903420198,0.9223164834802926,0.9999898852101796,954.8 -> 657.8,TAG2,1119.0400733952,1053.9800720215,985.7600669862,1048.9200706479,1023.8200683593,1067.4400672911,1058.6400680543,1021.6800727841,1087.1400718689,1001.7000732424
TAG(58:5)_FA 20:0,-0.017518347724099752,7.1996703976377106,0.02944527887110704,0.8637549423730281,0.9999898852101796,954.8 -> 625.8,TAG2,1023.3600845334,1036.2000694274,1011.5400772095,1023.5000801084,1022.7200698853,970.8800621032,1036.7800827026,1007.9600639345,1033.7200775143,1068.3200721743
TAG(58:5)_FA 20:4,0.03824345697265221,7.219017899964251,0.1405704625100911,0.7077145527521985,0.9999898852101796,954.8 -> 633.8,TAG2,1025.6800765989,990.0600662231,1070.8800659179,1002.4200744631,1080.3800926206,1036.8200645447,1043.0800628664,1031.8200683593,1009.9400749206,993.9600715635
TAG(58:6)_FA 16:0,-0.03321803988815371,7.323701072938846,0.10677190903776301,0.7438496337108913,0.9999898852101796,952.8 -> 679.8,TAG1,1140.2400856016,1229.1000823971,1017.4000778198,1118.660083771,1135.920082092,1032.6000709533,1146.9400901789,1080.6400833127,1088.7800788878,1033.3200645449
TAG(58:6)_FA 16:1,-0.031742622038295906,7.258891634127151,0.09699010476605446,0.7554719687907409,0.9999898852101796,952.8 -> 681.8,TAG1,1042.6000785825,1054.2200660704,1067.5200691223,1091.7600784301,1058.3000755309,1063.2400779724,1038.3400726318,997.440067291,1139.9400901794,982.6800765991
TAG(58:6)_FA 18:0,0.02865963449193899,7.293623919327097,0.07927832630822962,0.7782777928302358,0.9999898852101796,952.8 -> 651.8,TAG1,1122.540081024,1009.9400558473,1066.8800735474,1090.5200805668,1116.0800781251,1094.7200736999,1069.1600761413,1088.3400726317,1128.3000793456,1033.9800682066
TAG(58:6)_FA 18:1,-0.03836140529263038,7.272730537362305,0.141772678349941,0.7065250513591328,0.9999898852101796,952.8 -> 653.8,TAG2,1066.6200752258,1084.5600776672,1062.7200775145,1089.720085144,1125.9200820921,1046.9400711059,1028.9200744628,983.4800682067,1157.4400787346,1042.6800804136
TAG(58:6)_FA 18:2,-0.023227039917456744,7.277970778697853,0.05203874366364036,0.819552936436618,0.9999898852101796,952.8 -> 655.8,TAG2,1063.900074005,1089.1600837704,1071.180076599,1112.8800926209,1114.200077057,1087.2400856023,1025.660079956,1034.9000701903,1080.9800720215,1038.8000831603
TAG(58:6)_FA 20:0,-0.13713497821446177,7.247476741997354,1.8089161528486182,0.1786383022463148,0.9999898852101796,952.8 -> 623.8,TAG2,1197.140094757,1074.6400718688,1014.4800720216,1111.2000808712,989.040058136,1031.3000755309,985.6000671384,985.6800727845,1089.0000762936,1082.2600746157
TAG(58:6)_FA 20:4,-0.04030043278317566,7.224277155287513,0.15605335856481106,0.6928163972375734,0.9999898852101796,952.8 -> 631.8,TAG2,1046.8600845339,1009.7800750731,1047.8600769043,1085.2800827027,1020.3000564576,997.7000579833,1050.2200622559,998.9800758361,1068.500087738,1008.4000625611
TAG(58:7)_FA 16:0,-0.03460571007968465,7.2894053410049855,0.1156707002304389,0.7337782434439015,0.9999898852101796,950.8 -> 677.8,TAG1,1111.6000747681,1151.5000724795,1059.5400810241,1096.4000778199,1144.1800765992,1067.4400825498,1095.5600776672,1001.4400711062,1028.760066986,1042.1600723265
TAG(58:7)_FA 16:1,-0.0016571072568670436,7.252319397713665,2.643581265531214e-4,0.987027691756653,0.9999898852101796,950.8 -> 679.8,TAG1,994.2600708009,1011.8000679015,1139.9400863649,1070.5200805663,1036.2000732422,1045.2400779723,1060.1600723268,1062.820072174,1087.2400665285,987.0400733945
TAG(58:7)_FA 18:0,-0.018041727819441033,7.274736990261645,0.03137025345234057,0.8594168841797051,0.9999898852101796,950.8 -> 649.8,TAG1,1132.8600769047,1117.240066528,1039.4200706481,1000.5000724793,1022.0600662231,1052.3000602723,1070.8400688171,1083.8600769041,1138.4000930784,1024.1000823973
TAG(58:7)_FA 18:1,0.03453412292944213,7.241430685225013,0.1146972227531966,0.7348585055375005,0.9999898852101796,950.8 -> 651.8,TAG2,1066.7400779724,1054.8800735473,999.1000709533,1000.4200668335,1021.3200683591,1120.3400802613,1053.4800720215,1019.2800636294,1101.9800720214,1051.2600784299
TAG(58:7)_FA 18:2,0.010445848370204212,7.194176412044631,0.010459795440309172,0.9185398736021734,0.9999898852101796,950.8 -> 653.8,TAG2,1032.2600784301,971.8600578308,976.260066986,1036.9800682067,1020.4600677488,1073.4000740049,972.3800659181,974.180065155,1076.2800788877,1040.6000785829
TAG(58:7)_FA 20:0,0.013730279061743692,7.236355814553759,0.01812735040753699,0.892898214806194,0.9999898852101796,950.8 -> 621.8,TAG2,1077.7000770568,1052.4000778197,987.8200683593,1024.2800712585,1054.3000907897,1053.3000793457,1050.9200706483,1016.6200714111,1086.9600830078,1016.660068512
TAG(58:7)_FA 20:4,0.0018848770185076016,7.207389385900182,3.4118668592464374e-4,0.9852629212638808,0.9999898852101796,950.8 -> 629.8,TAG2,1021.3600769042,1034.0800704954,1010.6400794982,1039.3800811767,978.180065155,1019.4600753785,1124.0000801081,981.8600616454,1006.1800765991,1008.120075226
TAG(58:8)_FA 16:0,-0.06037337140173497,7.261790746828121,0.35106486148448623,0.5535109559418141,0.9999898852101796,948.8 -> 675.8,TAG1,1160.6800842286,1020.1800765992,1068.9200706481,1078.8200645448,986.1800651549,1078.4000701904,1072.140071869,1006.5400619506,1100.4600753784,1009.9000740051
TAG(58:8)_FA 16:1,-0.006434476174617877,7.254798533437121,0.003989118763646271,0.9496395178527745,0.9999898852101796,948.8 -> 677.8,TAG1,1207.0000839238,1028.9600753783,1011.2400741577,1014.2400703431,1023.6000671386,1025.2800712584,1159.0400848383,1025.6600761412,1029.520072937,1051.8600692748
TAG(58:8)_FA 18:0,0.04393443413255743,7.270642770113942,0.18598795831959958,0.6662769959353751,0.9999898852101796,948.8 -> 647.8,TAG1,1118.140083313,1012.8600654603,1016.2000694275,1043.9600715638,1159.0400772097,1003.3800773618,1064.6000709534,1086.1800765993,1127.1600799559,1032.5600852965
TAG(58:8)_FA 18:1,-0.03861753743885659,7.221484612919559,0.14318417486329782,0.7051358090841414,0.9999898852101796,948.8 -> 649.8,TAG2,1062.5600738528,1033.7200660703,1040.3200721741,1017.9400711061,1009.7000694273,1023.6000633239,998.2200737,1006.6000709532,1115.4800796509,1008.3400726318999
TAG(58:8)_FA 18:2,-0.007284788748498255,7.289160866895355,0.005115232835927019,0.9429832264121276,0.9999898852101796,948.8 -> 651.8,TAG2,1050.6400756835,1054.2000694275,1074.9400825499,1100.7600784303,1049.5800743102,1120.7600784304,1048.6400794982,1033.5000724792,1223.8800926207,994.5800666811
TAG(58:8)_FA 20:0,-0.019387912213309384,7.237353999458945,0.03616327766930705,0.8491787025207198,0.9999898852101796,948.8 -> 619.796,TAG2,1119.3600845337,1056.2800865169,996.3400878904,1041.1600723267,1092.240074158,1068.8000679016,990.0200805663,999.880065918,1047.5000648497,975.9600601195
TAG(58:8)_FA 20:4,-0.025843300625554906,7.200012447009254,0.06408258747091336,0.8001558662468168,0.9999898852101796,948.8 -> 627.8,TAG2,1045.4800682067,1004.1800651548,1040.6600723265,1017.8600730896,994.5000648499,1032.7200698853,988.6600723269,1012.5000686646,1033.0000724793,996.4200706481
TAG(58:9)_FA 16:0,0.015411417292238556,7.245261082480228,0.022850789201065314,0.8798457364151613,0.9999898852101796,946.8 -> 673.8,TAG1,1059.7000770567,1047.1000747681,1015.8800735472,1040.6400756834,1120.2800750728,1054.8000717161,1043.3600730893,983.8800735474,1097.9400711058,1007.2600746153
TAG(58:9)_FA 16:1,0.004424272265336536,7.211225427352276,0.0018786529001750818,0.9654277718197933,0.9999898852101796,946.8 -> 675.8,TAG1,1024.6200752259,999.6000709532,1053.4200744628,998.5200729369,1050.1800727843,975.7600746156,1046.9800758363,1008.8000679016,1083.5800743104,1114.700088501
TAG(58:9)_FA 18:0,-0.020431851434816732,7.2616805283181325,0.04017831240259023,0.8411323455063462,0.9999898852101796,946.8 -> 645.8,TAG1,1043.120075226,1047.4200744629,1099.2200775144,1042.940071106,1020.1200752257,1050.9400634766,1022.2400741577,1072.6800727847,1172.5400848389,1021.660068512
TAG(58:9)_FA 18:1,0.08204873836776454,7.212427422819459,0.6461928161263903,0.42147714486533544,0.9999898852101796,946.8 -> 647.8,TAG2,1002.7400703428,1002.4200782775,974.5600738525,998.6600723268,1086.0600700382,1000.9400749206,1070.1400756836,1047.0800704955,1066.0000724792,1033.840080261
TAG(58:9)_FA 18:2,0.002670667767702463,7.266512284090546,6.868573828011648e-4,0.9790914636242256,0.9999898852101796,946.8 -> 649.8,TAG2,1148.540088653,1048.0600662228,1040.2400779723,987.3200798034,1078.6000785827,1049.6400718689,1076.9200706483,1019.6400642394,1155.4200782776,1094.7400817875
TAG(58:9)_FA 20:0,-0.12206245935686447,7.30816926252906,1.4386394782235934,0.23035962935873117,0.9999898852101796,946.8 -> 617.8,TAG2,1195.540092468,1167.7200813294,1085.9400787356,1103.6200828549,1060.2200851442,1107.4600830074,1017.4000701904,992.4800682067,1156.0200843812,1046.7400779724
TAG(58:9)_FA 20:4,-1.826193300708817e-4,7.247315904600696,3.2092917772175156e-6,0.9985706307632239,0.9999898852101796,946.8 -> 625.8,TAG2,1063.1800727846,1023.8000717162,1043.460079193,1067.1400680542,1157.5400848389,1012.1800804138,1015.6600646973,1005.7800674441,1088.520084381,1012.0200767518
TAG(60:0)_FA 16:0,-0.01047141373784479,7.1525014735388455,0.010482572733524709,0.9184515370271202,0.9999898852101796,992.9 -> 719.9,TAG1,976.9400787352,998.9600753783,987.3200759888,975.3000679013,936.8800621033,1012.2200775144,994.9800682068,959.5600738527,1029.4800605774,994.1000671387
TAG(60:0)_FA 16:1,-1.6131862084793809e-4,7.152791321743151,2.4866053170563562e-6,0.9987418184555494,0.9999898852101796,992.9 -> 721.9,TAG1,991.660064697,977.6600646972,971.8600654603,963.3800735472,967.3200721742,984.4800643921,985.5600624086,960.300064087,1072.1000633241,998.6000785826
TAG(60:0)_FA 18:0,-0.01713156677367882,7.17650535836771,0.02812167138407118,0.8668230930128696,0.9999898852101796,992.9 -> 691.9,TAG1,1071.9000816345,999.820064545,944.82006073,1022.040058136,1006.0400733947,1027.680065155,975.3000679014,975.4000663757,998.5200729371,987.0600700377
TAG(60:0)_FA 18:1,-0.04281012468767345,7.226020048945501,0.17606739993612686,0.6747748675443188,0.9999898852101796,992.9 -> 693.9,TAG2,1042.3600692748,1074.8800659185,1046.1400909424,1023.2200736999,1000.8000717164,1014.1600799557,1034.7600746151,1007.8200645448,1092.260074616,991.060066223
TAG(60:0)_FA 18:2,-0.03180496338594549,7.214675921513313,0.09710618629940315,0.7553303548966391,0.9999898852101796,992.9 -> 695.9,TAG2,988.7400703429,1036.9800720215,1124.660079956,986.9200782775,1000.9600753783,1032.2800674439,1036.4200782774,971.3200759888,1085.2000808716,1119.9200744629
TAG(60:0)_FA 20:0,0.17780081358218508,7.401322361419663,3.0647133161812192,0.0800092743577565,0.9999898852101796,992.9 -> 663.9,TAG2,1122.4000892641,1095.6800727846,1016.2400741575,1070.0200805663,1136.3800773623,1544.9001121515,1175.4400825505,1007.4400634765,1381.8400993338,1049.7400741575
TAG(60:0)_FA 20:4,-0.06408102173174998,7.243107001266806,0.3951596181339765,0.5295996793897704,0.9999898852101796,992.9 -> 671.9,TAG2,1151.7000846861,1035.9400749207,1046.8600654601,1059.7000732423,1001.6400756836,1069.2000694274,1021.2800636291,1008.2000694276,1054.1800689697,1023.1800765991
TAG(60:1)_FA 16:0,-0.011019289523634965,7.218094029483736,0.011664447389053312,0.9139940492216057,0.9999898852101796,990.9 -> 717.9,TAG1,1055.6600837709,1054.8000755309,998.3000717166,1027.6000823975,1030.7600708008,1023.0000686645,1024.9400749205,1019.5200691222,1050.5600738524,1058.8400688172
TAG(60:1)_FA 16:1,-0.030385079226070425,7.222135842894709,0.08867996484274676,0.7658620622910522,0.9999898852101796,990.9 -> 719.9,TAG1,1097.300075531,1014.6000709537,1063.3200721741,984.34007263189994,1029.2800636292,1077.5400810243,977.2600746153,982.5600700379,1086.940071106,1022.9800720213
TAG(60:1)_FA 18:0,0.012745485782026555,7.241623333879662,0.015634294094103218,0.9004941231617922,0.9999898852101796,990.9 -> 689.9,TAG1,1032.3400688171,1003.2200736999,1014.8000717163,1131.8400840761,1088.8000793455,1126.3200836183,985.0400733946,1013.3600730894,1043.8000679016,1053.0600738524
TAG(60:1)_FA 18:1,-0.07337398675201616,7.293904038200143,0.51910242307869,0.4712248140626398,0.9999898852101796,990.9 -> 691.9,TAG2,1230.7000846863,1044.6600646974,1092.2400894166,1032.620082855,1070.9000816346,1047.3400650026,1016.180076599,1040.0000762936,1215.4800720215,1142.7400856018
TAG(60:1)_FA 18:2,-0.017456596125393572,7.308455728482005,0.02941630105796178,0.8638213447938118,0.9999898852101796,990.9 -> 693.9,TAG2,1074.9800758362,1072.5400772094,1062.7400703429,1153.8200912478,1060.7200736998,1153.060081482,1043.1000747677,1048.2400741574,1219.3200836181,1048.6800765986
TAG(60:1)_FA 20:0,-0.01852992496200344,7.31830188575076,0.03318974864395252,0.8554410453604053,0.9999898852101796,990.9 -> 661.9,TAG2,1164.5200920104,1118.4600830076,1094.5200767517,1053.0600738525,1073.0200805662,1177.4600791936,1066.4000778198,1050.5400695802,1157.7400779724,1042.3600692747
TAG(60:1)_FA 20:4,-0.08075361075564444,7.330631387817787,0.6311439055499914,0.4269360320915857,0.9999898852101796,990.9 -> 669.9,TAG2,1079.7800750731,1108.6200790405,1244.7600975034,1163.7200736999,1054.7000808716,1171.1000747682,1041.3800735472,1072.9400787353,1103.0600776673,1057.4000663757
TAG(60:10)_FA 16:0,0.0543504105058476,7.262842186638429,0.284539019867898,0.5937414983956693,0.9999898852101796,972.9 -> 699.9,TAG1,1065.0200805664,989.4600677492,1054.7000732422,1053.4600753784,1056.8000831603,1138.4200820921,1082.8800811767,1037.1600761412,1101.4000740053,1033.5200729368
