lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank
PI (40:10),0.12967723062019879,7.235401342225845,2.1282214232356695,0.14460846366694508,0.9605801899799183,920.5019 -> 643.5019,PI,1177.3000907899,1182.0200920104,1094.3800773622,1168.0000839232,1202.8000946043,1373.7000999447,1243.3000793454,1237.3800811772,1082.9600791932
TAG(54:6)_FA 20:4,-0.13016234748896782,7.107420369730477,2.1212182109124935,0.1452709547804407,0.9605801899799183,896.8 -> 575.8,TAG2,1280.7000846867,1087.0800819397,1126.1400718686,1104.980075836,1006.9400749206,1067.5600776673,1113.5000801086,1016.1600761417,1041.9200820924
Lyso_PC(22:1),0.13023312948064142,6.971397982849383,2.0989960902902576,0.1473958876900689,0.9703562606262869,578.4107 -> 184.1,SM,881.2600631715,895.5800590514,1048.0400733946,999.0800666809,1166.8800811766,961.1600761413,1075.2200851438,984.8400726316,947.3800621032
PC (38:6),-0.12298627644495132,8.875447415087015,2.0723511107017885,0.14999014186575385,0.9831231569453996,806.6 -> 184.1,SM,4330.7803382868,4791.2202987678,4076.8002700799,3662.0403251653,3984.1001892057,3771.420295715,4354.8203582769,3382.240196228,1303.1600875844
(11Z)-eicoseneoylcarnitine,-0.09804919664261957,9.332031324096437,1.3266304782005807,0.2494055449347148,0.9989215810569301,454.4 -> 85.1,AC,5369.160369872,5266.2603454597,4810.5603294385,5439.3204002376,5226.600368499,4869.6803741466,4633.1803321837,4790.2803268432,5655.7203979497
"(11Z,14Z)-eicosadienoylcarnitine",0.08699731629541287,9.261372244772865,1.042986585175961,0.30712788710915384,0.9989215810569301,452.4 -> 85.1,AC,4641.7203407279,4674.5203475955,4336.9802818301,5009.6803398154,5227.2003746043,5127.3803443907,4426.3603286738,5044.0603485106,5367.0203781119
"(13Z,16Z)-docosadienoylcarnitine",-0.06111389571053424,9.16010011986104,0.5137777612717702,0.47350804923735573,0.9989215810569301,480.4 -> 85.1,AC,4022.6602897657,4750.7603263855,4458.5203170771,5259.8603553789,4725.5603485106,4570.4803237905,4215.2802963266,4218.7002868645,4677.1203079224
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.028960960583858088,9.453216733459232,0.11606011238054492,0.7333475354009379,0.9989215810569301,384.3 -> 85.1,AC,5542.2604217541,5533.9203720105,6103.6604156508,5238.8803977965,5617.6004180904,5946.7403945899,5541.1804084785,4882.2603683466,5712.5004196182
"(5Z,8Z)-tetradecadienoylcarnitine",-0.07851311247835793,9.300673429106816,0.8505964334373255,0.3563836643999892,0.9989215810569301,368.3 -> 85.1,AC,5324.1603660592,5204.8803710932,5074.3203468324,5057.600334166,4597.8803138739,4748.6403465287,5003.7203407265,5214.3203926083,4856.2403602582
"(7Z,10Z)-hexadecadienoylcarnitine",-0.05474960465554196,9.307420022847106,0.41339076849456946,0.5202534831054667,0.9989215810569301,396.3 -> 85.1,AC,5306.5603904719,4974.4603538513,4923.5403442397,4847.3403472921,4997.2203445435,5022.0803680424,4687.2603263851,4607.3403091453,5905.4804153445
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.008603164274165168,9.068135014187195,0.010160647821696678,0.9197091960424787,0.9989215810569301,476.4 -> 85.1,AC,4236.76028061,3894.100292205,4561.2003173821,4215.0402908333,4613.7403297426,4482.5403480533,4108.1002845756,3817.9602737437,4440.4603233334
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.05779194288588775,9.090985548202331,0.45870295839843456,0.49823077189390136,0.9989215810569301,442.3 -> 85.1,AC,4254.0003051772,4207.6603050239,4217.820312499,4891.3203468316,4029.9802703853,4365.6003227227,4310.8602943421,4178.6402893059,4519.4403076185
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.093886418808911,9.251105341971456,1.2142364540761488,0.2704947231007839,0.9989215810569301,438.3 -> 85.1,AC,4617.180320738,5028.5803680414,4462.1602897663,5521.6004028336,4595.9803314205,4729.2803344731,4502.1203117361,4567.5603141792,5516.9803810109
1-O-behenoyl-Cer(d18:1/16:0),-0.005196890242102983,8.249716129529396,0.0036157441535156765,0.9520512538882135,0.9989215810569301,860.8 -> 264.3,cer,2397.6401748659,2391.1201744076,2401.6201515198,2489.5401878352,2420.5601654051,2350.880168915,2454.7201652527,2421.2601661681,2422.7401809691
1-O-carboceroyl-Cer(d18:1/16:0),-0.0279220293913547,8.228505482441708,0.10430077603106773,0.7467283325627735,0.9989215810569301,902.9 -> 264.3,cer,2370.7601699827,2429.1401710506,2402.6401786804,2434.0801620482,2407.8201751707,2317.0201721191,2389.0001907347,2340.5201683046,2343.7001647949
1-O-carboceroyl-Cer(d18:1/18:0),0.010636828561680661,8.253944139207292,0.015149900062331634,0.9020398444294553,0.9989215810569301,973 -> 264.3,cer,2352.5401649474,2475.6801528931,2464.3401718135,2363.520149231,2422.0801582343,2431.760166168,2503.6401863097,2372.5201606752,2429.7001800534
1-O-cerotoyl-Cer(d18:1/16:0),0.040385549242729114,8.255803389087161,0.218407305669595,0.6402561602986346,0.9989215810569301,916.9 -> 264.3,cer,2349.1801643374,2394.6601638795,2433.9001693726,2395.7801628107,2502.5601654052,2466.7201614382,2444.0801658632,2434.420173645,2421.9201736448
1-O-cerotoyl-Cer(d18:1/18:0),0.005753878966531797,8.260978862086557,0.004433649149859664,0.9469115678559314,0.9989215810569301,944.9 -> 264.3,cer,2325.1401481628,2359.4601631165,2521.3401794432,2486.9001655577,2527.1601867674,2349.7601661682,2455.0401687621,2403.0201911925,2492.4201889037
1-O-eicosanoyl-Cer(d18:1/16:0),0.04780486921118167,8.261311462017849,0.3061009152453137,0.5800827340148182,0.9989215810569301,832.8 -> 264.3,cer,2336.6001586916,2429.0001678473,2431.6801757803,2394.7001686097,2427.5401725766,2540.9401779176,2501.0801773068,2447.4001808164,2418.160167694
1-O-lignoceroyl-Cer(d18:1/16:0),-0.035884327548525455,8.285590086167256,0.17262598338548474,0.6777884807248384,0.9989215810569301,888.9 -> 264.3,cer,2490.8601684568,2432.0601730348,2571.7001838685,2527.5601806642,2447.4201812742,2565.4401817318,2381.2201805114,2384.9201736449,2496.6201820372
1-O-myristoyl-Cer(d18:1/16:0),0.03551913052381257,8.253859680995427,0.16896483902524362,0.681033431216469,0.9989215810569301,748.7 -> 264.3,cer,2430.0401763916,2360.9401779174,2454.7401733397,2364.2001800538,2449.3401756289,2442.1401710507,2534.0201759339,2427.1401710512,2352.800186157
1-O-palmitoyl-Cer(d18:1/16:0),0.016486818774012146,8.23929108899171,0.03636812254073166,0.8487572850122745,0.9989215810569301,776.7 -> 264.3,cer,2350.0401649473,2431.3601684572,2393.3001632688,2333.5201721194,2436.100177765,2363.960166931,2424.0201759339,2395.3601608276,2464.9401588442
1-O-stearoyl-Cer(d18:1/16:0),0.016121469779630082,8.258491529995341,0.03480971049515713,0.8519949626144057,0.9989215810569301,804.8 -> 264.3,cer,2395.8201713565,2359.5801582338,2475.2001724246,2448.5401611331,2500.3601760865,2455.1201667788,2401.7801666262,2433.4001808172,2413.7801742555
1-O-tricosanoyl-Cer(d18:1/16:0),8.24058850367375e-4,8.2573097755532,9.091331773808387e-5,0.9923924076249946,0.9989215810569301,874.9 -> 264.3,cer,2406.3601570129,2362.0401535031,2433.8401641844,2456.4201660152,2511.7801780696,2381.5801544189,2428.3601570132,2346.540168762,2536.4601898194
1-O-tricosanoyl-Cer(d18:1/18:0),-0.0032771919684652603,8.215953397637133,0.0014357563212190616,0.9697742896355496,0.9989215810569301,1001 -> 264.3,cer,2367.520172119,2299.6001625057,2432.0601730349,2335.2801513671,2323.5201606752,2393.3601646423,2311.9801635741,2385.7201652526,2395.4001808164
"12-Hydroxy-12-octadecanoylcarnitine, 3-hydroxyoctadecanoylcarnitine",0.02995702781702682,9.203608591091465,0.12352759872564079,0.7252395763363029,0.9989215810569301,444.4 -> 85.1,AC,4578.5803146361,5000.9803581231,4480.1403274529,4187.6003036512,5069.8803100592,4566.1003112785,4324.1402816769,4671.480350494,5257.4603881838
12:0 Cholesteryl ester,-0.003079504273876261,9.812678741878297,0.0013193743470256702,0.9710246568299157,0.9989215810569301,586.5219 -> 369.1,CE,7087.5604858396,7070.9604835505,6913.9604988092,6974.1604919427,7133.72051239,6892.3204841611,7132.4004974358,6837.9005050648,8226.7205963127
14:0 Cholesteryl ester,0.04028947374381713,8.842942044632478,0.22165674509516808,0.6377804509434094,0.9989215810569301,614.5532 -> 369.1,CE,3570.96023941,3579.2802658079,3590.4002532961,3710.9202651975,3640.2002410885,3906.3202857967,3678.4202690124,3639.460243225,3510.220245361
14:1 Cholesteryl ester,0.08050109610128829,8.825324061060254,0.8839141301238949,0.3471318671938838,0.9989215810569301,612.5376 -> 369.1,CE,3295.9802322385,3531.620246887,3471.9802474974,3581.2602386472,3669.4002532955,3871.7402839656,3574.3802604672,3564.9002532958,3856.540271759
15:0 Campesteryl ester_simulated,-0.053152528263217425,9.069753762992717,0.38797031779649416,0.5333682228552579,0.9989215810569301,642.6002 -> 369.1,CE,4193.9802970885,4191.6802520746,4326.9003105161,4767.4403495793,4380.4603157038,4625.7803230283,3804.460266114,4042.9002799986,4085.1202926637
15:0 Cholesteryl ester,-0.027333567409455358,9.229828987284376,0.10303534233689149,0.7482170693225972,0.9989215810569301,628.5689 -> 369.1,CE,4571.0203361494,4270.3802947997,6559.4004402158,4419.7202911371,5808.2604141236,4662.1203155504,4324.3803062429,4668.3803176878,3674.6202659607
15:1 Campesteryl ester_simulated,0.04236527316504035,9.008564019022028,0.24601255486238216,0.6198968612222233,0.9989215810569301,640.6002 -> 369.1,CE,3728.940273285,4342.2603225707,3901.6202850347,4028.7602806089,4022.2802886962,4853.3203582767,3700.1202659609,3902.8202667236,4333.1603202819
15:1 Cholesteryl ester,0.0851720565557306,10.30630123481616,1.0165388547106033,0.3133414117278295,0.9989215810569301,626.5532 -> 369.1,CE,7001.9205322243,7467.8004951498,19163.9613761891,8498.7006073002,15249.4811477674,6380.8404731781,9271.1006279015,13796.8810272195,3866.5002593999
16:0 Campesteryl ester,3.850757918909919e-4,8.832636747142148,2.023455765653992e-5,0.9964109008645098,0.9989215810569301,656.6002 -> 369.1,CE,3511.1202392575,3442.7402229309,3782.680263519,3651.5202484127,3449.4002304076,3987.3602676388,3378.3602447507,3578.720256806,3798.160270691
16:1 Cholesteryl ester,0.05431243315049897,9.021509324634255,0.4043669400841079,0.5248425610564996,0.9989215810569301,640.5689 -> 369.1,CE,4072.1402816767,4152.9802780152,4068.9002914424,3692.7802467346,3838.3802795411,5219.7603530883,3708.1002693172,3836.1202507021,4548.1803359985
16:2 Campesteryl ester,-0.016610674863484193,8.755265305122666,0.03757865728663323,0.8462916491665308,0.9989215810569301,652.5689 -> 369.1,CE,3366.680240631,3374.4402198792,3478.6202430726,3581.7202415462,3331.8402328493,3368.7402343751,3405.1802597044,3538.4602584835,3436.960243225
"16:2 Cholesteryl ester, zymosteryl palmitoleate",0.020675162268410742,8.755082814439023,0.05822775317100937,0.8093192977455308,0.9989215810569301,638.5532 -> 369.1,CE,3316.1402282711,3437.2402267452,3377.3002357483,3542.7002372737,3370.980251312,3731.4602508538,3494.7002563478,3278.160232544,3338.2802200314
16:3 Campesteryl ester,-0.009397094986108535,8.74277791187685,0.012020924347866502,0.9126949054540348,0.9989215810569301,650.5532 -> 369.1,CE,3600.2202682489,3307.2802543638,3403.3002395629,3288.7802314755,3449.4002609247,3403.5402412415,3325.6002426144,3337.6002349857,3500.1602478029
16:3 Cholesteryl ester,-0.008592596379529385,8.732809660922245,0.010051043975243479,0.9201419655730158,0.9989215810569301,636.5376 -> 369.1,CE,3378.8802337643,3368.4402351378,3534.2002525326,3324.060241699,3290.3802108765,3394.240242004,3460.2602386476,3382.5602416988,3277.820228576
16:3 Stigmasteryl ester,0.004164311854619502,8.78205108863392,0.002363909065877745,0.9612220928780538,0.9989215810569301,662.5532 -> 369.1,CE,3513.8602561951,3478.8602485657,3528.0602416992,3473.780231476,3534.7002563472,3559.1202659609,3437.5402412415,3506.5802421569,3433.7202453614
17:0 Campesteryl ester_simulated,0.03745583817147414,9.269703690984747,0.1935838706614872,0.6599503826423729,0.9989215810569301,670.6002 -> 369.1,CE,5490.0803985584,5002.1203460692,4338.8603096015,4928.1003417974,5295.2003593469,4595.120330811,5571.6404037486,4830.0403137202,4105.0202865592
17:0 Cholesteryl ester,0.04470840701695133,8.81561443915988,0.27256716906080936,0.6016148692845928,0.9989215810569301,656.5845 -> 369.1,CE,3360.4402389525,3403.8202400211,3533.5002593992,3635.5802688597,3485.2802543642,3753.3802490243,3512.000259399,3622.8602447511,3887.8202552798
17:1 Campesteryl ester_simulated,0.006751501386578108,9.030319119989871,0.0062536359443612355,0.936969043956368,0.9989215810569301,668.5845 -> 369.1,CE,4307.9003219608,4361.4802970885,4152.8602981573,3789.0202674865,3851.9202613827,5085.7803497319,4028.220279695,3728.680274963,4077.3603019713
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.07913028750789697,9.862210665106542,0.8717811329343761,0.35046268729307034,0.9989215810569301,654.5845 -> 369.1,CE,7037.9804916384,7242.5205001822,7235.8405151361,6918.3204917907,7318.3005294793,8203.6805686942,7205.0205154418,7315.4005203251,8049.1005706782
18:0 Campesteryl ester,0.006231233607674097,8.947423126944827,0.005315479487899566,0.9418798570427176,0.9989215810569301,684.6315 -> 369.1,CE,3698.0402641298,3691.5602798461,4354.9403152463,3885.3402633664,4140.6602859496,3799.9002761842,3608.1802749632,4149.7402839659,3954.8403053272
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.04097045093890566,9.252168689898093,0.2315720105958583,0.6303606483109778,0.9989215810569301,670.6158 -> 369.1,CE,5202.5203247077,4969.0803604137,4228.6002998351,5204.3603477474,4793.940361024,4726.1603469857,5928.1004295359,4732.9803390497,3843.4202804563
18:1 Campesteryl ester,0.02854690192652473,8.785891085200118,0.11107062877673779,0.7389285170648506,0.9989215810569301,682.6158 -> 369.1,CE,3419.240234375,3562.8402633666,3510.3402671814,3341.5602188114,3527.7802467346,3630.7802467345,3355.8602600093,3596.1202545162,3600.4002571102
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.010215466639297078,9.068033189798252,0.014326834048967285,0.904724956469467,0.9989215810569301,668.6002 -> 369.1,CE,4373.7803039553,4512.580326081,3798.7002677913,4374.1003036505,3816.5002784718,4778.900344848,4165.740314484,4177.060287475,4365.4002914421
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",0.022170627364803384,9.128728404725969,0.06748307034360224,0.7950373069102359,0.9989215810569301,666.5845 -> 369.1,CE,4675.0403137204,4356.9602928164,3884.1002578734,3956.140285491,4213.0602989193,4994.6003379799,4278.1002998351,3659.9002418518,5961.1604537968
18:3 Campesteryl ester,-0.027326343825227643,8.92030569410075,0.10219492422343857,0.7492113709401332,0.9989215810569301,678.5845 -> 369.1,CE,3920.5002632137,3952.8402519232,4155.3802871698,3660.900249481,4004.4202690115,3708.3802413939,3852.5202751159,3834.1002883903,3552.4002456661
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",-0.06552231307671869,8.817813817256019,0.5858631094270466,0.44402330209569835,0.9989215810569301,664.5689 -> 369.1,CE,3698.7602539058,3919.840244293,3566.6802520753,3581.360256195,3715.9202804561,3284.0402259828,3517.9002532958,3594.7202453611,3383.6202468871
19:0 Campesteryl ester_simulated,-0.04964629409404247,8.943929946112368,0.33731791929952404,0.5613814761014243,0.9989215810569301,698.6315 -> 369.1,CE,3980.5403099057,4098.040275573,3868.0602836607,3879.7602920526,3902.5802803039,3828.34027481,3774.5802688597,3788.5002784725,4079.420272827
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",0.07712950132319421,8.883271343641976,0.8132426487736657,0.3671632939610293,0.9989215810569301,684.6471 -> 369.1,CE,3548.7402534483,3442.2202377321,4098.9202880855,3631.5002632143,4135.7202911375,4106.0002708442,3496.900249481,3796.9402732845,3503.0602493287
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine",0.014310108269850082,9.345379728473242,0.028264861398621832,0.8664876425709636,0.9989215810569301,388.3 -> 85.1,AC,5024.6603317272,5325.5803566008,4759.6003608684,5009.6403694155,5570.2804031374,5065.0603332508,4465.9403305052,5219.0603637684,6037.8404388432
20:0 Campesteryl ester,0.012073805390318158,8.771501869625954,0.01985686186095348,0.8879375836726819,0.9989215810569301,712.6628 -> 369.1,CE,3538.8802452082,3290.9602355959,3400.4802284239,3475.0402412412,3460.3002624513,3358.8802452086,3473.8002471926,3530.8602371215,3697.1202697751
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.007472983213766505,8.9643877850672,0.007642898778964291,0.9303347522724343,0.9989215810569301,698.6471 -> 369.1,CE,3777.0802688599,4083.780292511,3800.8602867124,3838.260276794,4234.2802925107,3929.7002906797,3590.6202507015,3829.0202751157,4607.1203002929
20:1 Campesteryl ester,-0.002879942679387229,8.735628739381523,0.0011286024971980668,0.9732003649420577,0.9989215810569301,710.6471 -> 369.1,CE,3395.6202392577,3333.7802238465,3400.68024826,3307.2602233883,3368.1202392578,3344.2002334593,3388.0802497859,3314.0202178953,3609.9402618408
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",-0.027142470138355156,8.85350094154147,0.10052657271760479,0.7511986389895021,0.9989215810569301,696.6315 -> 369.1,CE,3710.7402687072,3500.600246429,3887.3402824397,3414.440246582,3671.1802635188,3573.5802421564,3494.8402633665,3508.2602424623,4284.080314636
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",-0.0061417922441869745,8.758051438221809,0.005138038864460848,0.9428564815017181,0.9989215810569301,694.6158 -> 369.1,CE,3592.8602638241,3466.9602432248,3348.760238647,3372.500217438,3272.0002403253,3496.7802391054,3425.5002517698,3528.7802467348,3438.340229034
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",-0.03460000249882493,8.785668472160852,0.16320624118002502,0.6862216007853766,0.9989215810569301,692.6002 -> 369.1,CE,3501.280250549,3511.9602279664,3446.4202499385,3765.7402496332,3440.9002342222,3372.1602249146,3502.6002464295,3574.2002449036,3428.9402465824
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",-0.028144461370195335,8.832947648785323,0.1080810772727937,0.7423394679246561,0.9989215810569301,690.5845 -> 369.1,CE,3618.2802581782,3678.2202529903,3704.4602432247,3502.6602439882,3570.2002677915,3681.3402709958,3532.760257721,3443.1602554326,3859.0802726747
20:5 Cholesteryl ester,0.04683874349852847,8.86826616345891,0.2997591418742309,0.5840334565762962,0.9989215810569301,688.5689 -> 369.1,CE,3606.2202415464,3819.1402664183,3517.8402366641,3713.3602600098,3779.8402481077,3995.4202880867,3380.8802299498,3980.940284729,3609.32024765
22:0 Campesteryl ester,0.009155003401009708,8.707252071948098,0.011396771488210666,0.9149828225396093,0.9989215810569301,740.6941 -> 369.1,CE,3301.0002441408,3333.9002342223,3314.2602348328,3211.5402221674,3254.0402297971,3370.1402320863,3316.9802322382,3305.420246124,3462.5402412414
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.04235096149195675,8.824862880302216,0.24476672619068363,0.6207843339293247,0.9989215810569301,726.6784 -> 369.1,CE,3403.1202430726,3555.4002456662,3666.980247497,3586.5602378842,3664.7602577207,3545.6402473447,3843.3002700803,3586.3002548214,3564.500259399
22:0 Sitosteryl ester,-0.04350339965658421,9.083903598230622,0.2598383195440839,0.6102312531763278,0.9989215810569301,754.7097 -> 369.1,CE,3857.5002822877,3945.5602569587,5236.4203567486,4260.4603271474,3781.9602699278,4385.5203056348,4534.5403289789,4089.0602722166,4688.0203323364
22:1 Campesteryl ester,0.026530370673489137,8.715316081978925,0.09571874055508472,0.7570290943943476,0.9989215810569301,738.6784 -> 369.1,CE,3328.2202339167,3228.5802230836,3324.8402290341,3235.5602188112,3351.5602493284,3325.0602226256,3323.6202316283,3363.3602218627,3553.5802574155
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.020019360627458536,8.767798500045712,0.05461238735778595,0.8152233738085237,0.9989215810569301,724.6628 -> 369.1,CE,3417.0602378839,3322.5402412409,3596.720256805,3655.3402557372,3458.3402557373,3455.8802337642,3475.1002464295,3414.1602325434,3362.5602340696
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.00785232115430602,8.725944353074958,0.008390732782277033,0.9270151020930943,0.9989215810569301,750.6784 -> 369.1,CE,3342.2202262882,3499.9802436828,3261.3602256775,3380.8202285769,3389.1002502442,3344.560249328,3318.840244293,3360.3802375795,3367.4602470398
22:2 Campesteryl ester,0.03721349398387508,8.720757101896384,0.1884017819672606,0.664250142492832,0.9989215810569301,736.6628 -> 369.1,CE,3312.0002479548,3252.7602233885,3353.3402328491,3278.2202377318,3341.1002426148,3464.7602348326,3400.2602348326,3338.6202468868,3412.3402519221
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",-0.038451710445088626,8.722927246680635,0.2011646471040034,0.6537824142213442,0.9989215810569301,748.6628 -> 369.1,CE,3260.06023407,3300.840232849,3430.7002372741,3582.2202453612,3324.5002403259,3304.600212097,3356.0402565002,3236.1002273561,3405.040248871
22:3 Campesteryl ester,-0.04544779607839321,8.73996272148492,0.2811230036187561,0.5959661034119899,0.9989215810569301,734.6471 -> 369.1,CE,3407.0402336121,3345.9002304076,3504.6402435304,3467.7002449034,3266.3002243042,3317.3202285767,3247.7002372735,3468.7602424622,3526.800251007
22:3 Stigmasteryl ester,-0.03028228591437768,8.749922773205865,0.12486294696994626,0.7238189328031972,0.9989215810569301,746.6471 -> 369.1,CE,3534.9202384947,3369.5202369687,3450.5402374262,3429.8602409362,3318.7402496336,3391.760231018,3424.620246887,3366.9402275085,3481.6802520746
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",0.004786170710393464,8.770979513722665,0.0031206628650384816,0.9554510313808534,0.9989215810569301,718.6158 -> 369.1,CE,3424.3602294917,3492.5202407835,3345.000236511,3514.8202552794,3490.1802482608,3518.7002639768,3385.0802383424,3431.2002334596,3618.3802452083
22:5 Cholesteryl ester,-0.01929764347832878,8.85812193894762,0.050853636211070974,0.8215844851663245,0.9989215810569301,716.6002 -> 369.1,CE,3967.3002700794,3406.2802467347,3623.4002532959,3756.8402709958,3860.260269166,3695.9402389527,3591.9602584835,3420.0402450561,3843.9802665713
22:6 Cholesteryl ester,0.04742199585854588,8.80016442191596,0.3065875542183566,0.5797817867961317,0.9989215810569301,714.5845 -> 369.1,CE,3431.2402381899,3601.0002555845,3317.5202522276,3492.3802452087,3628.5802574152,3551.9602355957,3528.3402404783,3597.4402236939,3709.9802665705
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.0286926014575236,8.757366464173694,0.11207130926961717,0.7377981909892821,0.9989215810569301,752.6941 -> 369.1,CE,3298.640235901,3352.0202560424,3556.1002426147,3492.6602211002,3393.9202499388,3365.5202331544,3330.7802352903,3342.7002296446,3788.0002937318
3-hydroxyarachidonoylcarnitine,-0.013222356471010716,9.075950641195616,0.023999624441133682,0.8768858670457421,0.9989215810569301,464.3 -> 85.1,AC,4036.4002799993,4363.2403411859,4163.9402771006,4457.8003578194,4175.1002845772,4320.6803016655,4185.3802986132,4186.9402847306,4678.3403549196
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",-0.0331958202491819,9.139006391017302,0.15146032417869382,0.697143708279476,0.9989215810569301,472.4 -> 85.1,AC,4523.0003166197,4424.6802864071,4339.100334167,4528.2803344738,4292.4003067014,4104.1402854924,4345.2803077711,4667.0603065489,5055.8003463731
"3-hydroxylinoleoylcarnitine,",0.04472875698118753,9.156202509849987,0.2750301340071726,0.5999773012638103,0.9989215810569301,440.3 -> 85.1,AC,4431.9403190618,4418.6602973931,4018.6602821345,4570.4403266906,4306.5603141788,4647.6203308112,4647.9803428643,4391.1603240969,5330.140388488
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine",-0.04681957075056414,9.701398362729286,0.30444556546917845,0.5811087797575659,0.9989215810569301,414.3 -> 85.1,AC,6095.1403808582,6406.5604858407,7115.4805145248,6708.6204338083,6508.6804618825,6723.3604583738,5676.2603950532,6576.3605003357,7675.74048996
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",-0.08043695382365432,9.104603746177803,0.8884455871463315,0.3458988868878613,0.9989215810569301,456.4 -> 85.1,AC,4338.9403419495,4384.0402908321,4421.800304412,4505.6803092958,3906.2602500916,4016.2802963253,4363.860328675,4406.0403289796,4986.7203292841
C12:0,-0.011827248404578319,11.232420852820983,0.019707897839825073,0.8883559505323471,0.9989215810569301,199.2 -> 199.2,FFA,18630.6413993833,18966.4213104217,17657.0812911984,16211.0012245195,17689.1613044744,17213.9811553946,18882.0214538539,17118.9612426767,29388.9020614657
C12:1,0.07086511967375626,10.94415108469298,0.7064569427568133,0.400622536210022,0.9989215810569301,197.2 -> 197.2,FFA,15580.2410812363,14973.8810386651,14085.4610366831,14671.3810539267,14618.4010200459,16084.8211517323,16882.9612960813,14736.8410377468,19157.0613479589
C14:0,-0.018788603905607316,12.493792645296365,0.049977935063556744,0.8231016728275337,0.9989215810569301,227.3 -> 227.3,FFA,42560.923011777,43496.783187869,43740.622886657,45630.143012993,40669.842681882,43109.703018187,43737.683059691,45624.363357542,63313.824600215
C15:0,0.0833620537032733,12.70394352236001,0.9842327252962981,0.3211560438755544,0.9989215810569301,241.3 -> 241.3,FFA,50216.963882451,44760.523147581,54921.704048176,50688.383544909,54401.324005109,61496.024368287,48629.883575436,48139.203353876,63594.044647235
C15:1,0.10837634414092238,13.714233312287773,1.665977879550553,0.1967981315517098,0.9989215810569301,239.3 -> 239.3,FFA,121124.169281006,45739.5832519426,168440.51205447,105975.408157352,140413.950302121,167762.592384347,75125.025176979,93383.766097993,44880.0028915446
C16:0,-0.03419685465631824,15.565906724350306,0.16605833979439844,0.6836389112507282,0.9989215810569301,255.3 -> 255.3,FFA,338766.02447522,428846.611145187,402955.188781843,426400.010559,325246.303100425,404294.330322213,414037.627624536,415161.570373367,315199.624511739
C16:1,-0.020147062939712492,12.260147320813413,0.057447534445704385,0.8105766715893272,0.9989215810569301,253.3 -> 253.3,FFA,38950.5226402305,42091.2430114766,38964.6028289815,40067.8027648954,36554.9224624616,42229.8629913236,43621.842987056,35518.6224021878,33059.6223907478
C17:0,0.05708422919427222,12.477178375499706,0.4613646742723163,0.4969868805842521,0.9989215810569301,269.3 -> 269.3,FFA,45121.343215939,45599.1831588758,41001.002868652,44927.883316042,42441.5229644702,50995.063919059,45075.802963261,45274.90324402,47241.763412472
C17:1,0.06438925197525275,11.455383246581608,0.5849196204696021,0.44439042177448396,0.9989215810569301,267.3 -> 267.3,FFA,20517.3814163164,22062.7815704384,20969.0814552285,21004.7415618909,20393.3815307606,23169.4817771951,21964.6414794929,22869.3415870641,27678.6819000227
C18:0,-0.019389348484277126,15.372408050042548,0.053383005882970735,0.8172778019606162,0.9989215810569301,283.3 -> 283.3,FFA,268759.379058848,384867.909301958,363009.285430935,408542.167938275,269223.63977050403,352707.20538326,394091.909179827,388992.645050116,206988.5140991
C18:1,0.05939279637583874,13.22295083670636,0.500130112624922,0.47944295741116616,0.9989215810569301,281.3 -> 281.3,FFA,75140.50544739,79866.305664043,75973.425720226,76912.565597537,76701.2856903,86603.32630921,82240.406127912,75378.625198358,55653.483963004
