lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,Control1,Control2,Control3,Control4,RAC1,RAC2,RAC3,RAC4,blank
PEo (36:5),0.2339746098471616,7.572681454981375,7.096601732464297,0.007723024164627961,0.11770925792570629,724.5277 -> 583.5277,PE,1174.2200813295,1569.9000930791,1403.7401084891,1601.5401191709,1945.1001701358,1460.2600975038,1747.9601325981,1611.0601234425,1099.6400718688
SM (d18:1/24:1)15Z)),0.22400945539070824,11.769655933782909,7.087202281527473,0.007763635266252447,0.11770925792570629,813.7 -> 184.1,SM,27135.7815856833,32043.9624786492,28526.8014221284,25856.6416587804,35628.5024375929,33783.2625236543,37084.1026611453,26271.5817489566,4254.920330049
PC (32:4),0.23327703217187168,7.534738122526502,7.041184200852085,0.007965634665533482,0.11956417632965756,726.5 -> 184.1,SM,1383.1000900269,1383.220108032,1335.2800941463,1525.9001045224,1531.7600936893,1514.0601081845,2103.1001739498,1471.6601219175,1012.1400642394
Lyso_PG(21:0),-0.23256100943845412,7.3718716529516595,6.898582146624786,0.008626413717164378,0.12694359793591892,572.3584 -> 383.3584,PG,1172.5000801086,1261.420082092,1342.9200897216,1907.9801368716,1176.5000877386,1369.120105744,1134.2400779721,1160.1200904845,1302.8600807192
TAG(52:1)_FA 18:0,-0.23286389340372368,7.348217835171999,6.915438187043439,0.008545469818270373,0.12694359793591892,878.8 -> 577.8,TAG1,1465.2201118469,1302.2400817868,1376.0200958249,1534.0401115423,1139.4000854489,1335.2601013184,1079.0600852965,1277.3400917054,1128.2000923154
Lyso_PI(19:0),0.2262219631814098,8.221373339294923,6.8437359993963724,0.008895261456268254,0.12715988043674906,632.3431 -> 355.3431,PI,2669.0801734943,1327.0600967407,2109.5601463333,2811.2601928703,2122.2801246637,2907.700244904,2605.0401840216,2801.3402099609,1970.9001274112
SM (d18:0/22:0),0.22133078656663735,10.221404330352192,6.854964278901647,0.008839532374783361,0.12715988043674906,789.7 -> 184.1,SM,8257.7605781554,11906.8609008707,9897.6407165547,8494.3807411169,11678.1807899493,10828.1608963029,12898.2810630774,9564.6807289123,2119.8601264961
TAG(52:4)_FA 18:2,-0.23134985408821537,7.437688518886996,6.873930633160455,0.008746207479601155,0.12715988043674906,872.8 -> 575.8,TAG2,1538.5801010132,1833.3601570136,1277.5001029962,1445.7400932318,1215.2000846864,1384.8600921642,1361.0600776671,1230.7600784293,1104.0800743103
PE (36:2),0.21816212600899654,13.137977369966588,6.742207536599228,0.009415804068351845,0.13333133874147282,744.5539 -> 603.5539,PE,77305.8465919772,75110.3260537341,77344.8652037381,65380.3252601321,93752.9879951024,86592.1259498842,94210.948116278,69183.644718146,8082.7205238275
PI (36:3),0.21952836360388533,9.037390615652095,6.62359876847086,0.010063628403039072,0.1411729554482397,878.5489 -> 601.5489,PI,3788.860248566,4831.7604179332,4389.6203155515,3765.6802940379,5543.6604232766,5641.3003768949,4824.9403305044,3543.7002716074,1345.1600952156
Lyso_PG(20:0),0.22348610713529682,7.897204386877331,6.589820550050359,0.010256350937928005,0.14254428479472164,558.3427 -> 369.3427,PG,1697.8401107789,1922.5401535035,1611.0201072693,1989.7401466373,2507.3401832594,1814.2601356502,2330.0601806631,1788.2601089473,1394.0600929266
SM (d18:1/14:0),0.21771677796341127,8.691300411262572,6.4584114938061,0.01104283205750042,0.15206688915879019,675.5 -> 184.1,SM,3069.1402282723,3168.2802352893,4170.0202560429,2739.260192872,4307.500274658,3683.600265503,4140.1602668759,3174.5002479573,1169.7800941466
PC (34:6),0.22300312499959418,7.48199460584323,6.403957934474462,0.011386623758353438,0.15537565692080463,750.5 -> 184.1,SM,1249.2600898745,1518.3401336674,1162.9000854494,1422.9800910951,1609.1201057425,1613.1601295481,1452.7000846862,1572.6801185599,1174.4600791927
PCo(34:0),0.21438961227495854,9.548841231157184,6.378405567459794,0.011551716214922285,0.15620834269007522,748.6 -> 184.1,SM,5498.6003951978,7188.4204673715,5598.160419465,5826.5603408794,7549.3205032364,6818.8805427549,8056.0605506867,5574.1403999329,1610.7201232907
TAG(48:0)_FA 16:0,-0.2196821318907036,7.8735423374516245,6.358444741360181,0.01168239019007865,0.1565648899581076,824.8 -> 551.8,TAG1,1840.0601234447,2303.7601585377,1699.1800994878,2415.9601516748,1907.4801330576,1585.3601036075,1428.3201103208,2164.6201515179,1418.0200920103
Cer(d18:1/24:1(15Z)),0.21107436511529495,10.822264975738413,6.262856558481602,0.01232952442156193,0.16377536421915448,648.6 -> 264.3,cer,13256.181053161,17043.9013252162,14593.6611595142,11923.9408264163,10545.440834046,13962.2610893234,28116.8820037696,13193.3009338364,7149.3604888922
PI (38:4),0.21096639474305756,10.209459465088011,6.228439267193313,0.012571449159321103,0.16552408059772786,904.5645 -> 627.5645,PI,9797.4605674812,11133.1406440677,9983.9407958951,7725.4205131549,11972.8207664392,11927.0808029073,11753.7209205611,9105.5206985453,1549.7401161188
PC (34:1),0.20915907966317127,16.07048383636268,6.207689905397908,0.012719651257114283,0.16601910032111775,760.6 -> 184.1,SM,560662.599430063,671577.923141967,533382.936119112,516119.537537115,692796.913642902,606456.280837981,781235.522316089,559178.761615861,19720.9012527401
TAG(52:2)_FA 18:0,-0.22094744319945273,7.202622957341935,6.166817576785606,0.013016856178988803,0.1684336303850189,876.8 -> 575.8,TAG1,1544.8600959775,1327.6400985712,1221.6400871273,1066.3800697323,1091.620067597,1063.0600776672,1147.120098114,1126.960079193,933.2000656126
TAG(50:1)_FA 18:0,-0.21768850597607334,7.227222016900568,5.994728281346159,0.014348690993990556,0.18408021523059678,852.8 -> 551.8,TAG1,1298.9801025384,1306.2400779731,1099.9600906373,1515.220100402,1079.2600631713,1212.5200881959,1133.3600730894,1065.5200767515,992.5400733945
Lyso_PC(18:2),-0.2149933816171187,7.458510151745616,5.930853037503972,0.014878038073648413,0.18782872584646373,520.3325 -> 184.1,SM,1529.9201049806,1430.6800918586,1634.2001152044,1397.0001029963,1500.5801124575,1230.4800910948,1158.3000793456,1275.3400917052,1404.7401008601
PCp(36:5),0.2105593207396034,8.176452846504802,5.929300523589276,0.014891151482830902,0.18782872584646373,764.6 -> 184.1,SM,2016.7001914976,2651.2001686086,2346.2201652521,1943.3601264957,2638.5001792913,2442.4001884469,2776.3201675408,2508.0602226258,1382.5601158146
PE (34:3),0.20719235423649474,9.048616405707174,5.903348124940676,0.015112131202019742,0.18902757445193027,714.507 -> 573.507,PE,4596.4602813719,4494.8603706326,4205.4603614818,3793.3803100598,5675.2404060382,4074.1803054797,5360.2002792323,4634.9803619369,1123.9600868225
PC (38:2),0.2017198137507415,10.884828320029294,5.724767894224181,0.01672724750808669,0.2075008141292407,814.6 -> 184.1,SM,13541.1010093717,17821.7814559894,15233.1611976587,15254.8810081518,19983.9213638207,16845.0413131634,19646.9413414011,14714.5013122586,2644.7601852426
PEp (42:4),-0.21012343918225304,7.3928516922387155,5.655604847892397,0.017399672605044828,0.21407302114895319,808.6216 -> 667.6216,PE,1513.7801094051,1392.0001029969,1458.5201034546,1509.6201019291,1239.5800781251,1154.3200950623,1545.1201095578,1143.1400871273,1055.1400718687
PC (36:8),0.2001092904969968,9.51261913734662,5.554235079772658,0.018436027297325314,0.22412798284055557,774.5 -> 184.1,SM,5118.1204490685,6612.8204917927,5497.6604042041,6350.4605293236,7556.6606101966,6379.4205093358,7708.8205680805,5468.5804328913,1689.7001113901
SM (d18:0/20:0),0.19773974133848218,14.676572363532637,5.546699428586763,0.018515569535129173,0.22412798284055557,761.6 -> 184.1,SM,209086.235893294,264117.559078301,208145.395004201,189800.094604616,262926.980094816,236161.55541624,292474.922340264,208239.917942122,9346.1806984007
PE (22:6),-0.20651412511103348,7.463190060799255,5.47904256784226,0.01924579761817348,0.23110353779902712,526.2929 -> 385.2929,PE,1382.0001106258,1627.4401054389,1520.2600936884,1518.7001190187,1418.6800994872,1297.280090332,1291.6600837704,1235.7200775151,1315.3600921628
PS (16:0),-0.20614676443502356,7.334216740573642,5.415361909849542,0.0199603150966151,0.23778121396840687,498.2828 -> 313.2828,PS,1259.960079193,1316.5600852968,1693.3401145937,1298.9800949097,1251.180088043,1132.220085144,1178.3800811767,1266.0000839227,1129.5000762944
PCo(32:1),0.1945358789779397,10.88835950137184,5.324895254057212,0.021022872298878097,0.24652602594231268,718.6 -> 184.1,SM,15523.2611732423,17908.4013786308,14276.7011222839,14720.3212890517,20701.3214340207,16625.7013740479,19272.7615165628,14906.3011245632,2095.340126038
PI (38:2),0.1969983924380105,9.030001467487777,5.33498700639365,0.020901495937241693,0.24652602594231268,908.5958 -> 631.5958,PI,4225.0603141772,4306.3202743509,4302.0403366094,4090.4803047171,5427.7203025824,4489.9803047183,5451.4204101602,4052.9802207938,1131.8800735471
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.19405712839632738,9.26351468627458,5.184536408345626,0.02278875119232079,0.26516213596646127,412.3 -> 85.1,AC,4997.7403678893,5197.3003768914,4933.0203514088,5198.3803558346,4448.2403182965,4307.0202789317,4648.060344696,4369.6803016657,5812.4404106139
SM (d18:1/18:0),0.19052388701307255,12.711115064113942,5.140060348560347,0.023379835450062596,0.2699471770041843,731.6 -> 184.1,SM,56003.7830695958,64536.1052169444,53529.9446183058,48529.4441452187,71599.0856209185,62234.2242431835,70955.6251640204,49513.5638885497,4515.8402862569
PE (36:0),0.1948650968248488,8.328535352781067,5.112564022474457,0.023753191168823587,0.2701025753363955,748.5852 -> 607.5852,PE,2981.8601608282,2333.9801712048,2666.9201736446,2175.3201713556,3122.5201950081,2439.580162049,3307.5202255237,2768.6001853959,1218.1800880431001
PEo (34:0),0.20055122496364852,7.3030143420995,5.113859481101475,0.023735462876213115,0.2701025753363955,706.5746 -> 565.5746,PE,1249.140087128,1111.8200874329,1169.2800903317,1200.3800811775,1230.9400863651,1374.6000976554,1381.9401092519,1448.7000770571,1110.4000740052
PSo (18:0),-0.18706603241896635,9.49605353317803,4.8486679457522115,0.027667490788116728,0.3122473960373174,512.3348 -> 327.3348,PS,5188.2803688042,4599.9402771016,10146.0006980998,5737.8204193094,7647.4004440264,3377.3802680966,4944.4403152449,6591.4604644775,3448.1602745051
PC (40:0),-0.1928649555967332,7.458960790359848,4.784060165534298,0.028724318598408807,0.3193718682682342,846.7 -> 184.1,SM,1353.9001045222,1561.6001167294,1477.2401084905,1690.0601043694,1463.0801124568,1111.0400772089,1572.3401031503,1179.6600723264,1167.2200851439
SM (d18:2/22:1),0.184812496580272,10.356104241556434,4.787378989252906,0.0286690199008723,0.3193718682682342,783.6 -> 184.1,SM,11509.0808487037,11630.3209266672,10677.0208129898,9381.8006515512,13616.780776983,11421.5006790074,13448.0210723925,10660.2206687898,1684.4001121513
PS (40:4),0.1869858647701897,8.684486301559765,4.76048162056669,0.029120398646426595,0.3213949880021053,840.575 -> 655.575,PS,2648.5001945491,3066.380184174,3829.4602966297,3428.8602561957,4144.4003486627,3950.3402595513,4091.2603302004,2605.7801933289,1708.3401145938
Lyso_PS(17:0),-0.18338332113082592,10.635196209700624,4.721537087285384,0.029787105215454954,0.32635361261604295,512.291 -> 327.291,PS,10721.4008140611,9056.5406455969,23794.9015464696,12950.2809829688,17147.8010597193,9205.5206718429,9675.0206794745,13783.5609855658,7518.2604942312
PI (38:9),0.19297520899321502,7.223449657091688,4.704445051481448,0.030084713217915775,0.3272257575368955,894.4863 -> 617.4863,PI,1135.6800918574,1219.5000839238,1064.3000717163,1044.3600769044,1308.0600967406,1311.0600891106,1242.4000892641,1242.0401000976,1105.8800773622
PE (38:9),0.18757266964923386,7.8531620196681065,4.637599631250408,0.031278722728788566,0.3377652001144722,758.4757 -> 617.4757,PE,1710.080112458,1825.8201293953,2134.1001777641,1516.2801055914,2261.6201705933,2129.1801528924,1723.5801086421,2070.3801345817,1167.0600814819
Lyso_PC(20:5),-0.19265942431375518,7.054158481097691,4.616137097106637,0.03167248950505511,0.3395743339077694,542.3168 -> 184.1,SM,1051.3600769044,1014.780063629,1072.4600868227,1322.2800865183,1019.8400764465,898.4600563049,993.7200660705,992.640079498,1118.7400703427
PC (40:10),0.18898447130639973,7.460622210221509,4.594704728185263,0.0320708666433345,0.3414068853308162,826.5 -> 184.1,SM,1354.8600769042,1300.1400985711,1442.7601013178,1246.1200904839,1429.3401107776,1892.7601432805,1363.0600891108,1408.420085907,1148.9200668337
PE (38:4),0.18002755020858477,11.376307863504392,4.5721464365184765,0.03249582521851943,0.3434946031901244,768.5539 -> 627.5539,PE,23028.0614242523,24283.3614730834,21405.1212882982,18979.9213943478,25435.741748804,26570.4620246757,26165.1019172703,21246.8621482856,3602.4602775567
C20:0,0.17876894107035274,14.120368925405687,4.532333080360203,0.033260243996108024,0.3491162673997073,311.3 -> 311.3,FFA,91232.026519785,110001.007934587,140646.370544419,198596.034149146,90293.966339099,140943.550201407,217788.296386727,162692.151992814,121745.648132349
TAG(52:1)_FA 18:1,-0.18729352573497499,7.433192470201385,4.505720081218934,0.033781669628846045,0.34969852491653736,878.8 -> 579.8,TAG1,1524.7001113898,1777.9801330563,1297.7000961299,1385.5000915526,1472.0800971977,1415.4000968928,1224.6200866705,1147.1800689699,1109.1600799564
SM (d18:1/18:1)9Z)),0.17781433936512311,10.207749843185276,4.4257477819250965,0.03540059812319744,0.3639472450884887,729.6 -> 184.1,SM,8999.6405334498,12444.1010856668,9011.2206192079,8557.0806465151,13385.9809875449,9672.680736546,12186.0209312356,8921.2406730637,1692.8601264961
TAG(54:4)_FA 16:1,-0.18565328745247922,7.059967548842634,4.296416642285155,0.03819276498660896,0.3899819064278915,900.8 -> 629.8,TAG1,1186.8000869753,1093.6800651552,1082.2400741579,1170.1200866707,1022.6800727844,1016.1200866698,944.8800735472,1002.8400802611,1006.2600746153
PS (36:3),0.17862334440935543,7.970315397642557,4.224715187611436,0.03983930494243231,0.4040459237742628,786.5281 -> 601.5281,PS,1833.1801261905,2068.6601562493,1806.6201362616,1977.4001426703,2331.7601623536,1982.6201591489,2410.2601470952,1979.6001167294,1546.6600952141
Lyso_PC(14:0),-0.18260081556338748,7.183379407794255,4.196055581751695,0.040518120667904965,0.4066806415355385,468.3012 -> 184.1,SM,1233.0400733951,1153.8400802615,1227.2600822448,1295.2201042178,1105.8400764462,972.660068512,1069.6600685115,1177.740085602,1140.4200744623
PIo (20:5),0.17704155233991375,8.183516903018402,4.190922767855962,0.04064097017343823,0.4066806415355385,632.3869 -> 355.3869,PI,2292.5601654048,1482.9200935377,2723.0202102655,2483.5001831054,2741.3001632685,2498.8201828012,2618.140186311,2310.2201499927,1642.1401138301
Lyso_PC(24:0),0.17879662044497616,7.7090307305324055,4.154339404460153,0.04152796967173191,0.41188695957394433,608.4577 -> 184.1,SM,1961.6801490789,1465.0801086426,1351.840106965,1219.680091858,1938.0201377883,1428.4401054385,1825.5001449586,1604.4601287838,2140.360141755
PEp (36:6),0.17607349924971855,8.161214219926372,4.146930382896295,0.0417100718555893,0.41188695957394433,748.5277 -> 607.5277,PE,2629.0801887508,2050.4601402277,2174.4401435853,2194.0601806631,2738.5401992788,2758.1202316292,2697.0801963797,2043.0801391595,1207.6400794986
PS (40:7),-0.17320807746629482,7.668670940560613,3.908944487646524,0.048029753966156156,0.47119386080523135,834.5281 -> 649.5281,PS,1789.2401390079,1770.0401229857,1721.8401145929,1709.9201202391,1615.9401092547,1566.560104369,1597.2201042173,1423.9801063531,1348.8400917047
PEo (20:0),0.1740141470076399,7.162200494788829,3.8093234565563225,0.05096803332457866,0.48728036955536663,496.3763 -> 355.3763,PE,1079.2400741575,971.0000648499,1032.8000793454,1238.3600883476,1242.4800872796,1346.0201072698,1149.2000770567,1140.520080566,1029.0000686646
PG (24:0),-0.17229341214673252,7.44842140232928,3.8165682200198034,0.05074807839455879,0.48728036955536663,628.392 -> 439.392,PG,1159.5400848393,1410.0000953669,1224.6800804136,2217.1001739503,1210.4400825502,1139.2000694276,1438.1201019283,1544.7201156623,1133.5600814817
PI (40:6),0.1737130860179669,7.22346534021585,3.813379288898323,0.05084477216204086,0.48728036955536663,928.5645 -> 651.5645,PI,1157.4800834655,1124.1400756836,1077.7800788878,1140.9400787354,1380.7600860594,1260.5800895694,1242.5800857539,1195.1200790406,1094.6200790406
TAG(58:5)_FA 18:1,-0.1749674327808134,7.11287173729102,3.8346510835336187,0.050203439167249,0.48728036955536663,954.8 -> 655.8,TAG2,1132.1800765992,1313.3400878912,1191.8800773616,1063.5200691223,1038.6600646974,1084.1600837706,1004.6800651548,1036.2200737,1019.7000770568
PI (38:5),0.16634926121102286,8.371084127265808,3.7330578603511224,0.05334564903897108,0.5067836658702253,902.5489 -> 625.5489,PI,2411.5001640322,2908.4602088931,2821.0802650447,2483.5601654061,2729.8802223209,3471.4802970886,3080.4002189632,2644.2601890564,1159.3200798034
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",-0.16233994860607606,9.510044512715133,3.649505080589149,0.05608587544758754,0.529464773879427,424.3 -> 85.1,AC,5409.9403839106,6279.2204551692,6042.9604606617,6954.1805038466,5635.3204040552,5279.060371398,5667.9404029854,5480.7604064939,5395.1403884888005
PI (38:3),0.1604548066352927,11.488648428482197,3.6343566395339657,0.05659847563879416,0.5309644495864377,906.5802 -> 629.5802,PI,26631.4011077893,25556.9616241486,23846.3017807165,20074.9213409385,27262.6619224415,28768.2423439044,28107.2217903195,23354.9418334878,2580.3801841751
PEo (38:0),-0.16669952288407874,7.468695080617115,3.5803947686631954,0.05846525593525115,0.5450704916696396,762.6372 -> 621.6372,PE,1586.0001029961,1461.6001014711,1473.2601089478,1612.160106658,1636.1401176448,1243.4200897217,1198.4400901795,1388.2201042169,1060.6000747681
PE (40:8),-0.16670938851117448,7.412375293706074,3.5665688986539354,0.058954005717570444,0.546234336926378,788.5226 -> 647.5226,PE,1308.1400947561,1409.5401039129,1551.4601097121,1609.6401252742,1296.9800910951,1215.5000915524,1492.2800941467,1235.3000869744,1056.3000755315
PE (24:0),0.16615670672276386,7.285016408812187,3.5063431583393116,0.06113425442224485,0.5595275359011556,580.3974 -> 439.3974,PE,1143.0400772093,1288.2000999449,1134.2400817866,1160.2200889586,1269.0600967409,1316.4000854491,1417.3200874331,1300.3600921633,1111.7400779724
