lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank,blank_solvent
17:0 Campesteryl ester_simulated,0.12255665240675852,11.138952537725388,1.7972212872506717,0.18004879103821447,0.9990118469723621,670.6002 -> 369.1,CE,12002.4008178755,17156.7212753287,23596.3217315755,19819.2414855968,22620.1617164604,19220.9213714606,16534.3612327526,25575.9819602925,23556.5616073713,18761.5412101773,6221.820438385,3561.6402320862
17:0 Cholesteryl ester,-0.037440778816645565,11.981659524252933,0.16815801711134348,0.6817540512808012,0.9990118469723621,656.5845 -> 369.1,CE,33972.2623710438,34185.0223617547,41217.7831497215,35253.1224823084,38840.8026085092,33573.9622268751,27514.2218704118,44388.8832664478,38161.5827293151,34948.8423194589,5894.1804046619,3634.500255585
17:1 Campesteryl ester_simulated,-0.041382235658392975,10.94342762555018,0.20480811895761164,0.650867544670318,0.9990118469723621,668.5845 -> 369.1,CE,17569.6212844852,15261.0809402428,18606.4812850944,16908.7010803228,19397.0014648457,14593.2210998526,12834.4809265128,22226.2215003837,17580.981277463,17913.581161499,6256.2804260262,3667.2002639765
17:1 Cholesteryl ester; 16:1 Campesteryl ester,0.058665042781769164,12.353149906546934,0.4130847329314751,0.5204079546684092,0.9990118469723621,654.5845 -> 369.1,CE,38555.9029922501,44638.5231971798,49806.9637947262,42740.9029426455,53534.3637199255,42230.6228904588,43161.5430946326,61094.7242851094,43726.0232315074,48351.0033721934,8082.3805885313,7921.9205551146
18:0 Campesteryl ester,0.11174712669010085,11.193442920518786,1.4946080226545106,0.22150287326458185,0.9990118469723621,684.6315 -> 369.1,CE,15110.6810607904,20479.1811370887,17925.6612510683,23802.6816635158,23041.1416892981,17222.9011993409,16420.6011009201,31328.7622871402,21765.9815712053,21797.0815620389,4041.7002906798,3758.1402664182
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.11766238073742423,11.108161730268133,1.6564431673244115,0.19808424532897156,0.9990118469723621,670.6158 -> 369.1,CE,14899.6610870357,17129.8812828064,20464.4014968909,20656.0214157112,20643.8215713531,18880.8813400255,17049.4011917122,23903.6617813053,22869.6016883861,19026.7214469927,5191.0203628527,3639.4802665708
18:1 Campesteryl ester,0.09808344452162292,9.000296958755184,1.1300818433871935,0.28775788221958765,0.9990118469723621,682.6158 -> 369.1,CE,3813.7002906795,3664.0202598572,3957.8802871706,4519.8203125002,4295.8003196713,4571.6803092944,3800.2002677908,4967.24035263,4383.2203102119,3944.8802719111,4635.9003334039,3654.0602569578
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",0.019182554554271994,10.905914350768679,0.044002789390354735,0.8338484230452603,0.9990118469723621,668.6002 -> 369.1,CE,12383.220809933,18369.5612945585,18022.5014877307,16288.4011421178,18671.8813400224,15046.8809394843,12882.1809387203,22030.0417327831,18390.0813255284,16488.5211029049,5927.0004196172,3808.3402671812
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.05881025319414765,11.21304586689761,0.41406298721122425,0.5199144639825045,0.9990118469723621,664.5689 -> 369.1,CE,14908.8810729968,19260.0213813835,24712.2617645207,22341.9216651908,22393.1415405233,18080.1814041157,15875.801090241,30401.2621078463,21465.281620026,22124.1214675934,4338.0402984617,3605.380256652
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",0.11666416906379572,9.980287964030973,1.6180300496144078,0.2033666879496044,0.9990118469723621,698.6471 -> 369.1,CE,7199.0205078107,8884.1806259167,8511.1406021129,7864.2205581655,8943.1406364457,7688.7005462651,9382.5406761179,11019.040748596,6915.8004837051,9815.8407096844,5607.7003822344,3910.7402915952
20:1 Campesteryl ester,-0.08697121662298887,9.950526391089587,0.8993575198066388,0.34295404211616626,0.9990118469723621,710.6471 -> 369.1,CE,7779.7405281049,8408.1605796814,9874.20067978,9231.9006996153,9274.9406471242,8235.1605911249,7795.9005622885,10529.0607147215,6529.980426788,8838.7006073004,3481.300239563,3473.7002601623
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",0.08050639981481958,9.348670661661737,0.765689713962189,0.3815537855906878,0.9990118469723621,696.6315 -> 369.1,CE,5169.020359038,4810.2003135702,6275.8804817196,4309.9603004448,6288.0404281615,4970.2403717046,4475.2003173816,8043.5805320749,6443.3604469288,4444.4203300489,4110.8202972413,3476.8202171324
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",0.053425148472573965,9.557679377252049,0.3381140112952181,0.5609198785118858,0.9990118469723621,692.6002 -> 369.1,CE,5572.460407257,6178.5404167194,6697.7404518169,5814.9803733828,7591.820472716,6229.9604568477,4782.6003456101,8223.3606185934,5140.1003379824,8620.3606376641,3656.3402519227,3573.4602470398
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.015862063022928953,11.06026077734569,0.03010752739014322,0.862246474973383,0.9990118469723621,690.5845 -> 369.1,CE,16842.9013214043,18845.941181192,19710.3614387505,18201.6612434389,20831.9614410414,17983.3011741624,15656.9010734545,26165.8020744363,18201.6811752323,17454.5012168898,4409.120319365,3654.5002479556
22:0 Campesteryl ester,0.04159839427685273,8.902693835639191,0.20304724842704136,0.6522723567324977,0.9990118469723621,740.6941 -> 369.1,CE,4242.2402877797,3928.3402786255,3552.3202438352,3529.6602363588,4367.0203094467,4143.0202980057,4076.5602874755,3874.8402709947,3899.1402778631,4148.4003105162,3742.760269165,3586.4002456666
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.020592359753813853,8.861742759852538,0.04971512664631961,0.8235597179056605,0.9990118469723621,726.6784 -> 369.1,CE,3712.3002738944,3735.0002593984,4085.3402900698,3707.2802925107,3837.1802749623,4027.0603027342,3690.5402679443,3859.3402862558,3898.5602836608,3839.1002540589,3893.7202720647,3587.960258484
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-0.02436065480345548,11.17369127788685,0.07103608010990925,0.7898341794929669,0.9990118469723621,724.6628 -> 369.1,CE,14513.2210311891,21133.8014678999,20686.6815223649,21849.481655116,24244.2416839658,20710.0413284277,14239.5209770206,24978.8417167626,19544.421417234,21251.7414283769,6883.5604591349,3495.1202507017
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.08285625170544901,9.075400000785793,0.807952261591451,0.36872635853990143,0.9990118469723621,750.6784 -> 369.1,CE,4727.6003341679,5137.1603813183,4009.9802703869,5362.0403747546,4173.5003013609,3718.2202644354,3979.3602867125,4529.7203025815,5111.0203323377,4726.7203330993,3538.0802497866,3532.5002250675
22:2 Campesteryl ester,-0.10014118987251305,8.9034249879457,1.1767603848142532,0.27801650494825303,0.9990118469723621,736.6628 -> 369.1,CE,4662.4403114315,4107.1803016663,4036.5602912892,3702.5602493288,4281.6402969348,3851.0602531428,4071.2002906798,3486.4402389531,4085.7803001405,3843.6402816774,3401.2602500916,3335.8802413942
22:3 Campesteryl ester,-0.055881331090574214,10.367512433432381,0.3724130478449794,0.541691879481949,0.9990118469723621,734.6471 -> 369.1,CE,11332.6207847564,11831.0608024594,11691.8607521051,12890.5809097272,11510.9608802799,10105.3607673614,9372.2406539891,14280.3609428388,11402.7807579025,11797.9808387752,3916.9002609249,3438.4002456668
22:3 Stigmasteryl ester,-0.07994377606899038,9.611241834436315,0.7574641054932556,0.38412329128130124,0.9990118469723621,746.6471 -> 369.1,CE,5742.1203804015,5720.4403953539,8056.3005981435,8548.6006660481,6587.6604194625,6610.4604682904,5390.0203475966,8338.9205741873,5533.8803977978,6915.8204994199,3655.0002555848,3520.1802558893
22:5 Cholesteryl ester,-4.989440088684465e-4,9.105567071297113,2.9299793083303882e-5,0.9956811291487597,0.9990118469723621,716.6002 -> 369.1,CE,4422.6203308102,4144.0002937314,5062.5003776542,4249.5602912894,4790.7603340152,4730.4603042615,4269.2803115835,4957.620399476,4072.6202964788,4591.6803321843,4795.3603363024,3484.5402679443
22:6 Cholesteryl ester,-0.0448504105119152,10.228442260601456,0.23968438818140925,0.6244341592054599,0.9990118469723621,714.5845 -> 369.1,CE,9144.0606384276,11895.5007820153,11192.3607826224,10906.7007980367,10206.2006721488,10541.5208206194,8615.0806465137,12648.4808807342,8911.2205886835,10960.3007354731,4072.3002815239,3548.5202560422
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.1068169208520958,9.679890666053957,1.3530402820090544,0.24474731306339353,0.9990118469723621,752.6941 -> 369.1,CE,4155.4602737424,7790.0804862942005,8113.1206130966,6757.6404609681,9781.7006645186,7220.300582886,7929.5405883794,8452.8205871571,4428.0802917475,5966.320411681,3984.5802764891,3430.5802268978
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine",0.0809743003535884,9.549353651210572,0.7761940066990931,0.37830768118403274,0.9990118469723621,472.4 -> 85.1,AC,6852.8004875166,5440.9804000845,6471.1204299953,5724.6604194634,5853.3804054253,6638.5804634086,6079.4403877262,6725.0204849246,6464.6204223629,6117.4404487603,5776.7003860457,5886.9604415875
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine",0.09374951808199232,9.371149422689125,1.0382506372395897,0.30822867668451165,0.9990118469723621,456.4 -> 85.1,AC,5795.1803703319,4995.0003395094,5326.2804031359,5183.4203834532,5422.8804054288,6245.3604278565,5078.8603630046,5747.2403526317,5431.2404174798,5953.9403991682,5029.1203269973,4690.2603607179
C12:0,0.1162405007019506,11.271438623961062,1.6168616926538864,0.20352993556676047,0.9990118469723621,199.2 -> 199.2,FFA,18414.7413597151,17129.3011627173,21664.3615951506,20105.9614639314,18946.6012649512,20314.8814697277,21792.6415100054,20218.6614379879,20552.4013671815,21242.3015174838,24331.9618072565,25743.461830141
C12:1,0.026557182065128384,11.02494501965317,0.0843385487498669,0.771501829596924,0.9990118469723621,197.2 -> 197.2,FFA,16837.5411911038,15559.3011054986,17814.4612121547,16763.9811401323,16549.6811676044,17797.8213043217,15875.4811439515,16498.7812042209,17428.08120727,17301.3612899799,21033.321449281,17264.6812438955
C14:1,-0.12168835721358039,13.03204672842987,1.77818308251031,0.18237259179933757,0.9990118469723621,225.2 -> 225.2,FFA,60815.444168098,119689.08860776,61873.644317614,53773.603500357,63195.604286193,52701.164138785,93602.226547196,79646.605422951,45319.163436895,58484.744117724,72734.4052505318,49212.043487552
C15:0,0.054056159943563685,13.063471395496785,0.35098111119130326,0.5535582716071663,0.9990118469723621,241.3 -> 241.3,FFA,67275.444747906,80601.005722062,67720.705001813,61808.824417106,67124.204650876,67782.624710084,79645.125885014,75879.005081177,66328.324539193,67359.18492125,77021.6256790191,68240.924835198
C16:1,-0.10209790934654688,12.660690536957304,1.251306088930031,0.26330316793154807,0.9990118469723621,253.3 -> 253.3,FFA,55720.1640357921,47334.983612065,58274.2042388969,58916.983940124,55028.743919369,55698.703994752,46134.103309624,49240.263793942,54699.743782071,50263.463615416404,57501.1238937239,29155.8621520942
C18:1,0.05768154153778938,13.304508730878592,0.39972598888425326,0.5272308015297116,0.9990118469723621,281.3 -> 281.3,FFA,84847.746124271,73993.14501951,82286.686141958,85573.266067468,82913.165527313,92977.446426401,80814.545776358,80064.545608521,87952.826156629,83717.526260368,84823.845901487,62872.804321285
C18:2,-0.058820802085625915,11.799009320881368,0.41473941557591854,0.5195737143907381,0.9990118469723621,279.3 -> 279.3,FFA,28982.7420730579,25908.381801597,31270.3421859737,30946.5821533236,31000.8221702579,28749.6019973812,27585.4019737221,30232.1019058227,28976.3421134928,26459.7018356314,33944.5024108907,28221.841972356
C18:3,-0.11699653318000089,11.158083335001027,1.63749744507786,0.20066917469869772,0.9990118469723621,277.3 -> 277.3,FFA,19417.9413642938,18825.6611900373,19836.7814903263,20853.4015083264,19830.661434179,19600.8813552833,17442.9212379448,17489.3012313882,19319.0614090001,17082.9011726401,18084.8013076779,15769.8810691809
C20:3,0.11564249252707283,12.281872387973918,1.6032571842918468,0.20544223036949308,0.9990118469723621,305.3 -> 305.3,FFA,30803.422279361,28938.2420616142,29639.2620925864,31082.6022262528,33580.3424301119,34713.3624877896,33820.6223602277,30088.2621002208,33763.5223236112,34142.3023757896,132071.369476319,22173.7016067562
C20:5,0.11405927773152238,11.914480291200354,1.5596035914200144,0.21172327154249887,0.9990118469723621,301.3 -> 301.3,FFA,31042.6221237201,29285.6621093756,29875.942230222,32443.882270816,29380.6220321667,32819.822395327,32078.9823989852,32400.8024444582,32565.90242767,34348.9024429351,34693.42251587,37094.14261627
C22:4,0.08752314462711314,12.445259868108588,0.9193211446857168,0.3376532806494978,0.9990118469723621,331.3 -> 331.3,FFA,46675.243148805,41544.222808839,46274.583465581,43066.283111574,44243.843078606,49706.303390496,45173.003067016,45352.043334954,47117.923385619,47789.163223264,50210.963630676,44332.703201291
Cer(d14:1(4E)/20:0(2OH)),-0.09175195184530283,8.358600800402828,0.9766599132210172,0.32302481330239846,0.9990118469723621,554.5 -> 208.3,cer,2718.6801948544,3049.8402214056,2745.2601928719,2790.9402046206,2760.4001808169,2614.2801628121,2587.440181732,2681.480182648,2639.9201812743,2651.6801872252,2585.9601821902,2612.4801788327
Cer(d14:1(4E)/20:1(11Z)(2OH)),-0.048596107261689836,8.332621255557909,0.2737670482614858,0.60081592550445,0.9990118469723621,552.5 -> 208.3,cer,2768.4202232366,2545.2801895139,2813.8002052295,2504.1401710506,2885.2402229318,2728.8801918022,2601.8601875302,2731.8001937859,2404.480159759,2576.2401657111,2742.2801818847,2427.1001625062
Cer(d14:1(4E)/22:0(2OH)),0.0580950953736929,8.386664241041077,0.3918492280538377,0.5313289672426849,0.9990118469723621,582.5 -> 208.3,cer,2602.9401779176,2822.320205688,2461.1201858518,2693.1801986687,3016.1402091985,2775.3801956178,2630.0202064515,3521.4202575686,2601.3001785268,2617.4401969903,2683.4001884463,2596.1001701358
Cer(d14:1(4E)/22:1(13Z)(2OH)),-0.12154931677356888,8.53896471636979,1.7216637261716539,0.18947902767964825,0.9990118469723621,580.5 -> 208.3,cer,2940.0002021785,3193.5602302557,3770.7202720637,3199.1602172837,3201.7402381892002,2847.6401977537,2900.3802337638,3807.54026413,2667.460193634,2753.4001960759,2537.1601791378,2538.2401847835
Cer(d14:1(4E)/24:0(2OH)),0.043162921957191736,9.392755005022758,0.22032090267608595,0.6387955153615407,0.9990118469723621,610.6 -> 208.3,cer,5711.4203605658,4989.920383454,5755.9804267887,6218.340404508,6027.8603858961,5085.4203262335,5906.9603919985,7185.7005310042,5665.7203788773,5699.3804473889,2869.3401985174,2627.5001831058
Cer(d14:1(4E)/26:0(2OH)),-0.020751904440786718,8.43661864913665,0.050073163867171644,0.8229360120859718,0.9990118469723621,638.6 -> 208.3,cer,2971.6602287286,2687.8801879885,2881.2401924135,2996.5402183535,3043.3202285777,2947.0602188113,2857.6201858519,3115.6802215581,2572.3601837148,2857.8002166751,2558.9401779174,2440.4401817321
"Cer(d14:2(4E,6E)/18:0(2OH))",0.04060758864449763,8.249660573633795,0.1907449724568422,0.6622973054124531,0.9990118469723621,524.5 -> 206.3,cer,2398.9201660157,2610.1401748662,2378.160175323,2497.9401779175,2471.7801856993,2564.440170288,2407.7001647949,2858.3601875306,2372.7801704404,2491.0401802064,2608.5401954646,2667.260177613
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",0.0677526813100224,8.271971988489407,0.5313322983650375,0.4660472716007529,0.9990118469723621,522.5 -> 206.3,cer,2748.0802001949,2402.4001617429,2500.8001747128,2424.520172119,2396.1801834107,2744.4401817323,2798.840198517,2529.6601867673,2480.6601753231,2488.8201675415,2577.6401596067,2483.8001899718
"Cer(d14:2(4E,6E)/18:1(9Z))",0.04815508407717641,8.282254775122997,0.2684803085780475,0.6043530205440811,0.9990118469723621,506.5 -> 206.3,cer,2595.1601829531,2497.2001724237,2592.3201828003,2535.2801780698,2409.1601715096,2646.9401855466,2562.0401802058,2641.0601730351,2521.9801826477,2659.5401802066,2628.1401901245,2504.980171203
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",0.06371485715327306,8.265160907314538,0.4698995092372864,0.4930334026235168,0.9990118469723621,550.5 -> 206.3,cer,2503.7801628114,2473.7001762388,2504.8401870725,2411.5201644902,2601.3601799007,2606.240177154,2442.940174103,2496.2801589966,2617.1201782227,2864.7402000422,2427.3601722716,2450.6401596069
"Cer(d14:2(4E,6E)/20:1(11Z))",0.09180366502650687,8.249196876209266,0.9750981660938667,0.3234119937467578,0.9990118469723621,534.5 -> 206.3,cer,2570.0001831053,2481.6801719663,2499.2401542657,2381.1601753232,2319.8001708985,2574.7601661688,2342.320171356,2966.720195769,2462.5801658634,2687.6801948553,2368.5601692196,2590.1201934814
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",0.06624453721528299,8.447962459508163,0.5103717894330364,0.4749779555678369,0.9990118469723621,578.5 -> 206.3,cer,2809.18019867,2992.5202140811,2769.6402091975,2825.1601867683,2875.9602012638,3272.1202316284,2676.7401771548,3390.5602264413,2850.5801887512,2739.8601913451,2544.7601737977,2437.2601661684
"Cer(d14:2(4E,6E)/24:0(2OH))",0.05343752553221959,9.845845152281903,0.3393116008618122,0.5602268486881905,0.9990118469723621,608.6 -> 206.3,cer,7485.5404930113,8412.7605400035,9028.7405738827,8532.320659639,6411.5204772937,7275.0805168168,7091.4604682912,13024.2810287531,7943.1805381775,6084.8604621899,2474.1601753234,2434.7201728821
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",-0.011142462402075944,9.044682630469492,0.014613913472329543,0.9037797309274344,0.9990118469723621,606.5 -> 234.3,cer,4106.2203025813,5129.2203979492,5324.6803741457,4132.6403198225,4170.3602790842,3741.0002899184,4571.5603103638005,5108.5203399661,4768.6003417945,4452.760303498,2503.8601760859,2622.7401809689
"Cer(d16:2(4E,6E)/24:0(2OH))",0.11056139991061711,12.717409051902282,1.4676646122381882,0.22571452703855568,0.9990118469723621,636.6 -> 234.3,cer,41312.1827926483,59297.4841003444,64557.9644432258,63986.2245483358,64073.1442222553,55409.6241416596,48115.5231781016,103064.227214799,53625.5237312364,56893.2438583106,2569.9401779174,2528.0601806642
Cer(d18:0/14:0),0.05741806713301909,8.250444645770077,0.3813085234192971,0.5369037674584585,0.9990118469723621,512.5 -> 266.4,cer,2499.6401596071,2446.8001747131,2458.640167236,2460.9201889038,2390.1601638794,2618.3001976009,2591.6601791385,2511.8201713565,2538.4601745613,2469.3001632687,2685.6201934814,2556.700176239
Cer(d18:0/16:0(2OH)),-0.07111126931461118,8.355402200711424,0.5866310188663886,0.4437248478000653,0.9990118469723621,556.5 -> 266.4,cer,2596.1001968381,3135.4602165224,2829.380203247,2683.3801651003,2671.74015808,2582.6201896665,2693.3402061466,2737.3201980589,2567.6001739499,2642.1801834102,2621.2401771545,2558.4401931758
Cer(d18:0/16:0),0.01361965776880591,8.328006681485565,0.0214977297219896,0.8834311447006812,0.9990118469723621,540.5 -> 266.4,cer,2634.5201873776,2786.2601890565,2694.8801956174,2472.5001831055,2527.4601669308,2695.520175934,2597.2401809689,2528.700172424,2805.1201896664,2584.4001731872,2875.0402107242,2672.7001953118
Cer(d18:0/18:0(2OH)),-0.0011819197666101974,8.494159814242519,1.626848703768502e-4,0.9898234195810859,0.9990118469723621,584.6 -> 266.4,cer,3114.4802131653,2892.920211792,3268.3202323922,2750.5802001948,3171.0802268993,2729.1202049257,3296.2402458188,3329.6002159106,2805.4202041623,2990.2401924132,2428.0601654049,2517.4001617428
Cer(d18:0/18:0),-0.08383480992943222,8.443346053117997,0.8168784564856386,0.36609441541212007,0.9990118469723621,568.6 -> 266.4,cer,2849.4001884454,2939.3601951607,2901.3401908878,2726.1201896672,3364.3802413935,2931.2002029418,2578.1001777645,2808.8602027889,2752.9202079779,2848.1801948554,2936.000202179,2580.0201835633
Cer(d18:0/20:0(2OH)),0.026438894608506482,9.6056824244076,0.08286130828250116,0.7734566609634301,0.9990118469723621,612.6 -> 266.4,cer,6037.5003967282,6489.0604553221,6834.4404907247,6700.2604141239,7474.4005470263,6220.5004615788,6117.0603981017,8600.4606323225,6516.4204750061,6675.1404685999,3183.9202461253,3144.64024353
Cer(d18:0/20:0),-0.10173542773090584,8.80284196030877,1.2128360561824714,0.27077117471415973,0.9990118469723621,596.6 -> 266.4,cer,3599.4202461247,3658.7402687072,4215.1202926626,4175.7603149416,4006.120285033,3415.9202499393,3184.5402221665,4408.0402984639,3936.4002761836,3359.6202316286,2641.5201950065,2546.2801818844
Cer(d18:0/22:0(2OH)),0.12026727941220226,10.064034313361908,1.721273035182243,0.18952925983680677,0.9990118469723621,640.6 -> 266.4,cer,7116.9604873648,8754.08065414,10120.0607566813,9231.3606567371,10195.5007400501,9161.9006309496,7790.42060852,14524.2608871489,8784.9206123365,9133.3606452951,2579.3201828008,2535.6001663209
Cer(d18:0/22:0),0.009811650440810924,9.548072331952111,0.011406589224218777,0.9149463504075384,0.9990118469723621,624.6 -> 266.4,cer,4770.2803306604,6988.1205863952,7615.2605476366,6976.8004646299,6339.0404739385,5769.4203796395,6587.4004554756,8290.2805633549,6350.1804962164,5911.7604026808,2461.8201560976,2491.9201736449
Cer(d18:0/26:0),0.12206899214037238,10.252489707440343,1.7754636507293924,0.18270735207532207,0.9990118469723621,680.7 -> 266.4,cer,8067.7006263736,10195.9008255011,11793.6608085632,10741.4608306888,10855.0407447808,8646.5605888363,8482.9605865493,17654.7212905903,10851.4207191452,10613.2807960504,3079.1802101142,2617.4201850889
Cer(d18:0/h26:0),-0.07595845747893891,8.613726517658911,0.6736129134232822,0.4117948097238956,0.9990118469723621,696.7 -> 266.4,cer,3066.9402008055,3403.3002510065,3435.2802391035,3866.0402717587,3205.1402320875,2920.0202178958,3097.5602111809,3848.8202743556,3201.9202194212,3029.0202140825,2526.7401847836,2466.8201789857
Cer(d18:1/12:0),-0.0015226511309346523,8.197890200111642,2.6788523214749116e-4,0.9869414469412863,0.9990118469723621,482.5 -> 264.3,cer,2460.9401626586,2362.3001708982,2392.6401748656,2423.3801765442,2534.8601913454,2492.4201774599,2395.7401618955,2423.020183563,2352.3401718138,2473.8401718139,2368.5601730346,2416.9001770015
Cer(d18:1/18:0),0.006632861950299067,8.475757445053558,0.005120819115146391,0.9429521543473777,0.9990118469723621,566.6 -> 264.3,cer,2792.9002037047,2899.6402053827,3087.5602302537,3042.7202377323,3075.3002128598,3018.7402420043,2823.0601997383,3161.6202201842,3133.5002288824,2810.400180816,2509.3201637269,2514.2601852415
Cer(d18:1/18:1(9Z)),0.019034973454294432,8.369396922677497,0.04204789516011598,0.8375285023140325,0.9990118469723621,564.5 -> 264.3,cer,2774.340187073,2900.8802070613,2778.8601837154,2560.000175476,2574.5401802064,2677.5401840207,2483.1601791378,2855.9001960743,2756.540191651,2964.5402259834,2726.0801887514,2422.1601753235
Cer(d18:1/2:0),0.05009094968347574,8.21679849530781,0.2900213697064029,0.5902068363919029,0.9990118469723621,342.3 -> 264.3,cer,2458.3601646421,2372.2001647946,2417.5801696775,2452.3601570131,2387.1601600647,2514.7801856991,2462.2001686097,2503.4801826479,2634.580177307,2377.400177002,2453.5401878358,2377.7801780699
Cer(d18:1/20:0),0.009084579482681923,8.313471448197834,0.009565713242818852,0.9220875623602551,0.9990118469723621,594.6 -> 264.3,cer,2594.340183258,2502.7001800539,2661.7401924137,2914.5001983636,2497.9401626585,2490.9001884458,2656.960186004,2765.5401954655,2606.6601791385,2712.7801933285,2497.6601829525,2448.7801666263
Cer(d18:1/22:0),0.07641373286918862,9.057739232412835,0.6873904383515708,0.40705341015025187,0.9990118469723621,622.6 -> 264.3,cer,3908.1402702347,4453.420326232,5516.3203659057,4137.9402847289,4399.0402793881,4503.8803367619,4185.6002540588,6186.7804336524,5230.0604057297,3522.8002510064,2440.2201728815,2630.9201850897
Cer(d18:1/24:1(15Z)),0.09460951868816675,10.124055246214422,1.0657821401445702,0.3019001076737937,0.9990118469723621,648.6 -> 264.3,cer,6919.140529632,9939.0207252512,10815.9808502201,10140.1607170078,10077.7807693421,8472.5805892941,8829.6006431574,14900.2011566176,9968.9807243349,9002.4405631958,2440.4401855469,2462.6201820372
Cer(d18:1/26:0),0.03790112342711674,8.491069322270604,0.16723992780858676,0.6825765114582265,0.9990118469723621,678.7 -> 264.3,cer,2742.9201927182,3268.6202163696,3096.6602058415,2802.6201972963,2950.740192413,2876.7602081288,3128.4802093508,2865.0802078255,3269.5002250675,3082.120185852,2606.7201957701,2592.6201858523
Cer(d18:2/14:0),0.015389452680550674,8.21220045349988,0.027375728663550425,0.8685849824968837,0.9990118469723621,508.5 -> 262.4,cer,2580.3401832578,2454.2401771543,2402.2601661683,2375.8801650999,2416.1401672358,2434.8001747132,2499.4001846312,2456.5801773071,2386.7001571653,2553.8601837159,2386.4201622011,2420.0401840209
Cer(d18:2/16:0),0.04959079718728923,8.257493068922107,0.2845689070518967,0.5937221108588473,0.9990118469723621,536.5 -> 262.4,cer,2567.8601875307,2534.4001808172,2484.6801834102,2462.8401794432,2388.9801597597,2516.8601608277,2597.8601570123,2564.4201850891,2596.4401969905,2570.880157471,2520.9601707454,2386.7601585386
Cer(d18:2/18:1),0.05660515987034403,8.23816023851475,0.37048840961146323,0.5427381633706723,0.9990118469723621,562.5 -> 262.4,cer,2520.5401725767,2406.6601753231,2396.2601623537,2496.6401786804,2353.640182495,2556.2201805117,2495.9201774596,2562.4401779172,2488.9401855468,2533.6201744077,2625.0201911929,2500.8601837153
Cer(d18:2/20:0),0.037869774610254585,8.339560514256041,0.1663143420118458,0.6834083590560178,0.9990118469723621,592.6 -> 262.4,cer,2492.3001708986,2928.4001998892,2677.3001899712,2483.2801856996,2667.9801750176,2724.4401893611,2867.1802215579,2760.4802093504,2608.8601951593,2616.0201797493,2610.3002052307,2584.1401748659
Cer(d18:2/20:1),-0.0233190726989583,8.22080318149971,0.06285053282704589,0.8020459946360395,0.9990118469723621,590.6 -> 262.4,cer,2527.720184326,2450.4201736449,2599.8401641844,2371.2401695249,2421.5601882932,2576.120174408,2384.6401634214,2396.6201629641,2347.5001678466,2441.8201751704,2593.6401901241,2408.6401634215
Cer(d18:2/22:0),0.04508497549798004,8.530154421341827,0.2368203827409987,0.6265120931480163,0.9990118469723621,620.6 -> 262.4,cer,2913.7401962275,3084.7602195722,2904.6202049254,3113.9602317804,3148.7202148447,3105.8402328491,2842.5802040104,3700.7202415469,3128.0802383419,2858.5002059929,2804.3601989747,2479.8801727292
Cer(d20:0/26:0(2OH)),0.11603194333764418,8.561291282236422,1.5699270326414734,0.21021761065455405,0.9990118469723621,724.7 -> 292.4,cer,2601.7001762388,2502.480175018,3322.440235138,3098.3002014168,3793.2202873217,2562.360183716,3078.1402168274,4591.5202903747,3642.9202384947,2724.4201812751,2429.0001792909,2409.4401779171
Cer(d20:0/26:0),-0.008248235552768157,8.334482902134932,0.007889896231738192,0.929220919272468,0.9990118469723621,708.7 -> 292.4,cer,2626.3801765444,2563.4001693727,2975.5402145393,2688.5202102656,2599.3401794425,2464.5601768489,2652.2801857002,3193.6402359011,2585.2001876831,2464.3801689149,2529.2401733399,2478.5201759332
Cer(t18:0/16:0(2OH)),-0.0973485180515567,8.385010011958311,1.0999892185103264,0.29426847040315784,0.9990118469723621,572.5 -> 282.4,cer,2972.0202178958,2677.4801902769,2942.6602172851,3014.6202049257,2694.180187225,2718.4202041623,2607.0201873776,2869.2802047743,2559.3801689147,2593.2801856995,2735.3201751712,2473.0801811218
