lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1,C2,C3,C4,C5,R1,R2,R3,R4,R5,blank,blank_solvent
TAG(56:6)_FA 20:4,-0.041599765329109084,6.995818721900037,0.19012528652867644,0.6628123630933739,0.9990118469723621,924.8 -> 603.8,TAG2,1063.8600730897,1043.0600776674,1052.8400764466,1199.8600845341,984.9600677489,1009.0400657655,1024.5600700378,1051.3000831604,1108.76007843,991.5000648498,1052.9000701905,1013.5200729368
TAG(56:7)_FA 16:0,0.028676158673050928,6.94813146519758,0.09007349370948226,0.7640837443868616,0.9990118469723621,922.8 -> 649.8,TAG1,979.5200767515,1058.6800765988,1026.600063324,957.5800743103,1019.2200698854,958.4000663756,1091.1600608825,1029.0800781248,1058.9400596619,994.4800643924,1032.820072174,1017.9000740052
TAG(56:7)_FA 16:1,-0.07357152334562451,6.977031589590165,0.5941846620274935,0.44080548282818877,0.9990118469723621,922.8 -> 651.8,TAG1,1027.5200729368,1080.860080719,1233.5200843808,990.3200683591,1028.0800704956,995.9200706481,1000.5400772094,1028.7000732422,997.1400718689,1059.700061798,992.6200675966,963.0800666811
TAG(56:7)_FA 18:0,-0.02165198435664387,6.971409710147985,0.0514206137282196,0.8206094838747906,0.9990118469723621,922.8 -> 621.8,TAG1,1000.9200782775,995.5400657655,1013.5800628663,1036.2400703429,1160.3000755311,1156.3600769039,1014.9800682069,1031.9600753787,988.9800643922,930.1800651547,1062.3800735473,946.460067749
TAG(56:7)_FA 18:1,0.09687670797698222,7.028027351420956,1.0325661722811974,0.3095567087942896,0.9990118469723621,922.8 -> 623.8,TAG2,1119.5600891112001,1053.5000724796,1024.280067444,1012.020076752,981.3800659178,1073.3400764464,1055.1600761411,1026.8800621033,1360.3400993348,1022.820083618,1117.280078888,1030.3000717165
TAG(56:7)_FA 18:2,-0.0399971416655035,6.987485381799403,0.17568100192986236,0.6751114979577303,0.9990118469723621,922.8 -> 625.8,TAG2,1101.9000816345,1056.5400695801,1014.4000663759,1080.4400825499,1061.9800682068,1039.4800796507,983.5800704954,1056.7600784302,1074.420070648,1006.580066681,1042.1400680542,1037.4400749207
TAG(56:7)_FA 20:0,-0.0538087498906405,7.04190815073057,0.31896405621170065,0.5722308752785268,0.9990118469723621,922.8 -> 593.8,TAG2,1139.6200790401,1146.700084686,1108.5800819397,1073.2400703426,1075.7400856019,1071.3000717163,1122.5000839234,1003.4200706484,1143.9600791931,988.3400688172,1088.260082245,1044.2800827028
TAG(56:7)_FA 20:4,-0.06755460763004174,6.975182817156114,0.500226838682269,0.47940046819913706,0.9990118469723621,922.8 -> 601.8,TAG2,1003.3800735474,1054.4200744631,1053.5600814819,1110.380077362,1034.7200698852,1038.1000671385,981.320072174,1002.8800697325,1006.0000724794,980.1200599671,1153.5600814819,1054.3000831602
TAG(56:8)_FA 16:0,-0.09214591698419311,7.076571469504681,0.9375965656393443,0.3328967109037423,0.9990118469723621,920.8 -> 647.8,TAG1,1391.6800994863,1036.3200798034,1057.5400733948,1208.2200851441,1093.3800773618,1283.1000785822,1009.1200714111,1095.2800674437,1011.700073242,1020.6400680541,1050.8600692751,1027.6600685119
TAG(56:8)_FA 18:0,0.02966477458898588,7.108792065422383,0.09741461721893074,0.7549545345725538,0.9990118469723621,920.8 -> 619.8,TAG1,1134.2200813294,1388.0401115422,1137.7800712583,1060.8000717168,994.6600646971,1061.4000740053,953.0200653076,1076.8600769046,1090.2800712586,1632.0201225277,992.7200660707,1018.4600677489
TAG(56:8)_FA 18:1,-0.04009171516961236,7.043396871679352,0.1770810518160948,0.6738938325897991,0.9990118469723621,920.8 -> 621.8,TAG2,1059.8000755311,1046.6200790406,1030.4800605774,1256.840091705,1123.0400810245,1178.9800796513,1064.2400741581,1081.5200843811,1021.8800735472,1013.7200698853,1094.9400787353,1059.2200736999
TAG(56:8)_FA 18:2,-0.04093996572309523,7.032696409534639,0.18449459093615483,0.6675387776125432,0.9990118469723621,920.8 -> 623.8,TAG2,1102.0800743102,1074.6600761414,1092.5200767515,1129.5000839237,1066.0200691222,1027.3800697325,1041.6400604249,1111.8200721738,1041.5800819396,1079.8600883476,1117.4000701904,1017.3400802613
TAG(56:8)_FA 20:0,0.03757940802705495,7.161439782979031,0.1567497765921928,0.6921667200010486,0.9990118469723621,920.8 -> 591.8,TAG2,1096.8600730895,1115.0200767518,1321.2800903315,1102.7400817869,1256.9400863648,1366.0601005558,1024.4200744628,1228.74010086,1257.3800811771,1162.3800773617,1067.7600746157,1016.9600791931
TAG(56:8)_FA 20:4,0.07536933019689279,7.1939730181480614,0.6316179334381076,0.42676246570611265,0.9990118469723621,920.8 -> 599.8,TAG2,1203.9600753781,1304.2401008614,1107.1800880429,1051.3400688171,1290.76008606,1632.0601158141,1052.4000701905,1103.2800750734,1345.0000953674,1133.8000679012,1073.6200714112,1071.8800811768
TAG(58:0)_FA 16:0,0.020081546710273977,7.021170603883383,0.04432480910484293,0.8332504659699782,0.9990118469723621,964.9 -> 691.9,TAG1,1028.7400779726,1034.3600692749,1083.0000839233,992.5400695801,1120.6800804137,1009.8000755313,1130.3800888062,1029.1000747681,1086.4000740052,1064.9600753782,1208.88010025,1082.0800781244
TAG(58:0)_FA 16:1,0.06883883573635526,7.025286080674698,0.5218524693748927,0.4700525392967744,0.9990118469723621,964.9 -> 693.9,TAG1,1018.6600761414,982.2600746153,1195.5800895692,997.9800682068,1098.2400817871,1166.940078736,1019.7400665280001,1024.5000686647,1273.9400825496,1054.5000762934,992.1200752256,980.0600700376
TAG(58:0)_FA 18:0,-0.014355618523677512,7.297231020158755,0.023045005667987617,0.8793400950680091,0.9990118469723621,964.9 -> 663.9,TAG1,1338.440105438,1291.6800880427,1363.8801002513,1217.1400794984,1422.640098572,1588.6200942997,1312.7601051328,1241.8200912479,1273.5200843811,1140.6800880431001,1095.6000747682,1055.8600730896
TAG(58:0)_FA 18:1,-0.005953238965513516,7.083674589680671,0.00391456312888705,0.9501117303989544,0.9990118469723621,964.9 -> 665.9,TAG2,1288.1600799566,1106.040081024,1097.9800872803,1035.9400711061,1096.7200775143,1205.1000900271,1119.4000778197,1113.4800720214,1028.1800765994,1121.9800872802,1103.9200782778,1009.1200790407
TAG(58:0)_FA 18:2,0.0237017691404408,7.043411617780514,0.06189814438769248,0.8035206145291959,0.9990118469723621,964.9 -> 667.9,TAG2,1153.3400726322,1120.6200790407,1001.1000709534,1050.6200599672,1079.9600715637,1114.040081024,1098.9600868221,1096.0000762941,1072.3200721741,1102.2800788884,1084.9400787356,1028.780067444
TAG(58:0)_FA 20:0,-0.01305271779676152,7.106595047680033,0.018840520013017836,0.8908246749139055,0.9990118469723621,964.9 -> 635.9,TAG2,1136.4600753782,1163.7800750727,1171.7000846862,1156.9600830083,1091.2400741579,1142.3000869753,1064.680065155,1157.4200782782,1151.7000694275,1142.2600708005,1132.1600799561,1072.5000724794
TAG(58:0)_FA 20:4,0.09240091347702632,7.089550232728615,0.9435729979832184,0.3313606488445028,0.9990118469723621,964.9 -> 643.9,TAG2,1136.2600822446,1138.6400794985,1021.8200683596,1085.9000816347,1102.5600776672,1160.6400794982,1215.7800865168,1054.420074463,1282.500080109,1121.5000724789,1041.4600791931,1073.5400848387
TAG(58:1)_FA 16:0,-0.03533659802031829,6.979235383945495,0.1370971762440386,0.71118403735018,0.9990118469723621,962.9 -> 689.9,TAG1,1059.9800643923,1079.1400794981,1037.0400772093,1067.720062256,1050.0400695801,1046.7400703431,1020.5600700377,1054.6000785828,1015.6000595094,1019.2800788879,1001.2400779722,1020.6200752259
TAG(58:1)_FA 16:1,6.622817272099692e-4,6.975518531117147,4.811485295652673e-5,0.9944655284375427,0.9990118469723621,962.9 -> 691.9,TAG1,990.2600708011,1048.3400764466,1005.6800727844,1143.1400794986,983.5400657653,1073.9800834654,1013.6800727846,1042.660079956,1048.5200691224,988.0400733949,1082.7800865172,1015.2400741576
TAG(58:1)_FA 18:0,0.04151561816127595,7.024437887982587,0.18950031980514015,0.663332822724096,0.9990118469723621,962.9 -> 661.9,TAG1,1089.9200706483,1036.4400787353,1067.8800849912,991.2000808714,1055.8000755311,1111.5200767518,1044.1200714109,1003.7800712582,1089.1000747682,1132.1600761414,1194.2400856015,1019.6200790407
TAG(58:1)_FA 18:1,0.08299772782525253,7.124693766739943,0.7613021168375143,0.3829213354902393,0.9990118469723621,962.9 -> 663.9,TAG2,1045.960079193,1135.6600875853,1162.5200729371,1073.5000724792,1082.5400810243,1154.6400794982,1106.5600852969,1194.620082855,1166.0600967405,1193.000076294,1353.0000877383,996.580066681
TAG(58:1)_FA 18:2,0.015958202525062432,6.973031451152506,0.027933431526991903,0.8672654201548773,0.9990118469723621,962.9 -> 665.9,TAG2,1084.44008255,995.0000648497,1026.0200805663,1023.3000679014,1013.9200782775,997.3400650026,1064.280075073,1091.8800697324,999.3600654601,1036.5400772094,1071.2200851439,1043.5800628662
TAG(58:1)_FA 20:0,0.005842390287250356,6.989079719842032,0.0037475150874289875,0.9511864301200295,0.9990118469723621,962.9 -> 633.9,TAG2,1067.4000854491,1008.0200767517,1071.320083618,1048.640071869,1019.9400787353,1098.1800727844,997.240070343,1061.9000701908,1020.520072937,1048.9600753785,1089.0000724791,1016.0400695801
TAG(58:1)_FA 20:4,0.02080693714608358,6.990335391017651,0.047531398870473196,0.8274158898996642,0.9990118469723621,962.9 -> 641.9,TAG2,1040.0000724794,1083.2800750732,1014.3200759888,992.4200744629,1059.0200653075,1038.6200752254,1010.6200828552,1090.7600822449,1092.7400817868,1022.000083923,1097.6000785829,1016.2400665282
TAG(58:10)_FA 16:0,-0.053956973939741894,6.975871185019874,0.31946616303488273,0.5719286381388604,0.9990118469723621,944.8 -> 671.8,TAG1,1059.0000724792,1023.4400711058,1048.1400756837,1137.0800781252,1027.3000793456,1032.1400680543,997.7400665283,1009.5800704957,1078.1000823975,974.8600654601,1036.8200645447,1004.3200721741
TAG(58:10)_FA 18:0,-0.0819150892845002,7.12718457737986,0.7428542316857545,0.38874809722039644,0.9990118469723621,944.8 -> 643.8,TAG1,1082.5600738526,1414.9401054377,1050.1800727845,1235.2800865167,1169.6800918578,1086.2200775146,977.2800712584,1036.7000617981,1022.2200660707,1487.1401100158,1118.9000854488,1064.7800712585
TAG(58:10)_FA 18:1,-0.0019155645113991876,6.962344190904647,4.023708802973758e-4,0.983996159688776,0.9990118469723621,944.8 -> 645.8,TAG2,1084.120071411,1038.4600639343,1004.880077362,995.920070648,1034.3800621032,1020.6400680541,998.1800651548,1015.1200675964,1114.5600776672,991.6000747682,1021.2600784303,1082.0800704959
TAG(58:10)_FA 18:2,0.03760207715861845,7.000305863710581,0.1552418514430962,0.693575556931972,0.9990118469723621,944.8 -> 647.8,TAG2,998.8400688171,1050.1000633239,1011.7800636292,1074.1800689697,1027.8000755311,1037.2400741575,1032.2600669861,1059.0000724793,1091.5600662232,1069.6400718689,1165.9800834656,1006.9000663755
TAG(58:10)_FA 20:0,-0.0321333021895369,6.956668826835076,0.11313286450786642,0.7366052210148725,0.9990118469723621,944.8 -> 615.8,TAG2,1041.5800704955,1005.0600776673,1016.8000755312,1037.440071106,1063.9800720216,974.2600631715,988.3200759883,1082.2200775146,981.6600646976,1015.7200736998,1067.1000823973,1014.9200744629
TAG(58:10)_FA 20:4,-0.042926714645892365,6.990479145750409,0.20230582035840672,0.6528660565463313,0.9990118469723621,944.8 -> 623.8,TAG2,1044.1200752258,1104.9200744629,1059.8200607298,1035.9200744627,1060.2400817872,1029.4400711059,1031.940078735,1062.1200790403,1014.4000701903,1002.4400672913,1096.8200798034,1018.3800697325
TAG(58:2)_FA 16:1,-0.0010031520890356172,6.958628585294843,1.1029438491361176e-4,0.9916206799308102,0.9990118469723621,960.9 -> 689.9,TAG1,1018.600074768,1034.9800682068,998.2000694272,1045.6600761415,1029.6800765992,981.0400733946,1012.8600692749,1075.04006958,1069.8200683593,976.5200691221,1046.7400741579,1039.0400619507
TAG(58:2)_FA 18:0,-0.05105451570256592,7.065978672443777,0.2875337992758822,0.5918052813464508,0.9990118469723621,960.9 -> 659.9,TAG1,1198.9400825501,1125.9000816345,1046.0800704955,1125.080078125,1132.6400794981,1028.2200698852,1001.3200759888,1052.4000701899,1229.4800872799,1109.1200675964,1112.6200904848,1034.3400688174
TAG(58:2)_FA 18:1,-0.012035474908952055,7.018035284751147,0.015935280750234426,0.8995458896424386,0.9990118469723621,960.9 -> 661.9,TAG2,1053.1800727844,1160.4800872801,1086.7800750733,1063.0600738524,1007.5800704954,1054.3200759889,1036.460067749,1050.9400825501,1175.6200866704,999.5200691223,1076.6400756837,1008.5200843812
TAG(58:2)_FA 18:2,0.10015786970825079,7.187161496156497,1.1132480461566168,0.29137698369656,0.9990118469723621,960.9 -> 663.9,TAG2,1197.0400772098,1291.4200897212,1131.3800773619,1094.1400718687,1051.300075531,1189.0600814812,1154.1000862116,1351.6400909425,1254.4800910944,1219.1600875852,1299.0600776672,1115.3800773619
TAG(58:2)_FA 20:0,0.048178415949170876,7.0164571504795665,0.25522734566951066,0.6134181578632804,0.9990118469723621,960.9 -> 631.9,TAG2,1052.9200744628,1058.9800720214,1043.640083313,1016.1800804138,1061.7200813293,1015.1800689699,1196.9800949094,1109.520080566,1045.3800735472,1033.2800636292,1117.8400840757,1113.3600807192
TAG(58:2)_FA 20:4,0.07679632848701967,6.974125305667876,0.6471943713915438,0.42111755451711635,0.9990118469723621,960.9 -> 639.9,TAG2,1034.6800727843,1025.8400726316,1000.0600700379,1022.380077362,984.0400619506,1187.4200820921,1010.8400840758,1046.3000831604,1055.5400695801,1034.9600715636,1009.9800605774,1017.3600654601
TAG(58:3)_FA 16:0,-8.644267606430346e-4,7.552872047775266,8.450317656993889e-5,0.9926655008528097,0.9990118469723621,958.9 -> 685.9,TAG1,1756.4801445014,1477.5801010136,1523.5401039124,1426.180088044,1666.9801292423,1805.5801124574,1477.700107575,1522.3600997909,1576.940105438,1447.3001022331,1381.0601043707,1070.5200767518
TAG(58:3)_FA 16:1,0.052339869858281846,7.017807081090948,0.3013300324255135,0.5830498089091356,0.9990118469723621,958.9 -> 687.9,TAG1,1029.4600715636,1086.4600791932,1074.340068817,1059.7200660701,997.7000732422,1117.4800834657,1092.9600677495,1040.9200630189,1160.1800880427,1020.2200584412,1082.6400756835,1091.7000885011
TAG(58:3)_FA 18:0,-0.0412413608182384,7.058042594907932,0.18760213093124722,0.6649198814456173,0.9990118469723621,958.9 -> 657.9,TAG1,1097.2600860594,1227.8200874333,1069.860069275,1143.3600769038,1058.9600791935,1059.8400840759,992.4200668335,1304.3600959778,1002.4400672913,1074.7600746158,1067.4600753782,1009.3400802611
TAG(58:3)_FA 18:1,0.07105876846261515,7.004257455703902,0.555016755997386,0.4562750647003047,0.9990118469723621,958.9 -> 659.896,TAG2,1066.1400756834,1030.7400741577,1048.6400756837,1030.6600837708,998.0800704955,1011.8400764463,1021.440071106,1134.8400688166,1179.2600860597,1077.380081177,1053.7200736997,1000.0400733947
TAG(58:3)_FA 18:2,-0.06728817111343205,7.0421718750680204,0.4986184445803765,0.48010779542442494,0.9990118469723621,958.9 -> 661.9,TAG2,1336.0400848383,1019.320083618,1059.5800666808,1089.8000831603,1046.2200698852,1090.9400825499,1023.1800689696,1050.4400672913,1061.4000740051,1058.9400825497,1130.7400779724,1018.8800697327
TAG(58:3)_FA 20:0,0.008860946650305228,6.98528737810395,0.008621906904269228,0.9260193725653303,0.9990118469723621,958.9 -> 629.9,TAG2,1119.1600837707,993.3200683595,1063.8800697328,1013.0000724791,1031.7000732421,1087.3000717161,1057.2600708007,1091.0200729364,1030.8800697329,977.0200691223,1038.6600685119,1028.3200759886
TAG(58:3)_FA 20:4,-0.012170125945886245,7.093373719574892,0.01634957705579554,0.8982554418516114,0.9990118469723621,958.9 -> 637.9,TAG2,1205.3800849916,1095.5800819398,1065.6600799564,1110.7800827027,1119.3200798037,1064.5600700376,1078.3000793455,1018.5400733947,1209.0800971984,1164.720096588,1262.2200927731,1042.2200775146
TAG(58:4)_FA 16:0,0.042129414138136805,6.981270215268613,0.19474850934217658,0.6589935138807069,0.9990118469723621,956.9 -> 683.9,TAG1,1012.3800735471,996.0600738524,1043.200073242,1034.3600692748,1031.0800743101,1041.9600791931,1073.8400764466,1062.4000701904,1057.8000755309,1023.1200866697,1091.3200798032,1039.8800697327
TAG(58:4)_FA 16:1,0.020346664177138846,7.0299967823316605,0.045566808309379425,0.8309651955029848,0.9990118469723621,956.9 -> 685.9,TAG1,1067.1000785828,1066.1200675965,1060.1400642393,1024.5600700378,1127.7000770571,1024.7200775147,1150.7600708009,1079.0000762937,1047.4200706477,1107.4000778196,1106.540081024,1047.4800682066
TAG(58:4)_FA 18:0,0.02633248328192023,6.985756267633529,0.07610666395224941,0.782644565729164,0.9990118469723621,956.9 -> 655.9,TAG1,1021.8600845336,1054.2600784299,1042.380077362,1019.3400688172,1025.3200721741,1033.7800788879,1005.2000656127,1033.7800788882,1074.8800735475,1099.3600769043,1092.0600776672,1096.4200706481
TAG(58:4)_FA 18:1,0.04521380310019754,6.96768129788778,0.22429648777912325,0.6357855310570474,0.9990118469723621,956.9 -> 657.9,TAG2,1002.600074768,1005.7800750733,1026.0200653077,1003.8000679016,1070.400074005,1049.9200744631,1016.6200714109,1107.6000785832,1044.7400779723,1043.2800750733,990.0600662231,1034.6200790405
TAG(58:4)_FA 18:2,0.03227609063774035,6.9807039155244865,0.11434271469234913,0.7352531699938731,0.9990118469723621,956.9 -> 659.9,TAG2,1042.4800872802,1016.1200714111,1091.540073395,992.4200630187,1010.5800781251,1038.880065918,1057.840072632,1129.880088806,1013.6200637819,1019.8600730895,1052.3200836182,1024.2200736999
TAG(58:4)_FA 20:0,0.04884734165344309,6.973527802113338,0.2616324998116668,0.6090008174624667,0.9990118469723621,956.9 -> 627.9,TAG2,1003.4800720215,1006.3400726318,1018.9400672912,1049.9400672913,987.5200614927,1053.7600669863,1014.04006958,1124.7200775147,978.1200675963,1061.8600692747,1107.7200813293,1005.7400779725
TAG(58:4)_FA 20:4,-0.02442204330038187,7.000795133483103,0.06554330889724214,0.7979398148659895,0.9990118469723621,956.9 -> 635.9,TAG2,1103.6000747682,1116.1800880433,1041.480075836,1051.8400802613,1014.9200782776,1040.0000724792,1015.6200790406,1061.7400779725,1051.0200767518,1059.5800781247,1068.8000640868,1033.560070038
TAG(58:5)_FA 16:0,0.002813580110939995,6.9527085456957,8.674104790250547e-4,0.9765042337946122,0.9990118469723621,954.8 -> 681.8,TAG1,1014.5400772093,1043.2000732423,1049.4800872802,1009.5600738524,988.7400627135,1017.5400772095,1038.9600830078,1019.5800743104,1042.5000648497,987.1200637817,1031.5800666808,1038.6000633241
TAG(58:5)_FA 16:1,-0.013095317153917754,7.00184428921971,0.01883222815421781,0.8908485515448353,0.9990118469723621,954.8 -> 683.8,TAG1,1084.4400787354,1089.6200790405,1057.8200759888,977.1200637815,1056.8600769042,1045.1200675965,1070.8400650023,1031.7000656128,1015.5800628662,1043.1600723267,1161.5000915527,1071.5400772095
TAG(58:5)_FA 18:0,0.02814179957985077,7.062234081641796,0.08736050399398909,0.7675599352799066,0.9990118469723621,954.8 -> 653.8,TAG1,1204.1600837713,1066.8600769042,1003.7600708008,1138.8600807192,1058.04006958,1147.1600837706,1043.8200836181,1118.1000823972,1092.5600738525,1166.4600791938,1091.1400756834,1106.1400794983
TAG(58:5)_FA 18:1,0.04776329510941197,6.977832037299744,0.25026193642058425,0.6168907003475411,0.9990118469723621,954.8 -> 655.8,TAG2,1007.0200614929,1009.0400733946,1032.7800674438,1057.3400688172,989.1200752258,1003.1800727843,1111.880077362,1015.9800720215,1072.7200813294,1052.2400703429,1086.7200851438,1042.3800735473
TAG(58:5)_FA 18:2,0.029218900792115948,7.006517918964263,0.09383984259228817,0.7593511956711739,0.9990118469723621,954.8 -> 657.8,TAG2,1025.1800727846,1074.9400825497,1098.0600852965,1004.1000671387,1041.3600654601,1086.9600830077,1112.860076904,1050.0600738525,1009.4000816342,1080.300075531,1087.1400718689,1001.7000732424
TAG(58:5)_FA 20:0,-0.005872257591075376,7.003279206026178,0.0037911624015047884,0.9509033441616038,0.9990118469723621,954.8 -> 625.8,TAG2,1044.5600585936,1062.0200767515,1050.1600799561,1150.8000831606,1012.0200805661,1165.5200805665,1042.8200721742,1063.1200790406,985.7200737001,1033.6400756835,1033.7200775143,1068.3200721743
TAG(58:5)_FA 20:4,-0.009372563090159122,6.985785246671343,0.009648521872006155,0.9217521307674326,0.9990118469723621,954.8 -> 633.8,TAG2,1083.7200813293,1054.9000778196,1028.0800743104,1031.6400642394,1071.2000732417,1008.8600769043,1097.3000679018,1002.340072632,1039.7200622558,1074.8000679019,1009.9400749206,993.9600715635
TAG(58:6)_FA 16:0,0.02738540123482038,7.11054803533138,0.08297793545394505,0.773301645360631,0.9990118469723621,952.8 -> 679.8,TAG1,1220.6000938409,1158.7000846862,1134.6400718686,1023.5200729368,1144.4000778195,1108.180076599,1171.5400772093,1079.5400848386,1246.7800865176,1168.600074768,1088.7800788878,1033.3200645449
TAG(58:6)_FA 16:1,0.03357557555866611,7.014772042750449,0.12392174282503299,0.7248193622365134,0.9990118469723621,952.8 -> 681.8,TAG1,1075.0400810243,1027.5000724794,1045.9400672914,1102.5000724793,990.7400665284,1045.8200759891,1044.5200767516,1049.2000732421,1096.6800804138,1117.7400779724,1139.9400901794,982.6800765991
TAG(58:6)_FA 18:0,-0.01132162634327328,7.064845578052191,0.014137928564779578,0.9053521877925138,0.9990118469723621,952.8 -> 651.8,TAG1,1076.3800697328,1077.260089874,1028.9600753781,1095.1200752258,1260.8000869752,1152.7400817865,1056.0400772092,1131.0800819397,1022.6000709534,1123.6800842286,1128.3000793456,1033.9800682066
TAG(58:6)_FA 18:1,0.02931550856506174,7.0846231485014775,0.09488590263632268,0.7580552785033963,0.9990118469723621,952.8 -> 653.8,TAG2,1077.3800811766,1050.6400718686,1024.3400764465,1220.740081787,1154.7200698851,1043.2800636292,1047.9000816343,1261.2200775148,1159.0200881957,1123.2000808721,1157.4400787346,1042.6800804136
TAG(58:6)_FA 18:2,0.0579174525075643,7.003094275880453,0.36861972411635024,0.5437575996609983,0.9990118469723621,952.8 -> 655.8,TAG2,1008.2400627137,1027.3600692751,994.8600730894,1073.9200744628,1074.3000793455,1240.5400733946,1025.0800666809,1037.7200813294,1092.5000686646,988.0800666808,1080.9800720215,1038.8000831603
TAG(58:6)_FA 20:0,-0.024486538630836337,6.989780879738987,0.06582861013024477,0.7975100665505436,0.9990118469723621,952.8 -> 623.8,TAG2,992.760066986,1061.0000724792,1053.1200790405,1151.3200721738,1012.180065155,1054.2200737002,1045.960067749,984.1600761411,1046.3000717162,1042.4000701906,1089.0000762936,1082.2600746157
TAG(58:6)_FA 20:4,-0.011127661833253892,6.991925269357447,0.013599377367338294,0.9071640661617404,0.9990118469723621,952.8 -> 631.8,TAG2,1043.0400733946,1039.7400703429,1040.7000770567,1086.8800735474,1056.3400611877,1014.7800712584,1043.7000770566,1061.5600738525,1073.2000770569,1023.820072174,1068.500087738,1008.4000625611
TAG(58:7)_FA 16:0,0.03248754781519417,7.04442894622824,0.11634440465965135,0.7330336038725164,0.9990118469723621,950.8 -> 677.8,TAG1,1084.5400848386,1054.580078125,985.6000671386,1217.7600784306,1075.1400833132,1207.2600784304,1249.9400978084,983.8200759885,1023.6000785829,1067.2000808715,1028.760066986,1042.1600723265
TAG(58:7)_FA 16:1,-0.05332439679768495,7.024096715374557,0.3128915463625631,0.5759112137205644,0.9990118469723621,950.8 -> 679.8,TAG1,1134.1200752259,1127.3600769041,1023.5000724792,1091.0400772096,1091.8000793453,1053.6000785825,1054.9600753782,1098.5200843809,1036.5400733946,1016.6400718691,1087.2400665285,987.0400733945
TAG(58:7)_FA 18:0,0.034910206108069684,7.008511721809723,0.13391770832073058,0.7144041129293817,0.9990118469723621,950.8 -> 649.8,TAG1,1144.1400756835,1001.3600730896,1049.8200836182,1030.1800727843,991.420070648,1050.4000740048,1047.8000755311,1046.8000717162,1091.5600738526,1095.2400894166,1138.4000930784,1024.1000823973
TAG(58:7)_FA 18:1,-0.030034749903899365,7.059373790738731,0.09948159268401557,0.7524526321506216,0.9990118469723621,950.8 -> 651.8,TAG2,1236.7800979616,1206.5200843815,978.3800735472,1047.6200752257,1097.6000747678,1168.7200851439,1063.5800857544,981.8200721742,1073.9000740053,1149.9400863645,1101.9800720214,1051.2600784299
TAG(58:7)_FA 18:2,0.016829048016195933,6.983039897492058,0.031084370579346876,0.8600522899278233,0.9990118469723621,950.8 -> 653.8,TAG2,1029.9600753783,1010.6400680542,1007.5200767515,1054.5200920105,1074.1800727845,1061.7800750733,1072.5400733945,995.2600631711,1097.6600723265,1000.5000686645,1076.2800788877,1040.6000785829
TAG(58:7)_FA 20:0,0.017786737160780417,6.99410563692919,0.034745511058517975,0.8521299333443688,0.9990118469723621,950.8 -> 621.8,TAG2,1022.6200675965,1014.6600761413,1067.7200698852,1082.5200729369,1026.1000671389,1094.160072327,1034.6000671387,1047.4800796507,1033.7800750731,1059.0400772094,1086.9600830078,1016.660068512
TAG(58:7)_FA 20:4,-0.10532235131337399,6.974404971708887,1.2171871307014683,0.26991338593352915,0.9990118469723621,950.8 -> 629.8,TAG2,1045.5600776672,1202.9400901791,1099.0400695801,1047.9800758362,1002.9800758361,1069.7600669858,976.7800674437,1004.3800659179,989.7800674436,969.1800727845,1006.1800765991,1008.120075226
TAG(58:8)_FA 16:0,-0.020112653226382747,6.989577643505908,0.04440760395608079,0.8330970914215566,0.9990118469723621,948.8 -> 675.8,TAG1,1042.1800765992,1087.0000801086,987.460063934,1139.7000656128,1000.0200653076,975.560066223,1072.1000785829,1038.860080719,1088.8400840753,999.7400703432,1100.4600753784,1009.9000740051
TAG(58:8)_FA 16:1,0.001020960048395748,6.973044031796769,1.1437339831243953e-4,0.991467146377674,0.9990118469723621,948.8 -> 677.8,TAG1,1035.720069885,1037.7200775147,1008.7000656127,1109.4800872802,996.6800765991,1057.7400703431,1019.8600769042,1044.3000679013,1006.3800582885,1054.9800834656,1029.520072937,1051.8600692748
TAG(58:8)_FA 18:0,-0.0315737344452499,6.999444103537736,0.10948857987306682,0.740727133130514,0.9990118469723621,948.8 -> 647.8,TAG1,1102.0200805665,1047.6800727843,1078.3400726318,1025.1000633238,1053.5200767516,1090.160076141,1032.0400657653,1003.6000709535,1083.1600799559,972.4400711058,1127.1600799559,1032.5600852965
TAG(58:8)_FA 18:1,-0.025712377321588254,6.9950667659662535,0.07259556634860154,0.7875944598933335,0.9990118469723621,948.8 -> 649.8,TAG2,975.3600692747,1118.9600791931,1079.8200759886,1012.2200698853,1096.1400756834,998.2400741576,1052.1000747683,1058.8000755308,1014.8600654601,1055.220058441,1115.4800796509,1008.3400726318999
TAG(58:8)_FA 18:2,-0.027522379664974977,6.973490274685205,0.08297734081843043,0.7733024354241521,0.9990118469723621,948.8 -> 651.8,TAG2,1056.1400718689,1033.3200683594,1022.7400703432,1013.2400703429,1019.5000762941,1022.5000686646,1005.6600761412,999.4000701904,1006.9400596618,1002.9400787354,1223.8800926207,994.5800666811
TAG(58:8)_FA 20:0,-0.035942028586882335,6.952887160043684,0.14152585392275863,0.7067687944630192,0.9990118469723621,948.8 -> 619.796,TAG2,1020.4400672913,1062.0200729368,982.0400581359,1060.0000839234,1041.2200737001,996.7800712584,996.84007263189994,1009.0200729371,1016.2200660707,1010.7200775143,1047.5000648497,975.9600601195
