lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Cells_r1,C1-Cells_r2,C1-Cells_r3,C2-Cells_r1,C2-Cells_r2,C2-Cells_r3,C3-Cells_r1,C3-Cells_r2,C3-Cells_r3,R1-Cells_r1,R1-Cells_r2,R1-Cells_r3,R2-Cells_r1,R2-Cells_r2,R2-Cells_r3,R3-Cells_r1,R3-Cells_r2,R3-Cells_r3,blank
C15:1,0.265837297333294,13.045032379910337,9.441690253097477,0.0021210792408631767,0.007204935834043171,239.3 -> 239.3,FFA,52238.623840321,134877.308929426,134852.969757074,51722.8039627057,56026.064224261,70817.945327742,46189.5233001679,49673.583671551,63448.564514146,43247.563087462,55840.263931266,75384.6054077151,43639.323043821,50835.2434234813,79884.785583464,37210.1626205399,47112.643096925,74463.82528686,37924.2226715055
Lyso_PC(22:0),0.26715028247592854,8.737402307609113,9.366576246140177,0.0022097788769934517,0.007388948119946854,580.4264 -> 184.1,PC,3507.6202354430998,3318.6802291878,3245.0402259833,4501.9802665697,4228.140277861,4281.3803405763,3857.4603004461,3438.3402519211,3297.3802337646,2883.4001731885,2352.6401405339,2730.4002227774,3502.4202499385,2681.6602172844,3251.5002250668,2893.0601959224,2629.8001861569,2823.4802207949,1851.7201271059
PC (42:3),-0.26439878187268856,7.624437906287163,8.975669271660296,0.0027359834747645996,0.009007699439994219,868.7 -> 184.1,PC,1354.4400939938,1537.8801078794,1236.9800872806,1263.5400848394,1268.8000831603,1643.7601242065,1675.7601242067,1304.3400840759,1384.0000953669,1616.4401130674,1378.8200836179,1673.340106964,1491.3001060483,1645.3801116946,1686.9601211553,1337.4600830076,1514.7201156616,1676.4001083367,1175.7200889584
C18:1,-0.24677789149347243,13.667762921870256,8.14089214073283,0.004327798552965115,0.013823117766187085,281.3 -> 281.3,FFA,118587.128044132,98590.7070693747,99621.1267395037,112322.827949554,104846.627227785,96891.626632699,79973.3456191913,86536.4666213894,82751.6060561829,105316.088233956,111126.228111304,105689.287734983,126560.32839965,131744.750190714,131620.869773839,80482.5854034169,86724.2863387845,79997.765678378,27126.7419319159
C26:1,-0.24688874285152665,16.46576553477066,8.152421597451392,0.004300369809608568,0.013823117766187085,393.3 -> 393.3,FFA,709026.311538522,671249.868515101,677188.823730406,727940.656521051,749347.071418976,753192.816947852,656741.608154108,645337.706008983,655833.124771103,856880.00123625,879067.497588919,889431.625747622,714897.149871844,697060.615417508,681556.066650375,681102.127814843,702760.649757082,691210.2857664,19580.181320189
C24:6,-0.24630161900693964,12.41381163081228,8.102228112149056,0.0044210878454103994,0.013913423513497433,355.3 -> 355.3,FFA,40685.7029647825,39539.62258148,37285.462753296,40993.7028503428,38472.042724605,40430.7227706855,38154.342521665,39156.802894594,37984.002716061,47629.4031600976,44767.3229827904,45816.403213501,46443.563354487,44178.3630447388,43674.182952876,37757.1624298134,36425.7625656135,37621.12272644,33288.402328494
PC (38:8),-0.2443051271973903,8.1058898175564,7.751226814270524,0.005367606611177301,0.01664735963466583,802.5 -> 184.1,PC,1917.1001548769,1460.1400909429,1653.7001152042,2028.7401351924,2560.0201721192,2219.9601593016,1723.5601234433,1908.9201164247,2235.5601921071,1904.8801345843,2340.2001724239,1937.7601203924,2101.0601501463,2331.3401985158,2257.7001686097,2253.1401519784,2309.1801643371,1887.4201354985,1868.3601455672
PCo(36:2),-0.24067333464614232,10.783747206459413,7.714031049118888,0.00547932614934667,0.016751082799431247,772.6 -> 184.1,PC,12765.9008674528,11639.6207771289,12075.1408653152,15341.1611137505,15014.3011741739,15558.3812332215,12445.1207351748,13313.5408821024,11551.5207748359,11918.1607055728,12892.2409324603,12457.9209098757,15290.0609626792,14989.9409904435,15546.0609321519,16339.2611084126,15448.0410347068,15739.8010177567,3678.7202796963
PCo(36:4),0.2405873603381197,8.975549649097402,7.622234822938446,0.005765299901630436,0.017377101111956526,768.6 -> 184.1,PC,4163.9402809144,3933.2202835089,3854.0002822876,4898.8603706366,4578.3202476496,4968.960308076,4623.0602874762,4437.4203186024,4501.5403022782,3732.1002807622,2868.1402206421,2968.3202247625,3820.600284577,3274.9802513116,3222.7802047745,3844.2402381892002,3871.3002815253,3617.5202255252,1459.1601066597
C20:3,-0.2370698104785708,13.120840172699955,7.511619329091175,0.00613022337451883,0.018220386140930966,305.3 -> 305.3,FFA,70492.5649299505,63470.5247116312,61477.8041267063,72070.8850173864,72108.2054252418,71240.7452659651,64443.5445289542,64180.2246284291,65277.2249527047,59459.7241211144,59315.7642135594,60775.3242187334,79098.1255798467,83832.3659591788,81236.6254501326,77543.4650077878,78641.4455604532,79831.925975779,18531.941375734
Lyso_PC(6:0),0.23718948907952714,7.7592270376232415,7.246363661617266,0.007104473885712356,0.020705832698516127,356.176 -> 184.1,PC,1568.3401222228,1460.0601043705,1532.7601165766,1846.1401252743,1678.760112762,1702.8801231382,2689.9801864629,2032.6401481638,1866.1201286304,1602.0401000983,1555.6001129143,1394.5001068118,1295.6000862124,1331.6400947567,1349.960090637,1477.7201118478,1432.780101776,1355.9000854495,1510.2200965888
PCo(38:6),0.23492292271194123,8.609326338011897,7.232395424189772,0.007159960839673801,0.020705832698516127,792.6 -> 184.1,PC,3342.2402153005,3001.0202217125,2970.6401901236,3665.8402404772,3034.4202194212,3729.6802711466,3436.0802459711,3425.3802795415,3713.2202758783,2604.5001640323,2592.9001655583,2466.2201652529,2431.1802024822,2792.2201652516,2896.1201858536,2745.0002174355,2945.8002243039,2289.6401672369,1812.2601394659
C16:1,-0.2297662727878259,12.303041599275732,7.051473291032266,0.007920008351359,0.02230107614724771,253.3 -> 253.3,FFA,49484.8435592591,40315.8029479873,40015.9229812307,37640.382446287,37084.502552032,36667.6426849322,30901.2023582421,33075.302474974,32569.6222763125,29955.1621017467,32604.482185359,34302.9424285969,60012.884139995,62427.2440796013,61507.2843360834,29064.1621398897,27932.0618400577,28191.2619056664,17972.8213386525
PCo(32:1),0.2299921039141419,11.609973003021386,7.0588762512004735,0.007887345793853091,0.02230107614724771,718.6 -> 184.1,PC,25570.6017570574,26708.521671306,24414.4214897126,32287.9022064241,33597.942611702,30501.6415099997,27668.7616348357,26161.1213073702,25396.7016830448,19678.7812118594,18643.4614028888,18146.7811813429,22768.921623228,22167.6614227239,22026.3016204745,26667.6615028332,23419.26187133,25260.841781621,3835.0202789303
PCo(34:2),0.22855588889240067,11.07784236022243,6.963336241535204,0.008319675708748085,0.02312221560613104,744.6 -> 184.1,PC,17886.6214141806,16420.0410919277,18112.5412483092,22387.0615386881,21201.8215332098,22105.4416122464,18294.801368699,19157.1414299123,18553.4414977979,13079.2010078292,11852.8009300114,12611.6808738667,16550.6210708599,14952.1010665753,17550.1413383403,18316.1412773002,15981.1011352575,16562.3609695271,2849.9401931778
Lyso_PC(20:0),0.2299338477917438,7.993249561052506,6.851231775365077,0.008858018061072405,0.024302767500890957,552.3951 -> 184.1,PC,2400.3201637268,2618.4001884484,2493.3801650999,2299.5601615905,2189.8001747126,1950.5601387019,1837.3001213066,1719.3201370247,1945.2201156623,1673.4601058961,1784.4801216136,1735.7401084898,1819.2401199344,1589.9401054387,1530.2801055904,1608.780101777,1781.7601242062,1776.2801322943,1487.4201164254
C32:0,-0.22526110671460398,11.795771724584814,6.773173311838007,0.009253815281626377,0.025067297092000562,479.4 -> 479.4,FFA,26408.9218940752,27360.7618560763,26028.0019302349,24525.2617835984,26798.3820190439,27297.5620346034,24166.1017608649,25359.1817932118,25939.8419342062,26149.1018257106,26609.001762389,27164.6219329791,24964.1417045553,26695.8818969699,28163.9221153276,29771.5020866347,28831.1421737695,34361.5422782876,18435.8812904344
C26:0,-0.20140786868267369,15.168501649171784,5.426995249491712,0.019827766679410542,0.05303927586742319,395.3 -> 395.3,FFA,306272.921524046,280959.600990286,286533.099700985,303340.88056183,293600.680282599,301941.54084777,274403.039146435,261401.857757567,260362.37741851,331634.103691064,344373.68478394,347197.083229064,289484.460006746,282509.121269237,280992.899742154,282132.660621677,274719.958808929,277662.600120566,28102.9420165958
Lyso_PC(10:0),-0.2021317870133746,7.54669423053751,5.233528836135267,0.02215553843710179,0.05853438550049116,412.2386 -> 184.1,PC,1353.6800994874,1152.5800819393,1227.9000892645,1342.8601188655,1621.2001266478,1357.1400909419,1191.2600936888,1385.4000930791,1431.1800956728,1572.8801002503,1453.560108184,1248.160083771,1328.6600952145,1336.2601051331,1322.5600967403,1730.8201217645,1506.6001052858,1300.5600967409,1438.1001014708
PC (40:9),-0.19841148303834852,7.7814226440564775,5.07626663359283,0.02425554420606874,0.06330105439144769,828.6 -> 184.1,PC,1354.9800872798,1616.7001152041,1276.9600906376,1552.9001045226,1695.9201240527,1583.1601257319,1898.160148621,1455.9801101679,1846.8801345835,1822.1601486207,1537.7000923159,1521.6401062022,1654.2601165774,1593.42011261,1691.6801071166,1507.7001113886,1869.5201339731,1917.4001350391,1595.4801292429
C18:2,-0.1853811690628753,12.155936349565694,4.591219099010445,0.03213614901221595,0.08090748104252016,279.3 -> 279.3,FFA,39591.1228256193,35601.4425582903,36536.2223930381,38322.7824745319,36562.5226860011,35721.3826065014,29836.1621856709,29688.782127376,30335.5820808422,34062.5625343232,37608.4826278611,37617.4226684503,46184.363456704,46793.3432807864,46768.6833648859,25125.021827696,26141.521797177,25618.2218551636,14117.1009483347
C20:4,-0.18585019123142246,11.53393515254827,4.609992748726839,0.03178616767223208,0.08090748104252016,303.3 -> 303.3,FFA,21711.1615600558,20936.5414695708,21566.9414710994,23936.9017219452,24345.2817497265,22351.2816619838,21600.8014678974,20957.2014160122,22347.3016090363,20622.1813964844,22823.6417236322,21626.7415084855,23619.501701353,23464.1614990233,23969.5817260725,23773.6417388922,24037.9216728198,25820.5817336982,13304.8209495521
C22:1,-0.18599433022511924,12.46470496899045,4.623183958326649,0.031542635733294466,0.08090748104252016,337.3 -> 337.3,FFA,46079.0833511301,40972.2630538938,42664.8831787157,55119.2235717896,44815.7031402648,42531.0629539491,38604.7427368184,38114.6226272523,38639.0827827452,43547.3630752553,44880.5433387768,43905.6628570563,55299.103805533,54095.7838973888,51259.3034973102,36267.7025260976,37635.4626159711,38109.6625442506,16971.0611953724
C16:0,-0.18352718629077716,16.3513841046885,4.507310368128856,0.0337502726543978,0.08398323660512941,255.3 -> 255.3,FFA,762936.1348266,646293.384368903,657988.105972363,706258.452209301,665902.608459537,645669.449371296,555385.675262264,564157.460357726,553321.155853416,715443.326507616,713154.648773004,702060.009170432,699268.371001957,711846.733795191,702152.886779762,579061.339874405,597136.778320488,587997.999511636,212711.674194336
C20:5,-0.18221772936956437,11.663888181974862,4.432435068443881,0.03526216563785376,0.0857511755284171,301.3 -> 301.3,FFA,23894.9416427593,24898.161823268,23297.2014884973,23127.9215927146,22963.781570433,24514.1416091947,24260.9617233288,22135.4415931688,24969.9417343102,27118.8617782526,25369.6018905596,27623.4018630982,23700.5416488667,23489.4616775546,24583.4217033394,23223.2415656978,23503.0015640283,24887.3816909772,20526.2014312782
Lyso_PC(19:2),-0.1868773525215197,7.317084867550754,4.442138564779222,0.03506230114101051,0.0857511755284171,534.3481 -> 184.1,PC,1240.980079651,1311.80009842,1064.4200744629,1058.6200675963,1049.7000732424,1155.0400733946,1236.1800918582,1076.6800765992,1189.2400932308,1099.4800758365,1244.3600769044,1190.5400848388,1161.3600730897,1210.3600959777,1493.0801086418,1153.7000808718,1074.4200820922,1285.5400810242,1145.6800804138
C14:1,0.17771061721210946,12.742820638103984,4.2216280292360295,0.03991184862850251,0.09596781580336558,225.2 -> 225.2,FFA,44102.483261104,88977.906402564,96383.9664764391,42312.743087768,44406.243026733,55556.324058521,43304.8229904192,43448.6030197153,53916.703674302,38745.362648,45257.683319086,60216.104446383,39600.222740175,43573.483230609,61361.184356708,32720.622245793,41068.96295166,56231.7241897678,40406.66294861
PC (48:2),-0.18202598589217828,7.223790541952363,4.200185583734998,0.04041955567453589,0.09610872127056311,954.8 -> 184.1,PC,1064.4600715636,1108.6000785829,1057.4400787352,1150.740081787,1072.400074005,1074.6200675966,1066.4800796508,1072.9400711058,1067.6400794982,1168.9200820923,1198.5800857542,1087.0000762936,1196.7600860602,1107.5000724793,1086.360080719,1126.2000846861,1144.9000854489,1060.9200706483,1111.8800811767
PC (38:6),0.17370430785781527,9.774794672459086,4.002668718441983,0.04542828059859517,0.10683134118790512,806.6 -> 184.1,PC,7572.8406295818,6871.680603027,6335.8405265803,8005.4006004319,9197.1806221037,9454.760559077,7102.3805160546,8226.6006317128,6284.9404869087,4966.9603996271,5483.7804946884,5176.4004173279,7861.4605255128,6935.4004707337,6438.5404777531,6528.9804191569,6624.2604904168,6517.200496677,1498.7001228325
C17:0,-0.16898633126978815,12.78721606468647,3.817714861467948,0.050713357826135494,0.11796368016079344,269.3 -> 269.3,FFA,56443.704605113,50713.423332207,52449.643936164,54628.943992628,54985.083984376,52135.023773201,48451.543548591,50326.483596813,51740.663558946,54731.263839724,55060.523925768,54436.863952638,56827.764221189,56250.604049672,58313.244514465,51972.803817751,50120.943283084,50929.123451233,40828.862838747
C17:1,-0.16804158508330344,11.55568994402592,3.769460285918541,0.052196472449735555,0.1194936735764928,267.3 -> 267.3,FFA,26963.5219764747,22763.3215789815,22228.1616592412,29759.6222076433,24064.5217590316,23206.7416534414,18526.9812889087,17801.921157837,18993.3013458257,20809.0415306088,21081.6615333544,20498.6213684089,32373.3821945182,32003.0423088042,30902.4420776411,18785.8613700852,16510.221195221,18136.4812927232,13673.1409568842
PC (42:7),-0.17096124582851818,7.6616587807173095,3.76014982167637,0.052487875309300575,0.1194936735764928,860.6 -> 184.1,PC,1858.7801551811,1676.9001274109,1352.980091095,1554.6201210035,1494.1001129145,1263.9801101682,1287.5800857544,1487.0400962821,1499.0801086418,1521.4201278672,1313.1600952148,1372.8400878906,1827.6001091008,1712.0001144408,1667.2601203918,1554.8001022345,1722.3801307671,1338.0400924679,1176.7801017763
PC (40:7),-0.16826835628030468,8.75641066710473,3.721554861745666,0.053714329688794166,0.1209985952989679,832.6 -> 184.1,PC,3187.9402160639,2953.3001937866,3176.7602157597,3802.2603034966,3672.5602417001,3471.2802848817,2626.8401985159,3525.1402511603,3297.0002021785,2917.1802291873,2982.2001876818,2602.3201980601,3604.4802589418,3711.3202285774,3664.6002311701,3682.5002212534,3928.5402679444,3802.2002754224,1431.160095215
C22:5,-0.16209465822557495,11.903450173160488,3.509323049442572,0.06102438551858111,0.13059218500976358,329.3 -> 329.3,FFA,28977.2220916732,28189.4620132449,27463.361930851,29105.162208554,28167.582069399,27204.681915285,28827.5219802858,26731.7619781495,28890.8820114136,29810.782051089,30379.022136689,30464.7421989479,29655.4023056039,29871.1620635913,30079.4422302262,27274.521949770002,26776.2419662499,26843.8419494636,25730.0218963637
Lyso_Sphinganine-1-phosphocholine,-0.16571642152637042,7.58662246655469,3.525458994775578,0.06043309007589909,0.13059218500976358,467.3536 -> 184.1,PC,1332.3200988767,1382.4800987244,1475.220127106,1510.8601112363,1380.7401046751,1304.560081482,1366.0800781246,1734.5601234441,1291.4800910948,1171.5600891112001,1382.6200981136,1445.5800895684,1429.2401046752,1085.120075226,1585.4401168822,1742.5801315298,1665.9401168836,1765.3201446529,1178.6400909426
PC (32:0),-0.16308987819469453,14.36877387587749,3.5588933058679686,0.059227213910823855,0.13059218500976358,734.6 -> 184.1,PC,153998.011779773,147617.370727529,146048.271850502,189157.152770772,191276.431823528,189547.091980115,161252.591125527,161568.192321734,156630.191711391,141976.649322504,135381.549499283,136361.849578937,183965.389892484,177898.113525461,182354.792449885,205443.79238896,196066.771698108,191857.413391117,19829.7414550925
PC (36:3),0.16237870644497918,12.829501030187545,3.525479881093247,0.060432328667774565,0.13059218500976358,784.6 -> 184.1,PC,59796.723999024,56281.723815918,56042.184173592,73281.525573747,75656.2250747587,68355.924743647,62156.74433898,62160.764068607,63731.064773538,44225.9028930699,44079.9230194072,42933.80285643,57088.623641977,52078.703704838,55013.1237258834,60589.363937373,60987.864089969,60324.444641108,5613.9203796379
PC (42:5),-0.16593464702151972,7.9792955077573025,3.570907322032567,0.058800174960716954,0.13059218500976358,864.6 -> 184.1,PC,2045.0201377868,1820.0401267999,1758.0801315293,1971.4401321408,2075.8201217636,1905.2201576227,1689.5801239017,1973.6201400751,1776.7001190191,1986.7001190185,1808.0201377872,1932.1401405315,1907.3601303107,1619.0001258857,1923.6601409915,2090.4801330569,2165.0401535048,2183.0201644909,1250.2800865176
Lyso_PC(12:0),-0.16210687994356682,7.755265092220254,3.387906694883691,0.0656762804159868,0.13915568325763542,440.2699 -> 184.1,PC,1465.3001098633,1535.6401138311,1279.8400917055,2018.420131684,1759.5801315308,1257.9600906367,1684.5401153559,1583.2201232903,1734.1001281732,1738.600120544,1692.3201141347,1762.740135192,1676.4601135255,1414.8201026916,1472.9401054382,1609.1201057426,1824.3601188675,1535.3601074216,1451.9201011664
Lyso_PC(2:0),-0.1579954981740075,7.455359891258602,3.189119802109876,0.07412991611102814,0.1555274710564708,300.1134 -> 184.1,PC,1267.4201011657,1358.5601043705,1203.8600807191,1236.1000900267,1183.780078888,1232.6200904846,1458.3001174927,1331.140087127,1192.8000793459,1477.7000999451,1257.6200828552,1315.5200843811,1217.7600860594,1246.9400749207,1222.8600883484,1340.3400993344,1327.7801055907,1389.500091554,1384.0801010132
PC (34:0),-0.15355923271681496,12.368987810754646,3.151812569487788,0.07584267291341167,0.15757603886864172,762.6 -> 184.1,PC,40214.702835084,37098.1428070202,37663.9821166869,46648.282943724,46093.643447886,47566.523422252,40711.6634025578,38453.7428131145,38514.282478343,34994.8625335994,34891.202644343,33210.3025360091,45945.68371582,47418.643424987,44811.503616341,48673.463050841,47647.7431945845,46283.302932743,8230.9204902642
PC (34:1),-0.15056042203975123,15.956643253830883,3.0340477044046565,0.08153437934559184,0.16777266519189088,760.6 -> 184.1,PC,472662.03283682,448857.09289544,450499.51123048,591446.60351572,579806.10791009,560664.65978991,476310.67297341,483939.70983889,467258.82922367,416540.10217282,418892.18878172,396344.26892094,567741.03820796,554693.09460455,566153.21997077,599172.04687475,577937.09692386,556355.75952141,46707.243446354
Lyso_PC(20:5),-0.14999161144994083,8.143102295270905,2.9278729731452344,0.08706212762561903,0.17744090773221402,542.3168 -> 184.1,PC,1949.6401481636,1795.8401374823,2213.2801361098,2646.6801719675,2313.2401580817,2105.8801689164,2018.7001571655,2041.4601211549,2176.4601516731,2948.5001907354,2280.3401641851,2291.6201438902,2072.7801589967,1579.6201133727,1870.7601470946,2287.8801650984,2071.2001686089,2201.7601776122,1313.3400955198
PC (44:7),-0.14604251786093808,7.3380690596395075,2.7157392778353255,0.09936292719073721,0.20060062659262043,888.6 -> 184.1,PC,1253.3000946041,1158.4200897218,1172.1000823975,1236.5800895691,1164.6000823974,1181.3400840759,1185.9600830079,1229.3200836178,1128.6800842284,1220.3000907897,1201.7000808714,1197.8000793457,1174.4000816344,1280.1800918577,1307.8000869757,1248.0400848388,1135.7200698851,1161.3000831601,1155.9400901793
Lyso_PC(18:0),-0.14021881620724805,8.7401694987473,2.5818926231035864,0.1080923498957541,0.2142952215235204,524.3638 -> 184.1,PC,2802.9601974485,2927.3602371227,3284.0002021794,3677.5602607717,3025.0202407825,3327.6202239983,3463.1402511589,3125.5402336127,2715.0202064496,3202.1202240005,2755.3002090448,2659.7201690656,3684.7002601637,3376.8202285773,3397.4802780152,3121.0002326961,3345.1202125567,3297.1402626033,3154.5402030936
PC (36:7),-0.14064288488985946,8.19290625090284,2.5765991531259225,0.10845444970877946,0.2142952215235204,776.5 -> 184.1,PC,2565.7401618962,2365.9001655595,2228.5801620464,2493.260189057,2389.8401298512,2225.7201461781,1833.1401214589,1988.9401512157,1764.2401313783,2044.2201347346,2044.1001510622,1677.4601173393,2162.360164643,2313.1601829526,2966.380191802,2129.6201629642,2301.0201721197,2597.7201843256,1541.4600982657
SM (d18:0/20:0),-0.13848354585566147,14.521896882942311,2.5664799195790238,0.10915036984141926,0.2142952215235204,761.6 -> 184.1,PC,180574.873351849,163304.873535148,169139.710266154,220265.715331918,212804.795043877,207724.953857396,180366.030548184,179747.495239225,168199.572814884,156552.971466079,149337.030761775,147977.591369602,210374.934326239,211078.675720249,203652.114318894,217839.736511181,209126.839843559,206959.396057135,19020.1812019292
PC (52:0),-0.1407024656840069,7.140050638707285,2.5019012597585633,0.11370894933267826,0.22121559233811955,1014.9 -> 184.1,PC,1010.1800651549,1056.1600837705,1022.2000694275,1016.6200752256,1013.6400718688,1028.620071411,1088.6400794981,1020.3400688171,1033.6800689698,1030.8400764467,1031.8400726318,1108.1800880434,1038.5800704953,1058.8000717162,1088.7400779723,1028.5200767515,1022.1400718689,1034.7600708009,1088.6200675965
PC (40:4),-0.13607343436235908,10.02224878928776,2.4603485371836094,0.11675287277202628,0.2230813819036931,838.6 -> 184.1,PC,8331.3205299407,7560.420528413,7483.3204803477,9291.3006553611,8622.2005653331,8859.6406783982,7337.6804733261,7687.5806427012,8345.9605445811,6750.5404548641,6799.3004455546,7080.5805587727,8181.7005195563,7820.0005874612,8601.2606620746,10769.2208175572,9848.7805252087,9001.4405822752,1865.8201408388
PC (44:1),-0.13924250621193965,7.353102776024497,2.4688384573198707,0.11612371133555419,0.2230813819036931,900.7 -> 184.1,PC,1139.4800796507,1253.4600906369,1234.0400848394,1167.6400909421,1223.2000808714,1115.0000724792,1161.0400772094,1131.7600746154,1323.9000854491,1366.760097504,1236.4000968937,1347.0801010128,1238.1200866702,1218.3000869752,1120.3000717163,1141.3600845335,1122.5800819394,1102.0200843813,1290.9400863647
PC (50:0),-0.13820886600454843,7.196997304087645,2.42004222207439,0.11979170164076307,0.2268621606294097,986.9 -> 184.1,PC,1068.8800735471,1085.2800750732,1091.3400764468,1065.000072479,1061.5000724791,1092.3200798035,1066.980079651,1140.9600830077,1055.5200767518,1070.8600769044,1145.7400817868,1086.800075531,1111.540073395,1132.8800773618,1061.6800804137,1091.9800720215,1086.4800834656,1086.0000801084,1059.4600715638
Lyso_PC(18:2),0.13430611970036221,8.215656111306108,2.350456156987729,0.12524635317603053,0.22908307333051736,520.3325 -> 184.1,PC,2082.3001556393,2367.1801757805,2233.4801597588,2670.9602012637,2797.6002426143,2569.3201751698,2286.4801864625,2636.3002014154,2578.5401992813,2286.0802001955,2127.2801704399,1819.8801231396,1961.1401367188,1796.5401382433,2205.4601364139,2240.56016922,2041.8801269527,2171.0801506041,1539.0000991827
Lyso_PC(21:0),-0.13505413934977106,7.934192644302927,2.363209117524102,0.12422640345685611,0.22908307333051736,566.4107 -> 184.1,PC,1926.0401382457,1646.7401161173,2220.7001762389,1895.6001167299,1766.1801147451,1957.6601409904,1618.5801200872,1861.3001289363,1667.4601325994,1368.0801010135,1927.860153198,1765.1201210019,2150.120159149,1816.6801414493,1602.840122223,2404.8801841726,1985.1801490777,1824.680130005,1338.8600997924
PC (36:6),0.13522831007752242,8.388705448413171,2.390833511908987,0.12204853891988757,0.22908307333051736,778.5 -> 184.1,PC,2270.2601661695,2535.5201721194,2756.0601997378,3231.14025116,3366.3602447502,3386.9202346798,2865.2001762386,2715.020202637,2284.2201614382,2032.8401603677,2334.9401550296,1887.6801338199,3153.160190582,2438.4601516735,2549.1001701363,2412.20016861,2456.2801589953,2060.9801330572,1371.6601104736
PC (40:6),-0.1337341239147643,9.024753618771934,2.358501625365226,0.12460181877460601,0.22908307333051736,834.6 -> 184.1,PC,3915.8602485677,3865.300296783,3833.1002960212,4686.4603500381,4592.640289306,4231.900291443,3816.040233612,3634.3002433786,3771.6002464298,3770.4402694691,3414.9802589411,3277.6802406299,4441.0202560448,4951.5603103611,4441.8803405737,4261.0603332522,4229.2603073102,4036.6403121958,1606.3401222238
PC (40:10),-0.13356274326213535,8.236248804757663,2.326364491871894,0.12719863938046502,0.23001649766224797,826.5 -> 184.1,PC,2459.3402061461,1899.3401374813,2034.4001541145,2446.0401649469,2676.3001747136,2269.6801528935,2212.7001571663,2419.120162962,2363.6401519763,2623.9201583856,1923.0601463302,2173.3201484693,2491.6801872246,2146.8001594537,2265.3801612861,2537.8201713568,2460.9601440438,2403.8801727298,1235.7000961304
PC (44:0),-0.13511298674746705,7.257279152952612,2.317732336151547,0.1279063701953622,0.23001649766224797,902.8 -> 184.1,PC,1088.8400764467,1071.3200721738,1073.5800704957,1155.420085907,1076.5600852966,1109.3600769041,1218.7800903326,1237.0200805663,1102.4400825502,1078.6600837703,1186.5600776672,1161.7200889586,1075.3400688172,1100.9800796508,1136.5400848388,1252.100086212,1137.0600852965,1137.6800804138,1137.26007843
PC (44:8),-0.1314748841312797,7.318124292069128,2.199687461089078,0.1380387227579778,0.24616905558506041,886.6 -> 184.1,PC,1082.5600700378,1211.080089569,1136.4200782777,1310.8600921628,1240.8000793456,1226.7600898742,1111.5800743101,1179.0400886534,1127.0200691222,1128.3200874329,1184.5200843815,1195.0200958254,1147.4600753784,1286.8000907903,1173.2400779727,1229.2600822447,1146.9400825499,1232.30008316,1149.6200828552
C30:0,-0.12543556050154062,12.111437256590845,2.102659090046614,0.14704322217548302,0.2579990901114939,451.4 -> 451.4,FFA,35875.8625564543,33898.0422439583,35135.7824707044,35024.6224136308,33458.2623901353,36706.8226432792,31968.3821945172,31808.0620727537,31919.082248695,35267.022430421,32405.4822273265,34615.7825126622,33877.442333219,33682.8024291963,33060.7822608904,34371.5425148002,34781.1823158269,35478.2624435447,18169.7811965941
PC (52:4),-0.12829388930435445,7.250054153488288,2.089761729526723,0.148289196652868,0.2579990901114939,1006.8 -> 184.1,PC,1283.3000984189,1090.4800796507,1097.6000785828,1133.6200752254,1081.4600753786,1093.6000633241,1153.7200775151,1079.9000816345,1140.1400833129,1135.2400817869,1139.5600700378,1098.7000846862,1118.6400833133,1070.7600784302,1154.700099945,1189.0800895692,1164.9000778203,1176.2000846864,1061.3800621033
PCo(34:0),-0.12565098906808514,9.666859133046016,2.0931708330489442,0.1479586986587552,0.2579990901114939,748.6 -> 184.1,PC,5440.0404129016,6173.3204536448,6640.7404251113,6852.360507965,6679.1004409792,7514.3804855336,5658.7803688033,5949.9004669189,5480.0803680411,5950.960430145,5541.1603660576,5159.5803947426,6409.9404563896,6862.1404151917,6581.3604469281,7602.6205825798,6563.4205322294,6171.9204902651,3159.2202148442
Lyso_PC(16:0),0.12192498524188691,10.522731774531774,1.9792429082561682,0.15947018753426637,0.2749694579706016,496.3325 -> 184.1,PC,11047.0008087064,10971.7606925869,11496.3608360239,14029.1607742179,13039.460968021,13123.0409622197,12026.9407119832,11659.720821378,11331.4408340481,8735.9606704701,8382.8006591781,7935.5805549608,10185.1008682257,11081.3207359201,11741.8807678115,11763.1008148129,11377.1808204621,11258.5008087006,8730.3005790731
PC (44:10),-0.12402966260061078,7.474099070775958,1.9684451135114909,0.16061300115105234,0.2749694579706016,882.6 -> 184.1,PC,1206.3800811768,1408.320091247,1201.3800811768,1269.8800926207,1271.8000869752,1522.4001121525,1499.06010437,1309.6800956723,1275.1200866697,1298.2000885006,1155.40007782,1192.0600852966,1439.6201095577,1441.2401161187,1557.8000984188,1342.9600906368,1398.4001007082,1214.680088043,1145.7400817868
Lyso_PC(19:1),-0.1217158119761577,7.39408224614375,1.8892335329276548,0.16928839687242264,0.28752156294205117,536.3638 -> 184.1,PC,1191.4400825496,1201.2400779722,1062.7800750731,1177.1400756837,1371.9401054384,1346.820091247,1363.8800964354,1187.5000839231,1232.1400871277,1337.6000976564,1373.1401023864,1197.4200935366,1395.4801063533,1183.5800819399,1108.8800773623,1206.6600761415,1090.5000724793,1251.8000869752,1345.6800880439
