lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Cells_r1,C1-Cells_r2,C1-Cells_r3,C2-Cells_r1,C2-Cells_r2,C2-Cells_r3,C3-Cells_r1,C3-Cells_r2,C3-Cells_r3,R1-Cells_r1,R1-Cells_r2,R1-Cells_r3,R2-Cells_r1,R2-Cells_r2,R2-Cells_r3,R3-Cells_r1,R3-Cells_r2,R3-Cells_r3,blank
Lyso_PC(21:4),-0.03797689554855649,7.6696847901728535,0.18560913350550123,0.6665965039463531,0.7507981676027344,558.3481 -> 184.1,PC,1426.7400970459,1764.2801399239,1558.0401077274,1645.1801109308,1671.3201179503,1993.8201446533,1373.9001083376,1500.2401123054,1154.9000816345,1502.4801063533,1518.2401161193,1306.3800964357,1433.4001045227,1339.7000961308,1623.2601089476,1701.4601097103,1426.0201072684,1475.5200920102,1397.200115203
PC (42:9),0.03759732742896665,7.498452146261394,0.1810470306404639,0.6704749788067534,0.751212803479818,856.6 -> 184.1,PC,1149.6600875855,1319.8000907902,1565.8401069644,1483.6001091009,1522.5401115418,1403.1400985711,1632.6601219171,1624.6201210019,1170.6800727846,1131.8000907898,1248.7000846864,1228.2800941458,1325.7001037602,1322.2800827026,1373.0400962823,1512.6600952153,1213.9200973505,1224.8200759887,1175.1800880432
PC (32:5),0.03544277076997173,8.073145810394902,0.1633096859142107,0.6861274703091044,0.7647462429486892,724.5 -> 184.1,PC,1858.3601264952,2181.1201705931,1912.8601188658,2282.8001632695,2488.9801635755,1909.6201248185,2250.8801651005,2298.5001449602,2329.7401504516,2075.2601203912,2013.0601577756,1930.7801322946,1903.240123748,1894.3801231364,2257.9201507572,1986.7801170343,1859.7001190185,1599.9801025378,1323.16009903
Lyso_PC(22:5),-0.03423701782249698,7.6051043610467755,0.1504132229960824,0.6981407800135991,0.7673460260766503,570.3481 -> 184.1,PC,1569.2401046759,1513.14011383,1310.7401046753,1394.4600982672,1499.4201164247,1432.9600944513,1677.360126496,1450.6401062014,1271.7400856017,1469.3001098625,1250.400093079,1475.9001274106,1420.2600822444,1335.3600845338,1192.220096588,1454.4201011657,1348.5000915533,1437.9001083369,1769.9401206975
PC (42:2),-0.03416135829873108,7.494004915603317,0.14945188892214478,0.6990597040391673,0.7673460260766503,870.7 -> 184.1,PC,1464.7201156622,1421.8600997919,1222.6000900272,1432.4801025397,1551.6001014703,1449.2200889587,1393.200092316,1310.2600936891,1276.3000869749,1204.9000778193,1287.3000793462,1347.1600875866,1237.9600906373,1296.5200805668,1353.6800956733,1473.3201103214,1313.0800971988,1308.6800994868,1175.6600875854
SM (d18:1/12:0),0.03409234953158244,7.598839156436815,0.1492875077175988,0.6992171732941439,0.7673460260766503,647.5 -> 184.1,PC,1495.7401123044,1409.1001052857,1810.7201156615,1640.6401176462,1275.0400886537,1573.0401153566,1443.2000923156,1409.7000999451,1692.440120698,1265.0400924686,1497.3201141358,1410.2801017758,1352.1801071163,1218.6200942991,1327.000087738,1332.2401008595,1490.8801116948,1505.5000915527,1274.8200950624
Lyso_PC(4:0),-0.03341615556290567,7.512200374779896,0.14295864625523969,0.70535725503874,0.7701349621341345,328.1447 -> 184.1,PC,1415.720096588,1395.5800971985,1243.0200920104,1361.2601051333,1409.4401168827,1343.7201004026,1217.1400794981,1491.2800979607,1569.4600982657,1559.0801048272,1401.6401100147,1234.4400863652,1323.0200881962,1112.080078125,1330.0200843809,1290.920093537,1259.6001014712,1218.3200759885,1472.6401100161
PC (42:1),0.02966957143362756,7.479003928519715,0.11268630239425548,0.7371063029691719,0.8007144610934152,872.7 -> 184.1,PC,1392.3201065072,1432.2000999452,1198.6600914,1262.420078278,1511.560119629,1367.1400985719,1578.3401222224,1463.3201026919,1494.0201034559,1402.960098266,1247.460083008,1402.4001007088,1163.0400733945,1244.4000778201,1309.280094147,1259.9000816347,1150.1800804137,1273.6200752258,1100.8600807189
C18:3,0.02738589389734506,11.24842963073732,0.10010565628260792,0.7517028792125756,0.8112376255768182,277.3 -> 277.3,FFA,19706.6814346303,19261.3212852465,19818.7614250205,19653.1813125644,19027.1812896713,20948.8414878837,19042.4413566614,19605.0814857436,19269.561298371,17476.9411506591,18137.501296997,17386.6012306199,17551.4212341317,17254.2412796039,18558.6612358049,18099.5213050865,17501.7212333689,17601.5212593072,11279.7807998686
Lyso_PC(18:3),0.02767818047135945,7.4368768525319915,0.09789114169972102,0.7543751751859198,0.8112376255768182,518.3168 -> 184.1,PC,1107.4000892638,1254.3200874328,1271.420074462,1418.3600959777,1458.2400894173,1398.1000900267,1420.6801071174,1620.2201271064,1239.760101318,1175.80009079,1145.7800827026,1288.0801010135,1265.4800910952,1274.7000846864,1139.6200790404,1337.6200866703,1064.2400817868,1323.8200912469,1267.1400909421
SM (d18:2/24:1),-0.024572965251742157,11.08313682050352,0.08057398588299236,0.7765210647994046,0.830877539335363,811.7 -> 184.1,PC,16978.0011787462,16688.1212921095,16147.2211379801,19446.2414512703,20520.4416046163,18431.2015533326,17859.1812782232,17382.3011321997,15319.3611526436,13889.1409149151,12710.9009933412,14122.301094045,17918.6811256463,16750.4811820901,16863.3210525499,19008.9011612003,19337.18151856,18867.7812461802,5050.7403602613
Lyso_PC(22:4),0.021577980754205646,7.732663521785158,0.060048108789047205,0.8064199187720045,0.8578914157733656,572.3638 -> 184.1,PC,1665.6601104726,1541.1400871274,1388.760097504,1472.1400909423,1881.3801460253,1781.2001419061,1904.5001602175,1569.4001159668,1987.3401260372,1401.9400749208,1391.6201019276,1570.1801109311,1482.360107422,1669.0201148992,1433.7001037597,1531.7201042185,1552.7400970458,1785.7201461786,1206.4200859068
Lyso_PC(8:0),-0.02125066974371426,7.5698271168155316,0.05793790848687763,0.8097853550757936,0.8578914157733656,384.2073 -> 184.1,PC,1541.5200996401,1617.9401283261,1361.5400924685,1668.2401199347,1444.4800987243,1386.0200996403,1411.780094147,1330.0800857545,1371.3800811768,1417.1001091005,1198.1200866697,1619.3001060494,1246.8000793455,1210.5600891111,1302.5800971983,1125.9800720212,1758.7401351923,1387.1601028436,1392.8801002503
Lyso_PC(9:0),0.019191228863544393,7.502530239573238,0.04715195554228657,0.8280953374735786,0.872967498617467,398.2229 -> 184.1,PC,1355.8200950619,1420.1601142885,1367.4000778199,1380.3801078792,1386.920097351,1580.2200965885,1308.3800888067,1472.4601097111,1401.7800865187,1300.5000991823,1282.1200942994,1416.2000923159,1224.1800880425,1126.8800773621,1178.5800857548,1418.8200950618,1354.5600929266,1221.8400840759,1367.9001121521
Lyso_PC(19:0),-0.017319821432826364,7.633610570317851,0.03857670529296975,0.8442896340504591,0.8856763808176386,538.3794 -> 184.1,PC,1403.040100097,1374.7001075747,1696.5401268001,1514.480113983,1606.3801193245,1614.3801231385,1308.2000808719,1679.6001243587,1698.7201347354,1187.6000747677,1576.9000968925,1350.7600975037,1451.8200950615,1561.4401206973,1343.6200942993,1749.2201461787,1434.3201065071,1345.5000953675,1244.8400917054
PC (40:5),0.011271236677350912,9.34670134912044,0.016810790843496903,0.8968382522612683,0.9362116389459094,836.6 -> 184.1,PC,5177.3803749072,5403.6203956597,4436.5003051751,6431.8004798916,5828.560432433,5944.4804115296,5068.4803390513,4790.4803543115,5130.1804008481,4466.440319063,3733.0602493283,4240.92028427,5546.3004074095,4315.7402610782,5035.9403915408,5366.6804504395,5888.6404495255,5610.3203544601,1580.840114593
Lyso_PC(22:6),0.010058781546125098,7.698400656496234,0.013030315909444035,0.9091185626187209,0.9444241378660498,568.3325 -> 184.1,PC,1842.3801307673,1595.0201110843,1416.0801048277,1601.0801315309,1590.9800949101,1679.2001190186,1652.1601448053,1683.880111695,1508.9400939939,1351.0000724788,1398.0200843813,1474.0200958242,1397.9600944513,1496.2201118463,1551.7201156611,1455.0401039125,1414.6400985713,1819.4201354992,1440.7400932321
PC (40:1),0.00708207431982507,7.742481127585351,0.006466406690694981,0.9359080158420624,0.9675570791797167,844.7 -> 184.1,PC,1438.3000984189,1603.5000991827,1324.480110169,1876.5201263422,1784.2001457204,1645.5201148987,1784.2001304625,1645.4401206976,1887.600139617,1498.8401184084,1427.9401016232,1441.9001235962,1439.5201072695,1413.7201156613,1516.9600982666,1752.9001235962,1575.7001075748,1693.3601188655,1537.4201049805
Lyso_PC(15:0),-0.005603336045911331,7.540083283475608,0.0040254001046715615,0.9494113257465192,0.97212451535768,482.3168 -> 184.1,PC,1388.4600944515,1372.540092469,1362.5600891114,1289.5600929263,1632.8401184083,1402.3600997923,1482.280101777,1659.8201065066,1377.0600776668,1399.6600913994,1280.1800956726,1239.6800727848,1296.6800918575,1315.7000923157,1281.8400917052,1397.8200988762,1386.520111084,1419.7600898737,1307.4200859066
PCo(34:1),0.005654243351782423,12.297458149362086,0.0042749474800913845,0.9478689934472039,0.97212451535768,746.6 -> 184.1,PC,40163.702957153,40641.8830413691,38208.3822479336,46984.522750843,47165.04264832,45938.343124383,38090.762374874,38735.0427551432,40592.282470694,33139.1223525936,32543.0819282472,31488.0623016291,41335.323188789,39039.843231209,39381.742599499,45010.102920538,44202.1628189213,40778.1626892085,6560.4005050659
C12:0,0.00244779278390457,12.033692417558328,8.008565529777911e-4,0.9774233519165155,0.9874233244949377,199.2 -> 199.2,FFA,34368.2823028542,33098.682342534,32758.8222885075,38334.502777095,34022.042442316,34016.842361452,31140.32231903,30558.8821868898,29769.902206419,28720.0420150755,30463.7822341884,29604.3220596286,32541.5023193353,31225.0421752886,32895.462356566,29894.4021301234,29352.0220947223,29402.022056572,23986.2818527216
PC (38:3),0.0019900744666319415,11.835478966468797,5.292608948366251e-4,0.9816457494012869,0.9874233244949377,812.6 -> 184.1,PC,27722.801643361,28277.2021255552,26027.8619537371,34603.6424179016,37880.602363592,32708.3022460815,26937.9818344169,30587.3825530884,28417.9217948979,22156.4014778193,21274.6616020181,21820.201622005,29548.8022003212,29360.3219833312,30658.0220718307,34279.8024215706,30868.66228867,32585.4423828,4873.6803550732
PCo(32:0),-0.0018665835375422711,10.62183691042197,4.6427940891646813e-4,0.9828091968103819,0.9874233244949377,720.6 -> 184.1,PC,12830.080745699,11028.9808463927,12671.9008483993,13559.2009582465,12691.2808151192,14023.4809837246,11142.5808830274,14580.7809448053,13125.8409233115,11127.2007675241,11613.3409118654,9377.0806960955,12644.6408119292,12043.5809020919,11719.3609657341,13703.3810310145,11703.0409393189,13177.3810844405,4154.520263672
PCo(44:4),0.002515213511674747,7.357939755222465,8.063559540261167e-4,0.9773459895156555,0.9874233244949377,880.7 -> 184.1,PC,1324.6800956725,1238.2600898741,1207.4200744626,1224.8600807191,1438.620101928,1208.3200836181,1310.9201049804,1271.2000923156,1215.8000907898,1088.4000816346,1070.2600746154,1307.5400924687,1213.9800796514,1193.2800865174,1173.1800804138,1166.2000846862,1142.5400810243,1172.6400794983,1181.3400993342
PCp(36:5),5.896355774523554e-4,8.48759268850054,4.553749218771941e-5,0.9946157983070454,0.9946157983070454,764.6 -> 184.1,PC,3015.9202232368,2551.0202026353,2569.5401954649,2909.2802314758,3149.1402511603,2552.960193635,3167.3802108775,3034.2402000438,2816.1601867672,2413.8201980569,1934.180156708,2607.760196685,2690.4802017195,2722.8401794444,2637.9602012631,2981.4602088946,2959.4602470401,2884.1602210994,1663.080127716
