Majority protein IDs,logFC,PValue,FDR,Fold_change,average_C_lfq,average_R_lfq,MS_C_average,MS_R_average,Gene names
A0A0A0MY00;P70584,-0.586322363,0.704538684,0.999921583,6.66E-01,23491200,15590200,5.4,2.6,Acadsb
A0A0A0MY09;Q66HD0;A0A0G2K4I4;Q66HD0-2,0.709980787,0.646626677,0.999921583,1.64E+00,3450000000,5632540000,103.4,144.8,Hsp90b1
A0A0F7RQJ6;P80254,-0.178007667,0.908062517,0.999921583,8.84E-01,577238000,508674000,32.8,27.8,Ddt
A0A0F7RQL3;P30904;D3ZE63,-0.179653401,0.907216895,0.999921583,8.83E-01,247982000,218268000,23.8,10.4,Mif;LOC679748
A0A0G2JSG6;P29410-2;P29410,0.014586015,0.992447595,0.999921583,1.01E+00,150026000,151248000,15.4,12.4,Ak2
A0A0G2JSH2;P29147,-0.53759162,0.727935972,0.999921583,6.89E-01,38282000,26319600,8.6,4,Bdh1
A0A0G2JSH4;P18266;A0A0G2KB98,0.128772901,0.93341087,0.999921583,1.09E+00,34504600,37705600,6,5.4,Gsk3b
A0A0G2JSH9;P35704,0.130694678,0.932419808,0.999921583,1.09E+00,2665040000,2909440000,88.6,81,Prdx2
A0A0G2JSI1;Q9JLJ3,-0.160561348,0.917034007,0.999921583,8.95E-01,599926000,536080000,39,34.8,Aldh9a1
A0A0G2JSJ8;P17164,-0.646178754,0.676232906,0.999921583,6.39E-01,88425800,56348600,12.2,6.2,Fuca1
A0A0G2JSK5,0.263167607,0.864486164,0.999921583,1.20E+00,496472000,594530000,28.2,24.8,NA
A0A0G2JSL0;P28073,-0.302875246,0.844318234,0.999921583,8.11E-01,255692000,206898000,15.2,9.2,Psmb6
A0A0G2JSL2;A0A0G2JX69;Q69BT7,-1.081864698,0.48761324,0.999921583,4.72E-01,13891200,6456400,2.6,2.4,Trappc4
A0A0G2JSL8;Q64640;A0A0G2K6X9,-0.030086083,0.984422774,0.999921583,9.79E-01,167968000,164212000,21,16,Adk
A0A0G2JSM7;Q63028-2;Q63028;D3ZZ99,-0.095281636,0.950699749,0.999921583,9.36E-01,410102000,383288000,23.2,17.2,Add1
A0A0G2JSP3;B5DF89,0.250569938,0.870906533,0.999921583,1.19E+00,109580200,130124000,12.6,12.6,Cul3
A0A0G2JSQ9;Q56B11,-0.655003769,0.672102038,0.999921583,6.35E-01,48655400,30894800,7,3,Pelp1
A0A0G2JSR0;Q9R1Z0;Q9R1Z0-2,-0.35069299,0.820186236,0.999921583,7.84E-01,1015220000,794868000,40.4,34,Vdac3
A0A0G2JSR1;Q7TP14;A0JPQ9,0.290444449,0.850620183,0.999921583,1.22E+00,28778600,35150400,5.2,3.4,Chid1
A0A0G2JSR7;P43244;B5DEM0;Q6P6H1,-0.05940694,0.969248218,0.999921583,9.60E-01,1287500000,1233640000,60.6,46,Matr3
A0A0G2JSS8;Q9R063-2;Q9R063,0.555421261,0.719340213,0.999921583,1.47E+00,245210000,359626000,17.8,26.2,Prdx5
A0A0G2JSU4;Q8VBU2-2;A0A0G2JSV0;Q8VBU2,-0.967870086,0.533704362,0.999921583,5.11E-01,1463480000,746642000,60,33.2,Ndrg2
A0A0G2JSW0;P18666;Q63781,0.190662071,0.901563489,0.999921583,1.14E+00,252500000,287282000,19.2,20,Myl12b
A0A0G2JSW1;Q6QI25,-0.656968496,0.671183734,0.999921583,6.34E-01,14472200,9201000,1.8,1.4,Ormdl3
A0A0G2JSZ1;Q6GQP4,-0.649234228,0.674801431,0.999921583,6.38E-01,245978000,156384000,23.6,14.2,Rab31
A0A0G2JSZ5;Q63081,0.835719762,0.590145846,0.999921583,1.78E+00,744248000,1326220000,50,45.2,Pdia6
A0A0G2JSZ9;E9PSS2;B9TSW3;Q9JK72,-0.04458454,0.976918126,0.999921583,9.70E-01,14929200,14449000,3.6,2.2,Ccs;CCS
A0A0G2JT00;G3V616;Q6MGD0,-2.569593111,0.115595602,0.999921583,1.68E-01,44171200,7473000,4.8,1.2,Cuta
A0A0G2JT23;D3ZA69,-0.206692436,0.893341515,0.999921583,8.67E-01,28408200,24544400,5,2.4,Nrbp2
A0A0G2JT93;Q9WU82,-0.05365428,0.972224613,0.999921583,9.63E-01,1521840000,1463380000,66.8,52.2,Ctnnb1
A0A0G2JTA0;Q5BK32,0.226207693,0.883349883,0.999921583,1.17E+00,73334000,85599200,12,11,Faf2
A0A0G2JTB2;Q5EB55;A0A096MIX1,-0.210137671,0.891576037,0.999921583,8.64E-01,23249600,20146600,3,3.6,Gbe1
A0A0G2JTG7;Q8VHV7;Q8VHV7-2;G3V9Q3;Q8VHV7-3,-0.185687338,0.904117533,0.999921583,8.79E-01,1323420000,1161160000,62.6,58.2,Hnrnph1
A0A0G2JTH4;P97829;P97829-2,1.342195181,0.391974056,0.999921583,2.54E+00,10714200,27077800,2.6,3.6,Cd47
A0A0G2JTI3;D3ZFM1,-1.050334537,0.500112747,0.999921583,4.83E-01,20877000,10037000,3.6,0.8,Asf1a
A0A0G2JTI7;D3ZI99,0.207719093,0.892815281,0.999921583,1.15E+00,18356200,21159400,3.6,3.2,Prpf3
A0A0G2JTL5;P52873,-0.701321016,0.650609337,0.999921583,6.15E-01,1189260000,730352000,64,40.6,Pc
A0A0G2JTN4;D4AB17,-0.124186917,0.93577634,0.999921583,9.18E-01,656038000,600866000,46,30.8,LOC100912917
A0A0G2JU01;A0A0G2K4L2;E9PTJ8;A0A0G2K446;Q5BK37;Q9Z1I6,0.998754847,0.520972749,0.999921583,2.00E+00,16906800,33700400,3,4.6,Arhgef1
A0A0G2JU25;B5DF50;D3ZFD2,0.2000195,0.896762532,0.999921583,1.15E+00,42468200,48691400,7.6,5.6,Galnt2
A0A0G2JU73;F1LP64;A0A0A0MXY4;A0A1W2Q676;F1LP64-2,0.478412129,0.756741939,0.999921583,1.39E+00,29726800,41377800,6,5.6,Trip12
A0A0G2JU77,0.140966564,0.92712466,0.999921583,1.10E+00,94609400,104007600,9,6.8,NA
A0A0G2JU83,-1.767344527,0.265356901,0.999921583,2.94E-01,15933000,4637400,1.6,0.6,NA
A0A0G2JU89;F1LQI5;Q2TL32,0.406183015,0.792425755,0.999921583,1.33E+00,96841400,128273800,18.6,19.6,Ubr4
A0A0G2JUA5;A0A0G2JU96,1.157565499,0.458399877,0.999921583,2.23E+00,225212000,501876000,13.6,29,NA
A0A0G2JUC7;Q6AYH5,0.322086822,0.834601192,0.999921583,1.25E+00,186896000,233198000,22,19.6,Dctn2
A0A0G2JUJ9;D4A2Z6,-0.351555956,0.819752425,0.999921583,7.84E-01,107122800,84022200,11.8,8.6,Sec63
A0A0G2JUK4;M0R4P9,-0.470316371,0.760713376,0.999921583,7.22E-01,5999640,4308000,1.4,0.8,Ube2h
A0A0G2JUL7;B3GNI6-3;B3GNI6;B3GNI6-2,-0.057419758,0.970276322,0.999921583,9.61E-01,949002000,909824000,48,46,11-Sep
A0A0G2JUS7;B0BN86,-2.374809869,0.142824869,0.999921583,1.93E-01,11094800,2166200,1.8,0.8,Tmem11
A0A0G2JUU7;D3ZMR7,-1.464416898,0.351827787,0.999921583,3.62E-01,12301000,4389800,2.2,0.4,Tubgcp3
A0A0G2JUX5;Q68A21,0.047377077,0.975472906,0.999921583,1.03E+00,184698000,190540000,14,9.2,Purb
A0A0G2JUZ5,-0.168394946,0.913004132,0.999921583,8.90E-01,461312000,409794000,36.2,24.2,NA
A0A0G2JV31;O54975,0.227704143,0.882584565,0.999921583,1.17E+00,314478000,367038000,23.2,23.6,Xpnpep1
A0A0G2JV65;P63102,-0.146893192,0.924071147,0.999921583,9.03E-01,4036440000,3636040000,139.2,120,Ywhaz
A0A0G2JV81;A0A0G2K9H8;P84079;P61206;A0A0G2K4Q4,-0.019370072,0.989970618,0.999921583,9.87E-01,317540000,312508000,19.4,21.4,Arf1;Arf3
A0A0G2JV84;Q7TP13,-2.687056055,0.101489699,0.999921583,1.55E-01,350336000,54383800,33.8,6.4,Gpt2
A0A0G2JVC8;P48450,0.676355416,0.662154652,0.999921583,1.60E+00,142292000,226752000,12.2,20.8,Lss
A0A0G2JVH4;A0A140TAG5;Q3KR86,-0.204099211,0.894670719,0.999921583,8.68E-01,1019540000,883406000,43.8,38.8,Immt
A0A0G2JVK4;A0A0G2JSY3;P42676,0.32249037,0.834397384,0.999921583,1.25E+00,179428000,223898000,15.2,17.8,Nln
A0A0G2JVL6;Q7TP78;F7EXQ7,-0.466400735,0.762637689,0.999921583,7.24E-01,127232000,91834000,12.6,6.6,Ndufa8
A0A0G2JVL8;F1LS86,0.226372236,0.883265726,0.999921583,1.17E+00,325052000,379538000,29.8,27.6,Iars
A0A0G2JVN4;M0RDN9;Q6J1Y9,0.7625748,0.622688897,0.999921583,1.70E+00,4221940,7161800,1.4,1.8,Usp19
A0A0G2JVT8;A0A0G2JT86;Q4G053,-0.276962986,0.857467108,0.999921583,8.25E-01,158190000,130378000,24.6,12.4,Samd9l
A0A0G2JVU1;D3ZP06,-0.20222719,0.895630468,0.999921583,8.69E-01,164774000,142966000,18.6,12.2,Itgb8
A0A0G2JVV5;Q5U2N2,0.018153412,0.990600542,0.999921583,1.01E+00,148438000,149978000,14.4,14.2,Usp14
A0A0G2JVW5,0.261164023,0.865506615,0.999921583,1.20E+00,60321600,72361800,9.4,10.2,NA
A0A0G2JW80;A0A0G2JT06;P97834,-0.129403545,0.933085634,0.999921583,9.14E-01,118377400,108000400,14.8,10.2,Gps1
A0A0G2JW88,0.2312257,0.880784058,0.999921583,1.17E+00,950466000,1113360000,42.2,43.8,NA
A0A0G2JWA3;F1LQM9,-0.132205206,0.931640912,0.999921583,9.12E-01,147530000,134530600,19,13.6,Xpo7
A0A0G2JWD2;A0A3G2LW22;Q5XI81,-0.13324818,0.93110315,0.999921583,9.12E-01,155420000,141312000,14.6,14.2,Fxr1
A0A0G2JWD6;D3ZIF5,0.85631696,0.581144883,0.999921583,1.81E+00,18703000,33710200,3.8,6.6,Ap3b1
A0A0G2JWK2;Q00566;Q00566-2,-0.799542955,0.606130067,0.999921583,5.75E-01,29080800,16658200,4.4,1.6,Mecp2
A0A0G2JWK7;P31232,-0.482219759,0.754876326,0.999921583,7.16E-01,1613460000,1151940000,74.6,56,Tagln
A0A0G2JWL3;F1LM28;P97526,-0.218198131,0.887448072,0.999921583,8.60E-01,13755000,11918000,3,2,Nf1
A0A0G2JWM2;Q5RJQ4,0.467798747,0.761950662,0.999921583,1.38E+00,164674000,227428000,19.4,21.6,Sirt2
A0A0G2JWP1;B4F7F1;A0A0G2K6F9,0.055817741,0.971105168,0.999921583,1.04E+00,6483800,6721800,1.2,1,Cstf2
A0A0G2JWR5;A0A0G2JZ19;B2RYG5;D3ZSS1,-0.291163242,0.85025533,0.999921583,8.17E-01,19700200,16057000,2.6,2.2,Taf15
A0A0G2JWU3;B5DER4;D3ZFE9;A0A0G2JUV4;F1M9A4,-2.666151686,0.103880603,0.999921583,1.58E-01,8194000,1276820,2.2,0.4,Mrpl1
A0A0G2JX74;P42346,-0.251449345,0.870458024,0.999921583,8.40E-01,51386400,43114000,8.6,6.2,Mtor
A0A0G2JXC3;P05765;D3ZSE0,0.291465901,0.850101927,0.999921583,1.22E+00,34186200,41688200,7.2,6.4,Rps21;LOC100363012
A0A0G2JXD0;Q6P9U5;P17077;M0RBD4;M0R6B4;F1M7A9,-0.330095077,0.83055909,0.999921583,7.95E-01,498116000,395422000,33.2,21.8,Rpl9;LOC100911472;LOC100910002;RGD1561928
A0A0G2JXM5;D4A2B0,-0.288784481,0.851462471,0.999921583,8.19E-01,23848400,19449200,6.6,2.8,Poldip3
A0A0G2JXN8,-0.764438735,0.621848992,0.999921583,5.89E-01,18443200,10840600,3,1.6,NA
A0A0G2JXT0;Q6AY86,0.183732578,0.905121425,0.999921583,1.14E+00,63997200,72553200,12.4,7.4,Vps26a
A0A0G2JXV4;Q6AYS6,-1.651465328,0.296276108,0.999921583,3.18E-01,19403200,6121600,3,1,Snx17
A0A0G2JXW2;A0A0G2K970;O70437,-0.040534975,0.979014038,0.999921583,9.72E-01,14819800,14385400,2.6,2,Smad4
A0A0G2JY08;D3ZFD0,0.518388707,0.737237667,0.999921583,1.43E+00,59456600,85082400,9.2,11.2,Myo18a
A0A0G2JY69;G3V907;Q9QYU1,-0.004795139,0.997517116,0.999921583,9.97E-01,35718200,35514200,8.2,7.8,LOC100911356;Pex19
A0A0G2JYA2;Q9JHU5,0.55103903,0.721449211,0.999921583,1.47E+00,60568600,88612800,9,8.8,Arfip1
A0A0G2JYA4;P63331,0.046364035,0.975997175,0.999921583,1.03E+00,777144000,801090000,45.4,35.8,Ppp2ca
A0A0G2JYC7;Q925G1-2;Q925G1,0.314504204,0.838433066,0.999921583,1.24E+00,51988200,64473800,6.8,5.8,Hdgfrp2
A0A0G2JYN0;Q5U2M6,0.074520161,0.961431175,0.999921583,1.05E+00,389870000,409606000,6.4,5.8,Dcaf8
A0A0G2JYN3;A0A0G2JUW8;P97629;A0A0H2UHK5,-0.781041977,0.614389432,0.999921583,5.82E-01,44233400,25730200,7.2,3.2,Lnpep
A0A0G2JYT1,1.082459128,0.487379984,0.999921583,2.12E+00,19477800,41095600,2.6,6.2,NA
A0A0G2JYU2;Q5XIE3,-1.375939106,0.380584252,0.999921583,3.85E-01,16352200,6275200,4.2,1.2,Mrpl11
A0A0G2JZA2;P97576,-1.583197211,0.315733697,0.999921583,3.34E-01,31815000,10594000,4.4,1.4,Grpel1
A0A0G2JZF0;B5DEG8,0.073018302,0.962207809,0.999921583,1.05E+00,261490000,274616000,21.6,20.6,Sec24c
A0A0G2JZG7;Q6P799,0.007868742,0.995925643,0.999921583,1.01E+00,149212000,149582000,19.2,17.8,Sars
A0A0G2JZH0;D3ZJ77,0.021442307,0.988897737,0.999921583,1.01E+00,65942600,66794800,11,9.8,Cab39
A0A0G2JZH8;Q5BJX2;Q7TQ85,-0.201225078,0.896144304,0.999921583,8.70E-01,29424200,25576200,6.4,3.4,Pdhx
A0A0G2JZI2;Q6TXE9,-0.027133565,0.985951265,0.999921583,9.81E-01,1782780000,1746580000,102.8,88,Eprs
A0A0G2JZL6,0.237220727,0.877720352,0.999921583,1.18E+00,4088060,4794900,1,0.8,NA
A0A0G2JZM2;B5DFC3,0.321079005,0.835110236,0.999921583,1.25E+00,259426000,323256000,21.8,19.6,Sec23a
A0A0G2JZM8;Q99JD4,-0.743066749,0.631517271,0.999921583,5.97E-01,165286000,98632200,20.4,10,Clasp2
A0A0G2JZV8;Q80WE1-2;Q80WE1,-1.659020014,0.294179605,0.999921583,3.17E-01,12457200,3998600,2.2,1.2,Fmr1
A0A0G2JZZ7;A0A4X0W8E9;A0A0G2JTR4,0.732220427,0.636451542,0.999921583,1.66E+00,25248400,41802800,3,5,NA
A0A0G2K013;Q9QXQ0;Q62744,0.447954122,0.771722723,0.999921583,1.36E+00,3144400000,4281560000,132.6,148.6,Actn4
A0A0G2K038;Q5U1X1,-0.511365493,0.740650541,0.999921583,7.02E-01,27821400,19457800,4,1.4,Rexo2
A0A0G2K079;Q3ZB98-5;Q3ZB98-4;Q3ZB98-3;Q3ZB98-6;Q3ZB98;Q3ZB98-2,-0.526962331,0.733079152,0.999921583,6.94E-01,159264000,110222000,15.2,10.4,Bcas1
A0A0G2K093;O35162,-0.867181575,0.576426757,0.999921583,5.48E-01,34217400,18647600,4.8,3.2,Hspa13
A0A0G2K0B4;A0A0G2K8P3;Q62940,0.328549726,0.831338699,0.999921583,1.26E+00,415310000,520364000,34.6,35.8,Nedd4
A0A0G2K0I3;Q80Z29,1.291420848,0.409550902,0.999921583,2.45E+00,15818800,38778400,1.6,7.2,Nampt
A0A0G2K0L0;F1LX70;A0A0G2KB21,-0.324121463,0.833573745,0.999921583,7.99E-01,157350000,125240600,17.2,11.6,Papss1
A0A0G2K0P2;P84025;O70436;G3V603;O54835,0.429667707,0.780764285,0.999921583,1.35E+00,35378200,47570800,3.8,4.8,Smad3;Smad2;Smad9
A0A0G2K0W9;P48004-2;P48004;A0JPK2,-0.024990105,0.987060952,0.999921583,9.83E-01,484136000,474528000,27.2,22.8,Psma7
A0A0G2K0X9;G3V699;Q9Z2Q1;Q9Z2Q1-2,0.346380613,0.822354998,0.999921583,1.27E+00,539328000,684562000,37.2,38.4,Sec31a
A0A0G2K0Y2,-0.845869032,0.585701306,0.999921583,5.56E-01,26975200,14881600,3.2,1.8,NA
A0A0G2K110;Q3KRD8,0.479468883,0.756224002,0.999921583,1.39E+00,156252000,217484000,14.4,13,Eif6
A0A0G2K121;Q5FVQ4,0.215517954,0.888820424,0.999921583,1.16E+00,135076000,156426000,17.2,14.8,Mlec
A0A0G2K191;Q5FVQ9,-1.102323231,0.479606869,0.999921583,4.66E-01,20153600,9367200,3,2.8,Tbce
A0A0G2K199;Q9R1J8;B1WBP9,-0.159868657,0.917390173,0.999921583,8.95E-01,7984200,7130400,1.6,1.8,Lepre1
A0A0G2K1C0;Q4V7C7,0.231836727,0.880471723,0.999921583,1.17E+00,859698000,1007736000,55.2,52.4,Actr3
A0A0G2K1D2;F1M7Y3,0.776416673,0.616463065,0.999921583,1.71E+00,215398000,367878000,20.4,29,Rap1gds1
A0A0G2K1I6;A0A0G2JY82;P56603;Q5D009,-0.295520719,0.84804536,0.999921583,8.15E-01,44148800,35888800,8.4,5.2,Scamp1
A0A0G2K1S6;P13697;F1LQQ1,-0.417030863,0.787032399,0.999921583,7.49E-01,284786000,212704000,23.4,15,Me1
A0A0G2K1Z2;D3ZDI5,0.100598062,0.947953288,0.999921583,1.07E+00,26299600,28158200,4.2,3.6,Arhgap12
A0A0G2K214,0.463507154,0.764060256,0.999921583,1.38E+00,15895400,21852800,3.4,4.6,NA
A0A0G2K261;A0A0G2K150,0.000352872,0.999817286,0.999921583,1.00E+00,299268000,298916000,26.8,19,NA
A0A0G2K2K5;D3ZHA9;A0A1W2Q603,2.048070834,0.200942282,0.999921583,4.14E+00,1751280,7291060,0.4,2,Med16
A0A0G2K2L8;Q62915,-0.057677085,0.970143187,0.999921583,9.61E-01,151582000,145364000,17.4,11,Cask
A0A0G2K2M2;A0A0G2KAL9;A0A0H2UHM6;Q4KM98,-0.900728817,0.561989358,0.999921583,5.36E-01,25708400,13715600,5,2.8,Mff
A0A0G2K2M9;B2GUY6,0.215399484,0.888881086,0.999921583,1.16E+00,78052000,90447800,10,10.4,Srrm2
A0A0G2K2P5;F1M4A0,-0.333128907,0.829029119,0.999921583,7.94E-01,683268000,541158000,53.6,37.4,Tjp1
A0A0G2K2P6;Q6AXM7,-1.351028676,0.388969906,0.999921583,3.92E-01,31010000,12255200,5.4,3,Hbs1l
A0A0G2K2S2;P11167,-1.992049742,0.21266142,0.999921583,2.51E-01,17058800,4297800,3.2,1.8,Slc2a1
A0A0G2K2U7;G3V9J8;P97564,2.111606133,0.188303907,0.999921583,4.32E+00,14068200,60538000,1.4,7.6,Gpam
A0A0G2K2V2;G3V9N8;P52303-2;P52303,0.194746564,0.899467366,0.999921583,1.14E+00,283122000,323406000,23.8,17.2,Ap1b1
A0A0G2K351,2.323754279,0.150824872,0.999921583,5.01E+00,1748240,8689400,0.4,1.2,NA
A0A0G2K398;F8WFK6;P36970-2;P36970;P36970-3,0.584124201,0.705587537,0.999921583,1.50E+00,14479200,21678000,3.4,4.2,Gpx4
A0A0G2K3A0;Q9JIH7;Q9JIH7-3;Q9JIH7-2,0.299472846,0.846042013,0.999921583,1.23E+00,37854400,46516600,5.2,6.6,Wnk1
A0A0G2K3L8,-0.930697145,0.549262617,0.999921583,5.25E-01,19029600,9992200,6,2.2,NA
A0A0G2K3N1;F1M8X9,0.376909915,0.807035706,0.999921583,1.30E+00,30787000,40039800,4.8,5.4,Gbf1
A0A0G2K3S6;P70501,0.250974376,0.870700095,0.999921583,1.19E+00,12211600,14523800,1.2,2.4,Rbm10
A0A0G2K3U1;Q02356,-0.153757279,0.920536238,0.999921583,8.99E-01,68166600,61132400,9,6.6,Ampd2
A0A0G2K3V4,0.42659303,0.782287905,0.999921583,1.34E+00,96202600,129050000,8.8,15.6,NA
A0A0G2K3W1,-1.331835872,0.39551737,0.999921583,3.97E-01,26013800,10299600,3.8,1.2,NA
A0A0G2K3Z9;Q63716,-0.321773065,0.834759661,0.999921583,8.00E-01,3097020000,2471140000,87.6,63.8,Prdx1
A0A0G2K401;A0A0G2K5P9;P14882,-0.145633774,0.924719918,0.999921583,9.04E-01,218320000,196774000,19.6,18.4,Pcca
A0A0G2K428;D4A8U7;P28023,0.252202892,0.870073744,0.999921583,1.19E+00,534302000,635378000,40.2,44.2,Dctn1
A0A0G2K4B0;B2RZ13;D4A3F5,0.309956697,0.840733228,0.999921583,1.24E+00,12050800,14887400,2.2,4.2,Gprc5b
A0A0G2K4M6;B0BMT0;P62738;P63269,0.575433482,0.709740269,0.999921583,1.49E+00,33636000,50097000,3.8,3.6,Acta2;Actg2
A0A0G2K4R5;D4AE75,-0.281431901,0.855195978,0.999921583,8.23E-01,8400400,6872000,1.4,1.2,Pop1
A0A0G2K4T3;Q5FVC7,0.591970162,0.701847058,0.999921583,1.51E+00,54427200,81974600,5.4,8,Acap2
A0A0G2K4T7;Q5U2Y1;Q5U2Y1-2,-0.327092751,0.832073897,0.999921583,7.97E-01,345370000,274834000,31,23.8,Gtf2i
A0A0G2K4T8;F1LPX0;Q01992,-2.335667366,0.148925241,0.999921583,1.98E-01,48470400,9646400,5.8,0.6,Mipep
A0A0G2K4U8;A0A0G2JVB6;G3V7P1,-0.294418364,0.848604275,0.999921583,8.15E-01,29404200,23849400,5,3.4,Stx12
A0A0G2K4X8;Q6PEC4,-0.178153079,0.907987795,0.999921583,8.84E-01,150564000,132618000,11,7.8,Skp1
A0A0G2K583;Q7TP15,0.489477273,0.751324913,0.999921583,1.40E+00,151902000,212866000,15.4,16.4,Mtap
A0A0G2K5K3;D3ZDB9;P86172,-0.920898263,0.553406282,0.999921583,5.28E-01,44486600,23362800,7.6,3,Nmral1
A0A0G2K5Q2;P63155,-0.535717709,0.728841217,0.999921583,6.90E-01,7985800,5478200,1.4,0.8,Crnkl1
A0A0G2K5S2;Q6AYJ1,-1.215395213,0.436850907,0.999921583,4.31E-01,11663600,5013600,1,0.8,Recql
A0A0G2K5X6;Q63604-3;Q63604-2;Q63604,-0.528291766,0.732435089,0.999921583,6.93E-01,72875400,50660400,4.4,1.8,Ntrk2
A0A0G2K613;Q9EPH2,0.771720051,0.61857225,0.999921583,1.71E+00,47300800,80445200,4.8,6.2,Marcksl1
A0A0G2K648;Q4V7A0,-0.263364793,0.864385749,0.999921583,8.33E-01,34455600,28649400,7.8,4.4,Wdr61
A0A0G2K654,-0.623078855,0.687098012,0.999921583,6.49E-01,8199520000,5312000000,69.4,39.4,NA
A0A0G2K678;A0A0G2JYQ3;F1LQJ1;P0CB49,-0.516765974,0.738025384,0.999921583,6.99E-01,10443000,7272600,1.6,1,Ylpm1
A0A0G2K6A2;Q641Z2,0.417064633,0.787015469,0.999921583,1.34E+00,13449800,17923800,2,4,Ptpn9
A0A0G2K6A9;Q5FVJ0;Q5FVJ0-2,-0.799531034,0.606135186,0.999921583,5.75E-01,14300060,8232000,2.4,1.4,Rufy3
A0A0G2K6E2;F1M6X5;Q9Z0J5-2;Q9Z0J5,-2.371615239,0.143314884,0.999921583,1.93E-01,21936800,4260200,3.8,0.6,Txnrd2
A0A0G2K6G2;Q7TP48;Q5EB60;Q7TP48-2,0.070781607,0.963364514,0.999921583,1.05E+00,57387200,60160400,8.8,4.8,Apmap
A0A0G2K6H2;P57113,-0.410382955,0.790336169,0.999921583,7.52E-01,25950600,19446600,5.6,3.2,Gstz1
A0A0G2K6H5;Q75UQ2,-0.708658958,0.647233358,0.999921583,6.12E-01,12535000,7734200,3.4,1.4,Cfdp1
A0A0G2K6J5;B2GV99;Q64119;A0A0G2JWE1,0.308465214,0.841488007,0.999921583,1.24E+00,409248000,505166000,21.2,20.2,Myl6
A0A0G2K6N9;D4A2Q7,-2.05994805,0.1985273,0.999921583,2.40E-01,6390020,1538300,1.4,1,Commd4
A0A0G2K6Q5;Q6MG06;Q5XI09;A0A0G2K444,0.321855826,0.834717861,0.999921583,1.25E+00,95009400,118512000,9.4,12.2,Gnl1
A0A0G2K719;D3ZN21;D4ADE8,0.070970557,0.963266795,0.999921583,1.05E+00,866944000,908128000,46.8,43.8,Ddx3y;Ddx3x
A0A0G2K724;Q4G009,-0.096050927,0.950302283,0.999921583,9.36E-01,17951800,16855000,3.6,3.4,Mcts1
A0A0G2K736;F1MA31;B3STT9,0.152008189,0.921436828,0.999921583,1.11E+00,36973800,41025400,5.2,6.6,Kdm1a
A0A0G2K737;Q920J4,0.225226801,0.883851601,0.999921583,1.17E+00,195294000,227910000,17.4,18.6,Txnl1
A0A0G2K751;Q642C0,-0.672163127,0.664102239,0.999921583,6.28E-01,19360200,12112000,3.8,2.2,Dnajc8
A0A0G2K757;P25235,-0.153449513,0.920694696,0.999921583,8.99E-01,865492000,775078000,42.4,36.4,Rpn2
A0A0G2K761;D4A0H4,0.085960017,0.955516882,0.999921583,1.06E+00,51908200,55017400,7,8,Cul2
A0A0G2K7B3;G3V9R8;A0A140TAI3,0.014576398,0.992452575,0.999921583,1.01E+00,1045516000,1053106000,42.8,35.8,Hnrnpc
A0A0G2K7B6;D4A6X1,-1.709209898,0.280540754,0.999921583,3.06E-01,72114200,22108000,12.6,3.4,Dysf
A0A0G2K7F7;P04692,0.448009678,0.771695306,0.999921583,1.36E+00,65068000,88728600,5.6,6.2,Tpm1
A0A0G2K7K2;Q9JM53;Q924M6,-0.491142055,0.750511107,0.999921583,7.11E-01,216458000,153270000,16.2,14.6,Aifm1
A0A0G2K7N9;Q6TUE6,-2.928046381,0.077282211,0.999921583,1.31E-01,81120000,10805200,9.2,1,Arhgap5
A0A0G2K7Q6;P39069;M0RC66,0.148341081,0.923325344,0.999921583,1.11E+00,12865600,14132800,2.2,2.6,Ak1
A0A0G2K7Q7;P35559,0.213384931,0.889912746,0.999921583,1.16E+00,309022000,357656000,26.8,23.4,Ide
A0A0G2K7R8;A0A0G2K0P8;Q8VII6-2;Q8VII6,0.365190425,0.812906861,0.999921583,1.29E+00,85218200,109416400,6.8,9.4,Slc44a1
A0A0G2K7W4;F1M754,-0.343752558,0.82367745,0.999921583,7.88E-01,251596000,197818000,18.8,14.6,Map4k4
A0A0G2K7W6;P18445;D3ZI60;D4AAY6;D3ZG03,0.069935971,0.963801857,0.999921583,1.05E+00,390826000,409384000,16,16.6,Rpl27a;RGD1561984;RGD1559972;RGD1565415
A0A0G2K7W7;P18265,-0.821899777,0.596225547,0.999921583,5.66E-01,13564600,7731400,3.4,1.6,Gsk3a
A0A0G2K7W8;F1M9G8;Q8K3P7,-0.944736504,0.543356081,0.999921583,5.20E-01,7916080,4087500,2.6,1.2,Hint3
A0A0G2K850;B1WC50;A0A140UHY3;Q4KM41,0.102499795,0.946971024,0.999921583,1.07E+00,173542000,185994000,8.8,8.8,Ewsr1
A0A0G2K888;F1LMB9;O54921;A0A0G2K1K8,0.472218338,0.75978005,0.999921583,1.39E+00,17322200,23953000,3.2,2.4,Exoc2
A0A0G2K890;P31977,0.331094603,0.830054944,0.999921583,1.26E+00,973350000,1220600000,44.4,41.6,Ezr
A0A0G2K8H0;Q5M9G3,0.098748327,0.948908782,0.999921583,1.07E+00,373718000,399218000,20.4,19.2,Caprin1
A0A0G2K8J8;D4AE88,-1.92110538,0.228295912,0.999921583,2.64E-01,8251920,2211400,1.8,0.6,Fam120b
A0A0G2K8L9,-1.166444383,0.455046997,0.999921583,4.46E-01,8212660,3596580,2.4,1,NA
A0A0G2K8N9,0.201480612,0.896013273,0.999921583,1.15E+00,56789400,65181600,6.8,7.2,NA
