Majority protein IDs,logFC,PValue,FDR,Fold_change,average_C_lfq,average_R_lfq,MS_C_average,MS_R_average,Gene names
G3V6I1;Q8K4K5,-0.272791393,0.859588277,0.999921583,8.28E-01,675054000,557984000,46,35.2,Llgl1
G3V6I9;D4A1Z2;P12749;D4AE42,0.040378546,0.979095013,0.999921583,1.03E+00,342542000,351060000,14.6,12.8,Rpl26;Rpl26-ps2;Rpl26-ps1
G3V6L8;P70483,0.084860031,0.956085449,0.999921583,1.06E+00,44714400,47314800,5.2,5.8,Strn
G3V6L9;B5DF03,0.093727608,0.951502687,0.999921583,1.07E+00,323142000,344114000,24.8,21.2,Fkbp3
G3V6P2;Q01205;Q8CJG5;D0VYQ0,-0.276170783,0.857869837,0.999921583,8.26E-01,394738000,325382000,22.4,18.6,Dlst;DLST
G3V6P6;Q925G0-2,-0.263149961,0.86449515,0.999921583,8.33E-01,63168800,52378200,6.2,4.6,Rbm3
G3V6P7;Q62812,0.461218108,0.765186453,0.999921583,1.38E+00,3803480000,5231220000,166.6,186.8,LOC100911597;Myh9
G3V6P8;Q45QK0;O35359,1.065950413,0.493898417,0.999921583,2.09E+00,23274000,48562000,3.6,4,Gng12
G3V6Q6;Q9JID2,0.034799659,0.981982737,0.999921583,1.02E+00,124838000,127600000,15.4,14,Gna11
G3V6S0;Q6XD99;A0A0G2K8W9;A0A0G2JZY6,-0.024492529,0.987318555,0.999921583,9.83E-01,2473720000,2428560000,143.4,118.4,Sptbn1
G3V6S2;Q63270,0.11732231,0.939318336,0.999921583,1.08E+00,892408000,966266000,43.8,35.2,Aco1
G3V6S3;Q3MID6,0.19078848,0.901498606,0.999921583,1.14E+00,277182000,315844000,22.2,20,Calu
G3V6S5;Q5EBC3;P27653,-0.105244115,0.945553719,0.999921583,9.30E-01,962580000,893328000,54,40.2,Mthfd1
G3V6S8,0.057968252,0.969992543,0.999921583,1.04E+00,33212200,34528000,5.2,4.8,Srsf6
G3V6T1;B5DFK1,0.239852742,0.876376205,0.999921583,1.18E+00,1039318000,1225740000,67,61,Copa
G3V6T7,0.519621836,0.73663901,0.999921583,1.43E+00,588984000,842204000,33.2,45.4,Pdia4
G3V6U3,-0.197418752,0.898096457,0.999921583,8.72E-01,105320000,91528400,16,8.2,Alg2
G3V6W2;Q9WTV0,0.390991604,0.799997533,0.999921583,1.31E+00,10307000,13488600,3.2,3.2,Preb
G3V6Y6,-0.552593147,0.720700997,0.999921583,6.82E-01,4581660000,3118980000,144.6,96.8,Pygb
G3V700;D3ZQ59;P47245;P47245-2,0.192143011,0.900803393,0.999921583,1.14E+00,164112000,187054000,18.8,19,Nrd1
G3V702;Q99M63,0.040600513,0.978980126,0.999921583,1.03E+00,103739600,106600800,18,13.4,Smu1
G3V709;Q6XQN1,-0.641365502,0.678490601,0.999921583,6.41E-01,39754400,25386200,7.4,3.4,Naprt1;Naprt
G3V734;Q64591,-0.52192817,0.735519826,0.999921583,6.96E-01,326416000,227176000,21.6,13.4,Decr1
G3V741;Q6IRH6;P16036,-0.475368257,0.758234501,0.999921583,7.19E-01,1731060000,1242900000,53.4,39.6,Slc25a3
G3V743;A0A0G2K8S6;O88941,-0.057352805,0.970310963,0.999921583,9.61E-01,145638000,139756000,13.6,11.8,Mogs
G3V762;B0BNN0,0.284531484,0.853621694,0.999921583,1.22E+00,44632200,54238000,7.8,6.8,Tsta3
G3V781;Q9JIM0,-0.510281681,0.741177857,0.999921583,7.02E-01,22533800,15824400,4.2,2.4,Mre11a
G3V784;Q5D001,0.019924649,0.989683489,0.999921583,1.01E+00,134314000,135942000,21,15.6,Adpgk
G3V790;Q8K1P7,-0.152094644,0.92139231,0.999921583,9.00E-01,114834000,103191000,15,12.8,Smarca4
G3V796;P08503,-0.036202784,0.98125643,0.999921583,9.75E-01,86416000,84044800,12,7.4,Acadm
G3V798,0.201145767,0.896184973,0.999921583,1.15E+00,26964200,30942000,2.4,3.4,Srsf4
G3V7B0;Q4G021,-0.085111475,0.955955473,0.999921583,9.43E-01,17131800,16102800,2,2,Nol9
G3V7B6;P0C089,-1.088446289,0.485028372,0.999921583,4.70E-01,7300200,3413740,2.2,0.8,Ptpmt1
G3V7C6;Q6P9T8,-0.01989529,0.989698689,0.999921583,9.86E-01,20968800000,20625200000,654.4,604,Tubb4b
G3V7E6;A0A0G2K0X1,-0.849046719,0.584313099,0.999921583,5.55E-01,8894800,4929800,1.8,1.6,Pcm1
G3V7G0;Q9QXU8,0.315289298,0.838036114,0.999921583,1.24E+00,90153200,111870800,11,14,Dync1li1
G3V7G9,-0.114838606,0.940600219,0.999921583,9.23E-01,347884000,320082000,28.8,25,Eif3l
G3V7I0;Q9Z0V6,-0.381873394,0.80455293,0.999921583,7.67E-01,395792000,303184000,21.8,15.6,Prdx3
G3V7I7;A0A0G2QC24,-0.271226727,0.860384177,0.999921583,8.29E-01,51391200,42542200,7.8,3.4,Lrrc40
G3V7I8;O08815,2.134257518,0.183960442,0.999921583,4.39E+00,3421400,14969400,0.6,2.8,Slk
G3V7J0;Q02253,-0.150706746,0.922107004,0.999921583,9.01E-01,971108000,873942000,56.4,48.2,Aldh6a1
G3V7J2;Q4V8C7,-0.175734189,0.909230886,0.999921583,8.85E-01,123096000,108751000,14.8,11.2,Prkra
G3V7K3;A0A0G2K9I6;Q9JL97;P13635,2.589410239,0.113100255,0.999921583,6.02E+00,417826000,2510380000,29.6,97.8,Cp
G3V7L6;Q63347,0.115626917,0.940193339,0.999921583,1.08E+00,474972000,513570000,47.4,42.6,Psmc2
G3V7L8;Q6PCU2,-0.918293863,0.554510497,0.999921583,5.29E-01,66223400,34865400,7.8,6.2,Atp6v1e1
G3V7M0,0.018823571,0.990253567,0.999921583,1.01E+00,49933000,50522400,9.6,9.6,Cnot1
G3V7Q6;P28075,-0.273275527,0.859342045,0.999921583,8.27E-01,526052000,434234000,32,26.8,Psmb5
G3V7Q7;B5DFH1,0.831734113,0.591895986,0.999921583,1.78E+00,98383200,174892000,12.6,20,Iqgap1
G3V7S0;P70627,-2.223215997,0.167709751,0.999921583,2.14E-01,134129000,28670400,16.8,3.6,Folh1
G3V7T6,0.046930996,0.97570376,0.999921583,1.03E+00,559534000,576948000,44.6,36.4,Sf3b1
G3V7U4;P70615,-0.388106038,0.801438424,0.999921583,7.64E-01,2662080000,2028360000,88.8,87.8,Lmnb1
G3V7V6;Q8VHE9,-0.731652657,0.636710412,0.999921583,6.02E-01,433444000,260488000,33.6,24.4,Retsat
G3V7W1;G3V7W1-2,0.266846702,0.862613027,0.999921583,1.20E+00,64469800,77366000,7.4,7.4,Pdcd6
G3V7Y3;B1WBP7;P35434,-0.497171561,0.747566326,0.999921583,7.08E-01,202468000,142876000,4.6,3.4,Atp5d
G3V7Z4;P07092,-0.862207669,0.578584274,0.999921583,5.50E-01,398590000,218752000,33,16.6,Serpine2
G3V7Z8,0.00115991,0.999399407,0.999921583,1.00E+00,81836000,81618600,11,8.6,Pabpn1
G3V803;Q9Z1Y3,0.348364334,0.82135716,0.999921583,1.27E+00,381780000,484942000,21.8,19.2,Cdh2
G3V805;Q5PQR8,-1.309969008,0.403068362,0.999921583,4.03E-01,10458000,4156720,2.8,0.8,LOC100910911;Tprkb
G3V818;Q9HB97,0.425590749,0.782784781,0.999921583,1.34E+00,99707600,133736000,10.6,12.6,Parva
G3V827;Q08415-2;Q08415,-1.455054316,0.354795219,0.999921583,3.65E-01,17630600,6372600,3,1.2,Ccbl1
G3V845;P10686,0.496886909,0.74770517,0.999921583,1.41E+00,26140200,36789600,4.2,5.6,Plcg1
G3V852;Q498D4,0.630265651,0.68370962,0.999921583,1.55E+00,2108340000,3258720000,123.4,148.6,Tln1
G3V888;A0A0G2K5E7;G3V9G4;P16638;P16638-2,0.719949137,0.642056464,0.999921583,1.65E+00,875822000,1440960000,49.6,72.8,Acly
G3V8A5;B5DFC1,-0.050795968,0.973703655,0.999921583,9.65E-01,1059690000,1021284000,42.6,35.2,Vps35
G3V8B6;A0A0G2JTW5;O88761;Q5PPJ7;A1A5N2;Q3KR62,0.052775346,0.972679409,0.999921583,1.04E+00,1091042000,1129856000,57.2,47,Psmd1
G3V8B8;Q75N36;A0A0G2K435,-0.339530119,0.825803315,0.999921583,7.90E-01,25324400,19904600,4.8,4,Dnajc7
G3V8C3;P31000,0.231529372,0.880628829,0.999921583,1.17E+00,46962800000,55025000000,910,1027.8,Vim
G3V8C4;A3FM27;Q9Z0W7,0.721367826,0.641407284,0.999921583,1.65E+00,326672000,537256000,27,29.8,Clic4
G3V8D5;P85971,0.276801352,0.857549274,0.999921583,1.21E+00,284060000,343520000,23.2,22.8,Pgls
G3V8E2,0.354433086,0.818306555,0.999921583,1.28E+00,16734800,21349000,3.8,3.6,Strip1
G3V8F5;Q75Q40,-0.113644948,0.941216349,0.999921583,9.24E-01,117944000,108970400,15.8,10.2,Tomm40
G3V8F8;P21263;P21263-2;D3ZWJ2,-0.496477056,0.747905306,0.999921583,7.09E-01,3646260000,2579000000,158.8,105,Nes
G3V8G2;B2RYP1,0.14338221,0.925879921,0.999921583,1.10E+00,331154000,365194000,32.2,29,Psmd5
G3V8G5;Q62638,0.06701494,0.96531264,0.999921583,1.05E+00,528980000,553512000,44.4,40,Glg1
G3V8I4;Q08850,0.096287786,0.950179921,0.999921583,1.07E+00,42335400,45152600,4.2,4.6,Stx4
G3V8L3;P48679;A0A0G2JTC5;P70482;Q6P6U3;A0A0G2K3R2;A0A1B0GWU9,-0.126548287,0.934558253,0.999921583,9.16E-01,1403060000,1280042000,63.8,75.6,Lmna;C2.1
G3V8L9;P85125,0.675427184,0.662585709,0.999921583,1.60E+00,256490000,408900000,18.8,28.6,Ptrf
G3V8M5;Q5BJ92,0.1361406,0.929611997,0.999921583,1.10E+00,36944800,40496600,7.6,4.8,Ppp4c
G3V8P4;Q64604;A0A0G2JT62;Q4JFC6,-2.210681451,0.169923394,0.999921583,2.16E-01,100703400,21674200,14.2,3.6,Ptprf
G3V8Q1;B1WBX7;A0A0U1RRT4,0.144651214,0.92522611,0.999921583,1.11E+00,182786000,201782000,15.2,13.8,Cope
G3V8Q8,0.343279897,0.823915356,0.999921583,1.27E+00,118882000,150586000,11,12.6,Sec23ip
G3V8R1;Q9JI85,0.361016732,0.815000327,0.999921583,1.28E+00,3096760,3947200,0.8,0.8,Nucb2
G3V8R2;P55067,-0.134889379,0.930257015,0.999921583,9.11E-01,308762000,280738000,21.4,16.6,Ncan
G3V8T4;Q9ESW0,0.204175915,0.894631399,0.999921583,1.15E+00,878884000,1010804000,53,48.6,Ddb1
G3V8T7;Q6PCT7,-0.049712995,0.974263987,0.999921583,9.66E-01,22414000,21568600,4.2,3.8,Tdrkh
G3V8T9;Q9JKL3;Q63690,0.254873352,0.868712191,0.999921583,1.19E+00,86283200,102607200,12.6,12.6,Bax
G3V8U4;M0RBS9;Q8K4V4-2;Q8K4V4,-0.52695381,0.73308328,0.999921583,6.94E-01,222336000,153862000,27.8,17.6,Snx27
G3V8U9;P34067,-0.213330808,0.889940465,0.999921583,8.63E-01,335748000,288486000,22,13.4,Psmb4
G3V8V0;O08697,0.138932095,0.928173142,0.999921583,1.10E+00,27945000,30695400,4.8,4,Arl2
G3V8W1;Q3B7D5,0.616609532,0.690154115,0.999921583,1.53E+00,6230600,9519200,1.8,1.8,Rassf2
G3V8W2;Q91XU8,-1.675012533,0.289780218,0.999921583,3.13E-01,48441200,15295200,4.2,2.2,Cds2
G3V8Y5,0.016782897,0.991310133,0.999921583,1.01E+00,108402400,109472000,13,8.8,Polr2b
G3V8Y8,0.015203233,0.992128022,0.999921583,1.01E+00,92125600,93000400,13.2,8.8,Hip1
G3V8Z9;F1MAA2;Q1JU69,-0.300854595,0.84534181,0.999921583,8.12E-01,38246200,30906600,7,4.4,Cops7a
G3V918,0.305303132,0.8430887,0.999921583,1.24E+00,138604000,171026000,20.2,17.8,Gart
G3V928,-0.83567986,0.590163353,0.999921583,5.60E-01,1924120000,1077784000,134.2,66.6,Lrp1
G3V936;Q8VHF5;Q0QEL8,-0.274455997,0.85874172,0.999921583,8.27E-01,1723460000,1422480000,62,48,Cs
G3V940;O89046;Q6P7R0,0.385335738,0.802822326,0.999921583,1.31E+00,250392000,326508000,20.2,24.2,Coro1b
G3V945;P51650;P51650-2,-1.003216664,0.519148471,0.999921583,4.99E-01,125938000,62741000,15.8,5.6,Aldh5a1
G3V949;A0A0G2JZF2;O55156,0.237226189,0.877717746,0.999921583,1.18E+00,130074000,153048000,15.4,18,Clip2
G3V960;P10868,-1.012405145,0.515403153,0.999921583,4.96E-01,159182000,78773600,18.2,7.4,Gamt
G3V982,0.123543293,0.936108376,0.999921583,1.09E+00,55634200,60434800,9.8,6.2,Elmo2
G3V9D1,0.12456354,0.935582052,0.999921583,1.09E+00,1111114000,1209060000,52.6,43.2,Plcd1
G3V9D3;F1LQ92;Q80Z70,0.398614425,0.796195473,0.999921583,1.32E+00,35057200,46181400,4.2,5.8,Sel1l
G3V9D7;A0A0G2JW28;D3ZCH7,-0.362993162,0.814008972,0.999921583,7.78E-01,420154000,325920000,24.8,16.4,Add3
G3V9E3;Q62736;A0A0G2JTV2,0.082927118,0.957084604,0.999921583,1.06E+00,338142000,357334000,17.6,20,Cald1
G3V9H0;P50904,-0.100527788,0.947989587,0.999921583,9.33E-01,63454000,59143600,9,7,Rasa1
G3V9K0;B2RYA5,0.147774316,0.923617283,0.999921583,1.11E+00,159444000,176370000,19,15.2,Cars
G3V9N0;D3ZSR2,0.229961159,0.881430514,0.999921583,1.17E+00,91904600,107451200,8.6,9.8,Pabpc4
G3V9N1;Q562B5,-0.280930735,0.855450609,0.999921583,8.23E-01,31128800,25661400,6,4,Pgam5
G3V9P0;Q9WTV5,-0.217613989,0.887747201,0.999921583,8.60E-01,26797600,22971400,5.8,3.8,Psmd9
G3V9U0;B1WC11,0.272735461,0.859616725,0.999921583,1.21E+00,157508000,189738000,14,15.4,Acss2
G3V9U2;A0A0G2K642;P13437,-0.710423087,0.64642357,0.999921583,6.11E-01,132754000,81017400,18.8,8,Acaa2
G3V9W2,-0.073506989,0.96195509,0.999921583,9.50E-01,17457800,16625200,3,2.2,Jak1
G3V9W6;A0A0G2JY43;P30839,0.202860451,0.895305788,0.999921583,1.15E+00,97311400,111868200,14.4,12.6,Aldh3a2
G3V9Y1;Q9JLT0,0.0994138,0.948565017,0.999921583,1.07E+00,1472760000,1575620000,100,79.8,Myh10
G3V9Z6;A0A0G2K7G7;A0A0G2JVY6;B0BNF1,-0.386215919,0.802382555,0.999921583,7.65E-01,164562000,125654000,20,12.2,8-Sep
H2BF30;Q920R3,0.109018023,0.943605004,0.999921583,1.08E+00,60371800,65020600,8.8,6.2,Fads1
H9KVF3;B0LT89;F1LXV3,1.596793721,0.311783787,0.999921583,3.02E+00,4467140,13496400,1.2,2.4,Stk24;Stk26
I2FHN3;P07154,-2.669068348,0.103544509,0.999921583,1.57E-01,20213600,3188000,3.2,0.4,CatL;Ctsl
I6L9G6,-0.069368682,0.964095253,0.999921583,9.53E-01,786070000,747678000,37,25.8,Tardbp
I6L9I0;D4A414,-1.393056193,0.374896238,0.999921583,3.81E-01,23889000,9120600,5.8,1.2,Cox15
I6LBX8;A0A0G2K9D7,-0.499436773,0.746461091,0.999921583,7.07E-01,184154000,130046000,15,9,Pcdhgc3
I7FKL4;I7EFB0;P02688-5;P02688-2;P02688;P02688-4;P02688-3,0.307613677,0.841918994,0.999921583,1.24E+00,59392000,73355200,7.4,5.8,Mbp
M0R3V4,0.105966252,0.945180803,0.999921583,1.08E+00,38809200,41623200,2.6,3,LOC501282
M0R402,0.210423451,0.891429716,0.999921583,1.16E+00,69801400,80677400,13.4,12,Tmx3
M0R4H5;P36202,0.227681291,0.882596251,0.999921583,1.17E+00,207618000,242606000,18.8,20.6,Pdlim4
M0R4L7;G3V9C7;G3V8B3;D3ZWM5;A0A0G2JXE0;D3ZNH4;A0A0G2JXI9;Q00715;D3ZLY9;A0A0G2K7R1,-0.543218718,0.725218829,0.999921583,6.86E-01,12618820000,8623320000,293.4,247.4,Hist1h2bl;Hist1h2bk;LOC100910200;Hist1h2bb;Hist1h2bo;Hist1h2bh
M0R565;A0A096MJB3,-0.12454313,0.93559258,0.999921583,9.17E-01,27418800,25097800,6.4,5,Wdr82
M0R567;Q5EIC4,0.980893576,0.528313978,0.999921583,1.97E+00,80025600,157544000,5,9.4,Irf2bpl
M0R5F8;B4F777,-1.393914909,0.374612197,0.999921583,3.81E-01,17455800,6619400,2.4,0.8,Hmgn5
M0R5N4,-0.04668334,0.975831793,0.999921583,9.68E-01,14460800,13755000,2,2,Pfdn4
M0R5Q3;M0RD63;M0R920,-0.266110182,0.862987942,0.999921583,8.32E-01,79538200,65933800,7.8,7.4,Ranbp3
M0R5Y9,-0.081275551,0.957938365,0.999921583,9.45E-01,9950600,9423400,1.2,2.6,Zbtb8os
M0R617;Q62985-2;Q62985,-0.056083058,0.970967896,0.999921583,9.62E-01,10661200,10342600,1.8,1.2,Sh2b1
M0R649;M0RBF8;Q62824,-0.029944884,0.984495869,0.999921583,9.79E-01,46976200,46036200,8.6,5.2,Exoc4
M0R6K0;P15800;Q5M7W9,0.433055547,0.779086593,0.999921583,1.35E+00,36062400,48637800,4.8,8.8,Lamb2
M0R6T4,0.225777533,0.883569899,0.999921583,1.17E+00,69247800,80801800,10,8.4,Mms19
M0R735;Q7TP47;A0A0G2K9J1,-0.358456525,0.816285802,0.999921583,7.80E-01,852536000,663238000,35.6,36.8,Syncrip
M0R7E6,0.11426833,0.940894573,0.999921583,1.08E+00,44411400,48015000,5.2,5,Srrt
M0R7G4;M0R7V3,-0.94661953,0.542567258,0.999921583,5.19E-01,20278800,10535200,3.6,2.6,Apoo
M0R851;B2GUZ1,0.196025321,0.898811284,0.999921583,1.15E+00,23540000,26914200,4.4,4.2,Usp4
M0R8E8,0.152409798,0.921230033,0.999921583,1.11E+00,45344200,50287400,6.8,5.6,Ipo11
M0R907,-0.313276543,0.839053879,0.999921583,8.05E-01,242164000,194382000,11.8,9.6,Snrpd3
M0R919,-0.170939617,0.911695533,0.999921583,8.88E-01,29307000,25806200,3.6,3.6,Vbp1
M0R961;A0A0G2K2B3;Q99PF5,-0.05249493,0.972824509,0.999921583,9.64E-01,834966000,803456000,34,31,Khsrp
M0R9Q1;M0R3R6,0.026913561,0.986065161,0.999921583,1.02E+00,200602000,204090000,24.4,17.8,LOC100911677
M0R9T2,2.036768158,0.203263858,0.999921583,4.10E+00,9710400,39998800,1,6.2,Erbb2ip
M0R9X8;F1LRT9;P38650,0.289465895,0.851116742,0.999921583,1.22E+00,3610780000,4411320000,218.8,223,Dync1h1
M0RAD5,-1.738508669,0.272806542,0.999921583,3.00E-01,36038800,10904200,4.2,2.8,Clpp
M0RAM5;P04041;Q6PDW8,-0.027439242,0.985793016,0.999921583,9.81E-01,188194000,184112000,14.4,13.4,Gpx1
M0RAP5,1.16691071,0.454872048,0.999921583,2.25E+00,16870400,37816800,1.6,4,Sbf1
M0RAY0;Q3KRC5,-0.173067553,0.910601582,0.999921583,8.87E-01,25533600,22518600,4.6,3.2,Dus3l
M0RB60;D3ZD84,2.827038605,0.086706265,0.999921583,7.10E+00,3364400,23685000,0.8,3.6,Lrig1
M0RBF0;A0A0G2JZI0;O88453;A0A0G2JW97,0.011951529,0.993811655,0.999921583,1.01E+00,174782000,175854000,13.2,10,Safb
M0RBH9,-0.635119309,0.681425303,0.999921583,6.44E-01,64035400,41266800,7.4,3.4,Gas1
M0RBI3;D4A5Y6;B5DFB7;A0A0G2K1A0,0.043386481,0.977538184,0.999921583,1.03E+00,37942000,38982200,7.2,6.2,LOC102553099;Naa50
M0RC60;D3ZNV6,-1.718056127,0.278187409,0.999921583,3.04E-01,12180800,3706220,3.8,0.8,LOC100910164;Elmod2
M0RC65,-0.04031429,0.979128272,0.999921583,9.72E-01,102146400,99101600,9.8,7.2,Cfl2
M0RC99,-0.633681551,0.682101591,0.999921583,6.45E-01,89064800,56868800,6.8,5.2,Rab5a
M0RCH6;D4A9Z8,-0.403146485,0.793937512,0.999921583,7.56E-01,35338800,26686400,5,3.2,Chmp4b;Chmp4bl1
M0RCP2,0.04721531,0.975556623,0.999921583,1.03E+00,19718000,20345600,2.8,2.4,Sh3pxd2b
M0RCX0,-2.04268644,0.202044578,0.999921583,2.43E-01,5627060,1347700,1.4,0.4,Pcbd2
M0RCY2;P62278,0.02999446,0.984470205,0.999921583,1.02E+00,745266000,758664000,27.4,20.4,LOC683961;Rps13
M0RD20;Q64537,0.380011986,0.805483782,0.999921583,1.30E+00,85269600,110704000,11,11.6,Capns1
M0RD75;P62755,0.101296387,0.947592586,0.999921583,1.07E+00,394432000,421972000,21,20,Rps6
M0RDD7;Q498T2-2;Q498T2,-0.08888462,0.954005326,0.999921583,9.40E-01,45552400,42670000,5.6,3.4,Chtop
M0RDJ3;Q63184,0.516934032,0.737944061,0.999921583,1.43E+00,42451600,60792200,2.6,4,Eif2ak2
M0RDM4;K7R8M0;G3V9C0;D3ZVK7;A9UMV8;Q4FZT6;P0C170;P0C169;Q6I8Q6;M0RCL5;P02262;Q64598;Q00728,-0.340990891,0.825067752,0.999921583,7.89E-01,11301920000,8882180000,218.8,206.2,LOC680322;Hist1h2ao;Hist1h2ac;Hist1h2ak;H2afj;Hist1h2af;LOC100910554
M0RDU8;Q6P7B9,0.247866848,0.872285441,0.999921583,1.19E+00,83128600,98476400,6.2,9,LOC100912469;Scd2
M3ZCQ2;F1LNJ2,0.005978262,0.996904508,0.999921583,1.00E+00,661030000,662698000,64.4,47.4,Snrnp200
O08557,-0.056349268,0.970830183,0.999921583,9.62E-01,984090000,944014000,50,41.4,Ddah1
O08618;Q6AZ40,-0.153769833,0.920529775,0.999921583,8.99E-01,122028000,109456000,15.6,10.4,Prpsap2
O08623;O08623-2;A0A0H2UHB5;O08623-3,-0.74029163,0.632777991,0.999921583,5.99E-01,61636200,36844400,10.6,4.2,Sqstm1
O08629,-0.268844007,0.861596508,0.999921583,8.30E-01,1152560000,954560000,51,41.4,Trim28
O08651,-0.475902333,0.757972542,0.999921583,7.19E-01,2552720000,1831980000,89.2,58.2,Phgdh
O08658,-2.196610672,0.172437074,0.999921583,2.18E-01,14207000,3139000,3,0.8,Nup88
O08700,-1.082856691,0.487223731,0.999921583,4.72E-01,57884600,27245400,10,5,Vps45
O08984,-0.392147483,0.7994208,0.999921583,7.62E-01,96045200,72970000,7.4,4.8,Lbr
O35095,-1.534157783,0.330287663,0.999921583,3.45E-01,7325800,2498800,2.4,1.4,Ncdn
O35112,-2.83050109,0.08636683,0.999921583,1.41E-01,45266000,6373800,6.8,0.6,Alcam
O35179,-1.884165387,0.236797444,0.999921583,2.71E-01,8753000,2377800,3.2,0.6,Sh3gl2
O35244,-0.539268939,0.727125638,0.999921583,6.88E-01,2828740000,1941580000,137.6,72.4,Prdx6
O35264,-0.191182624,0.901296303,0.999921583,8.76E-01,179748000,156922000,13.4,10,Pafah1b2
O35274;B1H262,0.171216987,0.911552996,0.999921583,1.13E+00,245804000,276368000,21.2,18.2,Ppp1r9b
O35303-5;O35303-4;O35303;O35303-6;O35303-3,0.066428805,0.965615812,0.999921583,1.05E+00,298200000,311442000,26,23.6,Dnm1l
O35346;A0A0G2KAT5,-0.200138585,0.896701461,0.999921583,8.70E-01,133094000,115641600,11.4,8.8,Ptk2
O35353;Q45QL2;A0A0G2K8M9,-0.128730119,0.933432935,0.999921583,9.15E-01,17945000,16363800,4,3.4,Gnb4
O35509;A0A0G2JZR4;P62494,0.053177564,0.972471284,0.999921583,1.04E+00,759354000,785716000,31.8,28.8,Rab11b;Rab11a
O35532,0.484441203,0.753788646,0.999921583,1.40E+00,55938200,78099200,7.4,7.2,Msmo1
O35550;G3V9J7,-2.424566242,0.135384493,0.999921583,1.86E-01,11218400,2097200,3.2,0.8,Rabep1
O35567,-0.246783726,0.87283809,0.999921583,8.43E-01,1351420000,1135048000,68.8,62.2,Atic
O35760;A0A0H2UHN2,0.395495508,0.797750483,0.999921583,1.32E+00,63587600,83373200,8.2,6.2,Idi1
O35792;O08769,-1.995042718,0.212020994,0.999921583,2.51E-01,8981200,2261000,2,0.6,Cdkn1b
O35796,-0.357585296,0.816723255,0.999921583,7.80E-01,508300000,395514000,31.6,15.8,C1qbp
O35814,-0.239644516,0.876482544,0.999921583,8.47E-01,1235820000,1042590000,47.4,51.4,Stip1
O35820,-1.374142305,0.381185,0.999921583,3.86E-01,23528200,9074400,4.6,2.4,Dnph1
O35821,-0.126735313,0.934461786,0.999921583,9.16E-01,434350000,397346000,38.2,29.2,Mybbp1a
O35828;A0A0G2K9F9;A0A0A0MXU2,0.196096831,0.898774598,0.999921583,1.15E+00,117152000,133956000,18,12.8,Coro7
O35964,0.909158822,0.558393249,0.999921583,1.88E+00,77425800,145406000,8,9,Sh3gl1
O35987;A0A0G2K911,0.350100407,0.820484163,0.999921583,1.27E+00,288926000,367556000,23.6,22.2,Nsfl1c
O54861,-0.289302416,0.851199705,0.999921583,8.18E-01,34582400,28286800,5.2,3.4,Sort1
O54924,-0.538854069,0.727325841,0.999921583,6.88E-01,16350000,11269200,4.6,3.6,Exoc8
O55096,0.488727877,0.751691348,0.999921583,1.40E+00,159938000,223984000,13.4,15.2,Dpp3
O55215;O55211;A0A0U1RVI9;P27952;O55214;O55212;E9PT76;A0A0G2KB28;D3ZIY7;D3ZT78,0.033881269,0.982458138,0.999921583,1.02E+00,980826000,1002434000,46.8,41.6,Rps2-ps6;Rps2;LOC100359960;Gm8225
O70187;O70186;O70185,-0.588575679,0.703464352,0.999921583,6.65E-01,78467600,52116400,9.2,6.2,Nfib
O70196;A0A0G2K1M8,0.069049955,0.964260097,0.999921583,1.05E+00,448586000,469306000,30,29.8,Prep
O70257;M0R930;A0A0G2K6Y9,-0.882934783,0.569622309,0.999921583,5.42E-01,23817000,12930600,5.4,2.2,Stx7;LOC100910446
O70509;D3ZGF1;F1LSA1;O08779;P26051-2;P26051,2.289612499,0.156388471,0.999921583,4.89E+00,114356600,558164000,4.8,18,Cd44
O70593,0.275938176,0.857988095,0.999921583,1.21E+00,65856200,79655400,8,7.6,Sgta
O88267;A0A0G2K7Z3,-0.794541959,0.6083572,0.999921583,5.77E-01,582922000,335418000,46.4,24.4,Acot1
O88321,-0.035763467,0.981483834,0.999921583,9.76E-01,185090000,180384000,18.2,14.4,Psmd4
O88350,-0.212553046,0.890338819,0.999921583,8.63E-01,40037200,34465600,4.8,5,Rbbp9
O88377,0.358966767,0.816029635,0.999921583,1.28E+00,17749200,22743800,3,5.4,Pip4k2b
O88550,0.57582315,0.70955403,0.999921583,1.49E+00,5150820,7741400,2,1.6,Casp7
O88656,1.235765079,0.429421683,0.999921583,2.36E+00,132724000,312028000,14.4,21,Arpc1b
O88664,-2.674111867,0.102964647,0.999921583,1.57E-01,29920200,4709400,5,1.8,Taok1
O88767;Q5BKC3,-0.385116704,0.802931774,0.999921583,7.66E-01,761216000,581112000,31.2,21.6,Park7
O88794,-0.362065688,0.81447411,0.999921583,7.78E-01,13676400,10532400,3.2,1.4,Pnpo
O88989,0.055190645,0.971429661,0.999921583,1.04E+00,1322360000,1372500000,49.8,41.8,Mdh1
O89035,0.399673014,0.795667887,0.999921583,1.32E+00,36944800,48619600,6,6,Slc25a10
P00173-2;P00173,0.488165041,0.751966602,0.999921583,1.40E+00,77766800,108724600,6.8,8,Cyb5a
P00388,0.156759636,0.918990625,0.999921583,1.11E+00,556058000,618154000,35,32.8,Por
P00507,-0.061499201,0.968165813,0.999921583,9.58E-01,1086220000,1039088000,56,47.4,Got2
P01041,0.260729535,0.865727939,0.999921583,1.20E+00,93093800,111111000,6.8,6.2,Cstb
