Lipid name,logFC,FoldChange,PValue,FDR,C1,C2,C3,C4,C5,AverageC,R1,R2,R3,R4,R5,AverageR,lipid_class
PI (38:4),-0.033969969,0.97672886,0.717272446,0.999011847,1764.18013,1850.720131,1694.480103,1630.640114,1690.32011,1726.068118,1609.740112,1724.860134,1697.280106,1587.620106,1789.820148,1681.864121,
PI (38:5),-0.090128429,0.939439116,0.342794194,0.999011847,1122.460075,1395.960094,1127.600071,1133.540077,1245.220097,1204.956083,1272.700089,1103.280079,1087.280071,1074.020069,1113.26009,1130.10808,
PI (38:6),0.022170051,1.015485789,0.81587898,0.999011847,1120.400078,1104.280079,1095.400074,1095.360077,1066.940075,1096.476077,1219.680092,1127.660069,1046.660069,1127.520073,1035.600075,1111.424075,
PI (38:7),0.040655463,1.028581038,0.669847315,0.999011847,1035.440067,1127.040089,1037.820061,1034.920078,1023.200069,1051.684073,1149.940079,1065.82008,1034.000069,1081.960075,1066.760082,1079.696077,
PI (38:8),-0.070319979,0.952426733,0.460227108,0.999011847,1166.160072,1044.880081,1203.720093,1065.74007,1173.260082,1130.75208,1055.00008,1075.48008,1015.920086,1058.200066,1165.480076,1074.016077,
PI (38:9),-0.013885699,0.990421337,0.883363116,0.999011847,1231.500084,1272.920078,1536.360111,1170.560078,1261.200089,1294.508088,1544.620121,1186.000088,1155.420078,1175.280087,1334.620079,1279.188091,
PI (40:0),-0.034533926,0.976347127,0.713271712,0.999011847,1865.720123,1343.360092,1637.540108,1672.600113,1589.200111,1621.684109,1892.340122,1448.140106,1561.780109,1571.580097,1429.900093,1580.748106,
PI (40:1),-0.005863529,0.99594396,0.95062644,0.999011847,1208.700089,1186.380089,1380.820095,1292.700085,1299.160091,1273.55209,1249.300087,1227.020077,1196.420082,1367.960091,1287.900093,1265.720086,
PI (40:10),0.106907124,1.076917046,0.257097207,0.999011847,1350.820099,1488.440109,1161.74007,1381.180115,1480.740093,1372.584097,1452.860092,1292.500099,1299.560097,1366.020096,1957.780144,1473.744106,
PI (40:2),0.03728055,1.026177679,0.692618042,0.999011847,1516.600109,1337.960094,1302.940086,1471.820087,1434.780106,1412.820097,1320.680092,1338.440102,1628.540104,1458.840103,1490.000099,1447.3001,
PI (40:3),-0.059111271,0.959855228,0.533422149,0.999011847,1211.200085,1306.020103,1264.780094,1149.020081,1175.280083,1221.260089,1154.840092,1138.280087,1149.160088,1160.420074,1244.560089,1169.452086,
PI (40:4),0.170132016,1.12516144,0.072290126,0.566605673,1220.280094,1241.340092,1211.440086,1191.100082,1234.040085,1219.640088,1532.500107,1353.180084,1448.840107,1134.400093,1381.860092,1370.156097,
PI (40:5),0.059039115,1.041771673,0.534092954,0.999011847,1137.60009,1229.140099,1187.880093,1146.540085,1096.100075,1159.452088,1195.480091,1294.420082,1176.960087,1156.500088,1203.560081,1205.384086,
PI (40:6),-0.086542391,0.94177714,0.362655305,0.999011847,1149.280087,1234.600086,1182.040089,1126.000084,1227.800095,1183.944088,1085.400074,1153.400085,1088.560074,1085.240074,1150.00008,1112.520078,
PI (40:7),-0.111605036,0.925557782,0.238008329,0.999011847,1472.400101,1317.92009,1254.220089,1594.540104,1210.320091,1369.880095,1211.360088,1386.900101,1399.980106,1175.080074,1159.040077,1266.472089,
PI (40:8),-0.005777268,0.99600351,0.95155556,0.999011847,1129.520084,1147.860092,1138.960087,1145.080078,1143.880077,1141.060084,1163.840084,1109.760075,1241.5201,1095.780067,1064.00008,1134.980081,
PI (40:9),0.074402206,1.052924656,0.43373305,0.999011847,1187.360092,1141.120083,1157.040085,1071.320076,1074.360077,1126.240083,1257.860085,1142.320084,1140.220085,1287.580074,1089.280075,1183.452081,
PI (42:0),-0.02138376,0.985287213,0.822169214,0.999011847,1144.240078,1189.760086,1125.420082,1102.980076,1103.880074,1133.256079,1132.800083,1132.060074,1152.980083,1083.66008,1071.460079,1114.59208,
PI (42:1),-0.007366555,0.994906908,0.938301702,0.999011847,1144.920074,1132.50008,1158.080078,1063.020081,1100.720074,1119.848077,1220.280083,1108.860077,1096.04007,1062.900082,1071.860073,1111.988077,
PI (42:10),0.026968963,1.018869277,0.776764393,0.999011847,1173.760082,1145.600086,1112.300076,1087.58007,1092.340084,1122.31608,1150.800079,1162.800091,1131.66008,1112.520073,1147.220089,1141.000082,
PI (42:11),-0.08857264,0.940452746,0.351002926,0.999011847,1110.180073,1151.900078,1186.780071,1173.92009,1457.680092,1216.092081,1120.160088,1156.840092,1227.920094,1107.520081,1097.620083,1142.012087,
PI (42:3),-0.020289453,0.986034853,0.829774193,0.999011847,1459.680107,1379.2201,1387.660103,1505.960106,1321.120102,1410.728104,1647.960102,1334.960094,1306.680088,1465.220112,1191.740082,1389.312096,
PI (42:4),0.014501147,1.010102114,0.878749205,0.999011847,1111.140079,1304.420086,1081.540073,1081.500076,1145.700096,1144.860082,1173.160076,1328.08009,1122.320091,1076.460072,1071.200081,1154.244082,
PI (42:5),0.011521625,1.008018157,0.903398132,0.999011847,1102.780087,1085.720081,1399.5201,1240.040089,1097.500072,1185.112086,1181.160076,1227.12009,1187.740089,1143.560066,1221.960091,1192.308083,
PI (42:6),-0.003424927,0.997628837,0.971300426,0.999011847,1124.040085,1135.500076,1135.180088,1094.340076,1063.440079,1110.500081,1151.600086,1111.300076,1114.300083,1091.160084,1060.900074,1105.852081,
PI (42:7),-0.002205659,0.998472322,0.981496561,0.999011847,1123.120079,1214.460087,1131.760078,1107.420078,1111.260078,1137.60408,1190.500084,1084.780071,1143.700092,1101.500084,1148.360081,1133.768082,
PI (42:8),-0.100131417,0.932948005,0.29135553,0.999011847,1200.520084,1491.900101,1259.580086,1180.540081,1096.620083,1245.832087,1172.860081,1166.120064,1224.960072,1139.780083,1098.300087,1160.404077,
PI (42:9),0.015634398,1.010895871,0.869442131,0.999011847,1158.240078,1070.40007,1104.640076,1097.920082,1197.700081,1125.780077,1124.860077,1160.260082,1128.760078,1089.600075,1174.120083,1135.520079,
PI (44:0),-0.019631724,0.986484492,0.836586552,0.999011847,1061.380074,1165.340069,1204.700081,1056.50008,1121.280083,1121.840077,1072.320072,1112.260086,1241.380093,1047.260075,1051.660072,1104.97608,
PI (44:1),0.018040308,1.012583098,0.849577754,0.999011847,1105.220078,1169.420082,1126.520081,1074.720074,1146.140068,1124.404076,1074.580078,1139.300083,1113.700081,1148.700073,1203.060085,1135.86808,
PI (44:10),-0.052307093,0.964392881,0.582226449,0.999011847,1181.92009,1188.180084,1153.200085,1165.980095,1134.760078,1164.808086,1116.900078,1055.500069,1121.900074,1149.840073,1161.060085,1121.040076,
PI (44:12),0.014952513,1.010418188,0.875098363,0.999011847,1085.920074,1154.34008,1131.860077,1087.260078,1160.000084,1123.876079,1074.98008,1107.00008,1122.860085,1137.260082,1222.860092,1132.992084,
PI (44:2),-0.011702751,0.991921082,0.902111513,0.999011847,1146.620075,1095.68008,1173.860081,1111.060081,1111.04007,1127.652077,1080.380066,1164.140083,1106.720081,1163.020081,1066.840069,1116.220076,
PI (44:3),0.042296726,1.029751855,0.656364283,0.999011847,1132.460083,1233.800091,1110.940079,1097.020081,1088.520081,1132.548083,1095.90007,1174.080078,1144.320084,1179.560081,1223.820076,1163.536078,
PI (44:4),-0.017649,0.987841169,0.852798364,0.999011847,1108.420074,1158.600075,1118.560081,1162.600094,1146.260086,1138.888082,1182.560078,1109.740086,1086.820076,1148.460083,1088.080078,1123.13208,
PI (44:5),-0.043998927,0.969962632,0.643774839,0.999011847,1116.260078,1189.240086,1106.88007,1196.400085,1095.760075,1140.908079,1083.700073,1119.320072,1109.360073,1121.10009,1090.300079,1104.756078,
PI (44:6),-0.022877703,0.984267455,0.809889348,0.999011847,1180.32008,1112.880077,1186.620079,1127.980076,1126.480095,1146.856081,1149.900089,1198.040081,1133.66008,1102.920078,1048.860065,1126.676079,
PI (44:7),-0.088803013,0.940302584,0.348379953,0.999011847,1241.000092,1277.640083,1394.480106,1474.740097,1168.860092,1311.344094,1219.040085,1238.120098,1298.800087,1209.620075,1192.040085,1231.524086,
PI (44:8),0.033703245,1.023636322,0.723155906,0.999011847,1132.700077,1157.00008,1102.060081,1070.120083,1100.06007,1112.388078,1211.540092,1105.440083,1088.520081,1156.00008,1120.280067,1136.356081,
PIo (16:0),0.13293221,1.096520063,0.161349557,0.953030466,1125.600079,1318.860115,1092.540073,1057.420063,1136.620075,1146.208081,1211.820087,1390.760094,1267.560104,1224.300087,1177.440094,1254.376093,
PIo (18:0),0.060103569,1.0425406,0.519555121,0.999011847,2396.24015,1653.220116,2439.220154,1774.460125,2032.600159,2059.148141,2214.620167,1687.660114,2084.580143,2309.640156,2401.680157,2139.636147,
PIo (20:5),-0.147511191,0.902806562,0.109367984,0.76014357,4183.560268,6497.720455,5179.680336,5499.900394,4062.060322,5084.584355,3487.740284,5812.000359,5241.860367,4487.620338,3902.940296,4586.432329,
PIo (28:0),0.042892725,1.030177349,0.651178368,0.999011847,1157.84008,1036.540066,1049.280067,1372.000103,1347.340096,1192.600082,1084.100075,1386.660107,1131.600075,1239.12009,1289.060085,1226.108086,
PIo (30:0),-0.072217798,0.951174671,0.448248682,0.999011847,1190.740078,1158.680092,1156.580086,1088.360077,1050.360073,1128.944081,1070.200077,1065.32008,1089.140079,1040.020069,1092.500072,1071.436076,
PIo (30:1),-0.046812576,0.968072783,0.623411085,0.999011847,1141.080086,1060.380081,1049.760075,1121.480076,1073.500076,1089.240079,1038.620075,1072.420078,1019.940067,1048.300072,1081.58009,1052.172076,
PIo (32:0),0.001973028,1.001368534,0.983460005,0.999011847,1140.060078,1179.380081,1133.560081,1020.060074,1107.540073,1116.120078,1049.360077,1241.040077,1058.940071,1129.420086,1095.140079,1114.780078,
"PIo (32:1), PIp (32:0)",0.096928752,1.069494269,0.30746377,0.999011847,1162.680084,1099.940079,1104.120087,1222.760078,1103.660088,1138.632083,1278.900089,1108.220074,1268.92009,1198.240101,1225.600071,1215.976085,
PIo (34:0),0.067665337,1.048019337,0.477640663,0.999011847,1075.820068,1118.840076,1028.320068,1033.64006,1042.240078,1059.77207,1102.240086,1201.000088,1073.780075,1075.440075,1089.040085,1108.300082,
"PIo (34:1), PIp (34:0)",0.023815725,1.016644809,0.801929611,0.999011847,1137.200073,1127.400082,1207.240101,1212.76009,1197.060081,1176.332085,1257.94009,1074.640076,1377.420105,1196.960075,1067.82008,1194.956085,
"PIo (34:3), PIp (34:2)",0.011810177,1.008219789,0.901347635,0.999011847,1092.280071,1081.940083,1088.620068,1089.740078,1063.760082,1083.268076,1074.100071,1155.860088,1082.080067,1082.300079,1055.860069,1090.040075,
"PIo (34:4), PIp (34:3)",-0.018929432,0.986964821,0.842176527,0.999011847,1152.000084,1322.520077,1103.040081,1082.560085,1107.860069,1153.596079,1147.10009,1108.620079,1232.620087,1090.500069,1104.560085,1136.680082,
PIo (36:0),-0.015058755,0.989616353,0.874252029,0.999011847,1087.940071,1140.420074,1123.720089,1190.580086,1096.060085,1127.744081,1163.440083,1233.12009,1059.800083,1079.160076,1035.620075,1114.228082,
"PIo (36:1), PIp (36:0)",-0.026311954,0.98192725,0.781542332,0.999011847,1263.120102,1181.040089,1222.040089,1291.040085,1123.220085,1216.09209,1193.720085,1083.960083,1351.960106,1173.700085,1159.540085,1192.576089,
"PIo (36:2), PIp (36:1)",-0.046671638,0.96816736,0.624207008,0.999011847,1278.820099,1063.660072,1090.340073,1058.40007,1048.800076,1108.004078,1139.080074,1072.700077,1060.240067,1024.860073,1054.160076,1070.208073,
"PIo (36:3), PIp (36:2)",0.004433127,1.003077535,0.96285736,0.999011847,1119.200081,1118.020088,1073.060078,1164.020092,1063.800076,1107.620083,1149.480072,1167.960087,1061.900078,1054.960083,1110.34008,1108.92808,
"PIo (36:4), PIp (36:3)",0.02001956,1.013973227,0.832967902,0.999011847,1162.000076,1207.440098,1084.200069,1194.020084,1267.040085,1182.940083,1209.000092,1495.80011,1078.020073,1165.580093,1037.780079,1197.236089,
"PIo (36:5), PIp (36:4)",0.012522041,1.008717394,0.895386123,0.999011847,1213.720093,1076.840076,1064.700077,1058.980068,1063.360069,1095.520077,1114.180084,1178.700089,1032.74007,1032.620075,1152.380081,1102.12408,
"PIo (38:1), PIp (38:0)",-0.00278768,0.998069593,0.976671911,0.999011847,1110.540081,1100.060078,1051.160076,1049.500072,1055.120075,1073.276077,1023.200073,1055.420078,1111.800072,1049.38007,1104.920082,1068.944075,
"PIo (38:2), PIp (38:1)",0.032301552,1.022642261,0.733591328,0.999011847,1135.960083,1208.440079,1136.400078,1256.980091,1183.320084,1184.220083,1297.360104,1260.520096,1146.940079,1206.620094,1134.760086,1209.240092,
"PIo (38:3), PIp (38:2)",-0.088890347,0.940245664,0.349687477,0.999011847,1174.320091,1156.620079,1228.360092,1147.380077,1246.94009,1190.724086,1110.080082,1081.100079,1115.760082,1130.50008,1148.520088,1117.192082,
"PIo (38:4), PIp (38:3)",-0.025143415,0.982722904,0.791069706,0.999011847,1220.820087,1153.740078,1265.660088,1292.780094,1102.800083,1207.160086,1279.380093,1073.780083,1119.720078,1351.28009,1097.860085,1184.404086,
"PIo (38:5), PIp (38:4)",-0.13165627,0.912782938,0.166056456,0.96608814,1140.340073,1215.760086,1225.940079,1040.840073,1418.50008,1208.276078,1059.780071,1216.100086,1141.580082,1036.980072,1048.56007,1100.600076,
"PIo (38:6), PIp (38:5)",0.005469834,1.003798597,0.954217537,0.999011847,1191.600075,1030.040077,1073.220078,1031.500072,1103.500069,1085.972074,1072.280079,1134.700073,1081.800079,1072.880081,1075.800083,1087.492079,
"PIo (40:1), PIp (40:0)",0.024075447,1.016827848,0.79971619,0.999011847,1132.460087,1284.900085,1199.300083,1144.50008,1199.58009,1192.148085,1390.920101,1165.060097,1183.540089,1171.500084,1140.92009,1210.388092,
"PIo (40:2), PIp (40:1)",-0.021412105,0.985267856,0.821832587,0.999011847,1160.060085,1085.740067,1233.900085,1150.48008,1121.640079,1150.364079,1171.98008,1127.94009,1090.78009,1096.540081,1167.460083,1130.940085,
"PIo (40:3), PIp (40:2)",-0.066628289,0.954867004,0.481498747,0.999011847,1368.140106,1295.240093,1331.680088,1159.980083,1429.480095,1316.904093,1274.48008,1077.600067,1274.240093,1455.440105,1192.260086,1254.804086,
"PIo (40:4), PIp (40:3)",0.062278269,1.044113298,0.512423345,0.999011847,1154.080082,1130.460091,1126.48008,1102.32008,1098.760067,1122.42008,1156.400082,1152.520073,1192.660084,1147.700077,1198.180084,1169.49208,
"PIo (40:5), PIp (40:4)",0.056534802,1.039964875,0.551888223,0.999011847,1245.000072,1084.540085,1109.900082,1148.620083,1099.320072,1137.476079,1292.440098,1189.34008,1143.440086,1217.580086,1061.260075,1180.812085,
"PIo (40:6), PIp (40:5)",0.250586124,1.189690353,0.007664004,0.110612217,1714.900112,1278.900101,1577.56012,1558.100105,1384.400093,1502.772106,2072.740166,1545.600094,1702.460125,1795.720127,1804.080135,1784.120129,
PIo (40:7),0.010457615,1.007275002,0.912073481,0.999011847,1196.860085,1376.100105,1219.120094,1351.520092,1172.580097,1263.236095,1203.440086,1221.180084,1102.940075,1322.840103,1495.340103,1269.14809,
PIo (42:0),-0.018882738,0.986996765,0.842620653,0.999011847,1130.880085,1181.080086,1150.040081,1144.380085,1107.400078,1142.756083,1058.580074,1169.900085,1165.900074,1098.460072,1135.620083,1125.692078,
PIo (42:1),-0.064722458,0.956129238,0.495180511,0.999011847,1206.620075,1213.220078,1121.240067,1362.340084,1254.920082,1231.668077,1290.640095,1207.740089,1162.620071,1123.720078,1096.680077,1176.280082,
PIo (42:2),0.01713396,1.01194716,0.857121825,0.999011847,1148.140076,1092.360077,1100.460075,1083.460075,1130.240074,1110.932076,1156.320072,1101.600075,1104.900074,1141.340084,1105.420082,1121.916077,
PIo (42:4),7.19E-04,1.000498557,0.993966117,0.999011847,1074.98008,1114.700073,1181.880077,1154.380085,1176.960083,1140.58008,1141.760075,1134.48008,1135.120083,1178.240078,1106.380077,1139.196078,
PIo (42:6),0.084144097,1.060058658,0.375487422,0.999011847,1182.320084,1135.500076,1188.040089,1094.780071,1165.800076,1153.288079,1169.18008,1174.660076,1195.700089,1277.780098,1280.420101,1219.548089,
PIp (16:0),0.044755743,1.031508524,0.638254991,0.999011847,1214.960094,1070.520077,1066.020081,1038.340073,1075.020077,1092.97208,1107.920074,1227.280075,1115.120068,1079.120079,1094.06007,1124.700073,
PIp (18:0),0.031543688,1.022105196,0.739706635,0.999011847,1141.880077,1274.960091,1223.240089,1081.920078,1144.080086,1173.216084,1239.220093,1274.66008,1233.480076,1143.080082,1094.840069,1197.05608,
PIp (20:0),0.076241246,1.054267702,0.413218091,0.999011847,1898.040115,2125.940178,2344.800182,2182.40015,2448.940201,2200.024165,2557.560169,2049.760147,2442.400177,2470.100163,2067.420143,2317.44816,
PIp (28:0),0.016755478,1.011681716,0.86035511,0.999011847,1077.740074,1125.260075,1052.260078,1107.900078,1085.480072,1089.728075,1112.200077,1104.100075,1102.140079,1133.980076,1050.660084,1100.616078,
PIp (30:1),0.046520927,1.03277138,0.624935305,0.999011847,1089.200069,1137.800087,1138.980072,1049.480068,1094.800072,1102.052074,1210.500088,1149.640076,1186.420082,1048.200069,1086.560074,1136.264078,
PIp (32:1),0.011528356,1.00802286,0.903747724,0.999011847,1116.500076,1042.960068,1064.080074,1066.380074,1050.040073,1067.992073,1099.900082,1045.420082,1139.320076,1033.04007,1055.700073,1074.676077,
PIp (34:1),-0.043261948,0.970458249,0.649436868,0.999011847,1167.840076,1202.720081,1143.140079,1027.760075,1121.580074,1132.608077,1141.320091,1067.480076,1071.980076,1071.380081,1130.580074,1096.54808,
PIp (34:4),-0.025931222,0.982186418,0.784580881,0.999011847,1397.700096,1224.160084,1161.840088,1167.540089,1164.580086,1223.164088,1287.680084,1182.580093,1169.900078,1216.320099,1137.140079,1198.724087,
PIp (36:5),-0.158818695,0.895758234,0.09475769,0.691675888,1242.48008,1221.260078,1167.220085,1225.600079,1262.420086,1223.796082,1076.680077,1182.300083,1053.06007,1076.960072,1080.560081,1093.912077,
PIp (38:6),-0.030338718,0.979190375,0.749448894,0.999011847,1314.680088,1211.780087,1063.240063,1107.500076,1211.680088,1181.77608,1076.900078,1132.680069,1123.00008,1160.48008,1276.420094,1153.89608,
PIp (40:6),-0.06479272,0.956082674,0.494380435,0.999011847,1202.660084,1349.780098,1280.620083,1297.720097,1155.200077,1257.196088,1095.340073,1215.74007,1294.680096,1226.120075,1168.540085,1200.08408,
PIp (42:2),0.01455127,1.010137209,0.878365591,0.999011847,1171.520084,1154.60009,1111.380089,1152.320072,1096.600079,1137.284083,1107.540085,1114.500084,1188.760086,1148.660076,1173.400082,1146.572083,
PIp (42:4),0.010618267,1.007387173,0.91115606,0.999011847,1152.98008,1137.520088,1112.500084,1112.66008,1058.420071,1114.81608,1212.720093,1092.240082,1133.800091,1071.860081,1094.800076,1121.084084,
PIp (42:6),-0.100453293,0.93273988,0.285157158,0.999011847,1823.060123,1464.800098,1798.380146,1807.800137,1399.8601,1658.780121,1674.280109,1536.480114,1856.160126,1337.440094,1325.640087,1546.000106,
PS (12:0),0.056521581,1.039955345,0.547815393,0.999011847,2034.84013,1424.420109,1423.800106,1518.120117,1291.380074,1538.512107,1954.920116,1572.040131,1440.500103,1671.240105,1343.180084,1596.376108,
PS (12:0),0.056521581,1.039955345,0.547815393,0.999011847,1310.660091,1314.860088,1321.12009,1205.66008,1205.700081,1271.600086,1326.100105,1296.660099,1269.380085,1187.980087,1319.460094,1279.916094,
PS (14:0),-0.013072973,0.990979437,0.889655918,0.999011847,1578.640129,1386.300102,1589.600121,1473.540115,1356.220097,1476.860113,1432.76009,1526.020092,1318.820087,1654.760124,1367.280117,1459.928102,
PS (14:1),0.203437635,1.151438722,0.027081274,0.274655351,3482.120247,10035.10066,4046.160355,3400.320217,4680.820316,5128.904359,5991.500473,10159.36065,4212.540279,5264.120369,3839.240257,5893.352406,
PS (16:0),0.005029823,1.003492492,0.957723345,0.999011847,1106.220081,1481.2201,1081.04007,1169.980087,1176.84008,1203.060084,1160.800079,1331.120102,1170.360096,1139.200077,1223.180077,1204.932086,
PS (16:1),0.017427348,1.012152971,0.854041493,0.999011847,1318.28009,1160.780087,1212.940094,1236.060078,1321.620094,1249.936089,1362.120102,1370.200104,1223.040092,1091.680088,1265.320095,1262.472096,
PS (18:0),0.112860205,1.081369975,0.233699443,0.999011847,1351.220089,1131.760078,1230.580078,1155.400082,1133.520088,1200.496083,1294.980095,1568.500107,1192.260086,1231.400085,1186.940075,1294.81609,
PS (18:1),0.037174792,1.026102457,0.695784553,0.999011847,1177.400089,1057.200077,1110.280075,1107.080078,1204.280079,1131.24808,1142.420082,1132.480072,1215.440086,1144.600079,1157.660091,1158.520082,
PS (18:2),0.104994717,1.075490452,0.269402778,0.999011847,1140.40007,1084.460075,1093.000084,1112.800068,1114.720085,1109.076077,1354.060093,1147.580086,1221.700085,1079.820068,1151.860088,1191.004084,
PS (18:3),0.145917449,1.106434041,0.124333107,0.813162012,1118.700085,1157.020081,1104.020073,1147.040085,1135.400085,1132.436082,1266.440098,1343.540092,1074.540077,1255.920082,1308.960098,1249.88009,
PS (18:4),-0.004346187,0.996991986,0.963486435,0.999011847,1189.980083,1215.100082,1210.160091,1190.260094,1138.460075,1188.792085,1329.380096,1202.020069,1081.680077,1177.48008,1124.420082,1182.996081,
PS (20:0),0.098317573,1.070524322,0.296924925,0.999011847,1231.820084,1986.720119,1163.580074,1232.540081,1431.460102,1409.224092,1206.600094,2249.88015,1502.760109,1299.400097,1269.62009,1505.652108,
PS (20:1),0.109270733,1.078682836,0.251092088,0.999011847,1085.100075,1063.120071,1033.300072,1104.66008,1051.940067,1067.624073,1144.800079,1074.580078,1265.260098,1140.420078,1124.960087,1150.004084,
PS (20:2),0.016541804,1.01153189,0.862178912,0.999011847,1072.320087,1060.840073,1052.500076,1085.620071,1120.180084,1078.292078,1077.860081,1074.68008,1097.460075,1173.120083,1021.260063,1088.876077,
PS (20:3),0.029084147,1.020364172,0.759939328,0.999011847,1105.060062,1191.900085,1121.360073,1053.460087,1039.580074,1102.272076,1058.22007,1207.900078,1175.480083,1051.06007,1119.300076,1122.392075,
PS (20:4),-0.007122945,0.995074919,0.94031623,0.999011847,1084.00008,1100.160076,1140.660076,1135.020081,1189.540089,1129.87608,1158.200092,1264.880096,1061.160072,1044.74007,1081.800072,1122.156081,
PS (20:5),-0.026922009,0.981512122,0.776940993,0.999011847,1201.200085,1186.480091,1163.200089,1168.360085,1130.800079,1170.008086,1132.160084,1167.140079,1238.28009,1085.940071,1108.720078,1146.44808,
PS (22:0),0.111507505,1.080356536,0.237586386,0.999011847,1669.300144,1253.740074,1310.300098,1187.280087,1259.680096,1336.0601,1434.5201,1439.120102,1478.980091,1407.600086,1436.240116,1439.292099,
PS (22:1),-0.008154609,0.9943636,0.931405421,0.999011847,1293.78009,1248.260078,1370.420105,1265.580093,1119.120083,1259.43209,1211.440094,1134.440086,1312.700092,1282.460102,1307.680092,1249.744093,
PS (22:2),0.087499294,1.062526846,0.357150664,0.999011847,1081.520073,1208.220093,1121.340076,1066.120075,1160.080086,1127.456081,1198.660084,1248.440094,1203.220093,1152.060074,1175.920082,1195.660085,
PS (22:4),-0.005982322,0.995861956,0.94985001,0.999011847,1274.220089,1095.360077,1112.320076,1112.16008,1081.940075,1135.200079,1065.700073,1182.980076,1133.960072,1090.600079,1164.940083,1127.636076,
PS (22:6),-0.10964671,0.926814995,0.247404917,0.999011847,1288.480083,1467.700111,1272.840099,1216.320084,1190.440086,1287.156093,1177.560078,1291.240086,1201.360088,1191.000084,1092.32008,1190.696083,
PS (22:7),-0.027503308,0.981116725,0.771780133,0.999011847,1270.560089,1146.620087,1189.680092,1243.440098,1334.000095,1236.860092,1336.080093,1280.360096,1217.300095,1191.540085,1033.940075,1211.844089,
PS (24:0),0.126931755,1.091968891,0.174746991,0.992560734,1876.120144,1862.460148,1810.960129,2105.800163,1548.840111,1840.836139,1982.980129,1900.940136,1757.040131,2305.740131,2082.920151,2005.924136,
PS (26:0),-0.070473177,0.952325602,0.4535303,0.999011847,1515.140102,1535.380112,1863.82011,1558.180099,1624.68013,1619.440111,1827.880146,1622.520142,1295.420094,1381.420105,1566.280109,1538.704119,
PS (26:1),0.174625478,1.128671365,0.065285385,0.527803892,1237.020077,1167.440083,1078.920078,1290.320091,1187.720081,1192.284082,1369.240101,1355.280098,1199.040085,1407.220108,1383.440102,1342.844099,
PS (28:0),0.213969721,1.159875311,0.019367383,0.220230624,19721.28149,11786.96083,13739.36108,16810.70116,12033.58086,14818.37709,19010.76131,15561.08125,18014.42135,17261.88137,15936.68099,17156.96525,
PS (28:1),-0.065585728,0.955557287,0.490922045,0.999011847,1122.320072,1093.220078,1090.460072,1223.500095,1128.020081,1131.504079,1125.540077,1039.120064,1087.000072,1052.600079,1093.420078,1079.536074,
PS (28:2),0.063955577,1.045327912,0.497208795,0.999011847,1490.200119,1292.560078,1180.500088,1531.300117,1744.880119,1447.888104,1852.640102,1379.26009,1831.720142,1103.380074,1399.240101,1513.248102,
PS (30:0),-0.041775393,0.971458726,0.659445355,0.999011847,1224.640087,1452.020103,1218.460098,1182.78009,1188.020081,1253.184092,1325.860088,1098.420071,1112.900078,1039.220074,1494.380108,1214.156084,
PS (30:1),-0.061643213,0.95817215,0.515709483,0.999011847,1348.560081,1206.44009,1109.260075,1416.980091,1152.600082,1246.768084,1176.960091,1296.360096,1340.580105,1092.360077,1060.860085,1193.424091,
PS (30:2),-0.181798724,0.881603145,0.054958501,0.468708577,1172.240074,1856.320126,1144.020081,1138.580078,1456.5401,1353.540092,1115.060078,1548.460098,1157.900078,1102.600086,1031.400082,1191.084084,
PS (30:3),0.038744748,1.02721968,0.682237679,0.999011847,1166.780083,1492.060112,1174.840092,1212.240093,1340.860107,1277.356097,1214.420101,1326.460098,1043.960072,1346.18008,1608.400112,1307.884093,
PS (30:4),0.08489334,1.060609327,0.371143154,0.999011847,1276.360107,1131.280087,1066.080078,1239.860096,1081.940083,1159.10409,1397.100101,1280.700104,1250.500072,1108.100071,1102.240089,1227.728088,
PS (32:0),-0.117989432,0.921470936,0.214559654,0.999011847,1157.660084,1339.840088,1232.100082,1164.500084,1100.640076,1198.948083,1158.720074,1107.660076,1181.580078,1028.080082,1039.940071,1103.196076,
PS (32:1),-0.23421729,0.850146107,0.013431764,0.170856593,1275.500092,1607.440109,1298.180088,1288.240082,1429.120087,1379.696091,1171.360073,1187.600079,1096.680073,1216.26009,1180.500088,1170.48008,
PS (32:2),0.123986065,1.089741586,0.18942738,0.999011847,1262.98008,1278.780083,1526.800117,1223.540089,1226.880093,1303.796092,1554.140118,1388.680099,1204.280087,1343.380112,1593.100109,1416.716105,
PS (32:3),0.050413424,1.035561635,0.594872756,0.999011847,1093.440075,1229.780094,1140.380085,1150.080086,1450.960102,1212.928088,1264.600082,1548.460117,1101.740082,1178.10009,1174.240086,1253.428091,
PS (32:4),-0.011443398,0.992099416,0.904410359,0.999011847,1079.460079,1065.220085,1154.340088,1063.82008,1078.24007,1088.21608,1099.980076,1119.780075,1090.300083,1045.620075,1032.300076,1077.596077,
PS (32:5),0.018180603,1.012681572,0.848553589,0.999011847,1100.460075,1092.060078,1063.660072,1092.08007,1154.520081,1100.556075,1035.000072,1120.760086,1084.900082,1092.480083,1225.860081,1111.800081,
PS (34:0),0.031099849,1.021790798,0.743350193,0.999011847,1082.940067,1264.240089,1164.360081,1097.140079,1192.300083,1160.19608,1052.180073,1206.940083,1214.620083,1236.940086,1204.280079,1182.992081,
