Lipid name,PValue,sig_groups_pvalue,FDR,sig_groups_fdr,averageC,averageR,Fold Change,logFC,lipid_class
SM (d18:1/16:0),2.81E-17,1.00E+00,3.52E-15,1.00E+00,60782.36,102300.0422,1.680291311,0.748711374,PC_SM
SM (d18:1/18:0),0.002544952,1.00E+00,0.030927379,1.00E+00,61079.64021,73598.47755,1.202481293,0.266014451,PC_SM
SM (d18:1/18:1)9Z)),0.012892448,1.00E+00,0.12901043,2.00E+00,9834.172722,11481.60473,1.164789175,0.220068853,PC_SM
SM (d18:1/20:0),5.54E-09,1.00E+00,1.89E-07,1.00E+00,101313.0671,145063.1375,1.428704978,0.514708036,PC_SM
SM (d18:1/24:0),1.74E-05,1.00E+00,3.22E-04,1.00E+00,8795.244637,11481.69673,1.301954054,0.380678537,PC_SM
SM (d18:1/24:1)15Z)),3.26E-09,1.00E+00,1.26E-07,1.00E+00,27453.42184,39529.65871,1.437035912,0.523096115,PC_SM
SM (d18:1/26:0),0.021132521,1.00E+00,0.186587732,2.00E+00,1273.61209,1478.560106,1.157323447,0.210792123,PC_SM
SM (d18:1/26:1)17Z)),0.263652425,2.00E+00,0.998556814,2.00E+00,2263.068163,2433.71618,1.072228127,0.100611886,PC_SM
SM (d18:2/14:0),0.170054715,2.00E+00,0.918173118,2.00E+00,1191.420081,1303.564091,1.091159106,0.125861481,PC_SM
SM (d18:2/18:1),0.01647734,1.00E+00,0.154578045,2.00E+00,1878.160134,2189.25615,1.162053805,0.216676869,PC_SM
SM (d18:2/20:1),0.325916755,2.00E+00,0.998556814,2.00E+00,33055.62238,35176.29449,1.061866511,0.086602414,PC_SM
SM (d18:2/22:1),0.07722439,2.00E+00,0.5292868,2.00E+00,15391.40512,17193.33731,1.114246357,0.156068244,PC_SM
SM (d18:2/24:1),0.003027792,1.00E+00,0.036069173,1.00E+00,16124.521,19369.8854,1.19906986,0.261915715,PC_SM
Stearidonyl carnitine,0.399050236,2.00E+00,0.998556814,2.00E+00,6009.368417,5723.032409,0.949406967,-0.074901458,
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",0.342279661,2.00E+00,0.998556814,2.00E+00,5084.484352,4811.972347,0.943118474,-0.084489082,
TAG(48:0)_FA 16:0,0.116460289,2.00E+00,0.707720217,2.00E+00,2164.01616,1968.80414,0.906430215,-0.141732142,
TAG(48:0)_FA 16:1,0.706129612,2.00E+00,0.998556814,2.00E+00,1247.844089,1222.856083,0.976305047,-0.034596105,
TAG(48:0)_FA 18:0,0.045319663,1.00E+00,0.347065378,2.00E+00,1194.456082,1054.500076,0.879981641,-0.18445467,
TAG(48:0)_FA 18:1,0.707484097,2.00E+00,0.998556814,2.00E+00,1035.248072,1013.73607,0.976227533,-0.034710653,
TAG(48:0)_FA 18:2,0.93048366,2.00E+00,0.998556814,2.00E+00,1011.940071,1020.800074,1.005611181,0.008072595,
TAG(48:1)_FA 16:0,0.012859321,1.00E+00,0.12901043,2.00E+00,2431.240175,2085.892134,0.856066739,-0.224204821,
TAG(48:1)_FA 16:1,0.018951131,1.00E+00,0.17033322,2.00E+00,1479.264104,1278.672091,0.861836267,-0.214514285,
TAG(48:1)_FA 18:1,0.767989425,2.00E+00,0.998556814,2.00E+00,1715.500124,1751.972124,1.018718156,0.026754963,
TAG(48:1)_FA 18:2,0.859133345,2.00E+00,0.998556814,2.00E+00,1024.152073,1039.07607,1.011440687,0.01641172,
TAG(48:1)_FA18:0,0.852609851,2.00E+00,0.998556814,2.00E+00,1066.828074,1083.188078,1.011956786,0.017147683,
TAG(48:2)_F A18:0,0.83462955,2.00E+00,0.998556814,2.00E+00,1007.128069,1023.772071,1.013481449,0.019319682,
TAG(48:2)_FA 16:0,2.92E-07,1.00E+00,6.63E-06,1.00E+00,1882.392132,1365.744099,0.723344122,-0.467245941,
TAG(48:2)_FA 16:1,1.10E-12,1.00E+00,7.49E-11,1.00E+00,2474.812179,1585.76011,0.639127869,-0.645823498,
TAG(48:2)_FA 18:1,4.48E-06,1.00E+00,9.46E-05,1.00E+00,2018.944132,1517.700107,0.749142377,-0.416688162,
TAG(48:2)_FA 18:2,0.84164228,2.00E+00,0.998556814,2.00E+00,1121.244078,1110.628079,0.98732059,-0.01840948,
TAG(48:3)_FA 16:0,0.26435682,2.00E+00,0.998556814,2.00E+00,1088.808075,1017.100073,0.93101257,-0.103127449,
TAG(48:3)_FA 16:1,2.29E-10,1.00E+00,1.14E-08,1.00E+00,1860.908115,1249.716084,0.669306934,-0.579260135,
TAG(48:3)_FA 18:0,0.732813008,2.00E+00,0.998556814,2.00E+00,995.1640694,976.5960686,0.978309089,-0.031637749,
TAG(48:3)_FA 18:1,7.25E-04,1.00E+00,0.009981413,1.00E+00,1376.716102,1113.896082,0.806426759,-0.310384583,
TAG(48:3)_FA 18:2,0.006207226,1.00E+00,0.069015155,1.00E+00,1272.412086,1072.056074,0.839833985,-0.251823924,
TAG(50:0)_FA 16:0,0.823743503,2.00E+00,0.998556814,2.00E+00,1637.252106,1663.888115,1.01412103,0.020229841,
TAG(50:0)_FA 16:1,0.846436286,2.00E+00,0.998556814,2.00E+00,971.788073,986.9680687,1.012522345,0.017953746,
TAG(50:1)_FA 18:0,0.457482771,2.00E+00,0.998556814,2.00E+00,1338.924097,1281.54009,0.953947031,-0.068018934,
TAG(50:1)_FA 18:1,0.080995853,2.00E+00,0.540643046,2.00E+00,1184.272085,1327.344092,1.117323901,0.16004747,
TAG(50:1)_FA 18:2,0.738069446,2.00E+00,0.998556814,2.00E+00,1046.744077,1027.50807,0.978798531,-0.030916159,
TAG(50:2)_FA 16:0,0.115056764,2.00E+00,0.702033344,2.00E+00,3329.280235,3026.612209,0.906861849,-0.141045307,
TAG(50:2)_FA 16:1,0.058363716,2.00E+00,0.421172776,2.00E+00,1226.220087,1090.080079,0.886254408,-0.174207198,
TAG(50:2)_FA 18:0,0.347238057,2.00E+00,0.998556814,2.00E+00,1218.296088,1297.372091,1.061562353,0.086189114,
TAG(50:2)_FA 18:1,0.56049004,2.00E+00,0.998556814,2.00E+00,1927.552135,2006.424143,1.037141206,0.052612329,
TAG(50:2)_FA 18:2,0.408733222,2.00E+00,0.998556814,2.00E+00,1084.988078,1147.600076,1.054183364,0.076125831,
TAG(50:3)_FA 16:0,1.41E-08,1.00E+00,4.16E-07,1.00E+00,2563.492174,1802.252125,0.700848674,-0.512825122,
TAG(50:3)_FA 16:1,0.014631616,1.00E+00,0.141690683,2.00E+00,2195.252161,1888.940136,0.858232506,-0.22055955,
TAG(50:3)_FA 18:0,0.538731821,2.00E+00,0.998556814,2.00E+00,1096.224078,1056.984076,0.961437121,-0.056735588,
TAG(50:3)_FA 18:1,4.52E-04,1.00E+00,0.006406448,1.00E+00,3579.944272,2888.272209,0.804347473,-0.314109224,
TAG(50:3)_FA 18:2,0.939669299,2.00E+00,0.998556814,2.00E+00,1254.516084,1252.616087,0.995200962,-0.006940215,
TAG(50:4)_FA 16:0,0.018941029,1.00E+00,0.17033322,2.00E+00,1410.236099,1218.484084,0.861597627,-0.214913819,
TAG(50:4)_FA 16:1,6.19E-21,1.00E+00,3.10E-18,1.00E+00,2866.924202,1593.120113,0.553755477,-0.852679031,
TAG(50:4)_FA 18:0,0.710076959,2.00E+00,0.998556814,2.00E+00,989.2600731,1016.364068,1.024147586,0.034423632,
TAG(50:4)_FA 18:1,5.46E-10,1.00E+00,2.41E-08,1.00E+00,2650.808186,1803.516113,0.677777382,-0.561116602,
TAG(50:4)_FA 18:2,0.12649215,2.00E+00,0.740629201,2.00E+00,1394.900099,1269.256087,0.907626676,-0.139829084,
TAG(52:0)_FA 16:0,0.466052426,2.00E+00,0.998556814,2.00E+00,1358.888097,1301.340091,0.954824839,-0.066691997,
TAG(52:0)_FA 16:1,0.9221228,2.00E+00,0.998556814,2.00E+00,970.5400696,979.7160629,1.006302928,0.009064666,
TAG(52:0)_FA 18:0,0.458918304,2.00E+00,0.998556814,2.00E+00,1537.188109,1470.468106,0.954309323,-0.067471128,
TAG(52:0)_FA 18:1,0.550233674,2.00E+00,0.998556814,2.00E+00,996.7720718,1038.916071,1.03906147,0.055281006,
TAG(52:0)_FA 18:2,0.489646983,2.00E+00,0.998556814,2.00E+00,1000.61207,1049.016078,1.045294492,0.063909452,
TAG(52:0)_FA 20:0,0.644795209,2.00E+00,0.998556814,2.00E+00,1092.06008,1063.70808,0.970940914,-0.042544591,
TAG(52:0)_FA 20:4,0.607459352,2.00E+00,0.998556814,2.00E+00,996.136071,1032.724074,1.033502863,0.047542385,
TAG(52:1)_FA 16:0,0.0135705,1.00E+00,0.133730453,2.00E+00,1481.020105,1271.072092,0.855184302,-0.225692725,
TAG(52:1)_FA 16:1,0.690595215,2.00E+00,0.998556814,2.00E+00,1018.684073,996.1760719,0.974780797,-0.036850265,
TAG(52:1)_FA 18:0,0.443235586,2.00E+00,0.998556814,2.00E+00,1304.512093,1246.488087,0.952463016,-0.070265021,
TAG(52:1)_FA 18:1,0.010038499,1.00E+00,0.104637405,2.00E+00,1575.404111,1343.284097,0.849734983,-0.234915134,
TAG(52:1)_FA 18:2,0.920966856,2.00E+00,0.998556814,2.00E+00,1008.244073,1017.640072,1.006385218,0.009182637,
TAG(52:1)_FA 20:4,0.86620642,2.00E+00,0.998556814,2.00E+00,1006.996074,1021.080071,1.010866382,0.015592312,
TAG(52:1)_FA20:0,0.739657353,2.00E+00,0.998556814,2.00E+00,1062.996078,1043.516076,0.978945459,-0.030699612,
TAG(52:2)_FA 16:0,0.141401198,2.00E+00,0.800917732,2.00E+00,2492.016162,2280.068159,0.912356066,-0.132331119,
TAG(52:2)_FA 16:1,0.053881691,2.00E+00,0.394519115,2.00E+00,1262.952095,1121.02808,0.884417268,-0.177200901,
TAG(52:2)_FA 18:0,0.919457282,2.00E+00,0.998556814,2.00E+00,1303.752087,1316.216088,1.006436767,0.009256532,
TAG(52:2)_FA 18:1,0.883957494,2.00E+00,0.998556814,2.00E+00,4090.856277,4062.968295,0.991020279,-0.013013516,
TAG(52:2)_FA 18:2,0.52365962,2.00E+00,0.998556814,2.00E+00,1151.972083,1109.632078,0.960109587,-0.058729011,
TAG(52:2)_FA 20:0,0.750330943,2.00E+00,0.998556814,2.00E+00,1020.696073,1045.044073,1.020604188,0.029423467,
TAG(52:2)_FA 20:4,0.432468374,2.00E+00,0.998556814,2.00E+00,1014.752072,1070.656076,1.051578659,0.072556769,
TAG(52:3)_FA 16:0,1.72E-05,1.00E+00,3.22E-04,1.00E+00,1780.348125,1360.888096,0.762245052,-0.391673214,
TAG(52:3)_FA 16:1,5.41E-13,1.00E+00,4.06E-11,1.00E+00,2702.640198,1722.512119,0.635821538,-0.653306207,
TAG(52:3)_FA 18:0,0.584929909,2.00E+00,0.998556814,2.00E+00,1074.596075,1041.432078,0.965635071,-0.05045002,
TAG(52:3)_FA 18:1,7.18E-10,1.00E+00,3.08E-08,1.00E+00,4866.360374,3328.280257,0.682461603,-0.551180217,
TAG(52:3)_FA 18:2,0.488250991,2.00E+00,0.998556814,2.00E+00,1598.104105,1535.080106,0.957234347,-0.063055931,
TAG(52:3)_FA 20:0,0.960330964,2.00E+00,0.998556814,2.00E+00,1022.616076,1029.000072,1.00319399,0.004600611,
TAG(52:3)_FA 20:4,0.92423078,2.00E+00,0.998556814,2.00E+00,1291.240091,1302.920094,1.00605522,0.008709494,
TAG(52:4)_FA 16:0,0.051727363,2.00E+00,0.382476708,2.00E+00,1265.400095,1121.408081,0.883430004,-0.178812263,
TAG(52:4)_FA 16:1,0.003706013,1.00E+00,0.043121908,1.00E+00,1504.476112,1256.020093,0.831978686,-0.265381525,
TAG(52:4)_FA 18:0,0.912063177,2.00E+00,0.998556814,2.00E+00,1066.416078,1062.284073,0.99295657,-0.010197476,
TAG(52:4)_FA 18:1,1.93E-07,1.00E+00,4.45E-06,1.00E+00,1853.020131,1338.364095,0.719670488,-0.474591597,
TAG(52:4)_FA 18:2,0.001006881,1.00E+00,0.013374586,1.00E+00,1615.108109,1315.268091,0.812163083,-0.300158644,
TAG(52:4)_FA 20:0,0.930187507,2.00E+00,0.998556814,2.00E+00,1014.248072,1011.788075,0.994395484,-0.00810835,
TAG(52:4)_FA 20:4,0.683356579,2.00E+00,0.998556814,2.00E+00,1041.708071,1072.748074,1.026458817,0.037675745,
TAG(52:5)_FA 16:0,0.238638951,2.00E+00,0.998556814,2.00E+00,1041.456072,968.3720673,0.927153094,-0.109120515,
TAG(52:5)_FA 16:1,0.272100007,2.00E+00,0.998556814,2.00E+00,1105.720078,1034.536069,0.932130227,-0.101396569,
TAG(52:5)_FA 18:0,0.707639482,2.00E+00,0.998556814,2.00E+00,1014.004069,993.0160721,0.976217379,-0.034725659,
TAG(52:5)_FA 18:1,0.708860447,2.00E+00,0.998556814,2.00E+00,1019.344072,998.5760719,0.976326319,-0.034564673,
TAG(52:5)_FA 18:2,0.283687832,2.00E+00,0.998556814,2.00E+00,1150.804082,1077.536077,0.933808244,-0.09880177,
TAG(52:5)_FA 20:0,0.903993709,2.00E+00,0.998556814,2.00E+00,1041.444071,1036.548071,0.99230118,-0.011150025,
TAG(52:5)_FA 20:4,0.082697253,2.00E+00,0.546821921,2.00E+00,1196.004087,1073.772078,0.895135154,-0.159822567,
TAG(52:6)_FA 16:0,0.585380452,2.00E+00,0.998556814,2.00E+00,989.0320724,1027.344073,1.035626771,0.050504165,
TAG(52:6)_FA 16:1,0.124020058,2.00E+00,0.734559782,2.00E+00,1065.588075,968.6640724,0.906033677,-0.14236342,
TAG(52:6)_FA 18:0,0.732404362,2.00E+00,0.998556814,2.00E+00,995.8280685,977.0400719,0.97827556,-0.031687195,
TAG(52:6)_FA 18:1,0.5475135,2.00E+00,0.998556814,2.00E+00,1036.532079,999.9640694,0.962156008,-0.055657257,
TAG(52:6)_FA 18:2,0.492427326,2.00E+00,0.998556814,2.00E+00,1054.516074,1011.996072,0.95695577,-0.063475849,
TAG(52:6)_FA 20:0,0.813448285,2.00E+00,0.998556814,2.00E+00,1028.64407,1047.524073,1.015236063,0.021815222,
TAG(52:6)_FA 20:4,0.05750378,2.00E+00,0.416971852,2.00E+00,1193.812082,1060.644072,0.885761493,-0.175009815,
TAG(54:0)_FA 16:0,0.961949092,2.00E+00,0.998556814,2.00E+00,1006.876073,1013.132074,1.003065673,0.004416066,
TAG(54:0)_FA 16:1,0.394528531,2.00E+00,0.998556814,2.00E+00,1004.87607,1064.500077,1.056087262,0.078729046,
TAG(54:0)_FA 18:0,0.769629553,2.00E+00,0.998556814,2.00E+00,1380.460094,1359.576089,0.981619099,-0.026764776,
TAG(54:0)_FA 18:1,0.671380616,2.00E+00,0.998556814,2.00E+00,1076.580081,1109.764078,1.027492757,0.039128224,
TAG(54:0)_FA 18:2,0.571005089,2.00E+00,0.998556814,2.00E+00,1032.752071,999.1120735,0.964309636,-0.05243163,
TAG(54:0)_FA 20:0,0.330089314,2.00E+00,0.998556814,2.00E+00,1249.792088,1334.544095,1.06378878,0.089211726,
TAG(54:0)_FA 20:4,0.708849373,2.00E+00,0.998556814,2.00E+00,1031.980074,1010.756072,0.976339036,-0.034545881,
TAG(54:1)_FA 16:0,0.554875003,2.00E+00,0.998556814,2.00E+00,1009.104065,1051.196069,1.038576678,0.054607735,
TAG(54:1)_FA 16:1,0.858691479,2.00E+00,0.998556814,2.00E+00,1017.236072,1008.864075,0.98864336,-0.016477913,
TAG(54:1)_FA 18:0,0.280250782,2.00E+00,0.998556814,2.00E+00,1118.468082,1047.208079,0.933268166,-0.099636408,
TAG(54:1)_FA 18:1,0.919025433,2.00E+00,0.998556814,2.00E+00,1068.580077,1078.732074,1.006525333,0.009383484,
TAG(54:1)_FA 18:2,0.918995305,2.00E+00,0.998556814,2.00E+00,1017.848074,1014.572075,0.993497999,-0.009411033,
TAG(54:1)_FA 20:0,0.495981957,2.00E+00,0.998556814,2.00E+00,1402.548098,1468.8961,1.043999192,0.062120596,
TAG(54:1)_FA 20:4,0.998164022,2.00E+00,0.998556814,2.00E+00,1023.500072,1026.452073,0.999852476,-2.13E-04,
TAG(54:2)_FA 16:0,0.529390949,2.00E+00,0.998556814,2.00E+00,1100.200082,1060.064077,0.960569532,-0.058038046,
TAG(54:2)_FA 16:1,0.266741399,2.00E+00,0.998556814,2.00E+00,1044.00807,975.0720695,0.931212327,-0.102817938,
TAG(54:2)_FA 18:0,0.074084026,2.00E+00,0.512442961,2.00E+00,1399.536107,1252.624084,0.892868388,-0.163480562,
TAG(54:2)_FA 18:1,0.138212878,2.00E+00,0.788811902,2.00E+00,1687.524124,1541.180098,0.910817014,-0.134766854,
TAG(54:2)_FA 18:2,0.830433119,2.00E+00,0.998556814,2.00E+00,1054.952071,1072.880075,1.01380084,0.019774265,
TAG(54:2)_FA 20:0,0.668948514,2.00E+00,0.998556814,2.00E+00,1025.28407,1000.616074,0.972941444,-0.039575115,
TAG(54:2)_FA 20:4,0.725632825,2.00E+00,0.998556814,2.00E+00,1062.944073,1042.632075,0.977777593,-0.03242175,
TAG(54:3)_FA 16:0,0.134341787,2.00E+00,0.769645121,2.00E+00,1129.87608,1029.724075,0.9086585,-0.138189905,
TAG(54:3)_FA 16:1,0.812823587,2.00E+00,0.998556814,2.00E+00,1057.164069,1076.716077,1.015268933,0.021861931,
TAG(54:3)_FA 18:0,0.351244687,2.00E+00,0.998556814,2.00E+00,1149.236085,1086.756078,0.942200715,-0.085893669,
TAG(54:3)_FA 18:1,3.03E-04,1.00E+00,0.004460553,1.00E+00,4528.124335,3632.436262,0.799703933,-0.322462111,
TAG(54:3)_FA 18:2,0.994265383,2.00E+00,0.998556814,2.00E+00,1118.344077,1120.904082,0.999541132,-6.62E-04,
TAG(54:3)_FA 20:0,0.664738821,2.00E+00,0.998556814,2.00E+00,1057.500078,1031.860075,0.972619531,-0.040052532,
TAG(54:3)_FA 20:4,0.811152848,2.00E+00,0.998556814,2.00E+00,1038.212075,1025.624075,0.98480165,-0.022094915,
TAG(54:4)_FA 16:0,0.589906481,2.00E+00,0.998556814,2.00E+00,1162.016089,1126.836082,0.96619795,-0.049609303,
TAG(54:4)_FA 16:1,0.049849278,1.00E+00,0.370414686,2.00E+00,1192.308083,1055.164072,0.882255129,-0.180732182,
TAG(54:4)_FA 18:0,0.306845554,2.00E+00,0.998556814,2.00E+00,1094.464079,1027.932076,0.936674892,-0.094379702,
TAG(54:4)_FA 18:1,1.68E-05,1.00E+00,3.20E-04,1.00E+00,2266.792149,1735.708123,0.763444797,-0.389404252,
TAG(54:4)_FA 18:2,3.25E-04,1.00E+00,0.004713,1.00E+00,1739.376124,1390.8441,0.796973717,-0.327395948,
TAG(54:4)_FA 20:0,0.950065478,2.00E+00,0.998556814,2.00E+00,1015.21207,1014.168075,0.995990893,-0.005795544,
TAG(54:4)_FA 20:4,0.894203125,2.00E+00,0.998556814,2.00E+00,1052.932072,1047.476073,0.991519209,-0.012287373,
TAG(54:5)_FA 16:0,0.780175912,2.00E+00,0.998556814,2.00E+00,1042.252073,1064.192076,1.018032232,0.02578324,
TAG(54:5)_FA 16:1,8.53E-04,1.00E+00,0.011538846,1.00E+00,1284.428086,1041.464073,0.808266662,-0.307096751,
TAG(54:5)_FA 18:0,0.897588839,2.00E+00,0.998556814,2.00E+00,968.9280693,964.0120651,0.991758289,-0.011939544,
TAG(54:5)_FA 18:1,0.201781075,2.00E+00,0.998556814,2.00E+00,1413.928103,1307.844092,0.922290675,-0.116706583,
TAG(54:5)_FA 18:2,0.204487358,2.00E+00,0.998556814,2.00E+00,1426.6961,1320.940098,0.922762074,-0.115969385,
TAG(54:5)_FA 20:0,0.506910027,2.00E+00,0.998556814,2.00E+00,998.3920685,1045.204073,1.043478139,0.061400376,
TAG(54:5)_FA 20:4,0.165794837,2.00E+00,0.898942421,2.00E+00,1250.788088,1148.896084,0.915525641,-0.127327802,
TAG(54:6)_FA 16:0,0.989708291,2.00E+00,0.998556814,2.00E+00,988.6000725,990.8720726,0.99917191,-0.001195176,
TAG(54:6)_FA 16:1,0.491376995,2.00E+00,0.998556814,2.00E+00,1056.236074,1014.232072,0.956857325,-0.063624272,
TAG(54:6)_FA 18:0,0.765757255,2.00E+00,0.998556814,2.00E+00,972.7200653,994.4520691,1.019324613,0.027613564,
TAG(54:6)_FA 18:1,0.141169454,2.00E+00,0.800917732,2.00E+00,1083.096083,988.7640671,0.90999341,-0.136071997,
TAG(54:6)_FA 18:2,0.313211064,2.00E+00,0.998556814,2.00E+00,1238.468085,1164.444086,0.93780153,-0.092645462,
TAG(54:6)_FA 20:0,0.898748528,2.00E+00,0.998556814,2.00E+00,1020.148074,1031.73207,1.008191304,0.011769416,
TAG(54:6)_FA 20:4,7.97E-06,1.00E+00,1.62E-04,1.00E+00,1377.212099,1039.252077,0.752114539,-0.41097571,
TAG(54:7)_FA 16:0,0.879157584,2.00E+00,0.998556814,2.00E+00,1016.204073,1009.332068,0.990293809,-0.014071475,
TAG(54:7)_FA 16:1,0.968844042,2.00E+00,0.998556814,2.00E+00,998.7440742,1004.144074,1.002510185,0.003616894,
TAG(54:7)_FA 18:0,0.969915046,2.00E+00,0.998556814,2.00E+00,984.2400696,984.9480675,0.997580115,-0.003495387,
TAG(54:7)_FA 18:1,0.643626074,2.00E+00,0.998556814,2.00E+00,1033.968074,1006.864075,0.970766583,-0.042803649,
TAG(54:7)_FA 18:2,0.787590346,2.00E+00,0.998556814,2.00E+00,1028.90407,1014.33607,0.98287012,-0.024927309,
TAG(54:7)_FA 20:0,0.82633863,2.00E+00,0.998556814,2.00E+00,1015.276068,1032.868075,1.014167139,0.020295435,
TAG(54:7)_FA 20:4,0.316704525,2.00E+00,0.998556814,2.00E+00,1093.504076,1029.020076,0.937912091,-0.092475388,
TAG(54:8)_FA 16:0,0.579422195,2.00E+00,0.998556814,2.00E+00,1033.200074,1000.112073,0.965074637,-0.051287573,
TAG(54:8)_FA 16:1,0.869087171,2.00E+00,0.998556814,2.00E+00,1007.832071,1000.220067,0.98947781,-0.015260741,
TAG(54:8)_FA 18:0,0.937121302,2.00E+00,0.998556814,2.00E+00,996.9080719,994.9000748,0.9949478,-0.007307258,
TAG(54:8)_FA 18:1,0.36524877,2.00E+00,0.998556814,2.00E+00,972.3240707,1033.660073,1.059838906,0.083844994,
TAG(54:8)_FA 18:2,0.897268609,2.00E+00,0.998556814,2.00E+00,1026.74007,1021.596073,0.991755665,-0.011943361,
TAG(54:8)_FA 20:0,0.771877134,2.00E+00,0.998556814,2.00E+00,1036.484078,1020.408074,0.981585921,-0.026813538,
TAG(54:8)_FA 20:4,0.712889909,2.00E+00,0.998556814,2.00E+00,1050.240075,1028.984072,0.976697931,-0.034015654,
TAG(56:0)_FA 16:0,0.788792959,2.00E+00,0.998556814,2.00E+00,1057.300076,1078.736074,1.017290439,0.024731631,
TAG(56:0)_FA 16:1,0.918120733,2.00E+00,0.998556814,2.00E+00,1033.332072,1029.73607,0.993432431,-0.00950625,
TAG(56:0)_FA 18:0,0.49923845,2.00E+00,0.998556814,2.00E+00,1044.648074,1003.552072,0.957598919,-0.062506572,
TAG(56:0)_FA 18:1,0.488892861,2.00E+00,0.998556814,2.00E+00,1089.116077,1045.020074,0.956674492,-0.063899962,
TAG(56:0)_FA 18:2,0.399080404,2.00E+00,0.998556814,2.00E+00,1060.744074,1007.97207,0.947387039,-0.07797416,
TAG(56:0)_FA 20:0,0.992625756,2.00E+00,0.998556814,2.00E+00,1059.724073,1062.328075,0.999408544,-8.54E-04,
TAG(56:0)_FA 20:4,0.913955787,2.00E+00,0.998556814,2.00E+00,1010.564071,1006.748067,0.993090909,-0.010002304,
TAG(56:1)_FA 16:0,0.96135268,2.00E+00,0.998556814,2.00E+00,1039.424075,1045.464072,1.003109183,0.004478644,
TAG(56:1)_FA 16:1,0.908200914,2.00E+00,0.998556814,2.00E+00,1090.324079,1085.720077,0.99265431,-0.010636705,
TAG(56:1)_FA 18:0,0.982525154,2.00E+00,0.998556814,2.00E+00,1031.500073,1033.312072,0.998597114,-0.002025358,
TAG(56:1)_FA 18:1,0.604298262,2.00E+00,0.998556814,2.00E+00,1039.488074,1008.840068,0.967317057,-0.047939257,
TAG(56:1)_FA 18:2,0.67759226,2.00E+00,0.998556814,2.00E+00,1077.03207,1051.548073,0.97374082,-0.038390273,
TAG(56:1)_FA 20:0,0.595381726,2.00E+00,0.998556814,2.00E+00,1002.280068,1040.18007,1.034642644,0.04913256,
TAG(56:1)_FA 20:4,0.905318795,2.00E+00,0.998556814,2.00E+00,1023.692075,1019.004072,0.992401432,-0.011004278,
TAG(56:2)_FA 16:0,0.746810168,2.00E+00,0.998556814,2.00E+00,1042.368076,1067.388078,1.020887376,0.029823717,
TAG(56:2)_FA 16:1,0.942043278,2.00E+00,0.998556814,2.00E+00,1022.256074,1030.236073,1.004671974,0.006724537,
TAG(56:2)_FA 18:0,0.617437202,2.00E+00,0.998556814,2.00E+00,1041.312073,1011.692072,0.968483725,-0.04620029,
TAG(56:2)_FA 18:1,0.937563037,2.00E+00,0.998556814,2.00E+00,1074.516071,1072.17207,0.995000849,-0.007230338,
TAG(56:2)_FA 18:2,0.854217755,2.00E+00,0.998556814,2.00E+00,1032.628072,1023.564075,0.988290104,-0.016993501,
TAG(56:2)_FA 20:0,0.865231282,2.00E+00,0.998556814,2.00E+00,1035.224072,1027.256074,0.989180361,-0.015694499,
TAG(56:2)_FA 20:4,0.861088681,2.00E+00,0.998556814,2.00E+00,1031.532071,1023.240073,0.988844337,-0.016184664,
TAG(56:3)_FA 16:0,0.975896609,2.00E+00,0.998556814,2.00E+00,1089.616078,1090.96008,0.99807018,-0.002786832,
TAG(56:3)_FA 16:1,0.770965177,2.00E+00,0.998556814,2.00E+00,1063.816077,1047.192071,0.981533073,-0.026891214,
TAG(56:3)_FA 18:0,0.725520669,2.00E+00,0.998556814,2.00E+00,1093.020078,1072.188076,0.977796223,-0.032394262,
TAG(56:3)_FA 18:1,0.631794553,2.00E+00,0.998556814,2.00E+00,1265.864093,1231.496085,0.969995761,-0.043949652,
TAG(56:3)_FA 18:2,0.822883006,2.00E+00,0.998556814,2.00E+00,1015.152071,1033.032072,1.014455806,0.020706016,
TAG(56:3)_FA 20:0,0.737818656,2.00E+00,0.998556814,2.00E+00,1038.636074,1019.880072,0.978770165,-0.030957969,
TAG(56:3)_FA 20:4,0.975964296,2.00E+00,0.998556814,2.00E+00,1023.45207,1028.772073,1.001933506,0.002786767,
TAG(56:4)_FA 16:0,0.869986595,2.00E+00,0.998556814,2.00E+00,1115.688076,1107.21208,0.989598939,-0.015084141,
TAG(56:4)_FA 16:1,0.930600186,2.00E+00,0.998556814,2.00E+00,1032.564073,1041.440073,1.005596393,0.00805138,
TAG(56:4)_FA 18:0,0.253463698,2.00E+00,0.998556814,2.00E+00,1121.504086,1046.056075,0.929563094,-0.105375303,
TAG(56:4)_FA 18:1,0.411869084,2.00E+00,0.998556814,2.00E+00,1403.296092,1336.592093,0.949341535,-0.075000891,
TAG(56:4)_FA 18:2,0.626638615,2.00E+00,0.998556814,2.00E+00,1064.22008,1035.084073,0.969324232,-0.044948777,
TAG(56:4)_FA 20:0,0.996665352,2.00E+00,0.998556814,2.00E+00,1026.420076,1029.848072,1.000267962,3.87E-04,
TAG(56:4)_FA 20:4,0.993005188,2.00E+00,0.998556814,2.00E+00,1031.212074,1033.900069,0.999438259,-8.11E-04,
TAG(56:5)_FA 16:0,0.654567718,2.00E+00,0.998556814,2.00E+00,1174.500082,1144.624084,0.971873451,-0.041159625,
TAG(56:5)_FA 16:1,0.463068313,2.00E+00,0.998556814,2.00E+00,1103.580078,1056.448075,0.954146993,-0.067716554,
